N	3gram	Bakhtin_KF	KulturaY
1	для того чтобы	1	38
2	с точки зрения	10	36
3	в том что	2	33
4	тем не менее	2	19
5	во всяком случае	1	19
6	в зависимости от	1	16
7	до сих пор	1	14
8	по отношению к	22	13
9	не может быть	11	11
10	в этом смысле	3	10
11	вместе с тем	1	9
12	того или иного	3	9
13	не в том	1	8
14	само по себе	1	8
15	на самом деле	3	8
16	в том случае	1	7
17	в свою очередь	1	7
18	и тем не	1	7
19	только в том	1	7
20	хотя бы и	1	6
21	то же время	2	6
22	только тогда когда	1	6
23	той или иной	2	6
24	в то же	2	6
25	то или иное	2	5
26	дело не в	1	5
27	и пр и	1	5
28	в соответствии с	2	5
29	и в этом	3	5
30	не потому что	1	5
31	в конечном счете	1	4
32	мы говорим о	2	4
33	в первом случае	1	4
34	смысле этого слова	1	4
35	и того же	1	4
36	к тому что	1	4
37	одного и того	1	4
38	на то что	1	4
39	но для того	1	3
40	вместо того чтобы	1	3
41	того что в	1	3
42	в известном смысле	1	3
43	том случае когда	1	3
44	а не просто	1	3
45	в том смысле	1	3
46	и не в	1	3
47	в настоящее время	1	3
48	уже не может	2	3
49	в противном случае	1	3
50	в лучшем случае	1	3
51	что и в	1	3
52	тогда когда он	1	3
53	уже не только	1	3
54	никто конечно не	1	2
55	это не значит	1	2
56	со стороны ее	2	2
57	можно говорить об	1	2
58	ни в каком	2	2
59	а следовательно и	1	2
60	в большинстве случаев	1	2
61	уже не в	1	2
62	несмотря на то	1	2
63	отсюда следует что	1	2
64	когда мы говорим	1	2
65	и тот же	3	2
66	потому что в	1	2
67	может быть только	7	2
68	формы и содержания	1	2
69	между тем как	3	2
70	и в то	1	2
71	в целом и	2	2
72	бы то ни	2	2
73	не должно быть	1	2
74	быть не может	1	2
75	в ее целом	3	2
76	он должен быть	1	2
77	в данный момент	3	2
78	один и тот	3	2
79	самого по себе	1	2
80	а только в	1	2
81	вследствие того что	1	2
82	тем или иным	1	2
83	смысл лишь в	1	2
84	я позволю себе	1	2
85	ровно ничего не	1	2
86	свой смысл и	1	2
87	если бы не	1	2
88	может быть и	1	2
89	как одно из	1	1
90	и действительно есть	1	1
91	данный момент в	1	1
92	для этого конечно	1	1
93	в то или	1	1
94	этом смысле можно	1	1
95	отношению к таким	1	1
96	на том что	1	1
97	конечно уже не	1	1
98	не в этом	1	1
99	не значит еще	1	1
100	дело лишь с	1	1
101	влечет за собой	1	1
102	она могла бы	2	1
103	не значит что	1	1
104	за собой и	1	1
105	для себя и	1	1
106	в каких бы	1	1
107	сводится к следующему	1	1
108	тем что я	1	1
109	рядом с ними	1	1
110	это не есть	3	1
111	можно и должно	1	1
112	бы не было	1	1
113	всю свою жизнь	1	1
114	имеют в виду	1	1
115	важно однако что	1	1
116	имеет дело лишь	1	1
117	тем самым оно	1	1
118	если бы я	1	1
119	месте и не	1	1
120	для нее в	2	1
121	или иного индивидуума	1	1
122	именно в этой	1	1
123	нашей точки зрения	1	1
124	не для того	1	1
125	бы и не	2	1
126	жизни в его	1	1
127	но может быть	1	1
128	том что мы	1	1
129	не о том	1	1
130	но не потому	1	1
131	и тем самым	1	1
132	в его собственном	1	1
133	конечно не может	1	1
134	не имеет смысла	1	1
135	в себя много	1	1
136	все это можно	1	1
137	же будет что	1	1
138	то ни было	2	1
139	но это уже	2	1
140	она и может	1	1
141	нужно помнить что	1	1
142	оно могло бы	1	1
143	и вопрос о	1	1
144	то же самое	1	1
145	до того что	1	1
146	и говорить о	1	1
147	но все это	1	1
148	в отвлечении от	5	1
149	а именно в	1	1
150	но в этом	1	1
151	и в его	1	1
152	на этом пути	1	1
153	того чтобы знать	1	1
154	в одном случае	1	1
155	отнюдь не следует	1	1
156	даже для самого	1	1
157	не может возникнуть	1	1
158	но это не	1	1
159	в значительной степени	1	1
160	а во втором	1	1
161	же самое что	1	1
162	и развивается как	1	1
163	в этом последнем	1	1
164	характер и в	1	1
165	и для этой	1	1
166	себя и для	1	1
167	с нашей точки	1	1
168	в его превосходной	1	1
169	еще не значит	1	1
170	но прежде всего	1	1
171	образом то что	1	1
172	лишь в процессе	1	1
173	они имеют смысл	1	1
174	там где его	1	1
175	с разных точек	1	1
176	ни о каких	1	1
177	но и здесь	3	1
178	не только от	1	1
179	только в его	1	1
180	позицию по отношению	1	1
181	а не как	1	1
182	это не имеет	1	1
183	имеем в виду	2	1
184	и не потому	1	1
185	к настоящему моменту	1	1
186	но как и	1	1
187	ту или иную	1	1
188	слова в их	1	1
189	в целом есть	1	1
190	и не нужно	1	1
191	и может быть	2	1
192	и не должен	1	1
193	все это в	1	1
194	можно сказать только	1	1
195	не было бы	3	1
196	вовсе не есть	2	1
197	все это только	1	1
198	в этом его	2	1
199	дело в том	1	1
200	и как таковая	1	1
201	мы имеем здесь	1	1
202	оно должно быть	1	1
203	всех этих случаях	1	1
204	его превосходной книге	1	1
205	но все они	2	1
206	это и не	1	1
207	слово может быть	1	1
208	в этом ее	1	1
209	но можно ли	1	1
210	это уже не	1	1
211	во всех этих	2	1
212	если он не	1	1
213	и мы получим	1	1
214	но во всяком	1	1
215	и то что	1	1
216	не зависит от	1	1
217	не может дать	2	1
218	каких бы условиях	1	1
219	на своем месте	2	1
220	и все же	1	1
221	никогда не может	1	1
222	это отнюдь не	1	1
223	притом не только	1	1
224	то что я	2	1
225	может быть противопоставлен	1	1
226	между прочим и	1	1
227	еще не решает	1	1
228	если мы возьмем	1	1
229	связанная с ним	1	1
230	до конца и	1	1
231	связанных с ними	1	1
232	мы не можем	1	1
233	в другом случае	1	1
