N	2gram	Tiupa_Vved	Narrotol
1	не только	32	62
2	и не	24	50
3	при этом	43	47
4	но и	31	45
5	а не	31	38
6	в качестве	18	35
7	в частности	19	31
8	может быть	25	30
9	и в	23	30
10	в том	21	29
11	в этом	27	28
12	тогда как	16	28
13	своего рода	20	28
14	том что	16	28
15	а в	15	27
16	такого рода	23	26
17	с собачкой	13	25
18	представляет собой	18	25
19	только в	9	25
20	состоит в	23	25
21	в данном	22	24
22	как и	21	24
23	не в	12	23
24	то что	9	23
25	то есть	13	22
26	в тексте	11	22
27	не может	14	20
28	в рассказе	15	18
29	в себе	15	17
30	данном случае	15	17
31	так и	14	17
32	а также	12	17
33	у чехова	11	16
34	со стороны	15	16
35	в его	9	16
36	событийного опыта	5	16
37	к тому	9	15
38	можно сказать	6	15
39	и т.п	14	15
40	но в	14	15
41	иначе говоря	8	15
42	в жизни	7	14
43	картина мира	17	14
44	диегетического мира	18	14
45	и его	9	14
46	то же	8	13
47	в своей	10	13
48	уже не	7	13
49	о том	7	13
50	в своем	9	13
51	у него	8	13
52	времени и	7	13
53	все же	10	12
54	на протяжении	2	12
55	картины мира	12	12
56	сводится к	6	12
57	как в	8	12
58	перед нами	13	12
59	как бы	8	12
60	прежде всего	11	12
61	даме с	4	11
62	по отношению	11	11
63	об этом	5	11
64	диегетический мир	10	11
65	к себе	2	11
66	хотя и	10	11
67	картиной мира	17	11
68	в мире	9	11
69	если бы	10	11
70	и тем	3	11
71	в этой	2	11
72	дамы с	8	11
73	в нем	9	11
74	героя в	3	11
75	жизни в	5	11
76	в отличие	11	11
77	отличие от	11	11
78	тем самым	6	11
79	отношению к	11	11
80	один из	3	10
81	нарративного дискурса	8	10
82	как правило	6	10
83	никогда не	6	10
84	тому же	6	10
85	точки зрения	1	10
86	всего лишь	7	10
87	между тем	3	10
88	как это	2	10
89	в то	5	10
90	события рассказывания	4	10
91	и все	8	10
92	не является	7	10
93	жизни и	8	10
94	с его	1	10
95	ничего не	3	10
96	того что	7	10
97	коммуникативного события	8	10
98	но не	9	10
99	и т.д	6	10
100	в соответствии	8	9
101	как раз	5	9
102	тем не	3	9
103	коммуникативное событие	10	9
104	чеховских рассказов	1	9
105	той или	5	9
106	не сводится	7	9
107	столь же	3	9
108	отнюдь не	14	9
109	что в	6	9
110	с ним	3	9
111	истории в	6	9
112	что он	2	9
113	еще не	8	9
114	потому что	7	9
115	во времени	2	9
116	в даме	4	9
117	для него	5	9
118	повествуемого мира	6	9
119	далеко не	5	9
120	в рамках	5	9
121	рассказа в	3	9
122	в той	5	8
123	и к	2	8
124	в самом	6	8
125	в таком	2	8
126	о чем	4	8
127	по мысли	5	8
128	не менее	4	8
129	большей части	4	8
130	анной сергеевной	3	8
131	нарративная стратегия	4	8
132	не мог	2	8
133	одна из	5	8
134	он не	6	8
135	действующих лиц	2	8
136	с анной	3	8
137	[...] и	3	8
138	и он	4	8
139	самом деле	6	8
140	того чтобы	2	8
141	внимание на	4	8
142	мы имеем	8	8
143	же время	4	8
144	соответствии с	8	8
145	вольф шмид	4	8
146	и для	8	8
147	этом отношении	7	8
148	в литературе	2	8
149	у нас	4	8
150	современной нарратологии	6	8
151	нарративная интрига	6	8
152	по большей	4	8
153	но при	7	8
154	у нее	4	8
155	или иной	5	8
156	мира в	8	8
157	в финале	4	7
158	в принципе	3	7
159	в речи	3	7
160	имеет место	6	7
161	при всей	3	7
162	а во	2	7
163	в котором	11	7
164	встречи с	4	7
165	с другой	10	7
166	пока еще	6	7
167	в футляре	2	7
168	едва ли	4	7
169	в ее	1	7
170	событийный статус	7	7
171	на себя	5	7
172	в конце	3	7
