N	2gram	Propp_Isto	Mirosoze
1	и в	40	97
2	может быть	37	64
3	не только	28	63
4	в этом	13	55
5	но и	21	54
6	он не	10	53
7	а не	18	53
8	в нем	8	49
9	не может	19	49
10	у него	5	47
11	и не	19	39
12	никогда не	25	38
13	в ней	10	37
14	потому что	12	37
15	не было	3	36
16	не в	11	34
17	и есть	5	33
18	для него	2	31
19	не есть	2	30
20	но он	5	30
21	человека в	1	30
22	как и	5	29
23	прежде всего	15	29
24	и он	4	27
25	но в	13	27
26	к человеку	1	26
27	о человеке	1	26
28	в своей	2	25
29	он был	3	25
30	и это	2	25
31	и все	1	24
32	у нас	1	24
33	ведет к	2	23
34	в своем	5	23
35	что в	19	23
36	что он	32	22
37	в себе	6	20
38	как бы	6	19
39	до конца	1	19
40	человек не	1	19
41	в его	10	18
42	того что	6	17
43	и потому	3	17
44	том что	11	16
45	в том	12	16
46	на земле	1	16
47	то что	17	16
48	было бы	11	16
49	и его	5	16
50	в котором	5	15
51	не знает	7	15
52	в этой	9	15
53	в конце	1	14
54	она не	6	14
55	нет ничего	2	14
56	так как	20	14
57	в глубине	2	14
58	та же	1	13
59	и на	6	13
60	друг друга	2	13
61	и вот	2	13
62	в русском	2	13
63	привести к	3	12
64	в них	2	12
65	он сам	1	12
66	к нему	3	12
67	и у	1	12
68	но не	7	12
69	это не	8	12
70	все это	6	12
71	и к	1	11
72	с тем	13	11
73	уже не	3	11
74	хотя бы	5	11
75	духа и	1	11
76	в которой	2	11
77	в русской	7	11
78	был бы	4	11
79	только в	16	11
80	как в	7	11
81	но это	8	11
82	и для	5	11
83	то же	21	10
84	так же	18	10
85	один из	10	10
86	должна быть	5	10
87	не могут	3	10
88	это и	1	10
89	связана с	7	10
90	в самой	1	10
91	есть не	2	10
92	к тому	6	9
93	не мог	4	9
94	должно быть	2	9
95	что и	9	9
96	xix века	2	9
97	я не	5	9
98	не будет	1	9
99	с ним	3	9
100	вместе с	13	9
101	и во	1	9
102	образ и	1	9
103	есть и	2	9
104	а в	15	9
105	от него	1	8
106	в этих	17	8
107	и с	5	8
108	тем что	7	8
109	о том	12	8
110	вопрос о	8	8
111	человека не	1	8
112	себя в	2	8
113	т е	30	8
114	что не	2	8
115	жизнь в	1	8
116	не так	2	8
117	в отношении	1	8
118	еще в	2	8
119	не знал	1	8
120	нет в	2	8
121	того чтобы	3	8
122	ничего не	6	8
123	они не	8	8
124	уже в	2	8
125	мира и	1	8
126	для того	1	8
127	во всем	3	7
128	если он	1	7
129	не существует	2	7
130	в нашем	1	7
131	все в	2	7
132	те же	1	7
133	чем в	2	7
134	что она	10	7
135	на этом	3	7
136	от нее	1	7
137	в жизни	2	7
138	отношения к	2	7
139	себя и	2	7
140	он в	5	7
141	мог бы	3	7
142	но если	4	7
143	высшей степени	1	7
144	в высшей	1	7
145	должен быть	3	7
146	также и	3	7
147	как он	5	7
148	все еще	3	7
149	же и	3	6
150	не как	3	6
151	земного и	1	6
152	к концу	1	6
153	увидим что	8	6
154	на пути	2	6
155	когда человек	1	6
156	всего в	2	6
157	что у	3	6
158	прийти к	1	6
159	там и	3	6
160	его в	15	6
161	к чему	4	6
162	и она	4	6
163	у них	2	6
164	совсем не	1	6
165	можно было	8	6
166	по своей	2	6
167	вера в	1	6
168	в глубину	1	6
169	чтобы не	3	6
170	и от	2	6
171	и здесь	15	6
172	что это	12	6
173	его на	1	6
174	если бы	8	6
175	в которых	2	6
176	бы не	1	6
177	в образе	3	6
178	в ее	2	6
179	того как	6	6
180	этом он	2	6
181	должен был	6	6
182	и более	3	6
183	его не	3	6
184	быть и	1	6
185	к ней	3	6
186	на то	6	6
187	еще не	14	5
188	бы в	2	5
189	он хочет	1	5
190	одно из	2	5
191	с собой	2	5
192	и как	3	5
193	с этим	5	5
194	во всяком	1	5
195	для этого	3	5
196	мы увидим	17	5
197	говорит что	1	5
198	до того	1	5
199	сказать что	7	5
200	к которому	5	5
201	момент в	1	5
202	после того	2	5
203	и вместе	2	5
204	от этого	2	5
205	он знал	2	5
206	сих пор	12	5
207	должны быть	4	5
208	в то	4	5
209	для чего	1	5
210	означает что	4	5
211	когда он	9	5
212	до сих	11	5
213	и этот	1	5
214	они и	1	5
215	в царстве	1	5
216	оно не	1	5
217	и мы	2	5
218	да и	3	5
219	тот кто	3	5
220	его и	6	5
221	то он	2	5
222	он же	1	5
223	в основе	4	5
224	и если	4	5
225	этом пути	1	5
226	в мир	2	5
227	той же	1	5
228	тот же	3	5
229	в более	2	5
230	так и	13	5
231	в их	6	5
232	и я	1	5
233	связано с	2	5
234	него и	1	5
235	на путь	1	5
236	как будто	7	5
237	в той	1	4
238	в центре	1	4
239	к этой	5	4
240	еще более	1	4
241	в разных	2	4
242	нас в	2	4
243	не хочет	1	4
244	и даже	4	4
245	уже нет	1	4
246	к земле	1	4
247	в такой	2	4
248	на природу	2	4
249	нельзя было	1	4
250	была еще	1	4
251	не всегда	9	4
252	в него	2	4
253	по отношению	6	4
254	не что	3	4
255	себе в	1	4
256	него не	1	4
257	что они	13	4
258	ее и	1	4
259	мы видим	16	4
260	что иное	3	4
261	к себе	2	4
262	и этим	3	4
263	это очень	1	4
264	лежит в	2	4
265	будто бы	4	4
266	была в	1	4
267	тому что	1	4
268	время как	3	4
269	в свете	4	4
270	человека а	1	4
271	а для	2	4
272	а с	4	4
273	он живет	1	4
274	так что	9	4
275	и что	14	4
276	как человек	1	4
277	и по	4	4
278	его с	1	4
279	живет в	3	4
280	тогда когда	2	4
281	пребывает в	1	4
282	для них	1	4
283	ни в	2	4
284	и тот	3	4
285	но на	1	4
286	с ней	2	4
287	в начале	3	4
288	то время	3	4
289	как о	2	4
290	от его	2	4
291	никто не	3	4
292	на своем	2	4
293	к которой	2	4
294	по сравнению	1	4
295	и тогда	3	4
296	в середине	3	4
297	иной мир	7	4
298	на землю	2	4
299	в истории	2	4
300	может ли	1	4
301	к миру	1	4
302	только с	4	4
303	мы еще	4	4
304	они были	1	4
305	он должен	3	4
306	не знают	5	4
307	могут быть	5	4
308	может не	1	4
309	ни с	1	4
310	мы не	12	4
311	он до	1	4
312	у всех	1	4
313	в эпоху	2	4
314	все эти	6	4
315	по своему	1	4
316	путь к	2	4
317	не все	5	4
318	значит что	2	4
319	и их	4	4
320	отношению к	6	4
321	и только	4	4
322	иное как	3	4
323	является в	1	3
324	вращается вокруг	1	3
325	он отказывается	1	3
326	который должен	1	3
327	это значит	1	3
328	о чем	1	3
329	есть один	1	3
330	христианства и	1	3
331	в виду	2	3
332	ко всем	1	3
333	стоит в	3	3
334	мысль о	2	3
335	но нельзя	1	3
336	все же	17	3
337	в иной	9	3
338	раз когда	1	3
339	этого вопроса	3	3
340	ответить на	1	3
341	то это	9	3
342	очень важное	1	3
343	в противоположность	1	3
344	входит в	1	3
345	в этот	1	3
346	в одном	8	3
347	и когда	4	3
348	приходит к	2	3
349	превращается в	4	3
350	значительной степени	1	3
351	конечно не	2	3
352	душу и	1	3
353	не вполне	3	3
354	можно ли	1	3
355	есть момент	1	3
356	находится в	6	3
357	к этому	2	3
358	в европе	1	3
359	уходит в	1	3
360	не видел	1	3
361	и еще	1	3
362	на том	1	3
363	в состоянии	2	3
364	хотя и	1	3
365	и за	1	3
366	одним из	2	3
367	не остается	1	3
368	но ведь	1	3
369	одно только	1	3
370	же как	7	3
371	но когда	1	3
372	но все-таки	2	3
373	во всех	3	3
374	остается в	1	3
375	в наше	1	3
376	именно потому	2	3
377	ту же	1	3
378	между тем	2	3
379	эти слова	3	3
380	к этим	1	3
381	и тем	2	3
382	и та	1	3
383	должны были	9	3
384	в иных	1	3
385	этот путь	1	3
386	не значит	1	3
387	раньше чем	6	3
388	были бы	2	3
389	жизни а	1	3
