N	3gram	Propp_Morf	Myslijsy
1	в том что	4	47
2	по отношению к	7	26
3	не может быть	9	19
4	тем не менее	6	18
5	и т д	60	15
6	в свою очередь	1	14
7	то же время	1	13
8	в то же	1	13
9	более или менее	2	12
10	с другой стороны	5	12
11	до сих пор	1	12
12	только в том	1	12
13	во всяком случае	2	12
14	для того чтобы	3	11
15	подобно тому как	5	11
16	в то время	3	10
17	с одной стороны	2	10
18	потому что в	1	9
19	в таком случае	1	9
20	на то что	3	9
21	о том что	3	9
22	мы не можем	1	9
23	не могут быть	4	9
24	что и в	1	9
25	на самом деле	4	8
26	в этом случае	10	8
27	и то же	1	7
28	с точки зрения	6	7
29	как и в	3	7
30	можно сказать что	1	7
31	одно и то	1	7
32	может быть названо	4	7
33	и может быть	1	6
34	с самого начала	1	6
35	после того как	1	6
36	тем и другим	2	5
37	в том случае	3	5
38	таким образом что	1	5
39	и таким образом	2	5
40	к тому что	4	5
41	не то что	1	5
42	то что в	2	5
43	и тот же	1	4
44	в собственном смысле	3	4
45	с этой точки	1	4
46	все более и	1	4
47	в данном случае	2	4
48	один и тот	1	4
49	могут быть названы	1	4
50	более и более	1	4
51	на этот вопрос	1	4
52	в противном случае	1	4
53	не что иное	2	4
54	далеко не все	3	4
55	не более как	1	4
56	что иное как	2	4
57	в этом отношении	2	4
58	вопрос о том	2	4
59	то время как	3	4
60	это было бы	1	4
61	точно так же	2	3
62	в применении к	1	3
63	до известной степени	1	3
64	между собою так	1	3
65	можно себе представить	1	3
66	в большинстве случаев	3	3
67	то же в	1	3
68	то это не	1	3
69	это не значит	2	3
70	том что он	1	3
71	в первом случае	3	3
72	если бы мы	1	3
73	а потому что	1	3
74	в связи с	9	3
75	бы то ни	3	3
76	но это не	1	3
77	но так как	2	3
78	между тем в	1	3
79	таким образом мы	7	3
80	которые не могут	1	3
81	можно заметить что	2	3
82	дает нам возможность	1	3
83	можем заметить что	1	3
84	можно было бы	2	3
85	которые могут быть	1	3
86	бы они ни	1	3
87	на первый взгляд	3	3
88	этой точки зрения	1	3
89	мы увидим что	2	3
90	что же касается	1	3
91	о том как	2	2
92	и многие другие	1	2
93	потому что его	2	2
94	в первый раз	1	2
95	вне связи с	2	2
96	могло бы быть	1	2
97	друг на друга	2	2
98	на этом основании	1	2
99	мы должны будем	1	2
100	и в других	2	2
101	так как во	1	2
102	из них не	1	2
103	отсюда видно что	2	2
104	там где оно	2	2
105	мы можем заметить	1	2
106	мысль о необходимости	1	2
107	и там где	1	2
108	состоит в том	3	2
109	но все же	4	2
110	то ни было	2	2
111	это значит что	1	2
112	в целом и	1	2
113	так же и	1	2
114	том случае когда	1	2
115	на вопрос что	1	2
116	в этих случаях	14	2
117	друг к другу	2	2
118	т д то	1	2
119	которые должны быть	1	2
120	здесь как и	1	2
121	не потому что	1	2
122	в некоторых случаях	1	2
123	в таких случаях	2	2
124	заметить что в	1	2
125	однако заметить что	1	2
126	можно сравнить с	1	2
127	же время и	1	2
128	может быть объяснено	1	2
129	но оно имеет	1	2
130	они ни были	1	2
131	и независимо от	1	2
132	том случае если	2	2
133	не останавливаясь на	1	2
134	к развитию и	1	1
135	но то что	1	1
136	и качества с	1	1
137	с большим количеством	1	1
138	их и не	1	1
139	имеет ничего общего	1	1
140	и вне связи	2	1
141	это дает нам	1	1
142	будем в состоянии	1	1
143	в систему и	1	1
144	деле в этом	1	1
145	том что все	1	1
146	чем перейти к	1	1
147	ни одна не	1	1
148	с тех пор	1	1
149	в других случаях	1	1
150	но можно указать	1	1
151	со стороны их	2	1
152	вслед за этим	1	1
153	но если это	2	1
154	то что он	1	1
155	бы только один	1	1
156	могут быть приведены	1	1
157	во всех этих	1	1
158	но он может	1	1
159	которое может быть	2	1
160	противном случае он	1	1
161	один из них	1	1
162	том что такое	1	1
163	другу и к	2	1
164	хотя оно как	1	1
165	того или другого	1	1
166	от того как	1	1
167	она могла бы	1	1
168	бы в том	1	1
169	а в с	1	1
170	ответить на этот	1	1
171	может быть продолжен	1	1
172	к соединению с	1	1
173	следует заметить что	2	1
174	ниже мы постараемся	1	1
175	во что бы	1	1
176	далеко не всегда	1	1
177	решить вопрос о	1	1
178	как мы уже	1	1
179	и есть то	1	1
180	во втором случае	1	1
181	прежде чем перейти	1	1
182	во многих отношениях	1	1
183	вопрос на каком	1	1
184	в сказке о	2	1
185	к другу и	2	1
186	же в результате	1	1
187	т д в	2	1
188	связаны между собою	1	1
189	в сущности эта	1	1
190	т д можно	1	1
191	иметь в виду	1	1
192	есть в то	1	1
193	из которых один	2	1
194	что пока не	1	1
195	бросается в глаза	1	1
196	друг за другом	2	1
197	так тесно связаны	1	1
198	и не с	1	1
199	соединению с другими	1	1
200	не может считаться	4	1
201	и в нашем	1	1
202	и многое другое	1	1
203	в глаза что	1	1
204	не имеет смысла	1	1
205	образом мы видим	4	1
206	крайняя бедность и	1	1
207	в которой есть	2	1
208	так как это	1	1
209	есть не что	1	1
210	может быть названа	1	1
211	не имеет ничего	1	1
212	приходим к заключению	1	1
213	если это так	2	1
214	что в других	1	1
215	с этим в	1	1
216	первый взгляд кажется	1	1
217	мы видим как	1	1
218	может быть достигнуто	1	1
219	не менее она	2	1
220	к вопросу о	2	1
221	заметить что при	1	1
222	нужно помнить что	1	1
223	в одном случае	1	1
224	то прежде всего	2	1
225	можно сделать из	2	1
226	имеет смысла но	1	1
227	и в этой	1	1
228	то ни стало	1	1
229	что это и	1	1
230	быть приведены в	1	1
231	сих пор не	1	1
232	ответить на вопрос	1	1
233	том как эти	1	1
234	что и при	1	1
235	хотя и не	2	1
236	т д и	1	1
237	и тем не	2	1
238	из причин того	1	1
239	заметим только что	1	1
240	это будет видно	1	1
241	прежде всего следует	3	1
242	этом случае не	3	1
243	мы видим не	1	1
244	или нет это	1	1
245	друг с другом	1	1
246	же может быть	2	1
247	в чем же	1	1
248	в подобных случаях	1	1
249	и только впоследствии	1	1
250	и по-видимому не	1	1
251	но они могут	1	1
252	на одном месте	1	1
253	а не по	1	1
254	что до этого	1	1
255	во всех подобных	1	1
256	может быть сравниваемо	1	1
257	как один из	1	1
258	то с другой	1	1
259	ни были разнообразны	1	1
260	на свое место	1	1
261	можно говорить лишь	1	1
262	во всем ее	1	1
263	очень вероятно что	1	1
264	этот вопрос мы	1	1
265	в настоящее время	3	1
266	но если бы	1	1
267	так как мы	1	1
268	не должно считаться	1	1
269	здесь мы имеем	1	1
270	в этой работе	1	1
271	себе представить что	1	1
272	и как он	1	1
273	уже было бы	1	1
274	один пример в	1	1
275	например в сказке	1	1
276	вряд ли можно	1	1
277	это можно утверждать	1	1
278	он может быть	2	1
279	что бы то	1	1
280	если мы не	3	1
281	всех подобных случаях	1	1
282	если же в	1	1
283	во всех случаях	1	1
284	один из его	1	1
285	там где есть	1	1
286	одна из форм	1	1
287	это и не	2	1
288	с другой не	1	1
289	самом деле в	1	1
290	особое значение и	1	1
291	еще заметить что	1	1
292	по своему строению	1	1
293	может быть сделано	1	1
294	мы прежде всего	1	1
295	бы они и	1	1
296	это нисколько не	1	1
297	ясно что и	1	1
298	теми или другими	1	1
299	она может быть	1	1
300	а для того	1	1
301	и вслед за	1	1
302	в самых разнообразных	1	1
303	выводы можно сделать	1	1
304	т д это	1	1
305	и в какой	1	1
306	следует еще заметить	1	1
307	извне а не	1	1
308	то что они	1	1
309	потому что они	1	1
310	дело не в	2	1
311	все органические существа	1	1
312	или вовсе не	1	1
313	при таких условиях	1	1
314	такое же развитие	1	1
315	что несмотря на	1	1
316	если же он	1	1
317	было бы сказать	1	1
318	может быть и	2	1
