N	3gram	Tiupa_Hudo	Psycholo
1	в том что	8	78
2	для того чтобы	5	70
3	в самом деле	2	51
4	заключается в том	1	36
5	о том что	1	34
6	то же самое	1	31
7	с точки зрения	3	29
8	с одной стороны	3	28
9	так же точно	1	24
10	все то что	1	23
11	не может быть	4	23
12	и в самом	3	22
13	к тому что	2	20
14	с другой стороны	6	20
15	в зависимости от	1	15
16	так же как	1	14
17	в то время	1	14
18	заключает в себе	1	13
19	этой точки зрения	2	12
20	в конечном счете	5	11
21	в художественном произведении	1	11
22	подобно тому как	3	11
23	с этой точки	2	10
24	том что она	1	10
25	том что он	2	10
26	таким образом что	1	9
27	в отличие от	7	9
28	в том случае	1	9
29	точно так же	1	9
30	что он не	1	9
31	в том и	2	9
32	не в состоянии	1	9
33	и как бы	1	8
34	и то же	3	8
35	речь идет о	1	8
36	состоит в том	5	7
37	том случае если	1	7
38	в этом смысле	3	7
39	а с другой	2	7
40	только то что	1	7
41	в свою очередь	2	7
42	можно сказать что	3	7
43	же точно и	1	7
44	одно и то	3	7
45	как и в	1	7
46	сама по себе	2	6
47	не что иное	1	6
48	тем не менее	3	6
49	более или менее	6	6
50	именно потому что	1	6
51	и в том	1	6
52	того или иного	4	6
53	в противоречие с	1	6
54	что иное как	1	6
55	при таком понимании	1	6
56	в таком случае	2	5
57	что в основе	2	5
58	что в искусстве	1	5
59	в евгении онегине	1	5
60	больше и больше	1	5
61	мы видим в	1	5
62	и в частности	1	5
63	ту же самую	1	5
64	как бы в	1	5
65	в лучшем случае	1	5
66	как раз в	1	5
67	в русском языке	1	5
68	в настоящее время	1	4
69	и того же	3	4
70	а в том	1	4
71	к тому же	1	4
72	из того что	1	4
73	таким образом и	1	4
74	и в этой	1	4
75	и тем же	1	4
76	это было бы	1	4
77	то или иное	1	4
78	есть как бы	1	4
79	одного и того	3	4
80	в произведении искусства	1	4
81	то есть в	1	4
82	одним и тем	1	4
83	несет в себе	3	4
84	и в сущности	1	4
85	это и есть	1	4
86	в основе своей	2	4
87	по себе а	1	3
88	в себя и	1	3
89	друг от друга	1	3
90	в отношении к	2	3
91	на наших глазах	2	3
92	а не только	1	3
93	произведение искусства есть	1	3
94	по отношению к	10	3
95	он не только	1	3
96	а чем-то другим	1	3
97	не могут быть	1	3
98	может быть и	2	3
99	может быть это	1	3
100	иметь в виду	1	3
101	в том или	1	3
102	при этом как	1	3
103	бы то ни	2	3
104	то же время	7	3
105	но он не	2	3
106	том или ином	1	3
107	едва ли не	1	3
108	то есть как	1	3
109	в то же	7	3
110	всякое произведение искусства	1	3
111	речь идет не	1	3
112	делает то что	1	3
113	в этом случае	1	3
114	приводит к тому	2	3
115	мере в какой	1	2
116	одной стороны и	1	2
117	есть в конечном	1	2
118	дело не в	1	2
119	только о том	1	2
120	который может быть	1	2
121	не совпадает с	1	2
122	так или иначе	4	2
123	том и состоит	2	2
124	в полной мере	1	2
125	и тем самым	1	2
126	и что искусство	1	2
127	к вопросу о	1	2
128	и не дает	1	2
129	мы имеем дело	2	2
130	в связи с	3	2
131	той или иной	5	2
132	вбирает в себя	1	2
133	по крайней мере	1	2
