N	2gram	Vygotskiy_	slovoVRo
1	и в	37	92
2	и т	1	82
3	может быть	19	59
4	и его	10	59
5	в нем	2	59
6	и не	15	51
7	не только	29	44
8	не может	16	41
9	но и	23	39
10	до конца	1	37
11	в этом	32	36
12	а не	5	34
13	во всех	4	32
14	точки зрения	49	30
15	так и	12	30
16	языка и	3	29
17	могут быть	5	29
18	и др	5	29
19	в пределах	1	29
20	в его	16	27
21	слова в	2	26
22	все это	9	25
23	как бы	16	24
24	слова и	5	24
25	слово в	1	24
26	то же	12	23
27	и на	8	22
28	в сущности	13	21
29	как в	7	21
30	не в	9	21
31	вовсе не	5	21
32	в процессе	19	20
33	в то	7	20
34	прежде всего	12	19
35	как мы	11	19
36	с ним	3	18
37	как и	20	18
38	язык и	1	18
39	же время	2	18
40	или иной	3	18
41	таким образом	39	17
42	оно не	1	17
43	и даже	5	17
44	все же	6	17
45	в основе	9	17
46	в истории	7	17
47	все эти	6	17
48	при этом	6	16
49	в них	5	16
50	к своему	2	16
51	отличие от	3	16
52	но в	9	16
53	в той	1	15
54	и с	10	15
55	языков в	2	15
56	человек и	1	15
57	с точки	34	15
58	со своим	1	15
59	той или	3	15
60	там где	8	15
61	только в	8	14
62	в отличие	3	14
63	так сказать	1	14
64	в узком	1	14
65	в особенности	1	13
66	отношении к	1	13
67	в слове	2	13
68	это не	5	13
69	с другой	16	13
70	с его	7	13
71	точка зрения	3	13
72	рядом с	1	13
73	и следовательно	3	13
74	и для	3	13
75	и к	9	12
76	в отношении	14	12
77	еще не	1	12
78	во всяком	6	12
79	никогда не	8	12
80	и потому	3	12
81	или в	2	12
82	словом и	3	12
83	точек зрения	1	12
84	а в	4	12
85	и наконец	3	12
86	один из	3	11
87	в этих	3	11
88	для него	5	11
89	с одной	14	11
90	всех его	1	11
91	на его	1	11
92	в плане	1	11
93	одной стороны	15	11
94	слова как	3	11
95	зрения на	1	10
96	и их	5	10
97	и все	7	10
98	уже не	2	10
99	лишь в	9	10
100	т д	1	10
101	в своем	10	10
102	может не	4	10
103	в том	47	10
104	с другими	5	10
105	она не	3	10
106	в себе	8	10
107	всех этих	2	10
108	в основном	1	9
109	в своей	7	9
110	конечно не	1	9
111	сказать что	16	9
112	так как	11	9
113	здесь в	1	9
114	одна из	1	9
115	в их	5	9
116	в смысле	2	9
117	и других	4	9
118	и мир	1	9
119	он не	11	9
120	одним из	1	9
121	и от	4	9
122	но не	6	9
123	с ее	3	9
124	к нему	1	9
125	более того	2	9
126	в самом	16	8
127	для нас	4	8
128	не на	1	8
129	не могут	1	8
130	зависимости от	8	8
131	в значительной	2	8
132	все время	8	8
133	для понимания	1	8
134	с этим	8	8
135	в зависимости	8	8
136	всяком случае	5	8
137	входит в	1	8
138	в одной	3	8
139	человека и	6	8
140	в ней	2	8
141	во всем	4	7
142	от него	1	7
143	еще более	1	7
144	кроме того	1	7
145	но все	3	7
146	например в	1	7
147	связанные с	2	7
148	том что	42	7
149	слова к	1	7
150	перед нами	7	7
151	но здесь	1	7
152	автора и	1	7
153	значительной степени	2	7
154	здесь не	1	7
155	друг друга	5	7
156	того же	1	7
157	мышления и	50	7
158	у него	2	7
159	не было	1	7
160	связи с	7	7
161	в таком	1	7
162	мы уже	7	7
163	его не	3	7
164	также и	2	7
165	ту же	3	7
166	за пределы	4	7
167	с которым	1	7
168	жизни и	2	7
169	в целом	29	7
170	что в	25	6
171	и здесь	1	6
172	даже в	4	6
173	в одном	5	6
174	ни в	6	6
175	другой стороны	10	6
176	по себе	9	6
177	именно в	8	6
178	большей или	1	6
179	можно сказать	6	6
180	в свою	4	6
181	наконец в	2	6
182	говорить о	4	6
183	слов и	1	6
184	и там	1	6
185	в контексте	1	6
186	как к	1	6
187	связан с	5	6
188	одной плоскости	1	6
189	в качестве	12	6
190	бы и	4	6
191	лежит в	3	6
192	а также	1	6
193	мира и	2	6
194	единство и	1	6
195	на этом	3	6
196	хотя бы	7	6
197	между тем	10	6
198	и слова	1	6
199	стороны и	3	6
200	или меньшей	1	6
201	между словом	2	6
202	он в	6	6
203	точку зрения	8	6
204	которые в	2	6
205	ничего не	6	6
206	и при	2	5
207	различных форм	1	5
208	и чисто	1	5
209	а затем	5	5
210	в результате	7	5
211	к его	3	5
212	по отношению	12	5
213	вместе с	14	5
214	не менее	1	5
215	о том	14	5
216	не является	16	5
217	в противовес	1	5
218	в данном	5	5
219	и более	6	5
220	мы не	13	5
221	для того	19	5
222	с помощью	16	5
223	только на	1	5
224	каждое слово	1	5
225	речи в	17	5
226	той же	4	5
227	отношению к	11	5
228	почти вовсе	1	5
229	в дальнейшем	1	5
230	как такового	2	5
231	между этими	7	5
232	остается в	2	5
233	уже в	8	5
234	на протяжении	3	5
235	хотя и	2	5
236	этом отношении	6	5
237	с их	2	5
238	слова не	1	5
239	как его	2	5
240	или даже	2	5
241	должен быть	6	5
242	в других	2	5
243	данный момент	1	5
244	эти формы	1	5
245	не знает	1	5
246	не с	2	5
247	почти всегда	2	5
248	и сам	2	5
249	и по	3	5
250	для этого	7	5
251	прямо и	2	4
252	до сих	4	4
253	по существу	8	4
254	в большей	1	4
255	в некоторых	1	4
256	в другой	2	4
257	те же	2	4
258	не столько	4	4
259	в виду	5	4
260	для всех	8	4
261	среди других	1	4
262	со всеми	2	4
263	очень легко	1	4
264	если бы	10	4
265	в точном	1	4
266	где они	1	4
267	отношения к	3	4
268	и другим	2	4
269	его на	3	4
270	что он	16	4
271	от его	5	4
272	эта внутренняя	1	4
273	так же	18	4
274	которая не	1	4
275	как только	3	4
276	на первый	3	4
277	к тому	10	4
278	друг с	6	4
279	дело не	1	4
280	того чтобы	23	4
281	лежат в	1	4
282	в другом	7	4
283	но эти	1	4
284	самого автора	1	4
285	тогда когда	8	4
286	и слово	2	4
287	именно на	1	4
288	с этой	7	4
289	в различных	1	4
290	от других	1	4
291	в чем	5	4
292	свою очередь	3	4
293	ибо он	1	4
294	и во	1	4
295	в известной	2	4
296	он может	2	4
297	и речи	45	4
298	однако в	1	4
299	на предмет	1	4
300	связано с	3	4
301	как сказано	1	4
302	в системе	1	4
303	из них	4	4
304	того что	28	4
305	он должен	4	4
306	все его	1	4
307	что оно	6	4
308	значение в	4	4
309	одной из	4	4
310	том же	4	4
311	смысле в	1	4
312	о себе	1	4
313	как раз	8	4
314	что и	3	4
315	чем он	3	4
316	в контекст	3	4
317	в виде	3	4
318	в которой	6	4
319	слова на	2	4
320	и как	7	4
321	же как	8	4
322	следовательно и	1	4
323	только и	1	4
324	в себя	2	4
325	с другом	6	4
326	сих пор	4	4
327	всех своих	2	4
328	именно как	1	4
329	может иметь	1	4
330	выражение в	1	4
331	но как	1	4
332	первый план	3	4
333	разрыв между	1	4
334	в частности	8	4
335	одним словом	1	4
336	одно и	2	4
337	не были	1	4
338	из него	1	4
339	или как	1	4
340	и о	1	4
341	в понимании	1	4
342	вообще не	1	4
343	речи и	41	4
344	не всегда	1	4
345	и дальше	1	4
346	из этого	6	4
347	и ее	9	4
348	мы видели	8	4
349	почву для	1	3
350	однако и	1	3
351	и другие	1	3
352	собственном смысле	8	3
353	все что	4	3
354	первой и	1	3
355	из многих	1	3
356	и самое	1	3
357	речи но	5	3
358	переходит в	1	3
359	основе ее	1	3
360	его с	2	3
361	ним и	1	3
362	смысле слова	6	3
363	эта идея	1	3
364	говорит и	1	3
365	плоскости с	1	3
366	в форме	1	3
367	от этой	1	3
368	и то	3	3
369	интерес к	1	3
370	нас в	2	3
371	речи как	11	3
372	в связи	3	3
373	нами в	3	3
374	или к	3	3
375	в более	3	3
376	в первом	2	3
377	с таким	8	3
378	по всей	2	3
379	тем что	7	3
380	или на	1	3
381	в собственном	8	3
382	автора к	2	3
383	в одно	1	3
384	жизни в	1	3
385	где она	1	3
