N	2gram	Bakhtin_Fr	Problema
1	и в	67	182
2	то есть	49	165
3	и не	23	152
4	вовсе не	19	145
5	то что	9	144
6	не только	23	104
7	потому что	8	89
8	в этом	27	88
9	может быть	4	82
10	в том	16	81
11	том что	13	81
12	не просто	1	80
13	только в	6	73
14	сказать что	12	72
15	но и	23	70
16	в виде	1	69
17	у нас	3	68
18	также и	11	68
19	и даже	6	66
20	даже и	1	63
21	не менее	4	58
22	о том	8	57
23	тем не	1	56
24	а не	6	56
25	так и	14	56
26	но в	20	55
27	так что	1	52
28	ни в	5	51
29	в себе	3	48
30	и вообще	3	48
31	было бы	5	46
32	прежде всего	19	45
33	в своей	6	45
34	что в	14	44
35	в его	17	44
36	не в	8	43
37	все эти	12	43
38	то же	18	42
39	а именно	2	42
40	как раз	5	42
41	таким образом	20	42
42	если мы	3	42
43	и что	3	40
44	и то	2	40
45	что он	7	40
46	так как	16	40
47	во всяком	1	39
48	не может	9	39
49	в этой	13	39
50	как бы	18	39
51	той или	1	38
52	в данном	4	38
53	хотя бы	2	37
54	никак не	3	37
55	в нем	20	37
56	того что	4	37
57	точки зрения	7	36
58	есть нечто	2	36
59	еще не	5	36
60	и все	18	36
61	в виду	2	34
62	уже не	1	34
63	и с	18	34
64	как и	19	34
65	указывает на	1	34
66	же самое	3	33
67	в таком	2	33
68	или иной	1	33
69	здесь не	7	32
70	в то	17	32
71	но не	6	32
72	так же	13	31
73	в своем	13	31
74	связи с	7	31
75	в конце	12	31
76	но это	10	31
77	все это	15	31
78	ясно что	1	30
79	подобного рода	2	30
80	и для	4	30
81	с другой	3	30
82	в связи	5	29
83	все же	7	29
84	можно сказать	4	29
85	перед нами	6	29
86	как мы	16	29
87	об этом	5	29
88	данном случае	4	28
89	мы не	6	28
90	а в	4	28
91	есть только	1	28
92	и о	8	28
93	и это	5	27
94	и как	7	27
95	хотя и	6	27
96	ничего общего	1	27
97	ничего не	5	27
98	в результате	5	26
99	другой стороны	2	26
100	да и	2	26
101	как будто	2	26
102	вместе с	5	26
103	еще и	6	26
104	это не	5	26
105	и его	19	26
106	мы можем	5	25
107	и на	12	25
108	с точки	5	25
109	с тем	3	24
110	на самом	8	24
111	тем более	3	24
112	в нашем	3	24
113	и вполне	1	24
114	не имеет	4	24
115	по своему	5	23
116	только и	1	23
117	на то	2	23
118	при этом	5	23
119	тут же	2	23
120	в качестве	5	23
121	и притом	2	23
122	конце концов	1	23
123	мы находим	5	23
124	есть не	1	23
125	и к	7	22
126	раз и	1	22
127	только на	1	22
128	можно ли	1	22
129	никогда не	6	22
130	и является	1	22
131	всех этих	9	22
132	нет ничего	1	22
133	есть в	5	22
134	его в	10	22
135	и от	6	22
136	и есть	5	22
137	и если	3	22
138	что и	8	22
139	другими словами	3	22
140	в самом	7	21
141	что всякий	1	21
142	и ее	2	21
143	говорить о	5	21
144	а также	4	21
145	и без	3	21
146	и только	2	21
147	именно в	5	20
148	для того	8	20
