N	4gram	Propp_Isto	Formalny
1	в то же время	1	20
2	одни и те же	1	5
3	с одной стороны и	1	5
4	мы уже знаем что	1	3
5	в том числе и	2	3
6	с этой точки зрения	2	2
7	в том смысле что	1	2
8	иметь в виду что	1	2
9	а в связи с	1	2
10	но тем не менее	1	1
11	не что иное как	1	1
12	из нее т е	1	1
13	он не может быть	1	1
14	одно и то же	2	1
15	не потому что он	1	1
16	мешает ему в то	1	1
17	не сам по себе	1	1
18	если мы подойдем к	1	1
19	в том смысле в	1	1
20	здесь не может быть	1	1
21	ему в то же	1	1
22	может быть дана только	1	1
23	с другой стороны в	1	1
24	смысле этого слова а	1	1
25	в ней таким образом	1	1
26	тем не менее в	1	1
27	и т д их	1	1
28	а с точки зрения	1	1
29	и связанные с ними	1	1
30	в это время в	1	1
31	что в его состав	1	1
32	но в таком случае	1	1
33	не мешает ему в	1	1
34	но вместе с тем	4	1
35	же как мы знаем	1	1
36	и тем не менее	2	1
37	по мере того как	3	1
38	вместе с тем это	2	1
39	о которых идет речь	1	1
40	том смысле в каком	1	1
41	есть не что иное	1	1
