N	2gram	Propp_Isto	Marksizm
1	может быть	37	64
2	и в	40	63
3	и не	19	55
4	как бы	6	53
5	не может	19	47
6	и пр	11	42
7	и его	5	41
8	в этом	13	39
9	таким образом	13	38
10	в процессе	1	33
11	как мы	3	32
12	в пределах	4	31
13	не только	28	29
14	то же	21	28
15	в нем	8	28
16	но и	21	27
17	в языке	1	26
18	связи с	10	25
19	самом деле	2	25
20	как и	5	24
21	прежде всего	15	24
22	только в	16	23
23	так и	13	23
24	в том	12	22
25	то что	17	22
26	а не	18	22
27	при этом	6	20
28	так сказать	3	20
29	для него	2	20
30	если мы	4	20
31	не в	11	19
32	если бы	8	19
33	том что	11	19
34	в его	10	19
35	в ее	2	18
36	и для	5	18
37	но в	13	18
38	вовсе не	3	18
39	все же	17	17
40	в сущности	2	17
41	по отношению	6	16
42	ни было	2	16
43	и как	3	16
44	в то	4	16
45	во всех	3	15
46	в связи	7	15
47	отнюдь не	2	15
48	что он	32	15
49	в русском	2	15
50	отношению к	6	15
51	хотя бы	5	14
52	в своей	2	13
53	так же	18	13
54	то ни	2	13
55	что в	19	13
56	и здесь	15	13
57	того чтобы	3	13
58	было бы	11	13
59	ничего не	6	13
60	мы не	12	13
61	слова в	2	13
62	для того	1	12
63	бы то	2	12
64	в результате	2	12
65	между тем	2	12
66	он не	10	12
67	в основе	4	12
68	высшей степени	1	12
69	является не	2	12
70	а в	15	12
71	в высшей	1	12
72	не столько	1	11
73	к нему	3	11
74	мы уже	7	11
75	и что	14	11
76	и от	2	11
77	до сих	11	11
78	и на	6	11
79	и все	1	11
80	как в	7	11
81	еще не	14	11
82	друг друга	2	11
83	так как	20	11
84	на самом	3	11
85	все эти	6	11
86	в ней	10	11
87	сих пор	12	11
88	именно в	5	10
89	во всяком	1	10
90	самого начала	4	10
91	с другой	8	10
92	сказать что	7	10
93	к этому	2	10
94	никогда не	25	10
95	в своем	5	10
96	его в	15	10
97	в таком	1	10
98	одна из	4	10
99	в основном	4	10
100	здесь мы	9	10
101	в большинстве	4	10
102	совершенно не	1	10
103	конечно не	2	10
104	в отличие	3	10
105	здесь в	4	10
106	и потому	3	10
107	с самого	4	10
108	отличие от	3	10
109	быть и	1	9
110	к тому	6	9
111	только на	2	9
112	в нашем	1	9
113	точка зрения	2	9
114	в себе	6	9
115	большинстве случаев	4	9
116	и следовательно	1	9
117	и это	2	9
118	а как	2	9
119	мы видели	4	9
120	что это	12	9
121	ни в	2	9
122	и более	3	9
123	это не	8	9
124	как если	1	9
125	в истории	2	9
126	одной из	6	9
127	и эта	1	9
128	же самое	3	9
129	кроме того	3	8
130	не как	3	8
131	другой стороны	7	8
132	но что	2	8
133	и даже	4	8
134	и с	5	8
135	на этой	2	8
136	в данной	2	8
137	мы знаем	10	8
138	что и	9	8
139	у него	5	8
140	не было	3	8
141	что не	2	8
142	тому что	1	8
143	ясно что	2	8
144	мы можем	7	8
145	или же	1	8
146	не будет	1	8
147	в форме	3	8
148	столь же	2	8
149	в отношении	1	8
150	сводится к	1	8
151	в каком	2	8
152	перед нами	5	8
153	этого слова	1	8
154	с этим	5	8
155	у нас	1	8
156	смысле этого	2	8
157	в их	6	8
158	и их	4	8
159	и ее	3	8
160	на то	6	8
161	от него	1	7
162	в этих	17	7
163	не существует	2	7
164	в котором	5	7
165	он сам	1	7
166	те же	1	7
167	как раз	2	7
168	в качестве	8	7
169	бы в	2	7
170	в этой	9	7
171	могут быть	5	7
172	оно может	2	7
173	там где	5	7
174	с ними	2	7
175	на основе	6	7
176	по себе	4	7
177	той же	1	7
178	до конца	1	7
179	о том	12	7
180	того что	6	7
181	в формах	1	7
182	в начале	3	7
183	далеко не	1	7
184	бы он	1	7
185	в той	1	6
186	является в	1	6
187	по мере	4	6
188	теперь мы	1	6
189	уже не	3	6
190	входит в	1	6
191	одной стороны	7	6
192	в другом	6	6
193	как оно	3	6
194	она может	1	6
195	характерно что	1	6
196	с одной	8	6
197	с другими	2	6
198	из важнейших	1	6
199	здесь же	2	6
200	между ними	2	6
201	не есть	2	6
202	должны быть	4	6
203	этот вопрос	7	6
204	с ее	2	6
205	должна быть	5	6
206	в точном	1	6
207	зависимости от	3	6
208	не имеют	1	6
209	и между	3	6
210	что же	4	6
211	тем же	1	6
212	слово и	1	6
213	тот же	3	6
214	он и	3	6
215	все это	6	6
216	в какой	4	6
217	вопрос о	8	6
218	мы должны	17	6
219	из этих	2	6
220	еще более	1	5
221	о чем	1	5
222	самом же	1	5
223	в одном	8	5
224	в виду	2	5
225	в первом	1	5
226	она является	1	5
227	не менее	7	5
228	связано с	2	5
229	был бы	4	5
230	себя в	2	5
231	должно быть	2	5
232	что такое	3	5
233	xix века	2	5
234	от этого	2	5
235	в двух	1	5
236	и у	1	5
237	но как	2	5
238	в целях	3	5
239	и тем	2	5
240	в конце	1	5
241	следовательно не	1	5
242	то в	1	5
243	в материале	1	5
244	вместе с	13	5
245	дело идет	1	5
246	да и	3	5
247	так называемая	3	5
248	и вот	2	5
249	ее в	7	5
250	связана с	7	5
251	вне его	1	5
252	хотя и	1	5
253	точку зрения	3	5
254	этом случае	3	5
255	в более	2	5
256	этом отношении	1	5
257	то мы	6	5
258	или в	6	5
259	но не	7	5
260	по смыслу	2	5
261	же деле	1	5
262	она не	6	5
263	в особенности	3	5
264	совершается в	2	5
265	и к	1	4
266	мы постараемся	2	4
267	же и	3	4
268	какой бы	1	4
269	именно эти	1	4
270	в них	2	4
271	связь с	8	4
272	но все	9	4
273	тем что	7	4
274	из всего	1	4
275	он был	3	4
276	и иных	1	4
277	этой связи	1	4
278	правда и	2	4
279	говорит что	1	4
280	точке зрения	1	4
281	следующим образом	1	4
282	в зависимости	3	4
283	во всей	2	4
284	исходит из	3	4
285	из них	5	4
286	едва ли	2	4
287	что они	13	4
288	него как	1	4
289	и он	4	4
290	она и	2	4
291	несмотря на	1	4
292	не хватает	1	4
293	не знает	7	4
294	в которой	2	4
295	именно здесь	1	4
296	одним из	2	4
297	что она	10	4
298	но ведь	1	4
299	формы а	1	4
300	в других	3	4
301	не дает	2	4
302	в работе	3	4
303	к этим	1	4
304	так что	9	4
305	в тех	4	4
306	и тот	3	4
307	из этого	3	4
308	независимо от	1	4
309	имеет свою	2	4
310	к целому	1	4
311	от нее	1	4
312	уже знаем	3	4
313	не могут	3	4
314	можно назвать	3	4
315	нет ничего	2	4
316	первом случае	1	4
