N	4gram	Potebnia_M	Problemy
1	в то же время	3	26
2	бы то ни было	1	6
3	то же время не	1	6
4	в том что он	1	5
5	по себе еще не	1	4
6	в то время как	1	3
7	и в этом смысле	3	3
8	с другой стороны и	1	3
9	друг на друга и	1	2
10	с самого начала все	1	2
11	и в том и	1	2
12	во всяком случае не	1	2
13	но тем не менее	6	2
14	дело в том что	3	2
15	но с другой стороны	2	2
16	ни в одном из	1	2
17	и в этом отношении	1	2
18	можно было бы сказать	1	1
19	само по себе не	1	1
20	во что бы то	1	1
21	с одной стороны и	2	1
22	уже с самого начала	2	1
23	слова мы увидим что	1	1
24	как бы ни были	1	1
25	для того чтобы она	1	1
26	и т п а	1	1
27	все более и более	2	1
28	а в том что	2	1
29	что бы то ни	1	1
30	бы то ни стало	1	1
31	одного и того же	6	1
32	и не могут быть	1	1
33	тем не менее в	2	1
34	один и тот же	1	1
35	вместе с тем с	1	1
36	бы они ни были	2	1
37	зрения на мир такой	1	1
38	заключается в том что	1	1
39	как более или менее	1	1
40	и т д и	1	1
41	как бы ни был	1	1
42	в том и другом	2	1
43	следовать друг за другом	1	1
44	относятся друг к другу	1	1
45	тем не менее и	1	1
46	в каждом из этих	1	1
47	во всяком случае оно	2	1
48	зависит от того как	1	1
49	не в том что	3	1
50	подобно тому как в	1	1
51	по мере того как	6	1
