N	3gram	Losev_Prob	Narrotol
1	в том что	7	18
2	в данном случае	10	17
3	не только в	3	13
4	к тому же	1	9
5	о том что	16	9
6	не может быть	5	8
7	тем не менее	25	8
8	той или иной	5	8
9	в то же	4	8
10	в этом отношении	2	8
11	и тем самым	4	6
12	в известном смысле	1	6
13	мы имеем дело	1	6
14	можно сказать что	6	6
15	с одной стороны	4	6
16	для того чтобы	9	5
17	но и в	3	5
18	на самом деле	6	5
19	подобно тому как	2	5
20	начала и конца	1	4
21	к тому что	1	4
22	во всяком случае	11	4
23	в самом деле	4	3
24	и не может	1	3
25	и представляет собой	1	3
26	друг на друга	1	3
27	а в том	1	3
28	до сих пор	6	3
29	иметь в виду	4	3
30	в зависимости от	1	3
31	при встрече с	1	3
32	точно так же	7	3
33	не было и	1	3
34	в связи с	7	3
35	то же самое	9	3
36	пока еще не	4	3
37	а также и	2	3
38	внимание на то	2	3
39	того или иного	6	3
40	на то что	12	3
41	обратим внимание на	1	3
42	на себя внимание	1	3
43	с точки зрения	3	3
44	дело в том	3	3
45	как раз в	1	3
46	несет в себе	1	3
47	и то что	9	3
48	в той или	1	2
49	и в то	1	2
50	и т п	1	2
51	здесь не только	2	2
52	более или менее	7	2
53	и то же	1	2
54	в частности в	2	2
55	в таком случае	14	2
56	одного и того	2	2
57	сами по себе	5	2
58	в смысловом отношении	1	2
59	а между тем	1	2
60	и такого рода	1	2
61	не только на	1	2
62	не только не	4	2
63	чем иным как	2	2
64	и того же	2	2
65	но еще и	1	2
66	на этот раз	2	2
67	как бы желая	1	2
68	а с другой	1	2
69	перед нами не	1	2
70	это то что	4	2
71	хотя и не	2	2
72	и потому что	1	2
73	мысль о том	2	2
74	не только от	1	2
75	но все же	1	2
76	но и не	2	2
77	не все что	1	2
78	именно то что	4	2
79	здесь мы имеем	1	2
80	тому или иному	1	2
81	себя не только	1	2
82	одно и то	1	2
83	можно было бы	4	2
84	так же как	2	2
85	только потому что	3	2
86	на первый взгляд	2	2
87	что иное как	5	2
88	еще и потому	1	2
89	что это за	1	2
90	в этом последнем	1	2
91	определенный момент времени	1	1
92	о котором уже	1	1
93	мы пока еще	1	1
94	в самом начале	1	1
95	с другими людьми	2	1
96	одной стороны и	2	1
97	в художественной литературе	1	1
98	тем более не	1	1
99	и тот же	1	1
100	обычно имеет место	1	1
101	и как бы	2	1
102	отнюдь не в	1	1
103	со всеми своими	2	1
104	не только потому	1	1
105	о том как	2	1
106	никак не может	3	1
107	до известной степени	1	1
108	то что он	3	1
109	и многие другие	2	1
110	настаивать на том	1	1
111	на том что	3	1
112	в этом смысле	8	1
113	то что не	2	1
114	и в другом	1	1
115	ничего не говорит	1	1
116	ее внутренняя жизнь	1	1
117	при этом что	1	1
118	то или иное	2	1
119	однако и здесь	2	1
120	и со стороны	1	1
121	никак не мог	1	1
122	он не может	1	1
123	то что обычно	1	1
124	что же было	1	1
125	в том числе	2	1
126	было и не	1	1
127	не отличается от	1	1
128	об этом не	1	1
129	сказать и о	3	1
130	ни с чем	1	1
131	бы не было	3	1
132	но для того	1	1
133	что не имеет	1	1
134	друг от друга	1	1
135	свидетельствует о том	3	1
136	не верили в	1	1
137	не может существовать	1	1
138	в этом втором	1	1
139	мы встречаемся в	1	1
140	а не просто	5	1
141	так или иначе	7	1
142	в самом общем	1	1
143	сам по себе	7	1
144	связи с этим	2	1
145	у нас о	2	1
146	так и в	2	1
147	не хочется и	1	1
148	в определенный момент	1	1
149	в том случае	2	1
150	в разговоре с	1	1
151	из рассмотренных выше	1	1
152	только в ее	1	1
153	и о его	1	1
154	таким образом что	2	1
155	что все эти	1	1
156	в далекое прошлое	1	1
157	означает то что	1	1
158	само по себе	1	1
159	ничего не знает	3	1
160	том что в	2	1
161	в том или	1	1
162	потому что оно	2	1
163	смысла то есть	1	1
164	и в других	3	1
165	из них не	1	1
166	того о чем	1	1
167	так как это	1	1
168	до поры до	1	1
169	не может не	1	1
170	преступление и наказание	1	1
171	в целом и	1	1
172	а именно с	1	1
173	как раз и	11	1
174	по себе но	3	1
175	а не в	1	1
176	увидел у себя	1	1
177	сказать что он	2	1
178	но уже не	2	1
179	только то что	6	1
