N	2gram	Losev_Dial	RusskieA
1	и в	34	79
2	в том	17	64
3	том что	18	59
4	что в	12	57
5	т е	72	54
6	не только	35	41
7	во время	1	38
8	так как	12	34
9	в этом	14	33
10	как бы	19	31
11	но и	14	31
12	в других	1	30
13	как и	14	28
14	и на	6	28
15	может быть	30	28
16	в этот	3	26
17	этот день	1	25
18	одна из	4	24
19	о том	11	23
20	и т	41	23
21	при этом	7	22
22	т д	38	21
23	это не	13	20
24	е в	4	20
25	а в	3	20
26	как мы	4	20
27	из них	4	19
28	все это	13	18
29	с тем	4	17
30	таким образом	14	17
31	то что	25	17
32	вместе с	3	17
33	об этом	8	17
34	показывает что	4	17
35	потому что	21	17
36	во многих	1	16
37	мы не	11	16
38	или на	2	15
39	будто бы	1	15
40	в них	6	14
41	и с	10	14
42	не менее	11	14
43	тем не	10	14
44	как это	8	14
45	и что	21	14
46	и не	50	14
47	для нас	2	14
48	у нас	7	14
49	уже не	9	13
50	к этому	3	13
51	в некоторых	3	13
52	так что	11	13
53	и по	2	13
54	как в	2	13
55	в которых	1	13
56	еще не	7	13
57	не может	29	13
58	тем что	5	12
59	мы имеем	3	12
60	в виде	11	12
61	в лесу	1	11
62	не имеет	18	11
63	но это	10	11
64	далеко не	1	11
65	что на	3	11
66	все же	4	10
67	его в	2	10
68	что и	8	10
69	в течение	4	10
70	так и	11	10
71	или в	4	10
72	по существу	2	10
73	то же	9	9
74	о чем	2	9
75	на части	2	9
76	видно что	1	9
77	что они	2	9
78	и все	17	9
79	данном случае	3	9
80	того как	2	9
81	земли и	1	9
82	том же	1	9
83	но в	3	9
84	но не	3	9
85	одно из	8	8
86	в этих	3	8
87	представление о	3	8
88	так же	7	8
89	после этого	2	8
90	связи с	3	8
91	на себя	3	8
92	во всех	2	8
93	что это	20	8
94	подобно тому	5	8
95	их в	2	8
96	не объясняет	2	8
97	того чтобы	1	8
98	как например	2	8
99	того что	22	8
100	ее в	3	8
101	в данном	6	8
102	тому как	5	8
103	для того	4	8
104	же в	2	8
105	в это	4	7
106	в своем	7	7
107	на них	2	7
108	к нему	4	7
109	не в	11	7
110	в свете	3	7
111	было бы	13	7
112	только в	10	7
113	с этого	1	7
114	это время	1	7
115	из этих	5	7
116	а не	39	7
117	ничего не	29	7
118	не можем	3	7
119	иногда и	1	7
120	животных и	1	7
121	и как	13	7
122	мы должны	1	7
123	как будто	3	7
124	в эти	1	7
125	для этого	3	7
126	же как	4	6
127	к тому	4	6
128	что этот	3	6
129	выше мы	1	6
130	не всегда	3	6
131	только на	8	6
132	но они	3	6
133	в одном	3	6
134	что она	13	6
135	в качестве	1	6
136	чем в	2	6
137	в разные	2	6
138	в таком	15	6
139	тому что	5	6
140	должно было	1	6
141	и у	3	6
142	на этом	3	6
143	в этой	3	6
144	в нем	7	6
145	с ними	3	6
146	и более	1	6
147	что здесь	3	6
148	друг друга	3	6
149	и пр	16	6
150	или с	1	6
151	в их	2	6
152	все эти	4	6
153	так в	2	6
154	а иногда	1	6
155	она не	10	6
156	но она	4	6
157	и их	1	6
158	и о	9	6
159	и к	5	5
160	в разных	2	5
161	нас к	2	5
162	например в	3	5
163	тогда как	1	5
164	г в	1	5
165	с этим	4	5
166	вопрос о	9	5
167	с другой	5	5
168	к ним	1	5
169	с целью	1	5
170	не было	6	5
171	как объяснить	2	5
172	в связи	3	5
173	такие же	1	5
174	в целях	4	5
175	мы уже	6	5
176	или же	3	5
177	в москве	1	5
178	чаще всего	3	5
179	там где	1	5
180	в то	9	5
181	прежде всего	20	5
182	нет никаких	3	5
183	в особенности	9	5
184	его с	1	5
185	тогда когда	9	5
186	с ним	3	5
187	что он	18	5
188	ничего общего	2	5
189	то и	5	5
190	к себе	1	5
191	или вообще	3	5
192	заметить что	2	5
193	но если	11	5
194	и для	5	5
195	тот же	1	5
196	в его	6	5
197	на самом	2	5
198	и потому	6	5
199	отнюдь не	16	5
200	не с	1	5
201	вплоть до	2	5
202	во всем	5	4
203	только тогда	7	4
204	или по	4	4
205	кроме того	8	4
206	их не	3	4
207	как они	1	4
208	в своих	3	4
209	но все	1	4
210	именно в	5	4
211	всякого рода	1	4
212	во всяком	5	4
213	в котором	2	4
214	не что	6	4
215	в глаза	1	4
216	в отличие	1	4
217	чтобы они	1	4
218	во всей	1	4
219	от них	1	4
220	не просто	20	4
221	и из	2	4
222	что у	2	4
223	что иное	6	4
224	она в	3	4
225	несмотря на	2	4
226	но он	3	4
227	этот вопрос	1	4
228	природы и	4	4
229	что для	5	4
230	но есть	1	4
231	могут быть	5	4
232	и от	4	4
233	и здесь	3	4
234	та же	5	4
235	за ним	1	4
236	они и	1	4
237	и при	4	4
238	не на	7	4
239	то время	6	4
240	в основе	6	4
241	где есть	2	4
242	в древней	2	4
243	связанных с	1	4
244	переход от	1	4
245	никаких признаков	1	4
246	в образе	1	4
247	всяком случае	3	4
248	у них	1	4
249	и после	1	4
250	нас не	1	4
251	такой же	1	4
252	по своему	2	4
253	отличие от	2	4
254	в ней	4	4
255	дело не	2	4
256	к тем	1	4
257	по всей	1	4
258	к ней	1	4
259	и ее	8	4
260	можно будет	1	4
261	и тогда	6	4
262	иное как	6	4
263	с религией	1	4
264	все что	3	3
265	можно говорить	2	3
266	же и	2	3
267	некоторой степени	1	3
268	говорит о	5	3
269	представлений о	1	3
270	самом же	1	3
271	в виду	12	3
272	связь с	1	3
273	более или	1	3
274	из самых	3	3
275	есть в	4	3
276	имеет место	1	3
277	а именно	7	3
278	в природе	5	3
279	как только	5	3
280	на первый	4	3
