N	3gram	Losev_Prob	Marksizm
1	с точки зрения	13	46
2	не может быть	2	25
3	в самом деле	1	19
4	по отношению к	2	15
5	то же время	1	15
6	в то же	2	15
7	в том что	13	14
8	в связи с	11	14
9	то ни было	2	12
10	бы то ни	4	12
11	для того чтобы	3	11
12	до сих пор	3	11
13	с самого начала	3	10
14	в большинстве случаев	1	9
15	но в то	2	9
16	в настоящее время	7	8
17	то же самое	2	8
18	с другой стороны	7	7
19	в свою очередь	2	7
20	как мы уже	1	6
21	на то что	2	6
22	на самом деле	2	6
23	во всяком случае	6	6
24	с одной стороны	5	6
25	и как бы	2	5
26	в таком случае	2	5
27	к тому что	1	5
28	той или иной	4	5
29	как мы видели	1	5
30	объективной точки зрения	1	5
31	в этом отношении	4	5
32	и прежде всего	2	4
33	но все же	2	4
34	о том что	14	4
35	можно сказать что	4	4
36	каких бы то	1	4
37	том что он	3	4
38	в той или	2	3
39	не только в	5	3
40	тем не менее	8	3
41	и тем же	1	3
42	в том числе	2	3
43	более или менее	1	3
44	все более и	1	3
45	в конце концов	7	3
46	мы не будем	3	3
47	том числе и	1	3
48	и в этом	1	3
49	но и в	2	3
50	и не в	2	3
51	связи с этим	1	3
52	более и более	1	3
53	одним и тем	1	3
54	ни в какой	4	3
55	можно было бы	2	3
56	ничего общего не	1	2
57	себе отчет в	1	2
58	в этом смысле	4	2
59	в коем случае	3	2
60	в какой степени	1	2
61	жизни в этом	1	2
62	того чтобы понять	1	2
63	так или иначе	3	2
64	так и в	1	2
65	ничего общего с	2	2
66	xvii и xviii	1	2
67	уже с самого	1	2
68	между тем как	1	2
69	в данном случае	5	2
70	в том или	3	2
71	к тому же	5	2
72	в последнее время	1	2
73	слова при этом	1	2
74	сама по себе	2	2
75	не то что	1	2
76	и в том	1	2
77	мы его понимаем	1	2
78	тому что в	1	2
79	точки зрения тех	1	2
80	того или иного	2	2
81	чуть ли не	1	2
82	что едва ли	1	2
83	от того что	1	2
84	и в особенности	1	2
85	точном смысле слова	1	2
86	по крайней мере	8	2
87	является для него	2	2
88	ту или иную	1	2
89	несмотря на то	1	2
90	ни в коем	3	2
91	как и все	1	2
92	во всех областях	1	2
93	хотя бы в	1	2
94	как мы увидим	1	2
95	в нем и	2	2
96	вопрос о том	1	2
97	является одним из	1	2
98	должен был бы	1	2
99	это и есть	2	2
100	прежде всего в	1	2
101	и он сам	1	1
102	ясно также что	1	1
103	как и во	1	1
104	другой же стороны	1	1
105	и в целях	1	1
106	и в сознании	1	1
107	а может быть	2	1
108	это не значит	1	1
109	нельзя путать с	1	1
110	ни в каком	1	1
111	связи с той	1	1
112	в нем не	1	1
113	который мог бы	1	1
114	одной из этих	1	1
115	на том что	1	1
116	и ни к	1	1
117	это одно из	1	1
118	имеется в виду	1	1
119	то или иное	1	1
120	как и его	2	1
121	не менее в	2	1
122	и даже в	1	1
123	и вообще нет	1	1
124	говоря уже о	2	1
125	до самого последнего	1	1
126	с этой точки	2	1
127	и сама по	1	1
128	в жизни и	1	1
129	вовсе не в	1	1
130	в том же	1	1
131	указывает на то	1	1
132	несмотря на всю	1	1
133	что в своем	1	1
134	то что здесь	1	1
135	в его состав	1	1
136	до конца только	1	1
137	свидетельствует о том	1	1
138	только при условии	1	1
139	но и он	1	1
140	дело вовсе не	1	1
141	может быть только	6	1
142	сам по себе	3	1
143	к своему пределу	2	1
144	так и с	1	1
145	приходит к выводу	1	1
146	в себе самом	1	1
147	которые в настоящее	1	1
148	хотя и в	1	1
149	то перед нами	2	1
150	не чем иным	3	1
151	чем иным как	3	1
152	художественного образа в	1	1
153	ко всякого рода	1	1
154	не будем здесь	1	1
155	их можно было	1	1
156	несет с собою	1	1
157	по аналогии с	1	1
158	последнее время в	1	1
159	в редчайших случаях	1	1
160	мы все время	1	1
161	мы совершенно не	1	1
162	чтобы понять эти	1	1
163	точки зрения в	1	1
164	а с другой	3	1
165	какой степени не	1	1
166	но даже и	4	1
167	не только не	1	1
168	сказать что он	1	1
169	конце концов так	1	1
170	как раз и	1	1
171	в наше время	1	1
172	друг на друга	1	1
173	по себе а	2	1
174	это вовсе не	1	1
175	нашего века в	1	1
176	это значит что	2	1
177	у нас и	2	1
178	найти только в	1	1
179	в первую очередь	1	1
180	но и самого	1	1
181	обычно смешиваются в	1	1
182	ни к какой	1	1
183	коем случае не	1	1
184	но в смысле	1	1
185	и требует от	1	1
186	не по своему	1	1
187	и не нашел	1	1
188	прежде всего как	1	1
189	само собой разумеется	2	1
190	не только по	1	1
191	вовсе не как	1	1
192	могут быть и	1	1
193	то есть в	5	1
194	все же в	1	1
195	вместе с тем	5	1
196	равно как и	2	1
197	не в его	1	1
198	и во всяком	1	1
199	а если и	2	1
200	он доказывает что	1	1
201	в какой мере	3	1
202	все это является	1	1
203	а вместе с	1	1
204	что иное как	3	1
205	случае нельзя путать	1	1
206	в этом же	1	1
207	в русской литературе	3	1
208	в одной из	1	1
209	отождествить себя с	1	1
210	и едва ли	1	1
211	здесь как и	1	1
212	и над собой	1	1
213	этой точки зрения	2	1
214	нет ничего общего	2	1
215	в своей работе	1	1
216	то что в	2	1
217	и дать ему	1	1
218	мы как раз	1	1
219	к выводу что	1	1
220	и не было	1	1
221	мы здесь не	1	1
222	который как бы	1	1
223	почти для всего	1	1
224	в то время	4	1
225	же время это	1	1
226	но к ним	1	1
227	коем случае нельзя	1	1
228	во времени и	1	1
229	все же не	3	1
230	и с точки	1	1
231	не говоря уже	2	1
232	ставится вопрос о	1	1
233	тот был к	1	1
234	довольно редким в	1	1
235	какой мере не	3	1
236	в частности как	1	1
237	мере не является	1	1
238	слова то есть	2	1
239	не что иное	3	1
240	в других областях	1	1
241	дело в том	4	1
242	здесь перед нами	6	1
243	с другой же	1	1
244	при более подробном	1	1
245	что перед нами	2	1
246	все учение о	1	1
247	таким образом как	1	1
248	тот и другой	1	1
249	именно в его	1	1
250	этой точке зрения	1	1
251	еще далеко не	1	1
252	не сам по	2	1
253	но тем не	1	1
254	есть непрерывное становление	1	1
255	сих пор и	1	1
256	у него нет	1	1
257	более подробном анализе	1	1
258	жизни в ее	1	1
259	ясно и точно	1	1
260	уже о том	1	1
261	в новое время	3	1
262	в таком виде	1	1
263	к другой в	1	1
264	всего того что	2	1
