N	2gram	Vygotskiy_	Russkaja
1	не может	23	22
2	и не	27	19
3	в этом	47	17
4	в том	38	17
5	с другом	6	14
6	и в	47	14
7	друг с	6	14
8	то что	40	13
9	самим собой	2	12
10	таким образом	38	11
11	то же	16	11
12	точки зрения	39	11
13	но и	19	10
14	же время	1	10
15	в то	10	10
16	не только	36	9
17	с точки	31	9
18	том что	28	9
19	во всяком	2	9
20	может быть	20	9
21	в себе	14	9
22	прежде всего	9	8
23	того чтобы	26	8
24	как на	8	8
25	ни к	1	7
26	самом деле	6	7
27	к тому	13	7
28	о том	5	7
29	самого себя	1	7
30	в данном	7	7
31	мы должны	7	7
32	и с	5	7
33	отнюдь не	2	7
34	и к	11	6
35	для всех	2	6
36	если в	6	6
37	и при	2	6
38	для него	6	6
39	признать что	2	6
40	все это	5	6
41	на самом	3	6
42	в своих	2	6
43	если бы	8	6
44	и для	5	6
45	с тем	8	6
46	что он	13	6
47	для того	24	6
48	к которой	3	6
49	в своем	3	6
50	всяком случае	1	6
51	а потому	1	5
52	до сих	6	5
53	и на	4	5
54	из которых	3	5
55	только в	24	5
56	или иной	2	5
57	по существу	2	5
58	в своей	4	5
59	себя и	2	5
60	между собой	15	5
61	во всех	9	5
62	сих пор	6	5
63	и только	7	5
64	вопрос о	9	5
65	потому что	26	5
66	в нем	6	5
67	между тем	2	5
68	он не	5	5
69	конечно не	2	5
70	а в	3	5
71	при этом	4	5
72	было бы	12	5
73	на то	5	5
74	он должен	1	5
75	никогда не	7	5
76	что в	23	4
77	во всем	4	4
78	и то	10	4
79	все что	7	4
80	когда они	1	4
81	так как	25	4
82	к этой	2	4
83	быть самим	1	4
84	тогда когда	12	4
85	в его	7	4
86	не могут	9	4
87	его в	7	4
88	не в	7	4
89	он будет	1	4
90	при том	1	4
91	вместе с	19	4
92	как и	19	4
93	все же	7	4
94	приводит к	10	4
95	в их	4	4
96	себе и	2	4
97	ли это	1	4
98	которой он	2	4
99	можно было	7	4
100	что же	3	4
101	в совершенно	3	4
102	от того	6	4
103	идет речь	2	4
104	и т.д	4	4
105	как бы	13	4
106	в этой	7	4
107	но не	13	4
108	точку зрения	4	4
109	в самом	15	3
110	то в	4	3
111	что они	11	3
112	этом случае	15	3
113	что оно	9	3
114	собой и	1	3
115	и этот	1	3
116	самих себя	1	3
117	может не	1	3
118	данном случае	5	3
119	должно быть	3	3
120	несмотря на	2	3
121	что это	7	3
122	в качестве	9	3
123	для них	1	3
124	что и	4	3
125	в виде	2	3
126	в будущем	1	3
127	не было	1	3
128	связи с	4	3
129	или в	2	3
130	тем что	14	3
131	именно в	9	3
132	в конце	5	3
133	надо признать	1	3
134	и как	7	3
135	и т	1	3
136	о которых	3	3
137	о котором	1	3
138	не есть	4	3
139	но если	5	3
140	но мы	5	3
141	культуры в	1	3
142	той или	2	3
143	еще не	5	3
144	окажется в	1	3
145	все они	1	3
146	и потому	3	3
147	только к	4	3
148	при условии	1	3
149	ко всем	6	3
150	в лучшем	3	3
151	мы говорили	3	3
152	одна из	2	3
153	в значительной	3	3
154	на том	2	3
155	в другом	3	3
156	лучшем случае	3	3
157	говорить о	1	3
158	приходит к	1	3
159	можно ли	2	3
160	знаем что	3	3
161	себя от	2	3
162	в большинстве	2	3
163	лишь в	3	3
164	она может	2	3
165	что для	3	3
166	главным образом	1	3
167	и во	5	3
168	при котором	2	3
169	том чтобы	1	3
170	одной из	4	3
171	что все	6	3
172	в сознании	11	3
173	из этого	4	3
174	он сам	2	3
175	и по	6	3
176	а следовательно	1	3
177	конце концов	1	3
178	друг друга	9	3
179	из этих	6	3
180	для этого	4	3
181	всех этих	1	3
182	таким же	3	3
183	из них	2	3
184	того что	27	3
185	были бы	5	2
186	представить себе	5	2
187	не так	1	2
188	которых каждый	1	2
189	что с	7	2
190	ничего другого	1	2
191	что такое	2	2
192	зависит от	3	2
193	и вот	1	2
194	совершенно очевидно	3	2
195	сама по	1	2
196	время в	3	2
197	для себя	24	2
198	каждого отдельного	3	2
199	и должно	1	2
200	из всех	5	2
201	самому своему	1	2
202	естественно что	3	2
203	же образом	1	2
204	с ним	5	2
205	для нас	4	2
206	видеть в	1	2
207	на которой	1	2
208	ни в	3	2
209	в результате	3	2
210	они будут	2	2
