N	3gram	Vygotskiy_	Problemy
1	с точки зрения	11	25
2	и т п	7	18
3	на самом деле	3	15
4	не может быть	3	14
5	до сих пор	6	10
6	в самом деле	29	9
7	с другой стороны	5	9
8	с самого начала	10	9
9	во всяком случае	6	9
10	в том что	20	8
11	и не может	1	8
12	друг с другом	2	8
13	к нему и	1	7
14	и т д	6	7
15	как бы в	1	7
16	мы уже говорили	4	7
17	и в этом	6	7
18	в отличие от	1	6
19	как и все	1	6
20	том что он	3	6
21	сам по себе	2	5
22	дело идет о	2	5
23	в зависимости от	1	5
24	к тому же	2	5
25	в высшей степени	1	5
26	но все же	1	5
27	подобно тому как	1	5
28	можно было бы	6	5
29	к тому чтобы	4	4
30	в одном слове	1	4
31	он не может	1	4
32	сами по себе	3	4
33	а между тем	1	4
34	более или менее	1	4
35	смысле этого слова	5	4
36	как если бы	3	4
37	о том что	8	4
38	как и в	1	4
39	в этом отношении	1	4
40	уже говорили что	1	4
41	что в нем	3	4
42	а вовсе не	2	4
43	может быть и	1	4
44	все то что	13	3
45	что она не	1	3
46	никак не может	3	3
47	в той же	2	3
48	точку зрения на	1	3
49	можно сказать что	1	3
50	потому что она	1	3
51	и то же	3	3
52	как мы уже	1	3
53	но при этом	1	3
54	каждый из них	3	3
55	в данном случае	5	3
56	не только не	3	3
57	это вовсе не	1	3
58	там где он	1	3
59	в том и	2	3
60	на то что	16	3
61	в обычном смысле	1	3
62	и в самом	15	3
63	но и не	1	3
64	на этот вопрос	1	3
65	то все же	1	3
66	как мы видели	2	3
67	одно и то	3	3
68	на тему о	1	3
69	в этом случае	1	3
70	в то время	4	3
71	как мы увидим	2	3
72	мы увидим что	9	3
73	все это было	1	3
74	то время как	3	3
75	нам кажется что	1	3
76	что он не	4	2
77	мы должны были	1	2
78	как будто бы	1	2
79	то что он	3	2
80	было вовсе не	1	2
81	и в другом	2	2
82	для того чтобы	17	2
83	никогда не может	2	2
84	в свою очередь	3	2
85	как и всякое	1	2
86	перед нами в	1	2
87	тот же самый	1	2
88	в такой же	1	2
89	мы можем сказать	1	2
90	по мере усиления	1	2
91	вместе с тем	3	2
92	в один из	2	2
93	между этими двумя	1	2
94	но только в	1	2
95	в том или	1	2
96	по себе и	1	2
97	но в этом	1	2
98	то же самое	12	2
99	к тому что	5	2
100	дело далеко не	1	2
101	только то что	3	2
102	ставит нас перед	1	2
103	этого и что	1	2
104	что дело идет	1	2
105	сводится к тому	1	2
106	таким образом все	1	2
107	положение в котором	1	2
108	в этом рассказе	3	2
109	автора и как	1	2
110	этой точки зрения	2	2
111	и в самой	1	2
112	не кажется ли	1	2
113	в целом ряде	1	2
114	то что в	5	2
115	как один из	1	2
116	конечно не в	1	2
117	и что все	1	2
118	и к тому	1	2
119	я не могу	3	2
120	мы переходим к	1	2
121	и та же	3	2
122	таким образом и	1	2
123	в которых может	1	2
124	в лучшем случае	2	2
125	этого слова и	2	2
126	в их основе	1	2
127	и в том	1	2
128	же как и	1	2
129	одна и та	2	2
130	и в сущности	2	2
131	бы сказать так	1	2
132	и что он	1	2
133	как в музыке	1	2
134	о мире и	1	2
135	так же как	2	1
136	тому что в	1	1
137	он никогда не	1	1
138	так сказать в	1	1
139	должны были бы	2	1
140	все больше и	2	1
141	благодаря тому что	1	1
142	каждого из них	1	1
143	которым она может	1	1
144	он как и	1	1
145	несмотря на их	1	1
146	и как бы	2	1
147	в самом содержании	1	1
148	том что это	1	1
149	потому что тогда	1	1
150	что он всецело	1	1
151	он как бы	1	1
152	не могло бы	1	1
153	прямо сказать что	1	1
154	о том как	3	1
155	в сущности есть	1	1
156	больше и больше	2	1
157	они еще не	1	1
158	к другому от	1	1
159	в которой раскрывается	1	1
160	которая нашла свое	1	1
161	смысл и тон	1	1
162	по сравнению с	1	1
163	была бы совершенно	2	1
164	кто иной как	1	1
165	сих пор не	1	1
166	если же мы	2	1
167	и тут же	1	1
168	самом деле в	1	1
169	о которых мы	5	1
170	заключает в себе	1	1
171	скорее на то	1	1
172	мы будем говорить	1	1
173	когда она в	1	1
174	во всех отношениях	1	1
175	в жизни а	1	1
176	и основной стилистический	1	1
177	и независимо от	1	1
178	и во всех	2	1
179	то что оно	1	1
180	мы могли бы	4	1
181	и кажется как	1	1
182	она и не	1	1
183	они не могут	1	1
184	бы не было	1	1
185	и тот же	1	1
186	если бы герой	1	1
187	не в том	2	1
188	потому что в	2	1
189	в рассказе мы	1	1
190	не совпадает с	2	1
191	она не может	2	1
192	которых мы упоминали	1	1
193	и столь же	1	1
194	но все было	1	1
195	было дано в	1	1
196	обычном смысле этого	1	1
197	том и другом	1	1
198	в таком случае	1	1
199	мы сейчас увидим	1	1
200	одного и того	1	1
201	так или иначе	1	1
202	выходить за пределы	1	1
203	если бы оно	1	1
204	они отрешаются от	1	1
205	между материалом и	1	1
206	то же слово	1	1
207	то что может	1	1
208	не потому что	1	1
209	все более и	4	1
210	в глубине души	1	1
211	мы уже указывали	1	1
212	уже с самого	1	1
213	если бы это	1	1
214	все время старается	1	1
215	в первом случае	1	1
216	все же все	1	1
217	чего он не	1	1
218	потому что он	3	1
219	что все эти	2	1
220	тому чтобы заставить	1	1
221	бы это было	1	1
222	вместо того чтобы	3	1
223	что он все	1	1
224	и вместе с	3	1
225	точно так же	3	1
226	другое и в	1	1
227	и в своих	2	1
228	этого признания и	1	1
229	что до сих	2	1
230	и никогда не	2	1
231	а в том	1	1
232	они как бы	1	1
233	того о чем	1	1
234	где дело идет	1	1
235	в точном смысле	2	1
236	и того же	1	1
237	потому что не	1	1
238	и каждый из	1	1
239	и каждое слово	1	1
240	тон и стиль	1	1
241	ни на одну	1	1
242	имел в виду	1	1
243	вовсе не является	1	1
244	на этом противоречии	1	1
245	что это не	1	1
246	не обращали внимания	1	1
247	и что из	1	1
248	мы уже указали	1	1
249	одна из важнейших	1	1
250	или во всяком	2	1
251	и другом случае	1	1
252	а не только	1	1
253	всего романа в	1	1
254	никогда не говорит	1	1
255	на первый взгляд	1	1
256	в каждой его	1	1
257	не мог бы	1	1
258	всего того что	1	1
259	противоречии с этой	1	1
260	все зависит от	1	1
261	мы видели что	2	1
262	может и не	1	1
263	в художественном произведении	1	1
264	в прямо противоположном	1	1
265	будто бы не	1	1
266	должна быть совершенно	1	1
267	о нем он	1	1
268	отношение к своему	1	1
