N	3gram	Potebnia_M	Myshleni
1	в том что	22	133
2	с точки зрения	2	89
3	для того чтобы	5	78
4	заключается в том	1	51
5	мы могли бы	1	48
6	по отношению к	10	42
7	с одной стороны	4	39
8	друг с другом	1	35
9	то же самое	3	31
10	в этом отношении	2	30
11	в этом случае	2	27
12	в собственном смысле	2	26
13	вместе с тем	5	26
14	с другой стороны	4	26
15	на то что	3	25
16	о том что	5	25
17	не может быть	7	23
18	смысле этого слова	9	22
19	в то время	7	22
20	к тому что	3	22
21	не только не	4	21
22	можно сказать что	3	21
23	то время как	3	20
24	в самом деле	1	19
25	и тем самым	1	19
26	из того что	1	19
27	состоит в том	1	18
28	во всяком случае	3	18
29	в этом смысле	2	18
30	до сих пор	4	17
31	и того же	2	17
32	как мы видели	1	17
33	одного и того	2	17
34	и то что	3	15
35	в данном случае	3	15
36	и той же	4	15
37	одной и той	4	15
38	друг от друга	2	14
39	потому что он	3	14
40	собственном смысле этого	1	14
41	мы видели что	1	14
42	в свою очередь	6	14
43	подобно тому как	3	14
44	это значит что	1	13
45	то и другое	3	13
46	и то же	7	12
47	таким образом что	2	12
48	в том чтобы	4	12
49	один и тот	2	12
50	и тот же	2	12
51	тем не менее	7	12
52	одно и то	7	12
53	как мы уже	1	11
54	мы не можем	5	11
55	с таким образом	1	11
56	только тогда когда	11	11
57	одной стороны и	1	10
58	то что в	2	10
59	от того что	7	10
60	но вместе с	2	10
61	на каждом шагу	1	10
62	не в состоянии	4	10
63	тех и других	1	10
64	в целом и	1	9
65	сама по себе	3	9
66	как и в	3	9
67	с тем что	1	9
68	более или менее	6	9
69	силу того что	2	9
70	в силу того	2	9
71	на самом деле	4	9
72	том что он	2	9
73	само по себе	6	9
74	друг к другу	1	9
75	только в том	5	8
76	сам по себе	9	8
77	в силу этого	1	8
78	более и более	1	8
79	по самой своей	1	8
80	не могут быть	3	8
81	что он не	3	8
82	в том же	2	8
83	по своему строению	1	8
84	все более и	1	8
85	что и в	4	8
86	по этому поводу	1	7
87	слова и его	1	7
88	к тому чтобы	1	7
89	скажем только что	1	7
90	вопрос о том	1	7
91	в том виде	2	7
92	той и другой	1	7
93	в первом случае	2	7
94	в наших глазах	1	7
95	родного языка и	1	7
96	с тем и	3	7
97	и тогда когда	1	6
98	ничего общего с	1	6
99	те же самые	1	6
100	и таким образом	1	6
101	и тем же	4	6
102	именно в силу	1	6
103	то что мы	3	6
104	заключает в себе	10	6
105	потому что в	4	6
106	именно потому что	1	6
107	самой своей природе	1	6
108	если бы мы	1	6
109	только то что	1	6
110	и не может	1	6
111	в том смысле	6	6
112	того что мы	2	6
113	не что иное	1	6
114	одним и тем	4	6
115	в том и	1	6
116	что иное как	1	6
117	и как бы	2	5
118	есть прежде всего	2	5
119	нечто такое что	1	5
120	мысли и слова	1	5
121	но мы должны	1	5
122	так как это	1	5
123	того что он	1	5
124	в начале развития	2	5
125	в этом заключается	1	5
126	время как в	1	5
127	того и другого	2	5
128	и что в	1	5
129	том смысле что	2	5
130	отношение слова к	1	5
131	сами по себе	3	5
132	что все эти	1	5
133	и в этом	1	5
134	когда мы говорим	1	5
135	в свое время	1	5
136	в то же	8	5
137	только потому что	5	5
138	не только в	4	5
139	тем что оно	1	5
140	что мы не	2	4
141	мы должны будем	2	4
142	тогда когда мы	1	4
143	но на деле	1	4
144	виде в каком	1	4
145	так и в	2	4
146	не потому что	1	4
147	между тем как	4	4
148	к вопросу о	1	4
149	таким образом и	1	4
150	не то что	2	4
151	но так как	2	4
152	в образовании понятия	1	4
153	но и в	4	4
154	таким образом в	1	4
155	его отношение к	1	4
156	как увидим ниже	1	4
157	тем и другим	2	4
158	между тем и	2	4
159	так что в	2	4
160	то же что	5	4
161	потому что оно	2	4
162	есть не что	1	4
163	вместе с этим	4	4
164	то же слово	2	4
165	что в сущности	1	4
166	именно то что	2	4
167	тем же словом	3	4
168	то увидим что	1	4
169	вместе с ним	1	4
170	после того как	2	4
171	только в силу	1	3
172	но и по	2	3
173	и связанное с	1	3
174	и по способу	1	3
175	то ни было	1	3
176	что оно имеет	1	3
177	один из них	1	3
178	у нас в	1	3
179	хотя бы и	1	3
180	потому что эта	1	3
181	к тому же	1	3
182	что именно в	1	3
183	что в действительности	1	3
184	то же время	8	3
185	тогда когда это	1	3
186	потому что его	1	3
187	образования понятия и	1	3
188	мы видели выше	1	3
189	одна и та	2	3
190	дело в том	1	3
191	что если бы	3	3
192	которые могут быть	1	3
193	понятно что в	1	3
194	тогда когда он	1	3
195	в связь с	1	3
196	на первых порах	2	3
197	в ряду других	2	3
198	это было бы	1	3
199	и столь же	1	3
200	отношения понятия к	1	3
201	в приведенном выше	2	3
202	и со стороны	1	3
203	не имеет места	1	3
204	не можем не	1	3
205	то к чему	2	3
206	представить себе что	1	3
207	том виде в	1	3
208	том что она	1	3
209	словом и мыслью	1	3
210	мы старались показать	2	3
211	один из этих	1	3
212	тем что мы	1	3
213	а потому что	1	3
214	по мере своего	1	3
215	что как бы	1	3
216	на котором мы	1	3
217	том что оно	2	3
218	бы то ни	1	3
219	того что она	1	3
220	значение слова или	1	3
221	а вместе с	1	3
222	слова так же	1	3
223	в живой речи	3	3
224	так как мы	1	3
225	а не как	2	3
226	и в самом	3	3
227	а следовательно и	1	3
228	в настоящее время	1	3
229	подлежащего и сказуемого	2	3
230	и та же	2	3
231	и словом как	1	3
232	того что в	1	3
233	нам остается только	1	3
234	для ребенка в	1	3
235	потому что они	1	3
236	нет и не	1	3
237	то что нам	1	2
238	направлении и в	1	2
239	с тем мы	1	2
240	том что это	1	2
241	в речи переходит	1	2
242	мысли и не	1	2
243	в каждом языке	1	2
244	для себя и	1	2
245	не могут иметь	1	2
246	сделать оговорку что	1	2
247	по отношению ко	1	2
248	образом как и	1	2
249	которые не могут	1	2
250	к другу и	1	2
251	самого себя это	1	2
252	в слове мы	1	2
253	тем более что	1	2
254	сливаются друг с	1	2
255	тем самым мы	1	2
256	можно видеть из	2	2
257	в образовании новых	1	2
258	в одном из	1	2
259	за то что	1	2
260	в слове и	6	2
261	что даже в	1	2
262	и может быть	2	2
263	то что по	1	2
264	таким образом все	1	2
265	мы говорим что	1	2
266	в чем же	1	2
267	детской мысли для	1	2
268	путь по которому	1	2
269	столь же мало	1	2
270	очевидно что не	1	2
271	что не только	1	2
272	не только к	1	2
273	заметить что в	2	2
274	с каким мы	1	2
275	иначе как в	2	2
276	каждом шагу в	1	2
277	потому что как	1	2
278	но все это	1	2
279	и тем что	1	2
280	этого слова а	1	2
281	что оно есть	1	2
282	заключенное в нем	1	2
283	было бы невозможно	3	2
284	никогда не может	1	2
285	в понятии и	1	2
286	в этом последнем	2	2
287	состоящее в том	1	2
288	в себе в	1	2
289	в одном слове	1	2
290	что оно не	2	2
291	и связь между	1	2
292	вовсе не в	1	2
293	родном языке и	1	2
294	нельзя представить себе	1	2
295	поэзии и прозы	1	2
296	мы тем самым	3	2
297	что только в	2	2
298	в том случае	2	2
299	может быть не	2	2
300	легко заметить что	1	2
301	не говорит нам	1	2
302	к одной и	2	2
303	в его сознании	1	2
304	же что и	1	2
305	по мере приближения	1	2
306	бы мы могли	1	2
307	понимают друг друга	1	2
308	по себе не	2	2
309	каждой из этих	1	2
310	заключать в себе	1	2
311	значении этого слова	1	2
312	и там где	1	2
313	что происходит в	1	2
314	потому что и	3	2
315	сказать что при	1	2
316	в большинстве случаев	2	2
317	с в этом	1	2
318	в этих случаях	1	2
319	на все остальные	1	2
320	том случае если	1	2
321	таким образом развитие	1	2
322	между звуком и	1	2
323	речи в том	1	2
324	тем что в	1	2
325	мы не знаем	3	2
326	здесь как и	1	2
327	в такой форме	1	2
328	в слове как	1	2
329	во всем этом	1	2
330	тем что должно	1	2
331	и что только	2	2
332	в сознании то	2	2
333	и словом которое	1	2
334	развития мысли и	1	2
335	говорит нам о	1	2
336	таким образом как	1	2
337	если бы все	1	2
338	не только по	3	2
339	образом потому что	1	2
340	что эти последние	1	2
341	связанное с ним	1	2
342	в других языках	1	2
343	но тем не	4	2
344	этого слова и	2	2
345	уже в силу	1	2
346	с нашей точки	1	2
347	то что я	2	2
348	не может ни	1	2
349	могут быть названы	1	2
350	сводится к тому	1	2
351	точки зрения и	1	2
352	есть средство понимать	1	1
353	нельзя сказать что	2	1
354	до следующей главы	1	1
355	даже тогда когда	2	1
356	самих по себе	2	1
357	он не видит	1	1
358	независимо от его	1	1
359	даны уже в	1	1
360	прибавим к этому	1	1
361	если б мы	1	1
362	как и язык	1	1
363	все то что	2	1
364	таким образом значение	1	1
365	сливается с ними	1	1
366	но здесь же	1	1
367	то столь же	1	1
368	известной связи с	1	1
369	по себе а	4	1
370	но независимо от	1	1
371	и находится в	1	1
372	как в приведенном	1	1
373	всего того что	1	1
374	такое же значение	1	1
375	за тем что	1	1
376	и многие другие	2	1
377	более глубокое и	1	1
378	этом смысле мы	1	1
379	звуком и значением	1	1
380	иметь место только	1	1
381	но и то	1	1
382	прежде всего средство	1	1
383	мы можем видеть	1	1
384	точки зрения той	1	1
385	невозможно без слова	1	1
386	силу не только	1	1
387	ясным тогда когда	1	1
388	из этих схем	1	1
389	говоря уже о	1	1
390	своей точки зрения	1	1
391	повторяют друг друга	1	1
392	относиться ко всем	1	1
393	которые мы намерены	1	1
394	потому должно быть	1	1
395	образом если бы	1	1
396	мысль которая не	1	1
397	эту последнюю и	1	1
398	только о том	1	1
399	стороны значение слова	1	1
400	имеет свою историю	1	1
401	этого слова так	1	1
402	образом значение слова	1	1
403	у него в	1	1
404	далеко не всегда	1	1
405	и к тому	1	1
406	же следует сказать	2	1
407	слова в разговоре	1	1
408	и во многих	1	1
409	так что к	1	1
410	и вообще в	1	1
411	что с другой	1	1
412	и в первом	1	1
413	есть такая же	2	1
414	так или иначе	1	1
415	возможно только в	2	1
416	понятия и не	1	1
417	заключается именно в	1	1
418	внешнее по отношению	1	1
419	с этим предметом	1	1
420	действительностью таким образом	1	1
421	что слово не	1	1
422	во многих других	1	1
423	это взятое вместе	1	1
424	для нас с	1	1
425	из которых один	1	1
426	слова в этом	1	1
427	отношения в этом	1	1
428	если скажем что	1	1
429	способно не только	1	1
430	том что этот	1	1
431	во многих случаях	1	1
432	как показывает самое	1	1
433	в чем не	1	1
434	заметим только что	1	1
435	как одного из	1	1
436	том что только	1	1
437	и переходит к	1	1
438	этому первому и	1	1
439	этом случае мы	1	1
440	тем самым и	1	1
441	для нас уже	1	1
442	но не в	1	1
443	же и в	1	1
444	зависит от того	2	1
445	то что только	1	1
446	что не одна	1	1
447	в переводе на	1	1
448	мысль о необходимости	2	1
449	понятия отличается от	1	1
450	выделили из всего	1	1
451	и прозы которые	1	1
452	не имеет для	3	1
453	он основывает свою	1	1
454	в буквальном смысле	2	1
455	в сознании слушающего	2	1
456	связь между звуком	1	1
457	глубокое и верное	1	1
458	имея в виду	1	1
459	самим по себе	1	1
460	не прямо а	1	1
461	на наших глазах	1	1
462	что для нас	1	1
463	с этим последним	3	1
464	могли бы быть	2	1
465	можем сказать что	1	1
466	в сознании не	1	1
467	такие понятия как	1	1
468	того что у	1	1
469	может и не	1	1
470	для него значение	1	1
471	известно что слова	1	1
472	к тем же	1	1
473	что так как	1	1
474	не имеет еще	1	1
475	как мы старались	1	1
476	подлежит сомнению и	1	1
477	последних таким образом	1	1
478	в этих словах	1	1
479	лишь тогда когда	4	1
480	и другое имеет	1	1
481	и в понимании	1	1
482	несмотря на свою	1	1
483	но этого мало	1	1
484	они могут быть	1	1
485	она так же	1	1
486	что мы называем	2	1
487	же что сказать	1	1
488	на той ступени	1	1
489	представим себе что	1	1
490	не было бы	2	1
491	то тем самым	3	1
492	в каждой из	1	1
493	прежде всего на	1	1
494	была бы невозможна	1	1
495	том что слово	1	1
496	только после того	1	1
497	по крайней мере	8	1
498	в сознании в	1	1
499	те или другие	1	1
500	в течение многих	1	1
501	там где она	1	1
502	к познанию природы	1	1
503	в эту минуту	4	1
504	но и со	1	1
505	эти последние являются	1	1
506	и относится к	1	1
507	к этому что	1	1
508	наконец то что	1	1
509	как один из	1	1
510	состоит не в	2	1
511	но столь же	1	1
512	звук перестает быть	1	1
513	если бы она	1	1
514	потому что не	4	1
515	мысли со словом	1	1
516	которым оно связано	1	1
517	потому что мы	3	1
518	смотреть как на	3	1
519	то что прежде	2	1
520	по себе способен	1	1
