N	2gram	Bakhtin_Pr	Russkaja
1	не может	18	22
2	и не	41	19
3	в этом	24	17
4	в том	22	17
5	с другом	6	14
6	и в	83	14
7	друг с	6	14
8	то что	14	13
9	самим собой	1	12
10	таким образом	9	11
11	то же	10	11
12	точки зрения	17	11
13	но и	16	10
14	же время	8	10
15	в то	8	10
16	не только	14	9
17	с точки	13	9
18	том что	9	9
19	во всяком	2	9
20	может быть	23	9
21	в себе	10	9
22	прежде всего	20	8
23	как на	1	8
24	стремление к	1	7
25	к тому	2	7
26	о том	3	7
27	в данном	1	7
28	и если	4	7
29	мы должны	4	7
30	и с	10	7
31	и к	13	6
32	для всех	2	6
33	если в	2	6
34	и при	2	6
35	для него	1	6
36	все это	11	6
37	на самом	2	6
38	в своих	4	6
39	если бы	1	6
40	и для	5	6
41	в россии	1	6
42	что он	6	6
43	для того	1	6
44	в своем	2	6
45	всяком случае	1	6
46	а потому	1	5
47	до сих	8	5
48	и на	27	5
49	из которых	2	5
50	только в	10	5
51	или иной	2	5
52	по существу	7	5
53	в своей	5	5
54	в последние	1	5
55	жизни в	4	5
56	себя и	3	5
57	между собой	1	5
58	во всех	15	5
59	сих пор	8	5
60	вопрос о	1	5
61	хотя бы	6	5
62	потому что	9	5
63	в нем	21	5
64	между тем	2	5
65	он не	5	5
66	а между	3	5
67	конечно не	11	5
68	а в	4	5
69	при этом	6	5
70	было бы	6	5
71	на то	2	5
72	никогда не	10	5
73	что в	5	4
74	во всем	5	4
75	и то	2	4
76	все что	1	4
77	когда они	1	4
78	так как	12	4
79	к этой	3	4
80	тогда когда	1	4
81	в его	15	4
82	не могут	4	4
83	его в	4	4
84	более или	3	4
85	не в	10	4
86	он будет	1	4
87	в корне	1	4
88	вместе с	5	4
89	как и	13	4
90	на земле	14	4
91	в мире	8	4
92	все же	3	4
93	в их	7	4
94	к вопросу	1	4
95	со стороны	1	4
96	себе и	2	4
97	ли это	1	4
98	или менее	3	4
99	переворот в	1	4
100	можно было	2	4
101	а лишь	2	4
102	и т.д	5	4
103	как бы	27	4
104	в этой	3	4
105	себя в	1	4
106	жизни и	13	4
107	но не	9	4
108	точку зрения	1	4
109	в самом	7	3
110	то в	1	3
111	что они	2	3
112	этом случае	1	3
113	данном случае	1	3
114	и сейчас	1	3
115	должно быть	4	3
116	несмотря на	3	3
117	вопросу о	1	3
118	что это	2	3
119	в качестве	1	3
120	для них	2	3
121	что и	4	3
122	что может	1	3
123	не было	5	3
124	связи с	1	3
125	или в	7	3
126	тем что	2	3
127	именно в	3	3
128	в конце	5	3
129	и как	1	3
130	вряд ли	2	3
131	да и	3	3
132	о которых	2	3
133	о котором	1	3
134	не есть	1	3
135	но если	4	3
136	но мы	1	3
137	культуры в	1	3
138	той или	2	3
139	еще не	10	3
140	все они	2	3
141	и потому	6	3
142	только к	1	3
143	то это	4	3
144	ко всем	2	3
145	мы говорили	2	3
146	одна из	9	3
147	и ни	1	3
148	так чтобы	1	3
149	в другом	1	3
150	говорить о	2	3
151	знаем что	1	3
152	себя от	1	3
153	в большинстве	9	3
154	точке зрения	1	3
155	лишь в	1	3
156	она может	1	3
157	что для	1	3
158	главным образом	3	3
159	и во	6	3
160	при котором	1	3
161	одной из	6	3
162	с нею	1	3
163	что все	3	3
164	в сознании	2	3
165	он сам	5	3
166	и по	5	3
167	а следовательно	2	3
168	конце концов	1	3
169	друг друга	7	3
170	из этих	3	3
171	для этого	2	3
