N	3gram	Bakhtin_KF	StatiiOP
1	в том что	2	47
2	для того чтобы	1	19
3	до сих пор	1	19
4	с точки зрения	10	14
5	во всяком случае	1	13
6	не может быть	11	11
7	то же время	2	9
8	вместе с тем	1	9
9	на то что	1	9
10	в то же	2	9
11	дело в том	1	9
12	тем не менее	2	8
13	к тому что	1	8
14	на самом деле	3	8
15	не в том	1	7
16	и в этом	3	7
17	по отношению к	22	6
18	в этом смысле	3	6
19	в том смысле	1	6
20	вопрос о том	2	6
21	в том же	1	5
22	дело не в	1	4
23	тем или иным	1	4
24	но это не	1	4
25	того или иного	3	4
26	что и в	1	4
27	это не значит	1	3
28	то или иное	2	3
29	не значит что	1	3
30	нет сомнения что	1	3
31	но все это	1	3
32	бы то ни	2	3
33	и тем не	1	3
34	и только в	3	3
35	и не в	1	3
36	только в том	1	3
37	в известном смысле	1	3
38	в лучшем случае	1	3
39	в значительной степени	1	3
40	во всех этих	2	3
41	было бы совершенно	1	3
42	что в области	1	3
43	для него самого	1	2
44	в котором он	3	2
45	ни в каком	2	2
46	и в результате	1	2
47	хотя бы и	1	2
48	о том кто	1	2
49	в зависимости от	1	2
50	между тем как	3	2
51	независимо от того	1	2
52	и в то	1	2
53	лежащий в основе	1	2
54	то ни было	2	2
55	не может не	1	2
56	а не в	2	2
57	то же самое	1	2
58	то что я	2	2
59	только тогда когда	1	2
60	при таком положении	1	2
61	в свою очередь	1	2
62	той или иной	2	2
63	вследствие того что	1	2
64	но и здесь	3	2
65	во всей полноте	1	2
66	он не может	1	2
67	в настоящее время	1	2
68	я не могу	1	2
69	но в то	1	2
70	как бы ни	1	2
71	и то что	1	2
72	между прочим и	1	2
73	может быть и	1	2
74	но все эти	3	1
75	что и для	1	1
76	в то или	1	1
77	со стороны ее	2	1
78	здесь дело не	1	1
79	в каждом случае	1	1
80	и в ту	1	1
81	конечно это не	1	1
82	и в трагедии	1	1
83	в большинстве случаев	1	1
84	на том что	1	1
85	него и для	1	1
86	мы говорим о	2	1
87	что это можно	1	1
88	нет в нем	1	1
89	для себя и	1	1
90	того именно что	1	1
91	можно и должно	1	1
92	потому что в	1	1
93	могло бы быть	1	1
94	всю свою жизнь	1	1
95	может не знать	1	1
96	в нем нельзя	2	1
97	он не имеет	1	1
98	в том случае	1	1
99	не потому что	1	1
100	там где я	1	1
101	того что в	1	1
102	смысле этого слова	1	1
103	но может быть	1	1
104	вместо того чтобы	1	1
105	само по себе	1	1
106	в соответствии с	2	1
107	и в своих	1	1
108	как бы он	1	1
109	не было и	1	1
110	точки зрения его	1	1
111	себя до конца	1	1
112	и по отношению	1	1
113	к отказу от	1	1
114	стороны ее содержания	1	1
115	и говорить о	1	1
116	на этом пути	1	1
117	и совершенно не	1	1
118	причем все эти	1	1
119	никогда не было	1	1
120	ведь это не	1	1
121	быть не может	1	1
122	с нашей точки	1	1
123	сих пор не	1	1
124	даже там где	1	1
125	это может быть	1	1
126	она исходит из	1	1
127	нашей точки зрения	1	1
128	и может быть	2	1
129	именно там где	1	1
130	только в его	1	1
131	до конца в	1	1
132	и именно в	1	1
133	и не потому	1	1
134	ту или иную	1	1
135	это можно сделать	1	1
136	все же будет	1	1
137	и ни в	2	1
138	не может жить	1	1
139	только таким путем	1	1
140	и здесь же	1	1
141	в виду его	1	1
142	он может быть	2	1
143	и принципиально не	1	1
144	него самого и	1	1
145	и в котором	1	1
146	то все же	1	1
147	но можно и	1	1
148	наше время является	1	1
149	точки зрения той	1	1
150	том смысле в	1	1
151	это уже не	1	1
152	мы имеем здесь	1	1
153	не менее в	1	1
154	другое дело когда	2	1
155	в этом его	2	1
156	не теряя своей	1	1
157	с ним и	1	1
158	я позволю себе	1	1
159	для него и	1	1
160	а во втором	1	1
161	жизни и смерти	1	1
162	и все же	1	1
163	во второй половине	1	1
164	прочим и в	1	1
165	одновременно и в	1	1
166	в котором мы	3	1
167	а в самом	1	1
168	от себя и	1	1
169	бы ни была	1	1
170	если бы оно	1	1
171	не существует все	1	1
172	ни в чем	4	1
173	в другом случае	1	1
