N	2gram	Bakhtin_Pr	UchenyiS
1	и в	83	14
2	не только	14	10
3	а не	19	10
4	и не	41	8
5	прежде всего	20	8
6	то что	14	7
7	вот почему	1	7
8	в этом	24	7
9	не может	18	7
10	может быть	23	6
11	перестает быть	1	5
12	хотя бы	6	5
13	то же	10	5
14	все это	11	5
15	стилистических приемов	1	5
16	с другой	4	4
17	в этой	3	4
18	в россии	1	4
19	конечно не	11	4
20	но и	16	4
21	в их	7	4
22	было бы	6	3
23	не о	2	3
24	и то	2	3
25	и формы	2	3
26	только к	1	3
27	или точнее	2	3
28	истории литературы	1	3
29	и т.д	5	3
30	этой области	2	3
31	для этого	2	3
32	это не	10	3
33	как и	13	3
34	вряд ли	2	3
35	для него	1	3
36	формы в	1	3
37	в своей	5	3
38	все же	3	3
39	в области	6	3
40	в частности	1	3
41	в то	8	3
42	не как	5	3
43	у нас	2	3
44	другой стороны	3	3
45	но в	12	3
46	же время	8	3
47	этого термина	1	2
48	литературы и	4	2
49	все они	2	2
50	таким образом	9	2
51	в самом	7	2
52	же не	2	2
53	ее нельзя	1	2
54	могли бы	2	2
55	если бы	1	2
56	могут быть	5	2
57	не в	10	2
58	это было	3	2
59	бы и	3	2
60	для всех	2	2
61	и с	10	2
62	до сих	8	2
63	их и	1	2
64	же самое	1	2
65	художественном творчестве	1	2
66	одним из	6	2
67	крайней мере	2	2
68	но не	9	2
69	по существу	7	2
70	форму и	1	2
71	мы и	4	2
72	тем что	2	2
73	в себе	10	2
74	в его	15	2
75	в конце	5	2
76	даже и	3	2
77	должна быть	1	2
78	мы не	7	2
79	и роль	1	2
80	именно как	3	2
81	ничего не	8	2
82	всех этих	2	2
83	между тем	2	2
84	что она	2	2
85	не есть	1	2
86	прием в	1	2
87	что он	6	2
88	на каждом	1	2
89	в широком	2	2
90	конце концов	1	2
91	этом отношении	1	2
92	о чем	2	2
93	как раз	6	2
94	в некоторых	7	2
95	тех или	2	2
96	не могут	4	2
97	а как	4	2
98	что мы	2	2
99	в том	22	2
100	это уже	2	2
101	том что	9	2
102	и через	5	2
103	или иных	2	2
104	но это	7	2
105	этом смысле	5	2
106	а о	1	2
107	и для	5	2
108	в системе	1	2
109	и является	1	2
110	что и	4	2
111	к области	2	2
112	в сторону	1	2
113	установку на	2	2
114	меньшей степени	6	2
115	а между	3	2
116	конечно нет	1	2
117	знакомая нам	1	2
118	смысле этого	3	2
119	с его	4	2
120	и у	8	2
121	превращается в	5	2
122	сих пор	8	2
123	по крайней	2	2
124	только в	10	2
125	формы и	3	2
126	по себе	3	2
127	что все	3	2
128	не все	1	2
129	вопроса о	1	2
130	но конечно	3	2
131	и исторические	1	1
132	еще один	1	1
133	и форм	1	1
134	без труда	1	1
135	в той	2	1
136	литературы в	4	1
137	было и	1	1
138	что было	2	1
139	все в	3	1
140	само же	1	1
141	таков прежде	1	1
142	что в	5	1
143	к лицу	1	1
144	может обойтись	1	1
145	с которыми	1	1
146	не было	5	1
147	остается в	2	1
148	вне его	1	1
149	так или	1	1
150	главное главное	1	1
151	и даже	5	1
152	связанных с	2	1
153	этого и	1	1
154	отношении очень	1	1
155	более или	3	1
156	но тут	1	1
157	и потому	6	1
158	и этого	1	1
159	но он	3	1
160	этом случае	1	1
161	в не	1	1
162	в свое	4	1
163	в которой	2	1
164	все и	1	1
165	имеем в	3	1
166	можно сказать	12	1
167	этого не	1	1
168	или меньшей	6	1
169	мы можем	9	1
170	явлением и	1	1
171	у стерна	1	1
172	или иначе	1	1
173	в данном	1	1
174	исторической поэтики	4	1
175	все его	3	1
176	он уже	1	1
177	а для	2	1
178	еще раз	6	1
179	нет и	3	1
180	как на	1	1
181	равно как	1	1
182	вообще в	2	1
183	у толстого	1	1
184	произведений и	1	1
185	некоторых произведениях	1	1
186	только одним	1	1
187	часто встречается	1	1
188	он в	2	1
189	и все	14	1
190	в точном	1	1
191	из самых	3	1
192	все элементы	1	1
193	же как	1	1
194	направлено на	1	1
195	является предметом	2	1
196	что-то и	1	1
197	сказать что	12	1
198	в сфере	1	1
199	произведения как	1	1
200	как нам	1	1
201	в исторической	1	1
202	время на	1	1
203	претендует на	1	1
204	в процессе	4	1
205	достоевского и	8	1
206	она должна	1	1
207	данном случае	1	1
208	он будет	1	1
209	встречается у	1	1
210	его как	3	1
211	бы те	1	1
212	него не	1	1
213	но для	2	1
214	у сервантеса	2	1
215	то есть	86	1
216	крайности до	1	1
217	свое место	1	1
218	он ставит	1	1
219	и др	18	1
220	развитие в	2	1
221	не делает	1	1
222	и действительно	3	1
223	очень часто	4	1
224	того как	4	1
225	европейской литературы	6	1
226	точном смысле	1	1
227	почти не	2	1
228	в таком	3	1
229	но прежде	1	1
230	сводятся к	1	1
231	и разнообразие	1	1
232	она не	4	1
233	степени и	1	1
234	в произведении	3	1
235	смысле и	3	1
236	но именно	4	1
237	до конца	3	1
238	является только	1	1
239	она в	1	1
240	относятся к	1	1
241	в своем	2	1
242	она эта	1	1
243	тогда когда	1	1
244	в наиболее	1	1
245	входит в	1	1
246	есть конечно	1	1
247	его на	1	1
248	в последние	1	1
249	относится к	1	1
250	или по	3	1
251	мы имеем	4	1
252	те основные	1	1
253	понимая под	1	1
254	он прежде	1	1
255	их в	3	1
256	установка на	2	1
257	не для	1	1
258	он может	2	1
259	знает только	1	1
260	с самим	7	1
261	в ней	8	1
262	или даже	1	1
263	впервые в	3	1
264	теории и	1	1
265	и необходимо	1	1
266	даже не	1	1
267	и так	4	1
268	и прежде	6	1
269	язык в	1	1
270	оно является	1	1
271	а это	2	1
272	связанные с	3	1
273	в период	1	1
274	не вполне	1	1
275	дан в	3	1
276	на то	2	1
277	он и	2	1
278	есть язык	1	1
279	строго говоря	2	1
280	но если	4	1
281	в большей	5	1
282	это же	1	1
283	не входит	1	1
284	не столь	1	1
285	отсюда как	1	1
286	в которых	2	1
287	по мнению	1	1
288	к этому	5	1
289	большей или	6	1
290	так и	9	1
291	своей совокупности	1	1
292	обе эти	3	1
293	к проблеме	1	1
294	о нем	2	1
295	что с	1	1
296	проблем связанных	1	1
297	из которых	2	1
298	друг с	6	1
299	момент является	1	1
300	это в	1	1
301	ее в	4	1
302	о которой	1	1
303	и вся	4	1
304	в качестве	1	1
305	о котором	1	1
306	до предела	1	1
307	в нем	21	1
308	именно этот	1	1
309	он не	5	1
310	содержания и	1	1
311	ней не	1	1
312	независимо от	1	1
313	может служить	2	1
314	материал и	1	1
315	и истории	2	1
316	лучше и	1	1
317	все что	1	1
318	и слово	2	1
319	с каждым	1	1
320	если нет	1	1
321	ему приходится	1	1
322	на его	4	1
323	по-разному и	1	1
324	и что	3	1
325	что для	1	1
326	смысле можно	1	1
327	и это	3	1
328	в различных	1	1
329	с другом	6	1
330	не простой	2	1
331	он был	1	1
332	и всякого	1	1
333	он впервые	1	1
334	за пределы	7	1
335	и делает	1	1
336	они в	1	1
337	стихотворной речи	2	1
338	имеет свою	1	1
339	литературного жанра	1	1
340	должно быть	4	1
341	до крайности	1	1
342	что при	1	1
343	об этом	3	1
344	принцип построения	1	1
345	не ставит	1	1
346	себя на	1	1
347	является одним	2	1
348	правда не	1	1
349	в виду	3	1
350	широком смысле	3	1
351	эта позиция	2	1
352	или менее	3	1
353	к созданию	1	1
354	в пределах	8	1
355	тот же	2	1
356	уже не	5	1
357	о том	3	1
358	не то	3	1
359	по его	1	1
360	далеко не	4	1
361	тем более	2	1
362	того что	1	1
363	что еще	1	1
364	у него	5	1
365	в словах	2	1
366	друг другу	1	1
367	жанра в	3	1
368	тенденции в	1	1
369	заключенных в	1	1
370	слово как	1	1
371	в котором	8	1
372	резких и	1	1
373	у пушкина	1	1
374	не существует	1	1
375	самое наличие	1	1
376	бы в	2	1
377	на слово	1	1
378	он звучит	1	1
379	той же	6	1
380	никогда не	10	1
381	мировоззрения и	1	1
382	человека и	10	1
