N	3gram	Propp_Isto	FransuaR
1	мы уже говорили	1	43
2	в том что	8	27
3	в том числе	1	27
4	до сих пор	7	27
5	в средние века	2	25
6	в большинстве случаев	2	22
7	с точки зрения	1	20
8	о том что	3	17
9	в связи с	5	16
10	как мы видели	7	16
11	но и в	2	15
12	и прежде всего	1	14
13	не может быть	4	13
14	с одной стороны	2	13
15	на самом деле	1	13
16	с другой стороны	10	12
17	в другом месте	1	12
18	можно сказать что	2	11
19	самом же деле	1	10
20	таким образом и	2	10
21	как и в	2	10
22	на самом же	1	10
23	в данном случае	6	10
24	не только в	3	10
25	мы видим что	6	9
26	по отношению к	2	9
27	мы видели что	6	8
28	и др в	1	8
29	после того как	3	8
30	в то время	2	7
31	в чем же	1	7
32	в узком смысле	1	7
33	можно было бы	2	7
34	и в других	3	7
35	подобно тому как	3	7
36	во всех этих	1	7
37	в следующей главе	1	7
38	к тому же	4	6
39	но все же	5	6
40	за то что	1	6
41	в свою очередь	1	6
42	с самого начала	1	6
43	друг с другом	2	5
44	то же самое	1	5
45	в последней главе	1	5
46	по сравнению с	2	5
47	мы имеем в	4	5
48	во всяком случае	2	5
49	средних веков и	1	5
50	только то что	1	5
51	это и есть	2	5
52	том что в	2	4
53	и той же	2	4
54	и все что	1	4
55	мы находим и	1	4
56	в одном из	2	4
57	связи с этим	1	4
58	на этот вопрос	1	4
59	так же как	7	4
60	и то что	4	4
61	как мы увидим	2	4
62	также и в	1	4
63	что и в	3	4
64	может быть и	1	4
65	здесь перед нами	1	4
66	но прежде всего	1	4
67	одной и той	2	4
68	мы увидим дальше	1	4
69	это вовсе не	1	4
70	и не может	1	4
71	но он не	1	4
72	еще тем что	1	3
73	друг от друга	1	3
74	не только с	1	3
75	в эти дни	1	3
76	смысле этого слова	3	3
77	не только не	2	3
78	но в его	1	3
79	вместе с тем	1	3
80	все же не	1	3
81	содержит в себе	2	3
82	имеется в виду	1	3
83	хотя и в	1	3
84	есть не что	2	3
85	говорит об этом	1	3
86	и в том	1	3
87	с одним из	2	3
88	заключается в том	1	3
89	руки и ноги	1	3
90	не что иное	6	3
91	так как они	1	3
92	что в нем	1	3
93	что иное как	6	3
94	может быть в	1	2
95	но и не	1	2
96	мы уже знаем	3	2
97	к которому принадлежал	1	2
98	в себя и	1	2
99	и в другом	1	2
100	они и не	1	2
101	совершенно так же	4	2
102	они не только	1	2
103	в них и	1	2
104	за него и	1	2
105	образом и здесь	1	2
106	уже знаем что	1	2
107	и вместе с	1	2
108	мы узнаем что	1	2
109	но мы уже	1	2
110	по этому поводу	1	2
111	как мы сейчас	1	2
112	из того что	1	2
113	мы видели как	3	2
114	то что он	1	2
115	и на весь	1	2
116	с того света	1	2
117	дает нам право	2	2
118	с представлениями о	1	2
119	видеть в нем	1	2
120	и может быть	1	2
121	мы здесь не	2	2
122	и с помощью	1	2
123	тесно связан с	1	2
124	свою связь с	2	2
125	но этот же	2	2
126	так и к	1	2
127	мы уже видели	3	2
128	большую роль в	1	2
129	в огромном большинстве	1	2
130	но и там	1	2
131	видим что в	1	2
132	говорят о том	1	2
133	но там где	1	2
134	сих пор не	1	2
135	такие выражения как	1	2
136	мы знаем что	8	2
137	и не только	1	2
138	прежде всего мы	1	2
139	с полной ясностью	1	2
140	мы сейчас увидим	1	2
141	и в его	1	2
142	именно эта сторона	1	2
143	заметить что в	1	2
144	и в обряде	1	2
145	в дальнейшем в	1	2
146	между человеком и	2	2
147	ничего общего с	1	2
148	то что было	2	2
149	была у него	1	2
150	в этом случае	8	2
151	же как и	3	2
152	мы не можем	1	2
153	в таких случаях	2	2
154	в другом случае	3	2
155	мы не будем	2	2
156	главным образом на	1	2
157	в главе о	2	2
158	с представлением об	1	2
159	еще одну особенность	1	1
160	и было бы	1	1
161	он говорит что	1	1
162	ту же функцию	1	1
163	в точности соответствует	2	1
164	он никак не	1	1
165	и вот как	1	1
166	нужно прибавить что	1	1
167	и столько же	1	1
168	огромном большинстве случаев	1	1
169	через несколько лет	1	1
170	оно переходит в	1	1
171	в соответствии с	1	1
172	которой мы здесь	1	1
173	имеют ничего общего	1	1
174	в согласии с	1	1
175	на том что	1	1
176	не в этом	1	1
177	один из них	1	1
178	и тут же	1	1
179	менее если не	1	1
180	одной из них	1	1
181	из этих трех	1	1
182	здесь мы найдем	1	1
183	соответствии с этим	1	1
184	и герои в	1	1
185	хотя и более	1	1
186	но есть и	1	1
187	что такие явления	1	1
188	что в них	2	1
189	однако не в	1	1
190	но в одном	1	1
191	об этом так	1	1
192	именно в этой	1	1
193	совершенно ясно что	1	1
194	становится особенно ясным	1	1
195	в обоих случаях	1	1
196	на земле в	1	1
197	момент не только	1	1
198	но и другие	1	1
199	еще не окончательно	1	1
200	не только то	1	1
201	коня с другой	1	1
202	увидим дальше что	1	1
203	а в связи	1	1
204	не могла бы	1	1
205	красная потому что	1	1
206	это совершенно точно	1	1
207	но если бы	1	1
208	все же остальное	1	1
209	не только на	1	1
210	но вместе с	1	1
211	с этого момента	1	1
212	как если бы	1	1
213	не менее он	1	1
214	ничего не говорят	2	1
215	приводят к тому	1	1
216	и в самых	1	1
217	случае мы слышим	1	1
218	к этому времени	1	1
219	в ход действия	1	1
220	в буквальном смысле	1	1
221	и в различных	1	1
222	так как в	1	1
223	же самое что	1	1
224	в тех случаях	2	1
225	видеть в этом	1	1
226	изо рта из	1	1
227	все те же	1	1
228	и вступает в	1	1
229	таким образом мы	2	1
230	и могут быть	1	1
231	дело еще не	1	1
232	в огне и	1	1
233	оказывается что в	1	1
234	на своем пути	1	1
235	при известных условиях	1	1
236	встречается очень часто	1	1
237	в силу того	1	1
238	в целом не	2	1
239	на том свете	2	1
240	мы видим в	3	1
241	но он же	1	1
242	с того что	2	1
243	непосредственной связи с	1	1
244	вообще не знает	1	1
245	и что на	1	1
246	связь с мотивом	1	1
247	таким образом эта	2	1
248	так и с	1	1
249	теперь я могу	1	1
250	однако что за	1	1
251	если бы она	2	1
252	не говорит что	1	1
253	уже знакомый нам	1	1
254	об этом мы	1	1
255	тем более что	1	1
256	и даже позже	1	1
257	данном случае в	1	1
258	можно привести множество	1	1
259	эта связь между	1	1
260	все это только	1	1
261	в одном случае	5	1
262	вследствие чего она	1	1
263	довольно много но	1	1
264	одной стороны он	1	1
265	так же и	1	1
266	в свете этих	2	1
267	хотя он в	1	1
268	это не совсем	2	1
269	до нашей эры	1	1
270	в частности необходимо	1	1
271	в таких например	1	1
272	и его нельзя	1	1
273	он все же	3	1
274	в некоторых местах	1	1
275	его в этом	1	1
276	с тем что	1	1
277	приведем несколько примеров	3	1
278	все что в	1	1
279	а так как	1	1
280	бы это был	1	1
281	встречаются и в	1	1
282	что в некоторых	3	1
283	части человеческого тела	1	1
284	что у нее	1	1
285	что в этом	1	1
286	и в большинстве	1	1
287	что он не	1	1
288	время от времени	1	1
289	и к этому	1	1
290	части его тела	1	1
291	о себе и	1	1
292	говорить о его	1	1
293	вдруг превращается в	1	1
294	они еще не	1	1
295	того что они	1	1
296	но сам он	1	1
297	это одно из	1	1
298	примеров можно привести	1	1
299	не говорят о	2	1
300	в различных местах	1	1
301	и никому не	1	1
302	если вы не	1	1
303	мы еще будем	1	1
304	обстоит дело с	1	1
305	независимо от того	2	1
306	все эти мотивы	1	1
307	из этих двух	1	1
308	тем не менее	6	1
309	и пр но	1	1
310	подводя итоги мы	1	1
311	сами по себе	1	1
312	силу того что	1	1
313	можно найти достаточно	1	1
314	и если бы	1	1
315	дело конечно не	1	1
316	сих пор этот	1	1
317	между собой и	1	1
318	это может быть	1	1
319	в зависимости от	1	1
320	бросается в глаза	1	1
321	в приложении к	1	1
322	роль в жизни	1	1
323	в частности из	1	1
324	мы встретимся с	1	1
325	к которой он	1	1
326	здесь мы видим	1	1
327	в своей жизни	1	1
328	состоит в том	2	1
329	в мифе о	1	1
330	с тех пор	1	1
331	казалось бы что	1	1
332	мы здесь имеем	2	1
333	и в таких	1	1
334	нет ничего удивительного	1	1
335	все к чему	1	1
336	о том чтобы	1	1
337	тем что он	1	1
338	в античности и	1	1
339	на тех же	1	1
340	и насилия в	1	1
341	не менее если	1	1
342	и в саду	1	1
343	не имеют ничего	1	1
344	можно найти еще	1	1
345	черты характерные для	1	1
346	никак не мог	1	1
347	на то что	4	1
348	он должен быть	1	1
349	каждый из этих	1	1
350	не есть нечто	1	1
351	его таким образом	1	1
352	но здесь мы	1	1
353	только после того	2	1
354	из носа из	1	1
355	и как мы	1	1
356	и на них	1	1
357	итоги мы можем	1	1
358	уже говорили выше	1	1
359	до того что	1	1
360	один из моментов	1	1
361	мы еще встретимся	1	1
362	мы увидим что	2	1
363	и в средние	2	1
364	не можем здесь	1	1
365	в некоторых случаях	6	1
366	был связан с	1	1
367	и здесь есть	1	1
368	не в состоянии	1	1
369	во время своей	1	1
370	и хранится в	1	1
371	очень близок к	1	1
372	и многое другое	1	1
373	хотя и не	1	1
374	но для нас	1	1
375	встретимся с этим	1	1
376	из которых он	1	1
377	и здесь мы	2	1
378	но и во	1	1
379	тому как в	1	1
380	чем приступить к	1	1
381	не похожи на	1	1
382	и ничего не	1	1
383	средние века в	1	1
384	что и здесь	2	1
385	к нему к	1	1
386	этим объясняется что	1	1
387	же как мы	1	1
388	это особого рода	1	1
389	здесь же в	1	1
390	резко бросается в	1	1
391	тех случаях когда	2	1
392	рта из носа	1	1
393	но не для	1	1
394	по этому вопросу	1	1
395	то обстоятельство что	1	1
396	тогда как в	1	1
397	так в одной	1	1
398	в другой раз	1	1
399	между прочим и	2	1
400	литература но и	1	1
401	и огонь в	1	1
402	не только как	1	1
403	то время как	2	1
404	глаз ушей и	1	1
405	вот теперь я	1	1
