N	3gram	Vygotskiy_	DiskursI
1	в том что	21	28
2	в отличие от	4	26
3	с одной стороны	6	14
4	не может быть	14	12
5	в данном случае	1	12
6	то же время	2	10
7	о том что	9	9
8	в то же	2	8
9	состоит в том	3	8
10	в этом отношении	7	8
11	как и в	5	7
12	в конечном счете	6	6
13	так и в	2	6
14	к тому же	1	6
15	по крайней мере	1	6
16	с точки зрения	12	6
17	может быть определена	1	6
18	в основе своей	2	6
19	одной стороны и	1	5
20	то же самое	8	5
21	с другой стороны	7	5
22	в свою очередь	3	5
23	и может быть	1	5
24	что же касается	1	5
25	дело в том	1	5
26	не только в	1	5
27	подобно тому как	7	5
28	тем не менее	6	4
29	можно сказать что	2	4
30	существенную роль в	1	4
31	не в том	7	4
32	одного и того	1	4
33	в полной мере	1	4
34	же самое можно	1	4
35	а с другой	1	4
36	и того же	1	4
37	и не может	2	4
38	в свое время	1	4
39	как будто бы	2	3
40	в том числе	1	3
41	в своей основе	1	3
42	и вследствие этого	1	3
43	более или менее	3	3
44	и то же	1	3
45	того или иного	1	3
46	в том случае	3	3
47	по аналогии с	1	3
48	том числе и	1	3
49	которая может быть	1	3
50	мы имеем дело	1	3
51	то есть в	2	3
52	в мире в	1	3
53	и в частности	2	3
54	одно и то	1	3
55	том что в	1	3
56	во всяком случае	7	3
57	из виду что	1	2
58	мере в какой	1	2
59	и столь же	1	2
60	бы то ни	2	2
61	все то что	3	2
62	в той мере	1	2
63	того же автора	1	2
64	я не знаю	1	2
65	заключает в себе	3	2
66	он не может	3	2
67	потому что в	1	2
68	на этом основании	1	2
69	сами по себе	4	2
70	речь идет о	1	2
71	что в них	1	2
72	по себе не	3	2
73	а в том	2	2
74	той мере в	1	2
75	что они хотят	1	2
76	то ни было	1	2
77	при этом как	2	2
78	точки зрения на	1	2
79	а не только	1	2
80	и в том	2	2
81	в том и	4	2
82	в одном из	2	2
83	и тем же	1	2
84	не удивительно что	1	2
85	то что и	2	2
86	но и в	1	2
87	в том чтобы	9	2
88	а не как	1	2
89	и в особенности	1	2
90	только то что	2	2
91	можно определить как	1	2
92	как уже было	1	2
93	все же не	1	2
94	только в том	4	2
95	и той же	5	2
96	одним и тем	1	2
97	включает в себя	1	2
98	одной и той	5	2
99	которое может быть	1	2
100	с самого начала	1	2
101	и состоит что	1	2
102	и то что	3	2
103	тем или иным	2	2
104	том случае если	2	2
105	это отнюдь не	1	2
106	в тех случаях	1	2
107	едва ли не	2	2
108	то есть к	2	2
109	то что они	1	2
110	могут возникать и	1	1
111	что он не	1	1
112	человеческой психики и	1	1
113	никак не могут	1	1
114	литературной традиции в	1	1
115	благодаря тому что	2	1
116	выступают в роли	1	1
117	имеет в виду	3	1
118	которая и была	1	1
119	а как раз	1	1
120	что далеко не	1	1
121	и в принципе	1	1
122	на каждом шагу	1	1
123	и даже не	1	1
124	вслед за этим	1	1
125	о том как	1	1
126	в применении к	2	1
127	такой же мере	1	1
128	отнюдь не является	1	1
129	в согласии с	3	1
130	не прибегая к	1	1
131	к одному и	2	1
132	а на деле	2	1
133	в этом смысле	3	1
134	по сравнению с	3	1
135	в себя и	1	1
136	но и на	1	1
137	во всем что	1	1
138	то или иное	2	1
139	крайней мере в	1	1
140	одни и те	3	1
141	том что на	1	1
142	дело не в	1	1
143	дело с двумя	1	1
144	в самом деле	13	1
145	для того чтобы	11	1
146	но в таком	1	1
147	что отнюдь не	1	1
148	литературной традиции но	1	1
149	как отмечал еще	1	1
150	у него в	1	1
151	друг от друга	1	1
152	в различные эпохи	1	1
153	но это только	1	1
154	в таком случае	3	1
155	что у него	3	1
156	и здравого смысла	1	1
157	сам по себе	4	1
158	от одного сознания	1	1
159	при всем желании	1	1
160	до сих пор	8	1
161	приходит к выводу	2	1
162	тому как мы	1	1
163	в такой же	1	1
164	за тридевять земель	1	1
165	в отношении к	3	1
166	на всем протяжении	1	1
167	при этом очень	1	1
168	но прежде всего	1	1
169	легко заметить что	2	1
