N	2gram	Vygotskiy_	FransuaR
1	и в	38	367
2	в этом	35	112
3	и т.п	3	108
4	и не	16	101
5	таким образом	36	100
6	и его	5	99
7	в его	22	98
8	прежде всего	6	92
9	не только	16	87
10	мы уже	8	85
11	но и	9	84
12	как бы	17	82
13	все эти	9	79
14	вовсе не	5	77
15	как и	20	76
16	в нем	4	75
17	но в	4	75
18	в эпоху	1	75
19	и на	9	72
20	и др	1	72
21	в том	59	71
22	как мы	14	71
23	то же	18	66
24	и все	5	66
25	в них	3	65
26	в этой	7	65
27	так и	11	65
28	и с	5	64
29	в сущности	3	64
30	в то	5	63
31	во время	3	63
32	во всех	3	62
33	все это	8	62
34	что в	31	52
35	в своем	9	51
36	только в	16	48
37	так как	19	46
38	и до	1	46
39	том что	44	45
40	уже говорили	6	44
41	то что	27	41
42	здесь в	2	41
43	у него	3	40
44	в самом	8	38
45	точки зрения	27	37
46	в ней	3	37
47	с его	3	36
48	о том	6	35
49	он был	1	35
50	может быть	25	35
51	мы видим	13	35
52	сказать что	10	34
53	и даже	4	34
54	в себе	9	34
55	мы видели	8	32
56	в конце	1	32
57	он не	6	32
58	для него	6	32
59	до конца	2	31
60	связаны с	4	31
61	в своей	9	31
62	так же	26	30
63	но он	1	30
64	один из	8	30
65	потому что	14	30
66	той же	8	30
67	и потому	2	30
68	никогда не	11	30
69	тела и	1	30
70	в одном	4	29
71	еще не	6	29
72	связи с	14	29
73	в этих	4	29
74	что он	13	29
75	не может	11	29
76	при этом	13	29
77	его в	8	29
78	не в	10	29
79	и к	9	28
80	из них	5	28
81	всех этих	2	28
82	также и	3	28
83	в той	2	28
84	эти образы	1	28
85	в основе	32	28
86	сих пор	3	27
87	до сих	3	27
88	том числе	3	27
89	все же	11	27
90	по своему	14	27
91	роль в	5	27
92	и их	4	27
93	кроме того	1	26
94	в условиях	1	26
95	все они	2	26
96	в области	9	25
97	с помощью	64	25
98	но это	7	25
99	этот образ	1	24
100	но не	7	24
101	например в	2	24
102	в ее	1	24
103	и у	7	24
104	и от	5	24
105	как в	14	24
106	того чтобы	15	24
