N	2gram	Bakhtin_Pr	SlovoVZh
1	не может	26	16
2	может быть	43	14
3	точки зрения	31	14
4	как бы	33	13
5	и его	21	13
6	таким образом	15	12
7	и в	64	12
8	отношению к	12	11
9	по отношению	12	11
10	в нашем	2	11
11	и не	55	10
12	так как	9	9
13	если бы	12	9
14	прежде всего	16	8
15	для нас	2	7
16	сказать что	4	7
17	художественного произведения	2	7
18	все время	3	6
19	и героя	1	6
20	в ней	2	6
21	слова и	8	6
22	с помощью	2	6
23	в том	12	6
24	художественную форму	3	6
25	в процессе	6	6
26	только в	13	6
27	в интонации	1	6
28	в нем	28	6
29	при этом	8	6
30	к содержанию	1	6
31	и др	7	5
32	можно сказать	2	5
33	что мы	1	5
34	героя и	14	5
35	хотя бы	4	5
36	должна быть	8	5
37	то же	18	5
38	художественной формы	1	5
39	к предмету	1	5
40	а не	29	5
41	в виду	3	5
42	то что	21	5
43	в жизни	5	5
44	как и	25	5
45	как в	7	5
46	том что	8	5
47	и следовательно	7	5
48	но в	14	5
49	никогда не	11	5
50	в самом	17	4
51	и к	5	4
52	к автору	1	4
53	в литературе	4	4
54	и на	16	4
55	не только	26	4
56	ни было	4	4
57	социального общения	1	4
58	и является	2	4
59	на самом	5	4
60	как если	3	4
61	за пределы	7	4
62	от того	4	4
63	его в	8	4
64	литературы и	1	4
65	с другой	7	4
66	не в	15	4
67	дело в	2	4
68	отношение к	4	4
69	что не	3	4
70	так и	8	4
71	уже не	15	4
72	жизни и	3	4
73	в этом	33	4
74	все же	11	4
75	зависимости от	5	4
76	к нему	11	4
77	бы то	3	3
78	как к	3	3
79	и с	9	3
80	ее и	1	3
81	находит свое	2	3
82	до сих	9	3
83	это как	1	3
84	в содержание	1	3
85	в котором	7	3
86	с героем	3	3
87	автору и	1	3
88	и по	1	3
89	в поэзии	2	3
90	и пр	5	3
91	так называемой	1	3
92	мы не	4	3
93	то ни	3	3
94	между тем	7	3
95	для него	23	3
96	отношении к	5	3
97	с ним	8	3
98	не должна	3	3
99	того что	3	3
100	быть и	2	3
101	и уже	3	3
102	когда он	2	3
103	тем не	2	3
104	все это	9	3
105	он должен	2	3
106	отражает в	1	3
107	ни в	5	3
108	с автором	1	3
109	в пределах	24	3
110	конечно не	4	3
111	по себе	16	3
112	так же	8	3
113	оценки которые	2	3
114	в них	5	3
115	в каком	1	3
116	в творчестве	6	3
117	этой точки	2	3
118	самом деле	10	3
119	социальных оценок	2	3
120	только на	3	3
121	но для	3	3
122	в себе	11	3
123	слово в	10	3
124	произведения и	2	3
125	художественном произведении	1	3
126	все эти	13	3
127	о том	5	3
128	социальной группы	2	3
129	в своей	11	3
130	воздействует на	1	3
131	и герой	3	3
132	здесь не	7	3
133	не менее	3	3
134	в художественном	6	3
135	художественного творчества	5	3
136	в такой	1	3
137	да и	2	3
138	но и	26	3
139	ведь и	4	3
140	и для	7	3
141	точек зрения	7	3
142	точка зрения	13	3
143	и ее	5	3
144	и наконец	7	3
145	сих пор	9	3
146	и вообще	1	3
147	не к	1	3
148	еще не	10	3
149	в особенности	1	2
150	что в	11	2
151	этих двух	1	2
152	все они	2	2
