N	2gram	Voloshinov	KulturaY
1	и в	32	84
2	в том	13	74
3	потому что	2	68
4	не только	18	60
5	точки зрения	48	59
6	в этом	27	57
7	было бы	8	53
8	и не	42	52
9	может быть	50	47
10	что в	5	44
11	том что	12	44
12	того чтобы	9	44
13	в самом	14	41
14	для того	8	41
15	у нас	4	38
16	хотя бы	8	37
17	самом деле	18	37
18	так как	5	36
19	с точки	31	36
20	в области	3	34
21	таким образом	29	33
22	а не	15	33
23	если бы	12	32
24	можно было	2	32
25	не в	13	30
26	и пр	31	30
27	в его	10	30
28	прежде всего	19	30
29	все же	13	29
30	не менее	5	28
31	того что	5	28
32	все эти	8	28
33	уже не	2	26
34	в языке	8	26
35	в силу	1	26
36	то что	12	25
37	вовсе не	15	25
38	не может	40	25
39	вопрос о	6	24
40	с другой	6	24
41	еще не	7	24
42	то же	19	23
43	с помощью	11	23
44	только в	14	23
45	так и	21	23
46	языка в	17	22
47	иными словами	2	22
48	тем не	3	21
49	по себе	5	20
50	во всяком	8	20
51	и что	2	20
52	но и	17	20
53	тем что	3	19
54	о том	4	19
55	речи в	4	19
56	что он	5	19
57	зависимости от	4	19
58	языка и	28	19
59	что же	5	19
60	всяком случае	4	19
61	но в	13	19
62	и с	4	18
63	с тем	1	18
64	к тому	8	18
65	в сущности	17	18
66	в качестве	4	18
67	связи с	22	18
68	между тем	8	18
69	вместе с	2	18
70	как бы	31	18
71	русском языке	1	18
72	все это	4	18
73	в той	6	17
74	можно говорить	1	17
75	другой стороны	7	17
76	как это	2	17
77	что это	3	17
78	слова и	8	17
79	о языке	9	17
80	как раз	5	17
81	это не	5	17
82	в виду	2	16
83	в зависимости	2	16
84	что и	5	16
85	что не	4	16
86	тот же	4	16
87	ничего не	9	16
88	в русском	1	16
89	но не	2	16
90	при этом	13	15
91	именно в	6	15
92	в данном	8	15
93	как на	2	15
94	в нашем	4	15
95	не было	6	15
96	и тем	4	15
97	по отношению	10	15
98	ни к	3	15
99	целый ряд	3	15
100	того как	1	15
101	а в	5	15
102	лишь в	17	15
103	должно быть	4	15
104	и на	8	14
105	сказать что	7	14
106	хотя и	1	14
107	что такое	3	14
108	в связи	12	14
109	де соссюра	1	14
110	сих пор	10	14
111	в ней	5	14
112	до сих	10	14
113	если мы	17	14
114	как мы	26	14
115	также и	1	14
116	отношению к	9	14
117	что она	1	13
118	к языку	2	13
119	крайней мере	1	13
120	между прочим	1	13
121	в этой	3	13
122	там где	4	13
123	не могут	4	13
124	по крайней	1	13
125	де соссюр	1	13
126	той же	5	13
127	это и	3	13
128	по существу	1	13
129	в пределах	7	13
130	и его	33	13
131	с этой	2	12
132	говорить о	2	12
133	в результате	9	12
134	язык есть	5	12
135	того же	11	12
136	ясно что	6	12
137	а только	2	12
138	вопроса о	1	12
139	этот вопрос	5	12
140	могут быть	4	12
141	тогда когда	2	12
142	как в	5	12
143	этого слова	7	12
144	однако не	3	12
145	в рамках	1	12
146	для этого	1	12
147	те же	5	11
148	язык как	13	11
149	должен быть	2	11
150	языка как	26	11
151	в своем	3	11
152	речи и	6	11
153	он не	5	11
154	в нем	17	11
155	и здесь	9	11
156	должна быть	6	11
157	и то	4	11
158	что язык	2	11
159	еще и	2	11
160	совершенно не	6	11
161	из этих	3	11
162	и если	2	11
163	этом отношении	4	11
164	уже в	3	11
165	слова в	8	11
166	в их	5	11
167	в какой	5	11
168	или иной	8	11
169	в особенности	1	10
170	в первом	3	10
171	в речи	1	10
172	как и	19	10
173	речь идет	1	10
174	так же	10	10
175	конечно не	9	10
176	к этому	10	10
177	несмотря на	1	10
178	бы в	4	10
179	ту же	2	10
180	этом смысле	2	10
181	не просто	2	10
182	в общем	1	10
183	в то	7	10
184	со стороны	2	10
185	в каком	6	10
186	с этим	6	10
187	они не	2	10
188	бы и	2	10
189	на фоне	1	10
190	тем более	3	10
191	того или	2	10
192	в нашей	1	10
193	тем самым	1	10
194	от того	4	10
195	что слово	5	9
196	в своей	5	9
197	можно сказать	4	9
198	что все	3	9
199	xix века	4	9
200	в которой	4	9
201	но для	4	9
202	рядом с	7	9
203	здесь не	2	9
204	и есть	3	9
205	слова как	9	9
206	или иного	2	9
207	ни в	7	9
208	не имеет	6	9
209	что мы	1	9
210	но это	1	9
211	и для	15	9
212	дает нам	1	9
213	и вот	2	9
214	то мы	4	9
215	этого рода	1	9
216	ли не	2	9
217	но уже	2	9
218	на то	4	9
219	в целом	2	9
220	в этих	2	8
221	но все	4	8
222	в первую	1	8
223	может служить	1	8
224	в структуре	1	8
225	что они	1	8
226	по преимуществу	5	8
227	с одной	2	8
228	это слово	1	8
229	тому же	2	8
230	в таком	8	8
231	тому что	6	8
232	не есть	6	8
233	в чем	2	8
234	в своих	2	8
235	в тех	1	8
236	отнюдь не	14	8
237	мы видели	5	8
238	в статье	1	8
239	а потому	1	8
240	был бы	1	8
241	да и	1	8
242	тех пор	2	8
243	только тогда	1	8
244	слов и	3	8
245	что я	1	8
246	с его	6	8
247	этом случае	3	8
248	независимо от	3	8
249	на самом	10	8
250	и как	8	8
251	не говоря	1	8
252	в частности	2	8
253	далеко не	5	8
254	же в	1	8
255	само по	2	8
256	же и	3	7
257	следует что	7	7
258	например в	2	7
259	а именно	1	7
260	всякого рода	1	7
261	в котором	6	7
262	пор пока	2	7
263	история языка	4	7
264	в одном	2	7
265	свою очередь	5	7
266	была бы	1	7
267	о слове	4	7
268	на том	1	7
269	внимание на	1	7
270	во внимание	1	7
271	учение о	3	7
272	так сказать	19	7
273	к вопросу	1	7
274	а с	1	7
275	языке как	1	7
276	не значит	2	7
277	столь же	2	7
278	чуть ли	2	7
279	одной стороны	2	7
280	в процессе	31	7
281	и должно	1	7
282	с ним	1	7
283	сводится к	5	7
284	есть лишь	2	7
285	но вот	2	7
286	как о	2	7
287	с ними	5	7
288	в слове	13	7
289	и более	6	7
290	идет о	1	7
291	в свою	6	7
292	в истории	5	7
293	до конца	6	7
294	на этот	3	7
295	языка но	1	7
296	в самой	1	7
297	все равно	1	7
298	смысле этого	7	7
299	лишь с	6	7
300	и вовсе	1	7
301	есть в	1	7
302	нисколько не	1	7
303	не все	3	7
304	и потому	7	7
305	до тех	2	7
306	она не	2	7
307	здесь можно	1	7
308	не знает	4	7
309	когда он	1	7
310	как он	3	7
311	не следует	2	7
312	язык в	5	7
313	были бы	2	6
314	говоря уже	1	6
315	только что	2	6
316	в корне	6	6
317	в соответствии	1	6
318	только для	1	6
319	отличается от	1	6
320	на этой	6	6
321	уже о	1	6
322	о них	1	6
323	языка не	5	6
324	что именно	1	6
325	она есть	1	6
326	истории языка	5	6
327	речи а	2	6
328	гораздо более	1	6
329	на язык	3	6
330	мы знаем	7	6
331	в ее	9	6
332	не столько	5	6
333	прежде чем	1	6
334	от этого	3	6
335	той или	5	6
336	могли бы	2	6
337	должны быть	4	6
338	внутренняя форма	1	6
339	за пределы	8	6
340	то или	1	6
341	или иное	1	6
342	главным образом	2	6
343	его к	4	6
344	первую очередь	1	6
345	романа в	1	6
346	не на	2	6
347	оно не	1	6
348	если не	1	6
349	этой точки	1	6
350	но только	1	6
351	а если	1	6
352	роль в	1	6
353	на основе	4	6
354	когда в	1	6
355	же время	7	6
356	в отличие	7	6
357	соответствии с	1	6
358	тем же	4	6
359	речи можно	1	6
360	в себе	5	6
361	что оно	3	6
362	мы не	6	6
363	что с	1	6
364	языка это	1	6
365	или в	4	6
366	если и	1	6
367	что эти	1	6
368	отличие от	7	6
369	не с	2	6
370	только то	1	6
371	приводит к	3	6
372	как к	2	6
373	которые в	1	6
374	звук языка	1	6
375	на себя	1	6
376	нуждается в	4	6
377	в каком-то	1	6
378	и к	3	5
379	данном отношении	1	5
380	очень много	1	5
381	еще более	1	5
382	формы в	3	5
383	в большей	1	5
384	не как	5	5
385	но что	2	5
386	и даже	4	5
387	более или	3	5
388	в духе	2	5
389	на которых	1	5
390	языка на	1	5
391	и того	11	5
392	и научная	1	5
393	даже и	2	5
394	в другом	5	5
395	превращается в	2	5
396	отметить что	1	5
397	вопросу о	1	5
398	ни одного	1	5
