N	3gram	Potebnia_M	Komedia
1	в том что	22	29
2	к тому же	1	21
3	в то же	8	16
4	то же время	8	16
5	до сих пор	4	16
6	в самом деле	1	13
7	о том что	5	13
8	и т п	7	11
9	для того чтобы	5	11
10	в то время	7	11
11	в свою очередь	6	10
12	по отношению к	10	9
13	вместе с тем	5	9
14	с одной стороны	4	9
15	то время как	3	9
16	с другой стороны	4	8
17	и в самом	3	8
18	так или иначе	1	7
19	бы то ни	1	7
20	то ни было	1	7
21	во всяком случае	3	7
22	говоря уже о	1	6
23	с точки зрения	2	6
24	до тех пор	5	6
25	не говоря уже	1	6
26	после того как	2	6
27	что он не	3	5
28	то же самое	3	5
29	и т д	5	5
30	за то что	1	5
31	в этом отношении	2	5
32	тем не менее	7	5
33	том что он	2	5
34	и тот же	2	4
35	в одном из	1	4
36	в силу этого	1	4
37	именно потому что	1	4
38	к тому что	3	4
39	в это время	1	4
40	не в состоянии	4	4
41	во второй половине	1	4
42	что и в	4	4
43	мы можем судить	1	4
44	в том же	2	3
45	друг от друга	2	3
46	и столь же	1	3
47	более или менее	6	3
48	по тому что	2	3
49	друг с другом	1	3
50	в чем не	1	3
51	вместе с ним	1	3
52	равно как и	2	3
53	на то что	3	3
54	но и в	4	3
55	любовь к ней	1	3
56	в чем же	1	3
57	один и тот	2	3
58	и к тому	1	3
59	таким образом в	1	3
60	состоит в том	1	3
61	по меньшей мере	1	3
62	ни одно из	1	3
63	одной стороны и	1	2
64	а может быть	2	2
65	в большинстве случаев	2	2
66	в этом смысле	2	2
67	же что и	1	2
68	у нас в	1	2
69	в двух других	1	2
70	по отношению ко	1	2
71	потому что в	4	2
72	как и в	3	2
73	том что она	1	2
74	так и в	2	2
75	у него в	1	2
76	в разговоре с	1	2
77	в первом случае	2	2
78	и таким образом	1	2
79	из них не	2	2
80	сплошь да рядом	1	2
81	и в том	3	2
82	со своей стороны	1	2
83	но столь же	1	2
84	только в том	5	2
85	и тем что	1	2
86	таким образом и	1	2
87	подобно тому как	3	2
88	и не менее	1	2
89	только потому что	5	2
90	не только в	4	2
91	в этом случае	2	2
92	или вовсе не	1	2
93	как мы видели	1	2
94	и в свою	1	2
95	тем более что	1	2
96	что ни одно	2	2
97	потому что по	1	2
98	одной точки зрения	1	1
99	что он говорит	1	1
100	тех пор пока	2	1
101	то по крайней	1	1
102	себе не может	2	1
103	независимо от его	1	1
104	что мы не	2	1
105	не только их	1	1
106	с тем мы	1	1
107	не было в	3	1
108	было сказано только	1	1
109	то время когда	2	1
110	но вместе с	2	1
111	на каждом шагу	1	1
112	отношения между ними	1	1
113	можем сказать что	1	1
114	том что его	1	1
115	сравнить его с	1	1
116	не может быть	7	1
117	одной из этих	1	1
118	как мы не	1	1
119	себе отчет в	1	1
120	как было сказано	1	1
121	можем составить себе	1	1
122	один из них	1	1
123	однако она не	1	1
124	можно сказать что	3	1
125	здесь не только	1	1
126	легко представить себе	1	1
127	одного к другому	2	1
128	свою очередь получает	1	1
129	в собственном смысле	2	1
130	потому что как	1	1
131	не представляется возможным	1	1
132	его отношение к	1	1
133	человека в глазах	1	1
134	мысли что на	1	1
135	другой стороны нет	1	1
136	далеко не всегда	1	1
137	так что к	1	1
138	как мы уже	1	1
139	бы ни был	2	1
140	сказать несколько слов	2	1
141	одного и того	2	1
142	может быть только	4	1
143	сам по себе	9	1
144	тех пор не	2	1
145	и если бы	1	1
146	в том случае	2	1
147	том что человек	1	1
148	в себе самом	1	1
149	ничего общего с	1	1
150	еще не знает	1	1
151	а между тем	6	1
152	нечто такое что	1	1
153	не отличаются от	1	1
154	смысле этого слова	9	1
155	таким образом что	2	1
156	что в нем	1	1
157	бросается в глаза	1	1
158	большей или меньшей	1	1
159	само по себе	6	1
160	каждого из этих	1	1
161	а тем более	2	1
162	и серьезного человека	1	1
163	и тем самым	1	1
164	бы только один	1	1
165	в данном случае	3	1
166	что само по	1	1
167	но если бы	1	1
168	еще и теперь	1	1
169	по себе не	2	1
170	как одного из	1	1
171	приходит в голову	1	1
172	отсюда видно что	2	1
173	то хотя бы	1	1
174	и стало быть	2	1
175	только один из	2	1
176	и того же	2	1
177	в других случаях	1	1
178	если бы и	1	1
179	по этому поводу	1	1
180	что в действительности	1	1
181	к вопросу о	1	1
182	но и без	1	1
183	и не дает	1	1
184	потому что и	3	1
185	есть для нас	4	1
186	имея в виду	1	1
187	сих пор еще	1	1
188	по самой своей	1	1
189	от одного к	2	1
190	не без основания	1	1
191	следует сказать о	2	1
192	а не в	1	1
193	и не может	1	1
194	и в этом	1	1
195	может и не	1	1
196	в столь же	1	1
197	потому что с	1	1
198	что и при	1	1
199	в этих словах	1	1
200	самом деле мы	1	1
201	и в другой	1	1
202	в которой все	1	1
203	между людьми и	1	1
204	сводится к тому	1	1
205	а вместе с	1	1
206	каков бы ни	1	1
207	в том чтобы	4	1
