N	3gram	Propp_Isto	Tragedij
1	в том что	6	2
2	но в то	1	2
3	точно так же	8	2
4	о том что	5	2
5	но все же	7	2
6	в отличие от	3	2
7	сам по себе	1	1
8	мы узнаем в	1	1
9	не только по	1	1
10	том что он	1	1
11	в одном из	1	1
12	что он не	4	1
13	за то что	2	1
14	смысле этого слова	1	1
15	это может быть	2	1
16	это как бы	1	1
17	в последней главе	1	1
18	и должно быть	2	1
19	вместо того чтобы	2	1
20	и вместе с	2	1
21	то что он	1	1
22	не только нет	1	1
23	не может быть	8	1
24	еще в году	1	1
25	и т п	1	1
26	в этом случае	3	1
27	виде и что	1	1
28	во всем его	1	1
29	с того что	3	1
30	с самого начала	4	1
31	не только не	1	1
32	связаны между собой	1	1
33	эта деталь заставляет	1	1
34	может быть понят	1	1
35	не могут быть	1	1
36	в высшей степени	1	1
37	обстоит дело с	2	1
38	в связи с	5	1
39	и знает что	1	1
40	к тому что	1	1
41	в виде отдельных	1	1
42	в и ленина	1	1
43	один раз и	1	1
44	тем не менее	7	1
45	несмотря на всю	1	1
46	в своей книге	1	1
47	мы встречаем такие	1	1
48	в этой связи	1	1
49	третий раз он	1	1
50	стоящая на грани	1	1
51	в третий раз	2	1
52	на вопрос о	1	1
53	и то в	1	1
54	в дальнейшем он	1	1
55	после того как	2	1
56	все же не	2	1
57	еще ничего не	1	1
58	и в этом	1	1
59	вопрос об этом	1	1
