N	3gram	Tiupa_Hudo	Formalny
1	с точки зрения	3	40
2	не может быть	4	29
3	то же время	7	20
4	в то же	7	20
5	в связи с	3	16
6	в настоящее время	1	13
7	по отношению к	10	12
8	в истории литературы	1	12
9	в самом деле	2	11
10	здесь и теперь	1	10
11	бы то ни	2	10
12	в зависимости от	1	10
13	с другой стороны	6	9
14	для того чтобы	5	8
15	с одной стороны	3	8
16	более или менее	6	7
17	того или иного	4	7
18	то ни было	2	7
19	в свою очередь	2	7
20	в том что	8	6
21	и в то	2	6
22	в художественном произведении	1	6
23	может быть и	2	6
24	одной стороны и	1	5
25	в этом смысле	3	5
26	в отличие от	7	5
27	к тому что	2	5
28	все без исключения	1	5
29	в значительной степени	2	5
30	до известной степени	2	5
31	связи с этим	1	5
32	прежде всего в	1	5
33	химическом соединении с	1	4
34	тем не менее	3	4
35	не могут быть	1	4
36	не входит в	1	4
37	в химическом соединении	1	4
38	в лучшем случае	1	4
39	подобно тому как	3	4
40	сама по себе	2	4
41	то или иное	1	3
42	в том числе	3	3
43	так или иначе	4	3
44	не только на	1	3
45	не сводится к	9	3
46	том числе и	2	3
47	можно говорить о	1	3
48	то же самое	1	3
49	только то что	1	3
50	и в этой	1	3
51	при этом не	1	3
52	и в частности	1	3
53	в самом произведении	1	3
54	в противном случае	2	3
55	но в то	1	3
56	мере в какой	1	2
57	все то что	1	2
58	соединении с художественной	1	2
59	по себе а	1	2
60	в той мере	1	2
61	в известной степени	1	2
62	не была бы	1	2
63	мы говорим о	1	2
64	одной из своих	1	2
65	с этой точки	2	2
66	всех без исключения	3	2
67	друг от друга	1	2
68	не совпадает с	1	2
69	в том случае	1	2
70	именно потому что	1	2
71	а и в	1	2
72	иметь в виду	1	2
73	в отношении к	2	2
74	тех или иных	2	2
75	и тем самым	1	2
76	и прежде всего	2	2
77	в том или	1	2
78	не было и	1	2
79	в отдельности и	1	2
80	той мере в	1	2
81	иметь место в	1	2
82	в таком случае	2	2
83	из того что	1	2
84	и в том	1	2
85	может и не	1	2
86	именно в этом	1	2
87	и тем же	1	2
88	так и не	4	2
89	имеем в виду	3	2
90	этой точки зрения	2	2
91	том или ином	1	2
92	как и в	1	2
93	какой бы то	1	2
94	как один из	1	2
95	в одной из	1	2
96	одним и тем	1	2
97	так же как	1	2
98	мы имеем в	3	2
99	в этом случае	1	2
100	в виду что	1	2
101	дело не в	1	2
102	и глубже чем	1	2
103	тот или иной	3	2
104	при таком понимании	1	2
105	автора с читателем	1	1
106	что он не	1	1
107	место в системе	1	1
108	в самом начале	1	1
109	и в жизни	1	1
110	а для нас	1	1
111	бы в точке	1	1
112	и как бы	1	1
113	отнюдь не в	1	1
114	в более или	1	1
115	слова так и	1	1
116	вещи но и	1	1
117	виду что в	1	1
118	в данном контексте	2	1
119	на задний план	1	1
120	этом смысле можно	1	1
121	том отношении что	1	1
122	как система мотивов	1	1
123	может быть определен	1	1
124	как художественное целое	1	1
125	жизни между тем	1	1
126	она могла бы	1	1
127	произведения искусства как	1	1
128	ни к каким	1	1
129	в коем случае	2	1
130	во внешнем мире	2	1
131	литературного произведения в	1	1
132	но в таком	1	1
133	в развитии искусства	1	1
134	на нее как	1	1
135	то что они	1	1
136	высказывания как целого	1	1
137	это происходит в	1	1
138	ни были они	1	1
139	только при условии	1	1
140	и то же	3	1
141	в частности в	1	1
142	бы ни был	1	1
143	однако герой не	1	1
144	как бы не	2	1
145	одного и того	3	1
146	так что она	1	1
147	и соответствующих форм	1	1
148	в нашем примере	1	1
149	чего бы то	1	1
150	и без остатка	1	1
151	актера на сцене	1	1
152	с художественной идеологемой	1	1
153	не в качестве	1	1
154	не перестанет быть	1	1
155	их отношении к	1	1
156	а с другой	2	1
157	не могло быть	2	1
158	произведения в ее	1	1
159	каждой из них	1	1
160	и по отношению	1	1
161	и свою собственную	1	1
162	есть не что	1	1
163	что в основе	2	1
164	со стилями других	1	1
165	и в пределах	1	1
166	смысле можно говорить	1	1
167	и того же	3	1
168	состоит в том	5	1
169	дистанции между ними	1	1
170	как это происходит	1	1
171	тем самым по	1	1
172	отношению к самому	1	1
173	к вопросу о	1	1
174	в их отношении	1	1
175	речи может быть	1	1
