1	т е	40	79
2	не есть	5	79
3	и не	13	57
4	не только	26	48
5	то что	19	47
6	не может	19	44
7	и в	35	44
8	и есть	3	40
9	вещи и	1	40
10	может быть	30	37
11	и т	45	37
12	т д	39	36
13	а не	5	34
14	значит что	1	32
15	это значит	1	30
16	потому что	18	25
17	было бы	7	24
18	только в	16	23
19	в себе	4	23
20	что она	3	23
21	не просто	5	23
22	по себе	11	22
23	и что	6	22
24	сказать что	6	21
25	что такое	12	20
26	и ее	4	19
27	как бы	7	19
28	но и	7	19
29	что это	3	18
30	все же	9	18
31	есть только	2	18
32	что мы	2	17
33	прежде всего	10	17
34	что же	3	17
35	так как	15	17
36	есть не	5	17
37	и это	6	17
38	в этом	35	17
39	того что	12	16
40	как раз	4	16
41	таким образом	21	16
42	в том	38	15
43	как и	7	15
44	уже не	6	15
45	в ней	3	14
46	и то	7	14
47	не в	10	14
48	но это	2	14
49	не будет	1	13
50	есть и	5	13
51	в себя	1	13
52	а и	1	13
53	и для	4	13
54	том что	30	13
55	то ни	1	13
56	в самом	13	13
57	и даже	6	12
58	иное как	6	12
59	еще не	4	12
60	бы то	1	12
61	не что	5	12
62	ничего не	2	12
63	если мы	1	12
64	есть то	1	12
65	но если	6	12
66	она есть	5	12
67	вещей и	1	12
68	то же	11	12
69	что иное	5	12
70	что они	2	12
71	это и	1	12
72	есть нечто	1	12
73	ни было	1	12
74	и как	9	12
75	что и	5	11
76	тем не	9	11
77	еще и	4	11
78	д и	1	11
79	что в	13	11
80	о том	16	11
81	не менее	9	11
82	что не	5	11
83	в то	6	11
84	совершенно не	1	11
85	и с	2	11
86	вовсе не	6	11
87	не значит	1	11
88	себя в	2	11
89	есть ли	1	10
90	ясно что	11	10
91	крайней мере	4	10
92	по крайней	4	10
93	что оно	2	10
94	точки зрения	12	10
95	в чем	4	10
96	говорить о	5	9
97	бы и	3	9
98	это не	8	9
99	но не	9	9
100	так что	5	9
101	другими словами	1	9
102	но что	3	9
103	также и	20	9
104	хотя бы	6	9
105	ли это	1	9
106	в результате	4	9
107	со стороны	16	9
108	в своем	3	9
109	на то	2	9
110	бы в	2	9
111	явление и	1	9
112	у нас	2	9
113	с другими	1	8
114	должна быть	2	8
115	с ним	1	8
116	и потому	2	8
117	отличается от	1	8
118	в явление	1	8
119	что есть	1	8
120	если бы	3	8
121	должно быть	2	8
122	я и	1	8
123	его в	6	8
124	с другой	8	8
125	в ее	11	8
126	мы не	2	8
127	это есть	2	8
128	в свете	1	8
129	для него	1	8
130	но в	10	8
131	можно сказать	4	8
132	по сравнению	4	8
133	с тем	6	8
134	мы имеем	4	8
135	ни с	2	8
136	не с	3	8
137	и тем	5	7
138	из них	4	7
139	без всякого	1	7
140	мог бы	2	7
141	нисколько не	3	7
142	в сущности	3	7
143	в отношении	3	7
144	сама по	3	7
145	что тут	1	7
146	е в	4	7
147	все это	6	7
148	самом деле	7	7
149	или не	1	7
150	не потому	1	7
151	с чем	2	7
152	как с	1	7
153	никак не	1	7
154	и тогда	3	7
155	от того	3	7
156	тем что	6	7
157	сравнению с	4	7
158	что он	5	7
159	в действительности	1	7
160	слова и	1	7
161	в данном	11	6
162	одно и	2	6
163	и все	1	6
164	бытия и	1	6
165	ее не	1	6
166	с точки	4	6
167	мы говорим	3	6
168	быть только	1	6
169	несмотря на	2	6
170	одна из	3	6
171	в нем	13	6
172	в разных	7	6
173	на почве	5	6
174	из себя	1	6
175	ведь и	1	6
176	как же	1	6
177	с этой	5	6
178	а если	2	6
179	вопрос о	10	6
180	и до	2	6
181	дело в	5	6
182	момент в	1	6
183	тех или	3	6
184	этот вопрос	7	6
185	и вообще	3	6
186	с полной	2	6
187	как только	2	6
188	между ними	3	6
189	можно было	8	6
190	как мы	11	6
191	жизни и	2	6
192	с именем	1	6
193	все равно	2	6
194	в своей	4	6
195	в той	10	6
196	а в	6	6
197	оно не	1	6
198	вообще не	3	6
199	для всякого	1	6
200	можно только	2	6
201	в каком	3	6
202	для себя	1	6
203	в одном	4	6
204	должны быть	1	6
205	она имеет	1	6
206	когда мы	2	6
207	никогда не	3	5
208	да и	4	5
209	свою очередь	2	5
210	то или	1	5
211	как к	1	5
212	то это	3	5
213	но тогда	1	5
214	если же	2	5
215	в чисто	4	5
216	мысли и	2	5
217	в его	12	5
218	должен быть	4	5
219	чем же	3	5
220	мы ее	1	5
221	а это	1	5
222	об этом	6	5
223	в свою	2	5
224	мы должны	2	5
225	тогда когда	4	5
226	же это	2	5
227	мы видим	1	5
228	ее с	1	5
229	что у	1	5
230	не содержит	1	5
231	хотя и	5	5
232	о ней	1	5
233	действительности и	1	5
234	как она	4	5
235	е не	2	5
236	независимо от	5	5
237	и здесь	3	5
238	даже и	4	5
239	для этого	3	5
240	вообще и	3	5
241	быть и	2	5
242	во всех	2	5
243	или иначе	4	5
244	значило бы	1	5
245	знания и	3	5
246	в жизни	1	5
247	так или	4	5
248	как о	4	5
249	один из	6	5
250	кроме того	1	5
251	быть не	1	5
252	того же	3	5
253	в которой	1	5
254	мы находим	1	5
255	а есть	1	5
256	в настоящем	1	5
257	подобно тому	2	5
258	все эти	3	5
259	тому как	2	5
260	так и	2	4
261	и от	1	4
262	не то	1	4
263	не мешает	1	4
264	не быть	1	4
265	в котором	4	4
266	его и	1	4
267	нет и	1	4
268	и его	6	4
269	же время	6	4
270	с ними	1	4
271	так чтобы	3	4
272	того чтобы	22	4
273	она может	1	4
274	значит не	1	4
275	не было	2	4
276	так же	3	4
277	смысле и	2	4
278	и вот	3	4
279	с этим	3	4
280	во всяком	5	4
281	в их	12	4
282	этого метода	1	4
283	и более	1	4
284	о них	2	4
285	вместе с	6	4
286	дело не	5	4
287	или менее	1	4
288	том как	1	4
289	собственном смысле	3	4
290	тот же	1	4
291	на этом	3	4
292	в этой	3	4
293	об отношении	3	4
294	только то	1	4
295	и сама	2	4
296	как это	5	4
297	и без	2	4
298	если это	2	4
299	как оно	3	4
300	отношение к	3	4
301	что именно	2	4
302	есть в	1	4
303	и чем	2	4
304	сам по	2	4
305	и у	1	4
306	из истории	2	4
307	судить о	1	4
308	и эта	1	4
309	не существует	2	4
310	само по	4	4
311	еще более	1	4
312	в силу	3	4
313	и о	1	4
314	при помощи	3	4
315	между прочим	1	4
316	более или	1	4
317	только тогда	1	4
318	в качестве	8	4
319	мы можем	2	4
320	в и	4	4
321	метода и	1	4
322	то в	1	4
323	существуют и	1	4
324	отношении к	2	4
325	может не	1	4
326	не предполагает	1	4
327	нельзя было	1	4
328	понять и	1	4
329	однако не	4	4
330	но совершенно	1	4
331	но еще	1	3
332	тогда как	2	3
333	а с	2	3
334	или в	1	3
335	у него	1	3
336	а только	8	3
337	из того	2	3
338	имен и	1	3
339	в науке	1	3
340	выражение в	2	3
341	отношения к	1	3
342	нет никакого	1	3
343	это однако	2	3
344	можно с	1	3
345	для того	23	3
346	с одной	4	3
347	только один	1	3
348	от этого	5	3
349	это может	2	3
350	не к	2	3
351	имеем дело	1	3
352	тут нет	1	3
353	только с	4	3
354	однако в	3	3
355	этой точки	2	3
356	в конце	3	3
357	если не	1	3
358	иного как	1	3
359	только на	3	3
360	действительности в	2	3
361	но уже	2	3
362	может и	1	3
363	вот почему	3	3
364	явления как	1	3
365	и этого	3	3
366	нужно только	1	3
367	но как	2	3
368	человека и	1	3
369	и эти	1	3
370	из основных	1	3
371	но все	4	3
372	самой действительности	1	3
373	что из	1	3
374	из которых	3	3
375	чтобы быть	1	3
376	как нечто	8	3
377	вещей как	1	3
378	же как	3	3
379	в целом	5	3
380	к тому	4	3
381	к нему	3	3
382	ничего иного	1	3
383	как в	3	3
384	в а	1	3
385	говорит о	3	3
386	себе не	1	3
387	можно и	1	3
388	свое выражение	3	3
389	у меня	1	3
390	одной стороны	4	3
391	о которой	2	3
392	ни к	2	3
393	если он	1	3
394	нужно было	1	3
395	в собственном	3	3
396	мы уже	2	3
397	по существу	2	3
398	а так	2	3
399	и понимания	1	3
400	ту или	1	3
401	главным образом	1	3
402	бы на	1	3
403	без чего	1	3
404	то мы	1	3
405	или как	3	3
406	и сам	3	3
407	различие между	1	3
408	другой стороны	5	3
409	есть еще	3	3
410	не мог	2	3
411	в самой	1	3
412	остановиться на	1	3
413	случае не	2	3
414	перестает быть	1	3
415	казалось бы	2	3
416	на язык	1	3
417	без этого	1	3
418	в своих	2	3
419	тем более	2	3
420	мы видели	3	3
421	в истории	9	3
422	в частности	3	3
423	как некая	1	3
424	с прочими	2	3
425	в другом	3	3
426	понять ее	2	3
427	применении к	6	3
428	ему не	1	3
429	состоит из	1	3
430	той или	3	3
431	в особенности	4	3
432	то без	1	3
433	с вещами	1	3
434	очень редко	1	3
435	заключается в	4	3
436	вопроса о	1	3
437	превращается в	1	3
438	вещей в	1	3
439	те кто	2	3
440	все что	1	3
441	не нужно	2	3
442	в подлинном	2	3
443	или иную	1	3
444	из самых	1	3
445	себе что	3	3
446	в виде	4	3
447	одном и	1	2
448	совсем не	3	2
449	свое время	3	2
450	о чем	4	2
451	это уже	2	2
452	или иных	3	2
453	этом и	1	2
454	это понимание	2	2
455	бытие не	1	2
456	сходство и	1	2
457	он есть	1	2
458	но на	1	2
459	этом смысле	11	2
460	в первом	5	2
461	о чем-нибудь	1	2
462	как не	1	2
463	на этой	3	2
464	это тоже	1	2
465	и прежде	1	2
466	во втором	2	2
467	и другие	2	2
468	стороны и	3	2
469	та или	1	2
470	обе эти	3	2
471	одно из	5	2
472	и ничего	1	2
473	о котором	8	2
474	именно в	8	2
475	но с	5	2
476	утверждать что	1	2
477	себя не	1	2
478	в работах	2	2
479	все то	1	2
480	и на	3	2
481	или другим	1	2
482	в более	4	2
483	он и	2	2
484	далеко не	1	2
485	в россии	1	2
486	подлинном смысле	1	2
487	каждой из	6	2
488	что все	1	2
489	смысле что	1	2
490	наряду с	3	2
491	между собой	1	2
492	из наиболее	4	2
493	в первой	1	2
494	знать что	1	2
495	то она	2	2
496	в одно	1	2
497	только вообще	1	2
498	себе и	2	2
499	к истории	6	2
500	жизнь и	1	2
501	оно будет	1	2
502	находятся в	2	2
503	е и	1	2
504	в возможности	1	2
505	стоять на	1	2
506	к этому	3	2
507	он сам	3	2
508	понимать как	1	2
509	и того	3	2
510	к делу	4	2
511	в полной	1	2
512	и та	1	2
513	нужно сказать	1	2
514	как он	6	2
515	мере в	6	2
516	и совершенно	2	2
517	том или	2	2
518	в руки	6	2
519	в применении	7	2
520	это только	4	2
521	то очевидно	1	2
522	не как	3	2
523	когда оно	1	2
524	это можно	1	2
525	не имеет	4	2
526	и другой	1	2
527	языка как	2	2
528	именно так	1	2
529	действительность как	1	2
530	она была	2	2
531	всяком случае	5	2
532	для нее	2	2
533	а потому	5	2
534	форме и	1	2
535	бы сказать	1	2
536	есть лишь	2	2
537	здесь как	1	2
538	для нас	1	2
539	понимать в	3	2
540	во всем	2	2
541	всякий кто	1	2
542	истории и	4	2
543	всем что	1	2
544	следовательно и	2	2
545	совсем другое	1	2
546	то третье	1	2
547	вопрос об	1	2
548	время была	1	2
549	и так	2	2
550	прочим и	1	2
551	чем то	1	2
552	а затем	2	2
553	просто как	1	2
554	например что	3	2
555	что если	2	2
556	из самого	1	2
557	что между	1	2
558	есть система	1	2
559	слова в	1	2
560	именно потому	1	2
561	ближе к	2	2
562	совершенно ясно	1	2
563	это было	1	2
564	то ясно	1	2
565	существует и	1	2
566	в в	3	2
567	быть понято	1	2
568	только как	7	2
569	сначала просто	1	2
570	понимание но	1	2
571	данном случае	5	2
572	то как	1	2
573	действительность в	4	2
574	из общего	1	2
575	язык есть	1	2
576	и уже	3	2
577	она могла	1	2
578	всего то	3	2
579	и можно	1	2
580	знает что	1	2
581	совершенно невозможно	1	2
582	даже просто	1	2
583	же мы	1	2
584	ними в	1	2
585	во-вторых и	1	2
586	шла речь	4	2
587	или по	1	2
588	что эти	1	2
589	тому что	2	2
590	что на	1	2
591	его от	1	2
592	для такого	1	2
593	и должна	1	2
594	как будто	3	2
595	и со	2	2
596	только что	4	2
597	как часто	1	2
598	в слове	3	2
599	бы только	1	2
600	чтобы не	1	2
601	очевидно что	1	2
602	только о	2	2
603	нам не	2	2
604	к этим	1	2
605	именно для	1	2
606	о которых	2	2
