N	3gram	Voloshinov	slovoVRo
1	не может быть	2	19
2	то же время	7	18
3	в то же	9	18
4	той или иной	4	15
5	с точки зрения	5	15
6	в большинстве случаев	1	11
7	более или менее	1	9
8	в этом случае	3	9
9	в пределах одного	1	9
10	в зависимости от	7	8
11	в значительной степени	2	7
12	и в особенности	1	7
13	но в то	2	7
14	и в то	2	6
15	не может не	1	6
16	но все же	3	6
17	с другой стороны	1	6
18	в том что	1	5
19	по отношению к	2	5
20	хотя бы и	1	5
21	как мы уже	3	5
22	не только в	3	5
23	в этом отношении	2	5
24	для того чтобы	7	4
25	до сих пор	1	4
26	и не может	1	4
27	в свою очередь	4	4
28	можно сказать что	2	4
29	таким образом в	1	4
30	в точном смысле	2	4
31	свое выражение в	1	3
32	в собственном смысле	1	3
33	слово как предмет	1	3
34	на слушателя и	1	3
35	и то же	5	3
36	того или иного	5	3
37	между этими двумя	1	3
38	тех или иных	3	3
39	по ту сторону	1	3
40	а затем и	1	3
41	в связи с	2	3
42	к тому что	2	3
43	как и в	1	3
44	одно и то	5	3
45	как мы видели	3	3
46	первой и второй	1	3
47	между языком и	1	3
48	приходится иметь дело	2	2
49	и даже на	1	2
50	то или иное	4	2
51	так и от	1	2
52	то есть к	1	2
53	и во всех	1	2
54	тем не менее	1	2
55	то же слово	2	2
56	не только о	1	2
57	все же и	1	2
58	они как бы	1	2
59	здесь как бы	1	2
60	и не могут	1	2
61	не только на	1	2
62	не только не	1	2
63	языка и не	1	2
64	эти слова и	1	2
65	и в этом	1	2
66	в том и	1	2
67	и в романе	1	2
68	дело не с	1	2
69	иметь в виду	1	2
70	но и в	3	2
71	о том что	2	2
72	и не было	1	2
73	во всех своих	3	2
74	и кроме того	2	2
75	в дальнейшей истории	1	2
76	мы не можем	1	2
77	же время и	1	2
78	мы не знаем	2	2
79	можно было бы	1	2
80	ту же тему	1	2
81	с самого начала	4	2
82	связанных с ними	1	2
83	тем что он	1	2
84	и не только	2	2
85	уже не только	1	2
86	тот или иной	2	2
87	иметь дело с	1	2
88	тот факт что	1	2
89	мы видели что	2	1
90	мы все же	1	1
91	речи то есть	2	1
92	понимание и ответ	1	1
93	вот что говорит	1	1
94	все то что	2	1
95	это как бы	1	1
96	в конечном счете	1	1
97	для этого необходимо	1	1
98	речь но в	1	1
99	одному из них	1	1
100	в той же	3	1
101	мы видим что	2	1
102	и перестает быть	1	1
103	в себе все	1	1
104	только одна из	1	1
105	между отдельными моментами	1	1
106	одни и те	2	1
107	до наших дней	1	1
108	слове в языке	1	1
109	но чаще всего	1	1
110	и вследствие этого	2	1
111	с целым рядом	1	1
112	слово как бы	1	1
113	ближе к тому	1	1
114	для наших целей	2	1
115	в которой живет	1	1
116	которая могла бы	1	1
117	имеет первостепенное значение	1	1
118	именно потому что	1	1
119	таким образом речь	1	1
120	двух точек зрения	1	1
121	как мы видим	1	1
122	то у нас	1	1
123	так и по	1	1
124	он просто не	1	1
125	само по себе	1	1
126	один из этих	1	1
127	слов и выражений	1	1
128	лишь при условии	1	1
129	и как мы	1	1
130	и в прямом	1	1
131	новый язык и	1	1
132	слово которое может	1	1
133	одну и ту	2	1
134	зависимости от социального	1	1
135	хотя бы только	1	1
136	слово и его	1	1
137	и точек зрения	2	1
138	перед нами не	1	1
139	что язык и	1	1
140	как только он	1	1
141	слово как таковое	1	1
142	в последнем счете	1	1
143	в скрытой форме	1	1
144	и богаче и	1	1
145	различные отношения к	1	1
146	в нашем случае	1	1
147	действительность но и	1	1
148	в одном из	1	1
149	неразрывно связано с	1	1
150	друг друга и	1	1
151	по своему композиционному	1	1
152	нет ничего что	1	1
153	его и в	1	1
154	равно как и	2	1
155	есть может быть	1	1
156	для всех его	1	1
157	и те же	2	1
158	на всех этих	1	1
159	лишь в целом	1	1
160	отношение говорящего к	2	1
161	о языке и	1	1
162	здесь вырабатываются те	1	1
163	и ту же	2	1
164	по крайней мере	1	1
165	как к своему	1	1
166	точкой зрения а	1	1
167	своего собеседника на	1	1
168	ни в какой	1	1
169	человека в свою	1	1
170	и в отношении	1	1
171	мы увидим что	2	1
172	все это как	1	1
173	в процессе развития	1	1
174	не с помощью	1	1
175	гораздо более сложный	1	1
176	связи с этим	2	1
177	все эти слова	1	1
178	на один из	1	1
179	жизни и в	1	1
180	с языком и	1	1
181	что слово в	1	1
182	на то или	1	1
183	слова то есть	1	1
184	вырабатываются те основные	1	1
185	ведь слово не	2	1
186	не должно быть	2	1
187	то есть весь	1	1
188	в романе должны	1	1
189	одной и той	4	1
190	его стилистическую структуру	1	1
191	правда и в	1	1
192	в которой оно	1	1
193	мы имеем в	1	1
194	и нет ничего	1	1
195	лишь там где	1	1
196	романе должны быть	1	1
197	не в самом	1	1
198	в живом языковом	1	1
199	влияние и на	1	1
200	что язык не	2	1
201	в каком направлении	1	1
202	и на его	2	1
203	не здесь а	1	1
204	в нем и	1	1
205	именно в процессе	1	1
206	точки зрения и	1	1
207	здесь таким образом	1	1
208	речи героя ведь	1	1
209	прежде всего в	4	1
210	нет и не	1	1
211	целый ряд явлений	1	1
212	и той же	4	1
213	же и здесь	1	1
214	лежит в основе	1	1
