1	в то же время	6	11
2	и в самом деле	3	7
3	бы то ни было	1	3
4	с одной стороны и	3	2
5	не говоря уже о	1	2
6	мы имеем в виду	1	2
7	до тех пор пока	1	1
8	только в том что	1	1
9	отдать себе отчет в	1	1
10	не последнее место в	1	1
11	в собственном смысле слова	1	1
12	состоит в том что	2	1
13	сомневаться в том что	1	1
14	но вместе с тем	1	1
15	представляет собой в самом	1	1
16	это в свою очередь	1	1
17	было до сих пор	1	1
18	ни к одной из	1	1
19	в до н э	2	1
20	в том что в	1	1
21	одного и того же	2	1
22	в каждом из них	1	1
23	по самой своей природе	2	1
24	в зависимости от того	1	1
25	сама по себе не	1	1
26	то же самое что	2	1
27	той мере в какой	6	1
28	в той мере в	6	1
29	в том виде как	1	1
30	с этой точки зрения	2	1
31	только после того как	2	1
