N	3gram	Vinokur_Ku	Myshleni
1	в том что	23	133
2	с точки зрения	16	89
3	для того чтобы	21	78
4	заключается в том	2	51
5	мы могли бы	1	48
6	по сравнению с	1	45
7	по отношению к	8	42
8	так же как	3	39
9	с одной стороны	2	39
10	в этом отношении	8	30
11	можно было бы	11	28
12	в этом случае	4	27
13	в собственном смысле	1	26
14	вместе с тем	3	26
15	в устной речи	1	26
16	с другой стороны	12	26
17	на то что	3	25
18	о том что	6	25
19	не может быть	5	23
20	смысле этого слова	2	22
21	к тому что	2	22
22	в зависимости от	7	22
23	можно сказать что	2	21
24	в самом деле	14	19
25	и тем самым	1	19
26	в отличие от	3	18
27	состоит в том	4	18
28	во всяком случае	8	18
29	в этом смысле	8	18
30	до сих пор	5	17
31	и того же	2	17
32	этой точки зрения	4	17
33	как мы видели	1	17
34	в связи с	4	17
35	одного и того	2	17
36	с этой точки	3	16
37	и то что	1	15
38	в данном случае	1	15
39	и той же	1	15
40	одной и той	1	15
41	друг от друга	1	14
42	на этот вопрос	3	14
43	в первую очередь	3	14
44	потому что он	1	14
45	в свою очередь	4	14
46	могли бы сказать	1	14
47	в сущности говоря	1	14
48	точно так же	4	13
49	а с другой	3	13
50	и то же	1	12
51	в том чтобы	9	12
52	в письменной речи	1	12
53	тем не менее	9	12
54	одно и то	1	12
55	в последнее время	1	11
56	том что в	1	11
57	то обстоятельство что	15	11
58	только тогда когда	2	11
59	от того что	1	10
60	вместо того чтобы	1	10
61	в целом и	2	9
62	собственном смысле слова	1	9
63	ни в какой	1	9
64	как и в	1	9
65	с помощью которого	1	9
66	с тем что	1	9
67	более или менее	3	9
68	силу того что	2	9
69	в конечном счете	2	9
70	в силу того	2	9
71	на самом деле	3	9
72	том что он	4	9
73	само по себе	6	9
74	свое выражение в	2	8
75	только в том	5	8
76	сам по себе	1	8
77	в силу этого	1	8
78	более и более	1	8
79	речь идет о	3	8
80	той или иной	1	8
81	не могут быть	1	8
82	в этой области	3	8
83	все более и	1	8
84	вопрос об отношении	1	8
85	что и в	1	8
86	о том как	3	7
87	и вместе с	1	7
88	к тому чтобы	2	7
89	письменной речи и	1	7
90	в том виде	1	7
91	в первом случае	1	7
92	того факта что	1	7
93	и тогда когда	3	6
94	по сравнению со	2	6
95	ничего общего с	2	6
96	и в частности	1	6
97	именно в силу	2	6
98	в лучшем случае	1	6
99	и том же	1	6
100	только то что	1	6
101	одном и том	1	6
102	в том смысле	2	6
103	не что иное	2	6
104	в том и	3	6
105	что иное как	2	6
106	мере в какой	6	5
107	той мере в	6	5
108	что в этом	1	5
109	но все же	3	5
110	того что он	1	5
111	находит свое выражение	1	5
112	содержат в себе	1	5
113	в той мере	6	5
114	прежде всего в	1	5
115	речи так как	1	5
116	том смысле что	1	5
117	во втором случае	1	5
118	сами по себе	2	5
119	в конце концов	3	5
120	что все эти	2	5
121	но он не	1	5
122	в какой мере	1	5
123	когда мы говорим	1	5
124	мы знаем что	2	5
125	в свое время	4	5
126	в то же	4	5
127	письменной речи в	1	5
128	с помощью этого	1	5
129	ответ на этот	1	5
130	только потому что	11	5
131	не только в	4	5
132	принять во внимание	1	5
133	едва ли не	1	5
134	то что они	1	5
135	может рассматриваться как	1	4
136	влечет за собой	1	4
137	таким же образом	1	4
138	так и в	2	4
139	не потому что	4	4
140	между тем как	1	4
141	должны были бы	1	4
142	по аналогии с	1	4
143	на этот раз	1	4
144	к вопросу о	3	4
145	не то что	1	4
146	в тех случаях	2	4
147	что с точки	1	4
148	было бы назвать	1	4
149	в себе и	1	4
150	таким образом в	2	4
151	ничего принципиально нового	1	4
152	потому что у	1	4
153	если бы он	1	4
154	как увидим ниже	1	4
155	несмотря на то	1	4
156	так что в	1	4
157	то же что	1	4
158	том что мы	1	4
159	является то обстоятельство	1	4
160	потому что оно	2	4
161	есть не что	1	4
162	не может возникнуть	1	4
163	ни один из	1	4
164	то же слово	1	4
165	мы увидим что	2	4
166	есть в сущности	1	4
167	ту же мысль	1	4
168	не до конца	1	4
169	тех случаях когда	2	4
170	в предисловии к	1	4
171	вместе с ним	1	4
172	после того как	2	4
173	в применении к	1	3
174	никак не может	1	3
175	на том что	1	3
176	то ни было	1	3
177	что оно имеет	1	3
178	и в другом	2	3
179	мы говорим о	3	3
180	хотя бы и	4	3
181	с их помощью	1	3
182	к тому же	1	3
183	отрицательный ответ на	1	3
184	первый из них	1	3
185	то же время	4	3
186	не имеет никакого	1	3
187	в результате этого	1	3
188	мы видели выше	1	3
189	дело в том	1	3
190	это делается в	1	3
191	того или иного	5	3
192	что если бы	1	3
193	мы имеем в	1	3
194	хотя бы в	4	3
195	речи можно сказать	1	3
196	тогда когда он	2	3
197	в связь с	1	3
198	на первых порах	1	3
199	это было бы	1	3
200	в каком отношении	1	3
201	но тем самым	1	3
202	и в силу	1	3
203	мы наблюдаем в	1	3
204	является как бы	1	3
205	того что они	2	3
206	в совершенно ином	2	3
207	ответить на этот	1	3
208	эту точку зрения	1	3
209	в известной мере	1	3
210	мы видели уже	1	3
211	том что она	1	3
212	и потому что	4	3
213	но для того	1	3
214	тех или иных	1	3
215	в соответствии с	5	3
216	или тем что	1	3
217	как раз и	1	3
218	том что оно	2	3
219	бы то ни	1	3
220	внимание на то	2	3
221	письменной речи с	1	3
222	та или иная	1	3
223	а вместе с	1	3
224	в живой речи	1	3
225	и в самом	4	3
226	а следовательно и	2	3
227	о которых говорит	1	3
228	в настоящее время	2	3
229	того что в	2	3
230	слова не только	1	3
231	имеем в виду	1	3
232	потому что они	1	3
233	в историческом развитии	1	2
234	которую можно было	1	2
235	оно не имеет	1	2
236	в одном и	1	2
237	факты из области	1	2
238	ни в каком	2	2
239	уже на пороге	1	2
240	это имело место	1	2
241	роль в деле	1	2
242	то что обычно	1	2
243	для себя и	1	2
244	что в данном	1	2
