N	2gram	Losev_Prob	Literetu
1	а не	28	50
2	и не	56	47
3	не только	33	46
4	и в	62	44
5	может быть	39	43
6	при этом	9	41
7	но и	20	41
8	в том	35	39
9	в этом	25	38
10	своего рода	1	37
11	том что	25	32
12	такого рода	14	30
13	в частности	4	30
14	то что	42	29
15	в качестве	10	27
16	то же	23	26
17	как и	15	23
18	в стихотворении	2	23
19	в то	18	23
20	себя в	4	22
21	не в	21	22
22	того что	10	22
23	так и	16	22
24	не может	14	22
25	в себе	23	20
26	прежде всего	13	19
27	как бы	11	18
28	с другой	14	17
29	точки зрения	14	17
30	то есть	63	17
31	в его	10	17
32	в жизни	1	16
33	в этой	10	16
34	не менее	24	15
35	я не	1	15
36	только в	33	15
37	произведение искусства	1	15
38	тем самым	9	15
39	в целом	9	15
40	и даже	21	14
41	однако в	3	14
42	что он	16	14
43	уже не	12	13
44	в своем	7	13
45	с одной	3	13
46	как это	4	13
47	но не	6	13
48	и его	12	13
49	в своей	8	12
50	о том	14	12
51	в данном	14	12
52	одной стороны	2	12
53	одним из	2	12
54	еще не	12	12
55	а также	6	12
56	не столько	2	11
57	в другом	4	11
58	никогда не	7	11
59	и сам	6	11
60	столь же	1	11
61	вместе с	3	11
62	как в	10	11
63	в основе	3	11
64	в отличие	2	11
65	данном случае	12	11
66	это не	10	11
67	отличие от	3	11
68	или иначе	2	11
69	а в	9	11
70	даже в	2	10
71	в принципе	1	10
72	из них	4	10
73	в ее	6	10
74	что в	11	10
75	и на	4	10
76	для себя	6	10
77	так или	2	10
78	потому что	40	10
79	жизни и	7	10
80	отнюдь не	16	10
81	в области	2	10
82	с этой	3	9
83	мыслится как	1	9
84	к тому	4	9
85	искусства и	3	9
86	русской классической	1	9
87	связи с	10	9
88	в начале	3	9
89	лишь в	1	9
90	же в	6	9
91	говоря уже	1	8
92	быть может	1	8
93	в своих	2	8
94	тем что	8	8
95	все же	10	8
96	того же	2	8
97	едва ли	8	8
98	с точки	9	8
99	как раз	11	8
100	на себя	1	8
101	что не	4	8
102	в конце	7	8
103	о себе	2	8
104	особого рода	1	8
105	а именно	12	8
106	слова и	3	8
107	той же	2	8
108	но в	17	8
109	уже в	5	8
110	для него	4	8
111	xix века	2	8
112	по существу	2	8
113	и как	4	8
114	не говоря	2	8
115	в искусстве	4	8
116	вплоть до	3	8
117	в самом	4	7
118	в одном	4	7
119	другой стороны	11	7
120	для всех	3	7
121	на свою	2	7
122	именно в	4	7
123	в художественном	5	7
124	для этого	9	7
125	в противоположность	1	7
126	по преимуществу	1	7
127	не как	1	7
128	тому же	1	7
129	в случае	1	7
130	он не	10	7
131	и тем	16	7
132	и с	11	7
133	в нем	13	7
134	из того	3	7
135	по своей	1	7
136	до конца	1	7
137	друг друга	5	7
138	и для	5	7
139	перестает быть	3	7
140	он и	3	7
141	у нас	17	7
142	в их	2	7
143	и других	1	7
144	это как	1	7
145	тому как	2	7
146	в виду	20	6
147	например в	1	6
148	казалось бы	3	6
149	как на	2	6
150	и он	3	6
151	у него	1	6
152	его в	4	6
153	не было	6	6
154	во всех	4	6
155	в каждом	1	6
156	перед лицом	1	6
157	было бы	14	6
158	подобно тому	3	6
159	с ее	5	6
160	то в	4	6
161	самом деле	6	6
162	как о	6	6
163	в слове	4	6
164	еще и	10	6
165	то и	9	6
166	тем же	2	6
167	одного из	1	6
168	и др	1	6
169	и то	17	6
170	том числе	1	6
171	произведения искусства	2	6
172	в ней	12	6
173	далеко не	1	6
174	как будто	11	6
175	и только	10	6
176	и наконец	2	6
177	и к	9	5
178	самого себя	4	5
179	к этой	2	5
180	об искусстве	1	5
181	в связи	9	5
182	с собой	6	5
183	хотя бы	6	5
184	в нашем	13	5
185	он сам	7	5
186	от себя	2	5
187	свое собственное	2	5
188	том чтобы	1	5
189	должно быть	1	5
190	несмотря на	4	5
191	ни было	5	5
192	тем не	23	5
193	и за	2	5
194	не знает	1	5
195	этом как	1	5
196	этой точки	2	5
197	так что	21	5
198	все более	1	5
199	эти слова	2	5
200	человеческого духа	1	5
201	обращается к	1	5
202	во втором	1	5
203	и одновременно	1	5
204	себя и	1	5
205	не с	1	5
206	идет о	1	5
207	и если	11	5
208	автора и	1	5
209	быть не	1	5
210	так как	14	5
211	мы не	15	5
212	в литературе	3	5
213	что и	11	5
214	но с	2	5
215	но уже	4	5
216	этот путь	2	5
217	однако не	4	5
218	на свете	2	5
219	как он	2	5
220	или иной	20	5
221	в уме	1	5
222	не к	2	5
223	более не	2	4
224	исходя из	1	4
225	которая в	1	4
226	оказывается не	2	4
227	и само	1	4
228	в них	6	4
229	с тем	9	4
230	только для	1	4
231	в природе	2	4
232	жизни на	1	4
233	и нет	2	4
234	во всяком	14	4
235	то это	13	4
236	духовной жизни	1	4
