N	2gram	Bakhtin_Pr	Istorich
1	и в	38	181
2	и т	14	160
3	т д	1	142
4	может быть	26	115
5	не только	9	114
6	что он	2	111
7	мы имеем	2	102
8	что в	7	90
9	но и	9	85
10	в этом	15	81
11	то что	8	73
12	таким образом	10	72
13	вместе с	1	71
14	и не	42	67
15	все же	6	65
16	в этих	2	64
17	еще не	7	63
18	не может	27	61
19	так же	1	57
20	то же	5	56
21	никогда не	5	56
22	в том	8	53
23	том что	3	53
24	а в	6	52
25	с другой	7	52
26	и что	2	51
27	и здесь	2	51
28	что и	2	51
29	а не	5	48
30	о том	4	48
31	связь с	3	47
32	его в	9	47
33	не в	7	47
34	другой стороны	4	46
35	и пр	2	44
36	мы должны	2	44
37	но в	4	44
38	это не	5	43
39	и его	16	43
40	в нем	15	42
41	только в	13	42
42	как в	4	42
43	или в	2	39
44	тем что	2	38
45	и на	3	38
46	в его	43	38
47	для нас	1	38
48	как и	7	37
49	уже не	1	37
50	мы уже	1	37
51	он не	3	37
52	что здесь	1	37
53	так и	5	37
54	мы увидим	3	36
55	мы можем	6	36
56	с тем	1	35
57	здесь мы	2	35
58	все эти	5	35
59	не всегда	6	34
60	связи с	2	34
61	но не	12	34
62	что это	2	34
63	там где	6	33
64	сих пор	1	32
65	прежде всего	13	31
66	ничего не	6	31
67	с одной	3	30
68	до сих	1	30
69	к нему	10	30
70	одной стороны	3	29
71	как мы	7	29
72	но это	3	29
73	и другие	2	28
74	в иной	1	28
75	и с	17	28
76	например в	3	28
77	могут быть	5	27
78	того что	2	27
79	как он	1	27
80	как это	2	26
81	на него	3	26
82	мы здесь	4	26
83	и др	8	26
84	в ней	4	26
85	вопрос о	1	25
86	в дальнейшем	3	25
87	и он	2	25
88	не менее	4	24
89	к этому	2	24
90	было бы	8	24
91	в виде	2	24
92	если бы	3	24
93	что мы	1	24
94	как бы	22	23
95	и это	3	23
96	тем не	3	23
97	в этой	1	23
98	не будем	3	23
99	все это	3	23
100	в частности	2	23
101	с ним	5	22
102	при этом	5	22
103	в некоторых	2	22
104	связано с	1	21
105	в другом	2	21
106	в одном	1	21
107	сказать что	4	21
108	в связи	2	21
109	связан с	1	21
110	здесь не	4	21
111	к тому	1	21
112	они не	3	21
113	в мифе	1	20
114	из них	1	20
115	она не	2	20
116	одна из	2	20
117	в других	4	20
118	очень часто	1	20
119	другими словами	2	20
120	так например	1	19
121	что у	1	19
122	на том	1	19
123	но он	1	19
124	в тех	3	19
125	не совсем	1	19
126	есть и	1	19
127	на то	2	19
128	и как	8	19
129	в то	4	18
130	не все	2	18
131	в данном	4	18
132	вовсе не	2	18
133	в них	5	17
134	можно найти	1	17
135	и этим	6	17
136	том как	2	17
137	по существу	2	17
138	и только	4	17
139	во всех	11	16
140	этот вопрос	1	16
141	всех этих	1	16
142	в котором	2	16
143	не вполне	2	16
144	и действительно	1	16
145	и все	3	16
146	в пределах	6	15
147	в особенности	2	15
148	в своей	7	15
149	в которых	1	15
150	данном случае	4	15
151	его и	1	15
152	и эти	1	15
153	и даже	3	15
154	уже выше	1	15
155	некоторых случаях	1	15
156	и тем	3	15
157	друг друга	1	15
158	в целом	3	15
159	от него	3	14
160	по отношению	21	14
161	можно было	4	14
162	мы еще	1	14
163	в него	2	14
164	и ее	2	14
165	одной из	3	14
166	у нас	2	14
167	должна быть	4	14
168	но они	4	14
169	и есть	2	14
170	из которых	2	14
171	такое же	1	14
172	а также	1	14
173	отношение к	10	14
174	отношению к	19	14
175	на себя	1	14
176	и наконец	6	14
177	в своем	5	13
178	время как	1	13
179	по себе	1	13
180	то время	1	13
181	и для	11	13
182	в себе	4	13
183	в таких	2	13
184	все что	3	13
185	установить что	1	13
186	не просто	1	13
187	и у	2	13
188	на этом	2	13
189	в форме	4	13
190	в нее	1	13
191	и от	3	13
192	с ними	4	13
193	не имеет	9	13
194	к своему	2	13
195	его не	2	13
196	и если	1	13
197	что иное	1	13
198	во всем	2	12
199	кроме того	3	12
200	хотя бы	4	12
201	к себе	2	12
202	в их	10	12
203	к этой	1	12
204	как только	3	12
205	не знает	3	12
206	что не	4	12
207	ни один	1	12
208	в более	4	12
209	к которому	4	11
210	точки зрения	8	11
211	ясно что	3	11
212	я не	2	11
213	должны быть	4	11
214	иное как	1	11
215	только с	1	11
216	на нее	1	11
217	происходит в	1	11
218	если он	1	11
219	имеется в	1	11
220	не что	1	11
221	хотя и	3	11
222	же мы	1	11
223	относится к	4	11
224	но оно	1	11
225	дает нам	2	11
226	и вот	1	11
227	на которой	1	11
228	и более	2	11
229	этого не	1	11
230	человека в	2	11
231	далеко не	5	11
232	и к	3	10
233	не как	1	10
234	к ним	1	10
235	от них	2	10
236	не было	2	10
237	в которой	1	10
238	на основе	6	10
239	но если	1	10
240	однако это	1	10
241	связаны с	2	10
242	и других	2	10
243	о чем	1	10
244	приходит к	1	10
245	себя в	2	10
246	в ее	4	10
247	но как	2	10
248	ни в	11	10
249	ли он	1	10
250	он может	2	10
251	а на	1	10
252	есть только	2	10
253	что эта	2	10
254	не можем	2	10
255	на первый	2	9
256	но эти	1	9
257	только на	1	9
258	но для	1	9
259	в чем	2	9
260	силу и	1	9
261	это и	1	9
262	в свою	2	9
263	целый ряд	1	9
264	на этот	1	9
265	он должен	2	9
266	бы мы	1	9
267	из этого	1	9
268	не могут	2	9
269	в себя	2	9
270	или же	1	9
271	а как	3	9
272	здесь нет	2	9
273	в основе	5	9
274	в истории	2	9
275	с его	2	9
276	но здесь	3	9
277	стороны и	1	9
278	таких случаях	1	9
279	приводит к	3	9
280	жизни и	1	9
281	только что	1	8
282	именно в	1	8
283	конечно не	5	8
284	они должны	1	8
285	с другими	3	8
286	большинстве случаев	5	8
287	мы будем	3	8
288	есть ли	1	8
289	на нем	1	8
290	подобно тому	1	8
291	из его	1	8
292	именно на	1	8
293	независимо от	13	8
294	смысле этого	1	8
295	или даже	1	8
296	и потому	4	8
297	но она	2	8
298	не с	4	8
299	тем самым	4	8
300	же самое	2	8
301	которые в	1	8
302	случаях мы	1	8
303	можно сказать	2	8
304	входит в	8	8
305	она и	1	8
306	здесь же	2	8
307	не дает	2	8
308	в современной	2	8
309	ни одной	1	8
310	это положение	1	8
311	образом и	1	8
312	его с	1	8
313	здесь в	2	8
314	но с	3	8
315	и эта	2	8
316	вообще не	7	8
317	не имеют	2	8
318	должен быть	2	8
319	тому как	1	8
320	иногда даже	1	8
321	уже и	1	7
322	еще нет	1	7
323	этот момент	2	7
324	тому что	1	7
325	не есть	6	7
326	о которых	2	7
327	между тем	7	7
328	если в	1	7
329	и при	2	7
330	самом деле	6	7
331	нет в	1	7
332	что оно	2	7
333	на самом	4	7
334	образом в	1	7
335	но эта	1	7
336	на них	3	7
337	уже только	1	7
338	здесь совершенно	3	7
339	иногда и	3	7
340	в начале	2	7
341	в области	11	7
342	вплоть до	1	7
343	случае мы	2	7
344	в каких	2	7
345	он живет	1	7
346	о ней	1	7
347	ее и	1	7
348	себе и	1	7
349	а только	2	7
350	ли это	1	7
351	однако в	1	7
352	можно только	6	7
353	был бы	1	7
354	совершенно не	7	7
355	то он	1	7
356	тех же	1	7
357	того чтобы	2	7
358	им в	1	7
359	этого слова	1	7
360	для него	1	7
361	со своим	1	7
362	в какой	2	7
363	в большинстве	5	7
364	и часто	1	7
365	и о	5	7
366	эти два	1	7
367	есть не	2	7
368	его от	1	6
369	между ними	4	6
370	но что	1	6
371	из всего	1	6
372	на эту	1	6
373	дело с	6	6
374	можно ли	1	6
375	теперь к	1	6
376	не происходит	1	6
377	как можно	1	6
378	вот несколько	1	6
379	здесь на	1	6
380	не могла	1	6
381	равно как	1	6
382	его как	3	6
383	оно может	2	6
384	в одну	1	6
385	с миром	4	6
386	что по	1	6
387	связь и	2	6
388	этого вопроса	1	6
389	этих двух	1	6
390	отличие от	5	6
391	на ступени	1	6
392	также и	3	6
393	одну из	1	6
394	для того	2	6
395	он является	1	6
396	до того	1	6
397	и становится	7	6
398	нам важно	1	6
399	то в	1	6
400	и за	1	6
401	что все	2	6
402	к чему	2	6
403	себе не	2	6
404	это может	1	6
405	уходит в	1	6
406	быть и	1	6
407	отношения к	6	6
408	не на	5	6
409	к которой	1	6
410	или как	3	6
411	со всех	2	6
412	мог бы	1	6
413	формы и	5	6
414	а иногда	2	6
415	вступают в	1	6
416	только по	4	6
417	и уже	1	6
418	в виду	4	5
419	в своих	2	5
420	получает от	2	5
421	бы в	1	5
422	не имели	1	5
423	только как	6	5
424	и мы	1	5
425	нами в	2	5
426	или иное	2	5
427	могла бы	1	5
428	обратимся к	1	5
429	с ее	1	5
430	живет на	1	5
431	переносится в	1	5
432	для них	1	5
433	оно не	3	5
434	их и	2	5
435	да и	3	5
436	о котором	2	5
437	в главе	1	5
438	это только	1	5
439	в которую	1	5
440	в совершенно	1	5
441	в отличие	5	5
442	она может	3	5
443	иногда в	1	5
444	в свое	1	5
445	д мы	1	5
446	по своему	1	5
447	в самых	1	5
448	и может	1	5
449	это можно	1	5
450	которые не	1	5
451	еще более	1	5
452	и связь	1	5
453	формы его	1	5
454	очень многих	1	5
455	но этот	1	5
456	художественного творчества	12	5
457	материал в	4	5
458	связи со	1	5
459	мы в	3	5
460	несмотря на	3	5
461	видит в	1	5
462	что под	1	5
463	в таком	3	5
464	до этого	1	5
465	хотя в	1	5
466	очень мало	1	5
467	в которое	1	5
468	нем и	2	5
469	всех сторон	2	5
470	бы быть	1	5
471	в один	1	5
472	как таковой	2	5
473	это уже	1	5
474	в область	3	5
475	пути в	1	5
476	мы это	1	5
477	показать что	2	5
478	в нашей	2	5
479	как о	1	5
480	эта задача	1	5
481	без всякого	1	5
482	ее не	1	5
483	представления и	1	5
484	отличается от	2	5
485	как нечто	3	5
486	или иначе	1	5
487	им и	1	5
488	мира и	1	5
489	к концу	1	5
490	это было	1	5
491	можно показать	1	5
492	при изучении	1	5
493	может иметь	5	5
494	это в	1	5
495	и социальной	1	5
496	как уже	1	5
497	эта сторона	1	5
498	в самом	7	4
499	его он	1	4
500	в результате	1	4
501	относится и	2	4
502	прибавить что	1	4
503	в действительности	1	4
504	собственно не	2	4
505	и те	2	4
506	и начинает	1	4
507	и формы	1	4
508	формы в	1	4
509	во всей	1	4
510	и во	2	4
511	к их	1	4
512	что уже	1	4
513	бы что	1	4
514	чем в	2	4
515	всем что	1	4
516	иметь в	1	4
517	не раз	1	4
518	что есть	1	4
519	отнюдь не	19	4
520	от нее	1	4
521	под этим	1	4
522	сами по	1	4
523	по сравнению	1	4
524	быть не	1	4
525	для нее	8	4
526	говорится в	1	4
527	находятся в	1	4
528	то самое	1	4
529	нами выше	2	4
530	не существует	1	4
531	есть в	1	4
532	особенно в	2	4
533	выше в	2	4
534	в свои	1	4
535	человека с	1	4
536	человека и	1	4
537	явление в	1	4
538	задача может	1	4
539	на своих	1	4
540	нас в	1	4
541	и которые	2	4
542	правда в	1	4
543	так чтобы	1	4
544	он получает	1	4
545	задачи и	2	4
546	есть момент	1	4
547	с этими	1	4
548	все время	1	4
549	и вообще	2	4
550	исходит из	1	4
551	который в	1	4
552	на почве	3	4
553	и всей	1	4
554	время в	1	4
555	с точки	6	4
556	они в	1	4
557	они могут	1	4
558	что их	1	4
559	здесь она	1	4
560	как человек	1	4
561	можно сделать	2	4
562	в наших	1	4
563	найти в	1	4
564	столь же	2	4
565	тесно связан	1	4
566	и должно	3	4
567	в меньшей	1	4
568	тела и	1	4
569	себя и	3	4
570	все они	5	4
571	ни к	2	4
572	и между	1	4
573	действия и	1	4
574	она все	1	4
575	его тело	1	4
576	или просто	1	4
577	с материалом	1	4
578	ни с	2	4
579	в тот	1	4
580	другой же	2	4
581	входить в	1	4
582	дело в	2	4
583	нисколько не	1	4
584	войти в	2	4
585	особенно часто	3	4
586	но конечно	4	4
587	как не	1	4
588	слова в	7	4
589	быть только	5	4
590	тем как	5	3
591	человек в	2	3
592	не его	2	3
593	где оно	2	3
594	не могли	2	3
595	раз и	2	3
596	в противоположность	1	3
597	чего не	1	3
598	отметить что	7	3
599	из всех	1	3
600	затем в	1	3
601	нам право	1	3
602	нигде не	1	3
603	именно с	1	3
604	общих чертах	1	3
605	точка зрения	3	3
606	бы то	3	3
607	ждет своего	1	3
608	форма его	1	3
609	как таковое	1	3
610	их он	1	3
611	могли бы	1	3
612	но можно	2	3
613	и быть	1	3
614	в специальной	1	3
615	или это	1	3
616	в иных	3	3
617	центр тяжести	2	3
618	который был	1	3
619	где мы	1	3
620	связи и	3	3
621	его уже	1	3
622	была бы	2	3
623	поэтому в	2	3
624	с природой	1	3
625	нам в	1	3
626	к его	2	3
627	том смысле	1	3
628	бы не	2	3
629	к другому	1	3
630	на другие	1	3
631	может его	1	3
632	только один	1	3
633	только при	2	3
634	особенно ясно	1	3
635	могли быть	1	3
636	как к	2	3
637	же стороны	2	3
638	его мы	1	3
639	здесь есть	1	3
640	как таковая	1	3
641	все равно	1	3
642	и смысл	1	3
643	всего сказанного	1	3
644	от всех	4	3
645	слагается из	1	3
646	и могут	1	3
647	и я	1	3
648	ему не	1	3
649	и происходит	1	3
650	на один	1	3
651	это как	1	3
652	что можно	1	3
653	и вне	1	3
654	вопросом о	1	3
655	для всех	1	3
656	которая в	1	3
657	этом направлении	1	3
