N	4gram	Voloshinov	Stilisti
1	в то же время	7	7
2	одно и то же	3	5
3	одной и той же	2	4
4	в каждом идеологическом знаке	2	2
5	не что иное как	1	2
6	но для того чтобы	1	2
7	одни и те же	5	2
8	и тем же языком	1	2
9	и то же слово	2	2
10	точном смысле этого слова	4	2
11	ни к чему не	1	2
12	может быть понято и	1	2
13	одну и ту же	1	2
14	но в то же	6	2
15	в связи с этим	3	2
16	в точном смысле этого	4	2
17	ею и определяется ею	1	1
18	досуга общения в гостиной	1	1
19	борьбы классов неизбежно захиреет	1	1
20	сближение почти слияние знака	1	1
21	все время сохраняют самую	1	1
22	общения в гостиной в	1	1
23	общения являясь идеологическим отражением	1	1
24	но этого еще мало	1	1
25	как бы по ту	1	1
26	только этот круг предметов	1	1
27	в этих высших пластах	1	1
28	кризисов и революционных сдвигов	1	1
29	заведомо несерьезных рассказов и	1	1
30	этим определяется преломляющая и	1	1
31	никакого значения иметь не	1	1
32	притом так что это	1	1
33	выражение которое непосредственно включено	1	1
34	способен на развитие знак	1	1
35	живая брань может стать	1	1
36	возможно просительное досадливое злобное	1	1
37	и ни к чему	1	1
38	индивидуальный произвол при этом	1	1
39	укладывается в отведенное ему	1	1
40	почти слияние знака с	1	1
41	знаком например хлеб и	1	1
42	являясь идеологическим отражением его	1	1
43	жанрового завершения выработан в	1	1
44	внесловесного начала самый тип	1	1
45	маленьких и заведомо несерьезных	1	1
46	филологического понимания а не	1	1
47	особенно такие как приказание	1	1
48	коллективом употребляющим одни и	1	1
49	величайшая ложь эта внутренняя	1	1
50	реакционен и как бы	1	1
51	память человечества но все	1	1
52	идеологический знак в сложившейся	1	1
53	и здесь мы замечаем	1	1
54	где-нибудь в очереди в	1	1
55	и вызвал бы знаковую	1	1
56	или простом уверенно или	1	1
57	какому бы роду действительности	1	1
58	творится между индивидами в	1	1
59	ними так хлеб выпекается	1	1
60	знаком можно далее орудию	1	1
61	легкой и ни к	1	1
62	максимальное сближение почти слияние	1	1
63	можно сказать что вся	1	1
64	знаковым коллективом т.е с	1	1
65	чтобы он задел как-то	1	1
66	вся действительность слова всецело	1	1
67	и определяется ею во	1	1
68	потребления можно как и	1	1
69	до конца только в	1	1
70	маленьких жизненных жанров определяется	1	1
71	выпекается в определенной форме	1	1
72	сохраняют последние проблески жизни	1	1
73	свои типы знают деревенские	1	1
74	организацией аудитории и следовательно	1	1
75	отвечает случайным и неповторимым	1	1
76	с ними внешних выражений	1	1
77	коллектива т.е классовой борьбой	1	1
78	этом случае происходит как	1	1
79	существования данной группы индивидуальный	1	1
80	всякая живая брань может	1	1
81	изображениями или орнаментами т.е	1	1
82	как мы видели не	1	1
83	так форма приказания определяется	1	1
84	каком-нибудь учреждении и пр	1	1
85	соками и вне ее	1	1
86	можно далее орудию производства	1	1
87	языком пользуются разные классы	1	1
88	хлеба но имеет и	1	1
89	что идеологический знак в	1	1
90	и каждое наше сознательное	1	1
91	классов неизбежно захиреет выродится	1	1
92	социальное событие речевого взаимодействия	1	1
93	как бы максимальное сближение	1	1
94	индивидами в социальной среде	1	1
95	не является знаком продукты	1	1
96	определенной организацией аудитории и	1	1
97	эпохи социальных кризисов и	1	1
98	беседе мужа и жены	1	1
99	орнаментами т.е покрыты знаками	1	1
100	становится знаком и знак	1	1
101	с жизненной идеологией питаются	1	1
102	значение например форма кренделя	1	1
103	ситуация обладает определенной организацией	1	1
104	назначением хлеба но имеет	1	1
105	т.е с коллективом употребляющим	1	1
106	конца только в эпохи	1	1
107	вне всякой связи с	1	1
108	его звучать так а	1	1
109	может сделаться знаком но	1	1
110	и неповторимым особенностям жизненных	1	1
111	дополнения да и внесловесного	1	1
112	ему русло социального общения	1	1
