N	3gram	Vygotskiy_	PoTuStor
1	с точки зрения	5	6
2	на самом деле	8	4
3	с самого начала	5	4
4	до сих пор	9	3
5	не может быть	4	3
6	в чем не	1	3
7	по крайней мере	1	3
8	может быть это	2	3
9	в этом смысле	3	3
10	по сравнению с	4	3
11	во всяком случае	1	3
12	можно сказать что	3	3
13	к матери и	1	3
14	ни в чем	1	3
15	все то что	6	2
16	в конечном счете	2	2
17	так же как	3	2
18	в нем нет	3	2
19	и может быть	2	2
20	мы можем теперь	1	2
21	о том что	15	2
22	не могут быть	1	2
23	в самом деле	8	2
24	и в этом	2	2
25	нам кажется что	2	2
26	он может быть	2	1
27	быть не может	1	1
28	остановимся прежде всего	1	1
29	в каком отношении	5	1
30	что в этой	3	1
31	ли у нас	1	1
32	в том что	30	1
33	друг с другом	6	1
34	мы знаем что	3	1
35	с его помощью	1	1
36	увидим что оно	2	1
37	а может быть	1	1
38	мы не можем	2	1
39	не что иное	2	1
40	и та же	3	1
41	что иное как	2	1
42	и аффектов с	1	1
43	дело в том	2	1
44	мы узнаем о	1	1
45	этом отношении и	1	1
46	той или иной	2	1
47	вместе с тем	4	1
48	вместе с ним	1	1
49	но вместе с	1	1
50	но несмотря на	1	1
51	однако сказать что	1	1
52	подобно тому как	1	1
53	том что мы	2	1
54	самом деле есть	1	1
55	во многих случаях	1	1
56	в применении к	1	1
57	а на самом	1	1
58	можно было бы	4	1
59	прежде всего на	1	1
60	и есть та	1	1
61	все что угодно	1	1
62	мы должны перейти	1	1
63	только одна из	1	1
64	и только из	1	1
65	и таким образом	3	1
66	и прежде всего	1	1
67	свое отношение к	1	1
68	только для того	1	1
69	в данном случае	3	1
70	мы имеем в	1	1
71	обратим внимание на	1	1
72	что в них	1	1
73	в том смысле	1	1
74	шаг за шагом	1	1
75	что на этом	1	1
76	него все то	1	1
77	в себя и	1	1
78	только в одном	1	1
79	психической энергии в	2	1
80	самом деле в	1	1
81	же как и	1	1
82	уже знаем что	1	1
83	то ни было	1	1
84	с ним и	1	1
85	и того же	2	1
86	было бы по	1	1
87	и т.п и	1	1
88	несмотря на это	1	1
89	этой точки зрения	3	1
90	в высшей степени	1	1
91	мы увидим что	7	1
92	одна и та	2	1
93	с этой точки	3	1
94	то же самое	8	1
95	из того же	1	1
96	это приводит к	1	1
97	как один из	1	1
98	во внешнем мире	1	1
99	для того чтобы	41	1
100	что может быть	2	1
101	сводится к следующему	1	1
102	по его мнению	4	1
103	из этих трех	1	1
104	мы еще не	1	1
105	и что он	2	1
106	а с другой	5	1
107	как это делает	3	1
108	с одной стороны	15	1
109	на первый план	2	1
110	именно то что	5	1
111	в этом отношении	3	1
112	за которой скрывается	1	1
113	это и есть	1	1
114	на наших глазах	1	1
115	для этого на	1	1
116	бы то ни	1	1
117	таким образом с	1	1
118	имеем дело с	1	1
119	одного и того	2	1
120	же самое и	2	1
121	и представлениями и	1	1
122	черты своего происхождения	1	1
123	может быть только	1	1
