N	2gram	Voloshinov	VrazhdaK
1	в году	1	18
2	не только	7	9
3	в этом	9	8
4	и в	16	8
5	и что	1	8
6	что в	3	7
7	и все	4	7
8	но и	4	7
9	то что	3	7
10	о нем	1	6
11	как и	2	6
12	и даже	4	6
13	и с	8	6
14	все же	1	6
15	в начале	2	6
16	в нем	4	6
17	но в	4	6
18	то же	2	5
19	у него	2	5
20	и не	4	5
21	при этом	6	4
22	несмотря на	1	4
23	с ним	2	4
24	для нас	2	4
25	все это	4	4
26	в виду	1	4
27	в своих	1	4
28	что он	2	4
29	уже в	1	4
30	о том	2	4
31	может быть	17	4
32	в ней	1	4
33	как бы	5	4
34	так же	2	4
35	первая любовь	1	4
36	в его	4	3
37	в том	3	3
38	его в	4	3
39	связи с	1	3
40	в связи	1	3
41	я не	1	3
42	и как	3	3
43	в чем	5	3
44	матери и	3	3
45	человека в	1	3
46	он был	1	3
47	том что	3	3
48	в этот	2	3
49	он не	2	3
50	в конце	1	3
51	и о	2	3
52	что есть	1	3
53	с его	7	3
54	и его	8	3
55	к этому	2	3
56	таким образом	9	2
57	об их	1	2
58	и то	1	2
59	в момент	1	2
60	время и	1	2
61	к себе	3	2
62	мы знаем	3	2
63	с точки	6	2
64	для него	6	2
65	его и	1	2
66	этот момент	1	2
67	как раз	1	2
68	по мнению	1	2
69	нашего времени	2	2
70	в них	2	2
71	же в	1	2
72	отношения к	3	2
73	в мире	1	2
74	их в	3	2
75	же как	2	2
76	в своей	2	2
77	вместе с	3	2
78	не менее	2	2
79	и это	6	2
80	в эту	1	2
81	на первый	2	2
82	еще не	5	2
83	но как	2	2
84	а с	1	2
85	это в	1	2
86	в свою	1	2
87	на основе	2	2
88	и т.п	2	2
89	и образы	2	2
90	в этой	4	2
91	в нашей	1	2
92	а в	3	2
93	на это	1	2
94	к ним	2	2
95	отношение к	5	2
96	уже не	1	2
97	году в	1	2
98	что я	1	2
99	с нею	2	2
100	не может	8	2
101	с которым	1	2
102	столь же	1	2
103	точки зрения	8	2
104	одна из	1	2
105	году и	1	2
106	в период	1	2
107	на место	1	2
108	чувств и	3	2
109	отнюдь не	4	2
110	но это	2	2
111	во время	3	2
112	в него	5	2
113	и ее	4	2
114	никогда не	2	2
115	которому в	1	1
116	доступ в	2	1
117	к сожалению	1	1
118	в самом	2	1
119	с большими	1	1
120	во всем	1	1
121	так и	4	1
122	что они	1	1
123	в свое	2	1
124	все что	4	1
125	с последним	1	1
126	для всех	4	1
127	до сих	3	1
128	в душе	2	1
129	один из	2	1
130	и этот	2	1
131	они не	2	1
132	только что	1	1
133	пользу и	1	1
134	не слишком	1	1
135	лучше ли	1	1
136	в основном	3	1
137	вот она	1	1
138	не будем	1	1
139	дает нам	1	1
140	еще более	1	1
141	предположить что	1	1
142	что это	2	1
143	хотя и	1	1
144	а это	1	1
145	только не	1	1
146	в другой	1	1
147	говорит о	1	1
148	в качестве	1	1
149	задолго до	1	1
150	нас в	1	1
151	заметим что	1	1
152	не являются	1	1
153	прежде всего	9	1
154	и другими	1	1
155	а другие	1	1
156	быть может	2	1
157	нет ничего	1	1
158	в этих	3	1
159	есть еще	1	1
160	не ясно	1	1
161	в духе	1	1
162	конечно в	1	1
163	же с	1	1
164	и сам	1	1
165	пока только	1	1
166	в одном	3	1
167	но какое	1	1
168	и начинается	1	1
169	еще в	1	1
170	но не	1	1
171	в глубине	1	1
172	о смерти	1	1
173	жизни и	3	1
174	в жизни	2	1
175	и эстетический	1	1
176	но ведь	2	1
177	похож на	1	1
178	говорить об	1	1
179	не есть	2	1
180	влияния на	1	1
181	роль в	1	1
182	по своему	2	1
183	как нам	1	1
184	отличается от	1	1
185	его жизни	1	1
186	по его	1	1
187	в свете	1	1
188	это было	1	1
189	в итоге	2	1
190	пока не	1	1
191	мы считаем	1	1
192	во сне	2	1
193	не имеет	1	1
194	ничего общего	1	1
195	но мы	4	1
196	всех их	1	1
197	полагает что	1	1
198	неожиданно для	1	1
199	на старом	1	1
200	сих пор	3	1
201	и вообще	2	1
202	не был	1	1
203	время сна	1	1
204	на них	2	1
205	первый взгляд	1	1
206	этот мотив	1	1
207	с этим	2	1
208	во всех	3	1
209	сам же	1	1
210	во всяком	3	1
211	это и	1	1
212	искать в	1	1
213	того в	1	1
214	за шагом	1	1
215	первый план	1	1
216	она же	1	1
217	основания предполагать	1	1
218	нашей статье	1	1
219	шаг за	1	1
220	совсем не	2	1
221	именно этот	1	1
222	только как	3	1
223	человека как	1	1
224	не всегда	1	1
225	назад в	3	1
226	позволяет нам	1	1
227	он ищет	2	1
228	в развитии	2	1
229	с помощью	2	1
230	в частности	2	1
231	не будет	2	1
232	одним словом	1	1
233	характерно для	2	1
234	и лишь	2	1
235	что мог	1	1
236	но зато	2	1
237	и их	4	1
238	говорить о	2	1
239	хотя в	1	1
240	как он	1	1
241	и другом	1	1
242	отношения двух	1	1
243	этом смысле	3	1
244	привела к	1	1
245	от того	1	1
246	человека и	1	1
247	в каком	2	1
248	и можно	1	1
249	его отношение	1	1
250	и т.д	1	1
251	как известно	1	1
252	с другой	1	1
253	было бы	2	1
254	это же	1	1
255	некоторое время	1	1
256	же на	1	1
257	что же	1	1
258	вторая часть	1	1
259	среди них	1	1
260	как на	1	1
261	не совсем	1	1
262	себя в	1	1
263	ее не	1	1
264	однако в	1	1
265	энергии и	1	1
266	что для	1	1
267	по которой	1	1
268	той же	1	1
269	могут быть	3	1
270	и взял	1	1
271	в высшей	1	1
272	во многих	1	1
273	что только	1	1
274	только при	1	1
275	и есть	3	1
276	во всей	2	1
277	на этот	1	1
278	по крайней	3	1
279	всю жизнь	2	1
280	каком направлении	1	1
281	не лучше	1	1
282	этом отношении	1	1
283	всяком случае	3	1
284	с ее	4	1
285	из него	1	1
286	того же	2	1
287	ни разу	1	1
288	крайней мере	3	1
289	его современников	1	1
290	не должна	1	1
291	едва ли	3	1
292	одного и	1	1
293	и наконец	4	1
294	в известной	1	1
295	ничего не	1	1
296	и чувств	2	1
297	органическое единство	1	1
298	и самый	1	1
299	человека но	1	1
300	к нему	1	1
301	высшей степени	1	1
