N	3gram	Voloshinov	StatiiOP
1	в том что	2	47
2	в этом отношении	1	24
3	для того чтобы	1	19
4	с точки зрения	5	14
5	с другой стороны	2	13
6	не может быть	4	11
7	в г в	2	10
8	в самом деле	2	9
9	то же время	1	9
10	на то что	1	9
11	в то же	1	9
12	можно было бы	1	9
13	тем не менее	1	8
14	к тому что	1	8
15	на самом деле	1	8
16	в данном случае	2	7
17	так же как	1	6
18	по отношению к	3	6
19	том что в	1	6
20	в своей статье	1	5
21	нужно сказать что	1	5
22	то что в	1	5
23	с самого начала	2	5
24	и в области	1	5
25	с одной стороны	2	4
26	ничего общего с	2	4
27	в связи с	1	4
28	в другом месте	1	4
29	того или иного	2	4
30	иметь в виду	1	4
31	в предисловии к	1	4
32	может быть это	1	3
33	только потому что	1	3
34	что в ней	1	3
35	то или иное	1	3
36	более или менее	1	3
37	в течение всей	1	3
38	состоит в том	1	3
39	а вовсе не	1	3
40	прежде всего в	1	3
41	тесно связана с	1	2
42	вопросы связанные с	2	2
43	должно было бы	1	2
44	каждом отдельном случае	1	2
45	в зависимости от	2	2
46	между тем как	1	2
47	если бы мы	1	2
48	и вместе с	1	2
49	в каждом отдельном	1	2
50	в отличие от	1	2
51	что в этом	1	2
52	само собою разумеется	1	2
53	то же самое	1	2
54	а также и	1	2
55	чуть ли не	1	2
56	в чем же	1	2
57	тех пор пока	3	2
58	во всей полноте	1	2
59	но столь же	1	2
60	до тех пор	4	2
61	но в то	1	2
62	собою разумеется что	1	2
63	как и в	1	2
64	может быть и	1	2
65	которая связана с	1	1
66	нужно отметить еще	1	1
67	отношение к слову	1	1
68	пр на самом	1	1
69	говоря даже и	1	1
70	как о системе	1	1
71	в собственном смысле	1	1
72	и никогда не	1	1
73	с этой точки	1	1
74	здесь и там	1	1
75	что она является	1	1
76	и то же	2	1
77	может быть не	1	1
78	первое и последнее	1	1
79	но может быть	1	1
80	само по себе	1	1
81	и пр с	1	1
82	быть и речи	1	1
83	истории литературы такой	1	1
84	и не мог	1	1
85	мы видим у	1	1
86	в которых он	1	1
87	хотя бы несколько	1	1
88	там где нет	1	1
89	в поэтическом творчестве	1	1
90	в пределах данной	2	1
91	только то что	1	1
92	но так как	2	1
93	нужно отметить что	1	1
94	но не менее	1	1
95	и не может	1	1
96	он все равно	1	1
97	само собой разумеется	1	1
98	существует лишь в	1	1
99	в значительной мере	1	1
100	она ни была	1	1
101	языка в другом	1	1
102	собой разумеется что	1	1
103	выйти за пределы	1	1
104	но одно дело	1	1
105	этой точки зрения	1	1
106	ту или иную	1	1
107	что ведь и	1	1
108	в каждом слове	1	1
109	пор пока существует	1	1
110	с этим же	1	1
111	случае и в	1	1
112	и тем что	1	1
113	в узком смысле	1	1
114	и не является	2	1
115	одно и то	3	1
116	в выборе темы	1	1
117	собственно говоря даже	1	1
118	тем хуже для	1	1
119	выборе темы в	1	1
120	хотя бы в	1	1
121	этот разрыв между	1	1
122	и в некоторых	1	1
123	то он и	1	1
124	те или иные	1	1
125	и пр на	1	1
126	стр и в	1	1
127	языке но не	1	1
128	было бы быть	1	1
129	в виду что	1	1
130	потому что они	1	1
131	нам кажется что	1	1
