N	3gram	Losev_Dial	Analitik
1	в том что	12	25
2	не может быть	4	19
3	в то же	7	16
4	о том что	6	15
5	в данном случае	1	14
6	то же время	8	14
7	той или иной	4	14
8	к тому же	2	13
9	мы имеем дело	1	11
10	с другой стороны	7	9
11	в том чтобы	1	9
12	по крайней мере	11	9
13	подобно тому как	1	9
14	с одной стороны	3	9
15	с точки зрения	18	8
16	не только в	2	8
17	в этом отношении	2	8
18	в таком случае	2	7
19	во всяком случае	3	7
20	что иное как	4	7
21	тем не менее	3	6
22	так или иначе	3	6
23	в полной мере	1	6
24	не что иное	4	6
25	в той или	3	5
26	есть не что	3	5
27	но и в	1	5
28	том или ином	1	5
29	до известной степени	1	4
30	в самом деле	3	4
31	для того чтобы	1	4
32	в силу своей	2	4
33	не в том	2	4
34	тех или иных	1	4
35	и не может	1	4
36	и в этом	4	4
37	большей или меньшей	1	4
38	и не в	1	4
39	в этом смысле	4	4
40	из того что	1	4
41	с той или	2	4
42	том что он	1	4
43	сама по себе	12	4
44	и как бы	1	3
45	и то что	1	3
46	и т п	3	3
47	дело не в	1	3
48	крайней мере в	3	3
49	далеко не всегда	1	3
50	сам по себе	8	3
51	сами по себе	4	3
52	речь идет о	1	3
53	в зависимости от	2	3
54	не в самом	1	3
55	а в том	1	3
56	в связи с	3	3
57	то же самое	3	3
58	а не с	1	3
59	как раз и	1	3
60	можно сказать что	6	3
61	и той же	1	3
62	дело в том	1	3
63	содержит в себе	5	3
64	одной и той	1	3
65	но о том	1	3
66	не могут быть	1	3
67	между тем в	1	3
68	что он не	2	2
69	в коем случае	1	2
70	отнюдь не является	1	2
71	и отличается от	1	2
72	внутреннего и внешнего	8	2
73	ничего не говорит	4	2
74	более или менее	5	2
75	можно было бы	4	2
76	одних и тех	1	2
77	друг с другом	2	2
78	в широком смысле	2	2
79	до сих пор	4	2
80	и тех же	1	2
81	того что в	1	2
82	в обоих случаях	1	2
83	ни в коем	1	2
84	и то же	8	2
85	что не есть	3	2
86	к тому что	3	2
87	а не только	1	2
88	коем случае не	1	2
89	в чистом виде	1	2
90	во многих отношениях	1	2
91	таит в себе	1	2
92	в этих случаях	1	2
93	в том и	1	2
94	вместе с ним	1	2
95	никогда не бывает	1	2
96	на то что	4	2
97	обратим внимание на	1	2
98	в данный момент	1	2
99	в сравнении с	1	2
100	не в состоянии	1	2
101	того и другого	2	2
102	а между тем	1	2
103	антитеза внутреннего и	1	2
104	не говоря уже	1	2
105	одно и то	8	2
106	но в то	1	2
107	и в своей	1	2
108	так и его	1	2
109	не есть ни	7	2
110	на первый взгляд	2	2
111	говоря уже о	1	2
112	что же касается	1	2
113	имеем дело уже	1	2
114	что несмотря на	1	2
115	в частности к	1	1
116	и дело не	1	1
117	есть всегда противопоставление	1	1
118	как будто бы	3	1
119	что она не	1	1
120	на том или	1	1
121	плана и эти	1	1
122	как мы это	1	1
123	всему внешнему что	1	1
124	это далеко не	1	1
125	говорит не о	1	1
126	как в этом	1	1
127	и даже не	3	1
128	по себе а	2	1
129	обязательно два различных	1	1
130	как и вообще	1	1
131	вы видите здесь	1	1
132	ни с какой	5	1
133	во всех этих	1	1
134	так что оно	1	1
135	несмотря на то	2	1
136	преодолевается в личности	1	1
137	то что не	1	1
138	да еще и	1	1
139	имеется в виду	3	1
140	обязательно нечто внутреннее	1	1
141	то что с	1	1
142	свою силу и	1	1
143	то или иное	4	1
144	что уже на	1	1
145	ничего не доказывает	1	1
146	что оно дано	1	1
147	различных плана и	1	1
148	есть миф и	2	1
149	одном неделимом лике	1	1
150	внутреннее и внешнее	3	1
151	ее до полного	1	1
152	одного из них	1	1
153	в каждом из	2	1
154	что каждая из	1	1
155	тогда когда оно	2	1
156	все что ни	1	1
157	сказать и о	1	1
158	которое как это	1	1
159	с ним в	1	1
160	не он сам	1	1
161	друг от друга	1	1
162	как более или	2	1
163	есть он сам	2	1
164	видите здесь обязательно	1	1
165	входящее в состав	1	1
166	уже по одному	1	1
167	а о самом	1	1
168	то что она	1	1
169	или иное логическое	1	1
170	оно дано только	1	1
171	на точку зрения	2	1
172	и жениться на	1	1
173	по себе в	1	1
174	к своему собственному	1	1
175	совершенно необходима для	1	1
176	может и должно	1	1
177	с этой стороны	2	1
178	том что именно	2	1
179	в отношении к	1	1
180	в конце концов	4	1
181	хома брут не	1	1
182	бы это было	1	1
183	само по себе	7	1
184	и вместе с	1	1
185	нельзя сказать что	3	1
186	и переменчивые акциденции	1	1
187	всегда противопоставление себя	1	1
188	в отдельности и	1	1
189	для понятия личности	1	1
190	не говорит и	1	1
191	а все остальные	1	1
192	также что в	1	1
193	не есть он	2	1
194	имеет место в	1	1
195	два плана обязательно	1	1
196	этом мы будем	1	1
197	самим по себе	1	1
198	пребывающее ядро и	1	1
199	перед нами два	1	1
200	говоря не в	1	1
201	и не требует	1	1
202	каждом из них	1	1
203	с тех пор	2	1
204	при всей своей	1	1
205	не нуждается в	6	1
206	все же не	1	1
207	или не будет	1	1
208	только то что	6	1
209	плана обязательно отождествляются	1	1
210	на самом же	2	1
211	всем потому что	1	1
212	противопоставление себя всему	1	1
213	эти два плана	1	1
214	том смысле что	3	1
215	имея в виду	1	1
216	и в том	1	1
217	не есть миф	1	1
218	могут быть в	1	1
219	с другом в	1	1
220	своего объекта и	1	1
221	может и не	2	1
222	и эти два	1	1
223	случае не есть	2	1
224	форма может быть	1	1
225	больше и больше	1	1
226	однако не будем	1	1
227	себя всему внешнему	1	1
228	вместе с тем	1	1
229	а не ее	1	1
230	и что же?	1	1
231	и должно быть	3	1
232	самом же деле	2	1
233	всегда говорит не	1	1
234	и далее в	1	1
235	и может быть	3	1
236	личность есть всегда	2	1
237	в том смысле	4	1
238	в правой руке	1	1
239	не было и	1	1
240	два различных плана	1	1
241	и в особенности	1	1
242	совершенно не было	1	1
243	это уже не	1	1
244	есть встреча двух	1	1
245	совмещает в себе	1	1
246	и быть может	1	1
247	или ином отношении	1	1
248	дня и ночи	1	1
249	ту или иную	1	1
250	в любой другой	1	1
251	в сущности это	1	1
252	в виду не	1	1
253	точно так же	3	1
254	как это было	1	1
255	как один из	2	1
256	перед нами как	1	1
257	в себе самом	2	1
258	к выводу что	2	1
259	но и к	1	1
260	сказать что в	1	1
261	и даже в	3	1
262	только в том	1	1
263	ядро и переменчивые	1	1
264	ни на что	3	1
265	только через внешнее	1	1
266	обязательно отождествляются в	1	1
267	в то время	2	1
268	во всех своих	1	1
269	и та же	5	1
270	то и другое	3	1
271	внешнему что не	1	1
272	не есть в	1	1
273	так как будто	2	1
274	она ни была	1	1
275	вопрос о том	1	1
276	что для науки	1	1
277	хотя и не	1	1
278	несмотря на свою	1	1
279	ничто не может	1	1
280	равно как и	1	1
281	гораздо более интенсивное	1	1
282	приводит к тому	1	1
283	на самом деле	3	1
284	субъекта и объекта	4	1
285	я не могу	2	1
286	но и все	1	1
287	к ним не	1	1
288	и в частности	4	1
289	придется понимать как	2	1
290	весьма существенно и	1	1
291	здесь обязательно нечто	1	1
292	не есть она	1	1
293	только тогда когда	4	1
294	как раз в	1	1
295	и все его	1	1
296	необходима для понятия	1	1
297	что в общем	1	1
298	тоже могут быть	1	1
299	и как будто	1	1
300	ни о чем	2	1
301	отождествляются в одном	1	1
302	как бы ни	2	1
303	дано только через	1	1
304	которые могут быть	1	1
305	не менее в	1	1
306	жизнь и смерть	1	1
307	в этом его	1	1
308	содержат в себе	2	1
309	есть она сама	1	1
310	в первую очередь	1	1
311	же как и	1	1
312	с ним и	1	1
313	нет никакой возможности	1	1
314	в одном неделимом	1	1
315	как мы увидим	1	1
316	одна и та	5	1
317	она может быть	1	1
318	и к ним	1	1
319	или хотя бы	2	1
320	почему мы должны	1	1
321	я никогда не	3	1
322	ко всему этому	1	1
323	то что мы	1	1
324	субъект и объект	1	1
325	на что не	3	1
326	мы уже говорили	1	1
327	не может меня	1	1
328	что и в	1	1
329	по себе достаточно	1	1
330	мы имеем не	1	1
331	однако так что	1	1
332	которые могли бы	1	1
333	самом деле не	1	1
334	еще ничего не	1	1
