N	2gram	Tiupa_Anal	Marksizm
1	точки зрения	3	69
2	может быть	19	64
3	и в	36	63
4	и не	14	55
5	как бы	14	53
6	не может	3	47
7	с точки	2	46
8	и его	18	41
9	в этом	19	39
10	таким образом	4	38
11	как мы	4	32
12	языка и	1	31
13	в пределах	5	31
14	лишь в	9	30
15	не только	40	29
16	то же	7	28
17	в нем	3	28
18	но и	26	27
19	связи с	1	25
20	речи и	1	25
21	самом деле	2	25
22	в самом	7	24
23	как и	27	24
24	прежде всего	7	24
25	только в	9	23
26	так и	19	23
27	и т.п	7	23
28	в том	16	22
29	то что	5	22
30	а не	16	22
31	при этом	19	20
32	так сказать	2	20
33	для него	8	20
34	если мы	1	20
35	на почве	3	19
36	не в	9	19
37	если бы	2	19
38	том что	19	19
39	в его	12	19
40	в ее	5	18
41	в слове	5	18
42	и для	4	18
43	но в	8	18
44	вовсе не	2	18
45	все же	6	17
46	в сущности	5	17
47	по отношению	9	16
48	речевого общения	1	16
49	слова и	1	16
50	и как	5	16
51	в то	8	16
52	с помощью	1	15
53	во всех	4	15
54	в связи	1	15
55	отнюдь не	7	15
56	что он	5	15
57	высказывания и	1	15
58	же время	7	15
59	отношению к	9	15
60	в данном	12	14
61	хотя бы	1	14
62	в контексте	3	14
63	в своей	12	13
64	так же	1	13
65	то ни	1	13
66	что в	15	13
67	и здесь	4	13
68	не является	5	13
69	того чтобы	1	13
70	было бы	6	13
71	ничего не	3	13
72	мы не	4	13
73	слова в	2	13
74	для того	1	12
75	того же	7	12
76	в результате	6	12
77	между тем	8	12
78	он не	9	12
79	в основе	2	12
80	является не	1	12
81	а в	17	12
82	не столько	4	11
83	и того	4	11
84	мы уже	2	11
85	и что	2	11
86	и от	3	11
87	слова как	2	11
88	до сих	1	11
89	и на	5	11
90	и все	3	11
91	как в	9	11
92	еще не	7	11
93	на самом	1	11
94	все эти	2	11
95	в ней	2	11
96	высказывания в	1	11
97	сих пор	1	11
98	без исключения	3	10
99	именно в	4	10
100	во всяком	6	10
101	с другой	10	10
102	сказать что	2	10
103	к этому	3	10
104	никогда не	7	10
105	в своем	7	10
106	его в	4	10
107	высказывания как	2	10
108	в таком	2	10
109	одна из	6	10
110	в каждом	4	10
111	в основном	1	10
112	здесь мы	1	10
113	в большинстве	2	10
114	совершенно не	3	10
115	в отличие	5	10
116	с его	15	10
117	здесь в	2	10
118	и потому	3	10
119	отличие от	5	10
120	к тому	10	9
121	одного и	4	9
122	только на	1	9
123	в нашем	4	9
124	в себе	7	9
125	лишь на	3	9
126	большинстве случаев	1	9
127	рядом с	1	9
128	что это	1	9
129	не имеет	1	9
130	и более	1	9
131	это не	4	9
132	как если	1	9
133	в истории	1	9
134	одной из	6	9
135	мысли и	1	8
136	не как	3	8
137	другой стороны	7	8
138	и даже	12	8
139	и с	1	8
140	мы знаем	1	8
141	что и	10	8
142	у него	2	8
143	не было	3	8
144	что не	3	8
145	мы можем	2	8
146	не будет	3	8
147	в форме	2	8
148	за пределы	3	8
149	столь же	7	8
150	в отношении	2	8
151	сводится к	5	8
152	к другому	1	8
153	перед нами	7	8
154	в свою	9	8
155	этого слова	3	8
156	с этим	4	8
157	у нас	1	8
158	смысле этого	1	8
159	в их	7	8
160	и их	3	8
161	и т.д	3	8
162	и ее	3	8
163	или иной	9	8
164	на то	1	8
165	от него	1	7
166	в этих	2	7
167	и те	1	7
168	свою очередь	7	7
169	и формы	1	7
170	он сам	2	7
171	те же	3	7
172	как раз	8	7
173	в качестве	22	7
174	бы в	1	7
175	субъективного сознания	1	7
176	в этой	10	7
177	могут быть	4	7
178	там где	2	7
179	же является	1	7
180	как такой	1	7
181	с ними	2	7
182	на основе	1	7
183	по себе	6	7
184	той же	7	7
185	о том	9	7
186	того что	4	7
187	в начале	10	7
188	далеко не	8	7
189	бы он	1	7
190	место в	4	7
191	в той	3	6
192	является в	1	6
193	от одного	1	6
194	уже не	9	6
195	входит в	4	6
196	одной стороны	3	6
197	в другом	3	6
198	характерно что	2	6
199	с одной	3	6
200	с другими	1	6
201	между ними	3	6
202	не есть	6	6
203	всяком случае	6	6
204	должны быть	1	6
205	этот вопрос	1	6
206	речевой акт	1	6
207	с ее	3	6
208	всех без	3	6
209	то есть	15	6
210	переживания и	1	6
211	от своего	3	6
212	зависимости от	1	6
213	не имеют	1	6
214	и между	1	6
215	что же	1	6
216	тем же	1	6
217	для всего	1	6
218	тот же	3	6
219	он и	4	6
220	все это	5	6
221	вопрос о	1	6
222	как ее	1	6
223	мы должны	1	6
224	из этих	4	6
225	же в	5	6
226	еще более	1	5
227	о чем	5	5
228	в одном	4	5
229	в виду	1	5
230	в первом	2	5
231	она является	1	5
232	не менее	9	5
233	как на	1	5
234	себя в	6	5
235	по преимуществу	3	5
236	должно быть	1	5
237	что такое	1	5
238	от этого	1	5
239	лишь для	1	5
240	жизни в	4	5
241	и у	1	5
242	той или	6	5
243	но как	4	5
244	и тем	3	5
245	и является	3	5
246	в конце	6	5
247	этой проблемы	1	5
248	то в	4	5
249	для себя	2	5
250	и внешнего	1	5
251	оно ни	1	5
252	вместе с	3	5
253	да и	3	5
254	и вот	2	5
255	ее в	2	5
256	связана с	1	5
257	хотя и	4	5
258	работы мы	1	5
259	формы и	1	5
260	этом случае	1	5
261	в более	1	5
262	значение в	2	5
263	связи между	1	5
264	этом отношении	3	5
265	то мы	1	5
266	таком случае	2	5
267	или в	4	5
268	но не	13	5
269	тем более	3	5
270	к одному	2	5
271	она не	3	5
272	одни и	1	5
273	в особенности	4	5
274	и к	7	4
275	оно становится	1	4
276	какой бы	1	4
277	в них	4	4
278	связь с	3	4
279	тем что	3	4
280	обратное влияние	1	4
281	он был	3	4
282	и иных	1	4
283	этой связи	1	4
284	говорит что	1	4
285	перед ним	2	4
286	в зависимости	1	4
287	во всей	1	4
288	исходит из	2	4
289	к ее	2	4
290	к языку	1	4
291	из них	4	4
292	едва ли	6	4
293	внутренней жизни	1	4
294	что они	3	4
295	и он	4	4
296	несмотря на	2	4
297	что все	1	4
298	не знает	2	4
299	в которой	1	4
300	одним из	1	4
301	что она	3	4
302	во внутренней	1	4
303	но ведь	1	4
304	в устах	1	4
305	разрыв между	1	4
306	стремится к	1	4
307	в работе	1	4
308	но при	1	4
309	между двумя	1	4
310	так что	2	4
311	если же	1	4
312	в тех	2	4
313	и тот	1	4
314	из этого	1	4
315	его к	1	4
316	независимо от	1	4
317	имеет свою	2	4
318	и особенно	1	4
319	и ту	2	4
320	не могут	2	4
321	со всеми	2	4
322	себя с	1	4
323	значения и	1	4
324	к его	2	4
325	первом случае	1	4
326	бы и	2	4
327	в становлении	2	4
328	автора и	5	4
329	перейдем к	1	4
330	целый ряд	1	4
331	и до	2	4
332	что здесь	1	4
333	мог бы	3	4
334	только при	1	4
335	и то	2	4
336	уже в	5	4
337	не будем	2	4
338	это и	4	4
339	можно сказать	5	4
340	места в	1	4
341	или даже	1	4
342	к своему	1	4
343	войти в	1	4
344	в одной	2	4
345	стороны и	1	4
346	одного из	4	4
347	и самого	7	4
348	жизни и	2	4
349	и прежде	2	4
350	нуждается в	2	4
351	что было	1	3
352	пределах одного	1	3
353	с героем	2	3
354	не могло	1	3
355	в применении	1	3
356	однако и	3	3
357	даже в	6	3
358	в общей	1	3
359	в своих	3	3
360	с тем	2	3
361	роль в	5	3
362	так в	4	3
363	себя от	1	3
364	определяется не	1	3
365	в дальнейшем	2	3
366	первым и	1	3
367	в действительности	2	3
368	применении к	1	3
369	в этот	1	3
370	т.п в	1	3
371	одной и	2	3
372	но они	2	3
373	говорить о	6	3
374	на пути	2	3
375	эта система	1	3
376	значительной степени	3	3
377	всегда и	2	3
378	их модификации	1	3
379	не становится	1	3
380	места для	1	3
381	же слова	1	3
382	с ним	2	3
383	и внешней	3	3
384	в системе	1	3
385	мы видим	1	3
386	все его	2	3
387	от автора	2	3
388	от его	2	3
389	к себе	1	3
390	в году	5	3
391	тем не	3	3
392	там и	1	3
393	обстоит дело	1	3
394	высказывания не	1	3
395	не о	2	3
396	между этими	1	3
397	между собой	1	3
398	этом как	2	3
399	в русской	9	3
400	все основные	1	3
401	как это	7	3
402	по своей	5	3
403	могла бы	3	3
404	что во	2	3
405	и др	1	3
406	подход к	2	3
407	и есть	1	3
408	для первого	1	3
409	были бы	3	3
410	не так	2	3
411	во втором	4	3
412	вступить в	2	3
413	в последнем	1	3
414	они и	1	3
415	его из	2	3
416	если он	1	3
417	как к	2	3
418	и при	1	3
419	учение о	1	3
420	из которых	2	3
421	имеет место	3	3
422	не на	1	3
423	можно было	2	3
424	должен был	2	3
425	высказывания но	1	3
426	имеет значение	1	3
427	одновременно с	1	3
428	приводит к	5	3
429	со стороны	12	3
430	в следующей	1	3
431	еще и	4	3
432	ни к	3	3
433	его и	1	3
434	в диалоге	2	3
435	поэтому не	1	3
436	потому что	1	3
437	нет никакой	1	3
438	в мир	1	3
439	и той	2	3
440	самого героя	1	3
441	на этот	1	3
442	здесь не	8	3
443	но если	1	3
