N	2gram	Voloshinov	Vvedenie
1	в том	6	38
2	в этом	4	35
3	и в	12	35
4	может быть	14	30
5	том что	5	30
6	не только	4	26
7	того чтобы	1	22
8	таким образом	12	21
9	не может	16	19
10	то что	5	19
11	только в	6	16
12	о том	3	16
13	так как	9	15
14	в общем	1	14
15	что в	2	13
16	в самом	4	13
17	и не	10	13
18	в нем	6	13
19	в его	2	12
20	того что	3	12
21	точки зрения	14	12
22	как на	2	12
23	то же	5	11
24	в ее	1	11
25	по себе	3	11
26	в данном	2	11
27	этом смысле	1	11
28	ясно что	3	11
29	как мы	1	11
30	прежде всего	8	10
31	не в	4	10
32	между тем	3	10
33	уже и	1	10
34	но в	5	10
35	дело с	2	9
36	тем не	3	9
37	все же	4	9
38	но не	2	9
39	не менее	3	9
40	в истории	1	9
41	это не	2	8
42	в качестве	1	8
43	как нечто	1	8
44	именно в	1	8
45	можно было	1	8
46	с другой	4	8
47	и то	2	7
48	до сих	3	7
49	как и	5	7
50	самом деле	3	7
51	но и	3	7
52	сих пор	3	7
53	было бы	1	7
54	только как	1	7
55	как бы	13	7
56	все это	3	6
57	не могут	1	6
58	его в	4	6
59	в какой	2	6
60	вместе с	2	6
61	же время	1	6
62	и это	1	6
63	вовсе не	1	6
64	уже не	4	6
65	хотя бы	5	6
66	и что	2	6
67	как например	1	6
68	сказать что	7	6
69	могут быть	2	6
70	но если	1	6
71	и его	13	6
72	в то	2	6
73	уже в	2	5
74	с этой	2	5
75	хотя и	1	5
76	что и	2	5
77	в виду	5	5
78	другой стороны	2	5
79	в них	3	5
80	дело в	4	5
81	что не	4	5
82	имеет дело	1	5
83	не есть	2	5
84	одно из	1	5
85	данном случае	2	5
86	культуры в	1	5
87	во всяком	1	5
88	языка в	1	5
89	как уже	2	5
90	и тем	1	5
91	а не	5	5
92	независимо от	2	5
93	в целом	1	5
94	как это	2	5
95	всяком случае	1	5
96	в особенности	2	4
97	с одной	2	4
98	тогда когда	2	4
99	с точки	2	4
100	этом отношении	1	4
101	о чем	1	4
102	в результате	1	4
103	по мере	1	4
104	в виде	1	4
105	в себе	3	4
106	особого рода	1	4
107	но все	2	4
108	из двух	1	4
109	в одном	1	4
110	в котором	3	4
111	и ее	3	4
112	в своей	3	4
113	да и	3	4
114	в чем	2	4
115	к тому	1	4
116	по крайней	1	4
117	еще не	3	4
118	как о	1	4
119	даже и	1	4
120	одной стороны	2	4
121	это только	1	4
122	к делу	1	4
123	по отношению	11	4
124	мы имеем	2	4
125	не вполне	1	4
126	крайней мере	1	4
127	можно сказать	5	4
128	отношению к	11	4
129	в области	1	4
130	все более	1	4
131	и для	3	4
132	и обратно	1	4
133	истории литературы	2	3
134	и к	4	3
135	и здесь	2	3
136	и на	4	3
137	зависит от	2	3
138	и вот	1	3
139	при этом	6	3
140	что это	1	3
141	говорит о	1	3
142	не как	1	3
143	что собственно	1	3
144	но что	2	3
145	в отношении	2	3
146	в этих	2	3
147	знания и	1	3
148	связи с	1	3
149	материал для	1	3
150	с чисто	2	3
151	если бы	9	3
152	науки об	1	3
153	сама по	1	3
154	как в	5	3
155	между ними	2	3
156	зависимости от	4	3
157	в каком	3	3
158	и того	1	3
159	литературы в	1	3
160	в конечном	1	3
161	все эти	3	3
162	сливается с	2	3
163	на этом	1	3
164	свое выражение	4	3
165	стороны и	2	3
166	так называемой	3	3
167	в значительной	1	3
168	входит в	1	3
169	же как	1	3
170	в другом	1	3
171	в ней	6	3
172	и тогда	1	3
173	и уже	3	3
174	в слове	1	3
175	в частности	1	3
176	со всей	1	3
177	только на	3	3
178	в изучении	1	3
179	или иных	1	3
180	же самое	2	3
181	от того	4	3
182	так же	3	3
183	при помощи	1	3
184	о литературе	1	3
185	идет речь	1	3
186	отношение к	4	3
187	наряду с	1	3
188	до конца	2	3
189	в своем	2	3
190	в зависимости	2	3
191	и вообще	3	3
192	что она	1	3
193	как будто	1	3
194	здесь не	3	3
195	к этому	2	3
196	тех или	1	3
197	нуждается в	3	3
198	для этого	1	3
199	что уже	1	3
200	историк литературы	1	3
201	мы видели	1	3
202	к нему	4	3
203	никогда не	5	3
204	или иным	1	2
205	так и	4	2
206	и другие	2	2
207	что они	1	2
208	в содержании	1	2
209	что оно	1	2
210	на протяжении	1	2
211	действительности к	1	2
212	и сейчас	1	2
213	должна быть	5	2
214	мы не	3	2
215	нам не	1	2
216	не нужно	1	2
217	несмотря на	1	2
218	вопросу о	1	2
219	это уже	1	2
220	и из	1	2
221	сам по	1	2
222	какой бы	1	2
223	нашего времени	1	2
224	время не	1	2
225	себя в	1	2
226	для них	1	2
227	у нас	1	2
228	в формах	2	2
229	них и	1	2
230	все равно	1	2
231	то она	1	2
232	не было	1	2
233	этой точки	3	2
