N	2gram	Voloshinov	Sovremen
1	не может	8	17
2	может быть	8	12
3	точки зрения	7	12
4	таким образом	6	11
5	мы не	4	9
6	в каждом	4	8
7	в этом	2	7
8	и в	13	7
9	не можем	1	7
10	мы можем	4	6
11	как и	3	6
12	и не	8	6
13	с точки	5	5
14	прежде всего	9	5
15	что же	3	5
16	каждом отдельном	1	5
17	все эти	2	5
18	в условиях	1	5
19	и наконец	5	5
20	отдельном случае	1	5
21	в дальнейшем	1	4
22	а в	2	4
23	так как	3	4
24	вопрос о	1	4
25	не только	6	4
26	мы должны	6	4
27	с помощью	2	4
28	как бы	6	4
29	нет и	1	4
30	в зависимости	2	4
31	их в	1	4
32	вместе с	1	4
33	в целом	2	4
34	в том	2	4
35	зависимости от	2	4
36	точку зрения	3	4
37	и к	2	3
38	с самого	2	3
39	когда мы	1	3
40	уже в	2	3
41	то же	4	3
42	при этом	2	3
43	не в	3	3
44	а не	2	3
45	в системе	1	3
46	все это	4	3
47	мы получим	2	3
48	в одном	3	3
49	самого начала	2	3
50	в конце	1	3
51	и т.д	5	3
52	было бы	4	3
53	в этой	1	3
54	и все	3	3
55	на две	2	3
56	в себе	3	3
57	само собою	1	3
58	что она	1	3
59	одна из	1	3
60	все же	5	3
61	при таком	1	3
62	в области	2	3
63	отнюдь не	1	3
64	в нем	2	3
65	но мы	4	3
66	но в	4	3
67	еще не	1	3
68	с этим	3	2
69	что в	3	2
70	тем не	1	2
71	в самом	2	2
72	мы видим	2	2
73	и что	1	2
74	отличие от	1	2
75	которой он	1	2
76	ее на	1	2
77	и пр	7	2
78	о значении	1	2
79	с одной	2	2
80	в отличие	1	2
81	такого рода	1	2
82	в его	7	2
83	в которую	2	2
84	или же	1	2
85	еще мало	1	2
86	что при	1	2
87	быть и	1	2
88	в некоторых	1	2
89	что такое	1	2
90	может иметь	2	2
91	говорить о	3	2
92	в науке	1	2
93	конечно в	2	2
94	в живом	1	2
95	в новых	1	2
96	в виде	1	2
97	со всеми	1	2
98	а на	1	2
99	как известно	1	2
100	самом деле	3	2
101	в которой	3	2
102	ни одна	1	2
103	же самое	1	2
104	могут быть	2	2
105	не знаем	1	2
106	и есть	1	2
107	и именно	1	2
108	такой же	1	2
109	говорить об	2	2
110	на этом	1	2
111	роль в	2	2
112	не менее	2	2
113	собою разумеется	1	2
114	из одного	1	2
115	тот же	2	2
116	данной области	1	1
117	категорический ответ	1	1
118	только одно	1	1
119	описания и	2	1
120	необходимость в	1	1
121	поскольку она	1	1
122	этого и	1	1
123	к которому	1	1
124	это и	1	1
125	его и	1	1
126	каждый элемент	2	1
127	то он	1	1
128	чем же	2	1
129	этот результат	1	1
130	не является	4	1
131	природа жизнь	1	1
132	в данном	2	1
133	это конечно	1	1
134	только к	1	1
135	в жизненной	2	1
136	и более	1	1
137	осуществляется в	1	1
138	историей не	1	1
139	в действительности	2	1
140	элемента т.е	1	1
141	то само	1	1
