N	3gram	Vygotskiy_	Stilisti
1	в то же	2	9
2	для того чтобы	11	7
3	в зависимости от	6	7
4	то же время	2	7
5	того или иного	1	5
6	с точки зрения	12	5
7	одно и то	1	5
8	мы никогда не	5	5
9	и то же	1	5
10	в свою очередь	3	4
11	то или иное	2	4
12	заключает в себе	3	4
13	ту или иную	1	4
14	и той же	5	4
15	одной и той	5	4
16	с самого начала	1	4
17	то же самое	8	4
18	то что мы	1	4
19	но и в	1	3
20	но для того	1	3
21	во всех своих	1	3
22	на самом деле	6	3
23	в конце концов	6	3
24	тех или иных	2	3
25	не только в	1	3
26	которое может быть	1	3
27	как бы в	1	3
28	мы видели что	2	2
29	и для того	1	2
30	само собой разумеется	1	2
31	все больше и	2	2
32	в самом деле	13	2
33	есть не что	1	2
34	может показаться что	1	2
35	и в сознании	1	2
36	мы не имеем	1	2
37	все то что	3	2
38	приходится иметь дело	3	2
39	вместе с тем	3	2
40	и том же	1	2
41	точном смысле этого	1	2
42	и тем же	1	2
43	и те же	3	2
44	мы видим что	4	2
45	не может быть	14	2
46	больше и больше	2	2
47	и ту же	1	2
48	о том что	9	2
49	одни и те	3	2
50	в действительной жизни	1	2
51	мы увидим что	2	2
52	можно сказать что	2	2
53	в каждом слове	1	2
54	не так как	1	2
55	никогда не сумеем	2	2
56	и вследствие этого	1	2
57	связи с этим	1	2
58	не было бы	3	2
59	одном и том	1	2
60	не что иное	2	2
61	смысле этого слова	2	2
62	с тем и	1	2
63	зависимости от того	1	2
64	мы не знаем	1	2
65	та же самая	2	2
66	только потому что	2	2
67	и в основе	1	2
68	в связи с	2	2
69	к тому что	2	2
70	что иное как	2	2
71	той же самой	2	2
72	в этом отношении	7	2
73	одну и ту	1	2
74	и в области	1	2
75	в тех случаях	1	2
76	мы все же	1	1
77	в том что	21	1
78	и как всякий	1	1
79	но то что	1	1
80	и характер его	1	1
81	благодаря тому что	2	1
82	один из героев	1	1
83	собственном смысле слова	2	1
84	и вот это	2	1
85	в том и	4	1
86	обстановкой в которой	1	1
87	в таких словах	1	1
88	в одном из	2	1
89	таким образом мы	1	1
90	что могло бы	1	1
91	что мы не	2	1
92	вот что говорит	1	1
93	ни на минуту	1	1
94	человек не только	1	1
95	пения и музыки	1	1
96	все сильнее и	1	1
97	но вместе с	1	1
98	в конечном счете	6	1
99	сильнее и сильнее	1	1
100	тому что мы	1	1
101	к одному и	2	1
102	по крайней мере	1	1
103	как материал для	1	1
104	точку зрения на	1	1
105	как только мы	2	1
106	и тому же	1	1
107	и в особенности	1	1
108	отчетливых и ясных	1	1
109	ни в какой	3	1
110	от тех или	1	1
111	не остается ничего	2	1
112	что относится к	1	1
113	в собственном смысле	3	1
114	до наших дней	1	1
115	точка зрения не	1	1
116	в жизни и	1	1
117	как и в	5	1
118	с другими формами	1	1
119	виду что эти	1	1
120	и во всех	2	1
121	и не было	1	1
122	тем не менее	6	1
123	в процессе развития	1	1
124	только в том	4	1
125	что при этом	2	1
126	которые в действительной	1	1
127	говорит один из	1	1
128	в литературном произведении	1	1
129	на вопрос о	1	1
130	при этом не	2	1
131	более или менее	3	1
132	по сравнению с	3	1
133	независимо от того	1	1
134	таким образом в	2	1
135	на этот вопрос	1	1
136	тем что его	2	1
137	а не наоборот	1	1
138	мы приходим к	1	1
139	эту точку зрения	1	1
140	одного и того	1	1
141	однако в другой	1	1
142	и выражение в	1	1
143	и тем что	2	1
144	при всем желании	1	1
145	в том насколько	1	1
146	вновь и вновь	1	1
147	до сих пор	8	1
148	таких словах как	1	1
149	именно потому что	2	1
150	слова то есть	2	1
151	у нас есть	1	1
152	до какой степени	1	1
153	только благодаря тому	1	1
154	одним и тем	1	1
155	то все же	1	1
156	здесь нет и	1	1
157	бросается в глаза	1	1
158	речи но и	1	1
159	тем же самым	1	1
160	чтобы убедиться в	1	1
161	как и всякий	1	1
162	само по себе	8	1
163	иметь дело с	4	1
164	этом не только	1	1
165	не может прийти	1	1
166	тому или иному	1	1
167	не иначе как	1	1
168	в наши дни	1	1
169	одному и тому	1	1
170	и никогда не	1	1
171	она должна была	1	1
172	по себе не	3	1
173	мы должны будем	1	1
174	и вообще не	1	1
175	следует искать в	1	1
176	не только на	1	1
177	не только о	1	1
178	не только не	4	1
179	но мы можем	1	1
180	как говорит один	1	1
181	не в самом	1	1
182	и того же	1	1
183	в те времена	1	1
184	не только ее	1	1
185	не может не	1	1
186	несмотря на это	1	1
187	убедиться в том	1	1
188	кому приходится иметь	1	1
189	в высшей степени	1	1
190	хотя бы только	1	1
191	никогда не найдем	1	1
192	без всякого сомнения	1	1
193	между тем в	1	1
194	при этом она	1	1
195	та или иная	1	1
196	это отнюдь не	1	1
197	на минуту не	1	1
198	на его форме	1	1
199	с другой стороны	7	1
200	то есть к	2	1
201	из которых каждая	2	1
202	вопрос о том	1	1
203	точки зрения и	1	1
204	только тогда когда	4	1
205	по самой своей	1	1
206	и т.д что	1	1
207	так как в	3	1
208	можно было бы	2	1
209	всего того что	1	1
210	мы не можем	2	1
211	теми или иными	1	1
212	и не может	2	1
213	и в этом	1	1
214	же самое и	2	1
215	лежит в основе	2	1
216	те времена когда	1	1
217	т.д что же	1	1
218	отнюдь не является	1	1
