N	3gram	Vinokur_Vv	formyVre
1	и т п	5	32
2	то же время	6	21
3	в то же	6	18
4	как мы уже	2	15
5	в связи с	2	15
6	с точки зрения	4	15
7	для того чтобы	22	12
8	но и в	1	12
9	не только в	4	11
10	до сих пор	7	10
11	и того же	2	9
12	одного и того	2	9
13	в том числе	1	8
14	и прежде всего	1	8
15	и т д	39	7
16	не может быть	10	7
17	в отличие от	4	7
18	в этом отношении	4	7
19	прежде всего в	1	7
20	и как раз	1	6
21	в том же	1	6
22	и в этом	4	6
23	а также и	2	6
24	и в особенности	4	6
25	имеем в виду	1	6
26	с одной стороны	4	6
27	в том что	15	5
28	одной стороны и	3	5
29	той или иной	3	5
30	одно и то	2	5
31	и то же	2	5
32	мы имеем в	1	5
33	в широком смысле	7	5
34	по отношению к	4	4
35	как если бы	1	4
36	но все же	4	4
37	с другой стороны	5	4
38	в средние века	1	4
39	связи с этим	1	4
40	как раз в	1	4
41	в этом случае	6	4
42	во всяком случае	5	4
43	может быть и	2	4
44	в той или	1	3
45	все то что	1	3
46	человека в его	1	3
47	по сравнению с	4	3
48	наряду с этим	1	3
49	здесь все время	2	3
50	может быть только	1	3
51	все же в	1	3
52	в зависимости от	3	3
53	в нем не	1	3
54	что в этом	2	3
55	то же самое	3	3
56	в эпоху возрождения	1	3
57	и все прочие	1	3
58	вместе с тем	3	3
59	в другом месте	2	3
60	в точном смысле	1	3
61	но в то	3	3
62	о том что	13	3
63	так же как	1	3
64	с самого начала	1	3
65	здесь не место	2	3
66	также и в	3	3
67	соответствии с этим	1	2
68	не входят в	1	2
69	с этим в	1	2
70	или иной степени	1	2
71	роста и развития	1	2
72	можно сказать что	3	2
73	каждом из них	1	2
74	в строгом смысле	3	2
75	в частности в	1	2
76	вообще не может	2	2
77	в особенности в	1	2
78	только в этом	1	2
79	как мы видим	1	2
80	могут быть названы	2	2
81	быть и речи	1	2
82	в соответствии с	2	2
83	в данном случае	4	2
84	но в этом	1	2
85	в свою очередь	2	2
86	себе самому и	1	2
87	и др в	1	2
88	в значительной мере	2	2
89	не было бы	1	2
90	и в дальнейшем	1	2
91	здесь как и	1	2
92	и в самом	3	2
93	дело в том	3	2
94	к тому что	1	2
95	с тем что	3	2
96	всего того что	1	2
97	в нем все	1	2
98	в самом широком	1	2
99	это прежде всего	1	2
100	потому что они	1	2
101	в целом ряде	2	1
102	на этой почве	2	1
103	не совпадающем с	1	1
104	в одном и	1	1
105	здесь нет никакого	1	1
106	в более узком	1	1
107	но вместе с	2	1
108	чем больше он	1	1
109	греции и рима	3	1
110	в применении к	6	1
111	все свое значение	1	1
112	том что в	1	1
113	на том что	2	1
114	и тогда когда	1	1
115	в этом смысле	10	1
116	во всех его	1	1
117	мы говорим о	1	1
118	как своего рода	1	1
119	до наших дней	2	1
120	только в том	2	1
121	хотя бы и	2	1
122	во всех отношениях	1	1
123	с этой точки	2	1
124	его отношение к	1	1
125	вовсе не в	2	1
126	в самом деле	6	1
127	не могут не	2	1
128	и как оно	1	1
129	он вовсе не	1	1
130	тем не менее	9	1
131	и в конкретных	2	1
132	когда мы говорим	1	1
133	более или менее	1	1
134	в них и	1	1
135	одним из существенных	1	1
136	сказанного ясно что	1	1
137	на соответствующие явления	1	1
138	то что можно	1	1
139	совершенно ясно что	1	1
140	приходит к выводу	1	1
141	а есть только	1	1
142	но дело не	2	1
143	прежде всего к	1	1
144	же в них	1	1
145	нуждается в какой-то	1	1
146	нечего и говорить	1	1
147	именно этого и	1	1
148	совершенно та же	1	1
149	не место для	1	1
150	и никогда не	1	1
151	можно говорить о	3	1
152	язык в большей	1	1
153	может быть более	1	1
154	того чтобы быть	1	1
155	каждой из них	2	1
156	мы уже знаем	2	1
157	дошедших до нас	1	1
158	в данном отношении	2	1
159	в заключение нашего	1	1
160	с полной ясностью	1	1
161	но и как	1	1
162	во второй части	1	1
163	не может не	1	1
164	по глубине и	1	1
165	и вопрос о	1	1
166	сама по себе	3	1
167	имел в виду	1	1
168	и говорить о	1	1
169	тесно связан и	1	1
170	только то что	1	1
171	слова но и	1	1
172	все это не	1	1
173	а как только	1	1
174	точки зрения на	1	1
175	первой половины xix	1	1
176	одном и том	1	1
177	не то что	1	1
178	и всего того	1	1
179	в значительной степени	1	1
180	и в том	4	1
181	так как в	1	1
182	и до наших	1	1
183	одними и теми	1	1
184	в чистом виде	1	1
185	дело не только	1	1
186	в одном месте	1	1
187	разумеется не в	1	1
188	дошедшие до нас	1	1
189	имеет свои корни	1	1
190	целого но все	1	1
191	свои корни в	1	1
192	широком смысле слова	4	1
193	и вот почему	1	1
194	и том же	1	1
195	все время идет	1	1
196	в отношениях между	1	1
197	что может быть	3	1
198	как мы знаем	1	1
199	первой половине xix	1	1
200	в конце xviii	1	1
201	не до конца	2	1
202	одной из основных	1	1
203	как момент в	1	1
204	этой точки зрения	2	1
205	и закреплены традицией	1	1
206	то что в	1	1
207	между ними и	2	1
208	тот факт что	1	1
209	к выводу что	6	1
210	и той же	2	1
211	и для того	1	1
212	как об этом	2	1
213	народа в их	1	1
214	в первой половине	1	1
215	вот почему в	1	1
216	в них не	1	1
217	в его прямой	1	1
218	на самом деле	1	1
219	если же мы	1	1
220	смысле этого слова	2	1
221	он в то	1	1
222	смысле слова но	1	1
223	в лучшем случае	1	1
224	в конце концов	2	1
225	подобно тому как	2	1
226	зависимости от того	1	1
227	второй половине xix	1	1
228	по вопросу о	1	1
229	в этом ее	1	1
230	тогда когда оно	1	1
231	и теми же	1	1
232	как мы видели	3	1
233	общий вопрос о	2	1
234	но во всяком	1	1
235	том что он	1	1
236	этого целого и	1	1
237	не могут быть	2	1
238	только в прямом	1	1
239	не могло не	1	1
