N	4gram	Losev_Vesc	Dialekti
1	не что иное как	12	18
2	в то же время	4	14
3	и т д и	11	14
4	одно и то же	5	12
5	т д и т	10	12
6	д и т д	10	12
7	есть не что иное	8	11
8	в то время как	4	8
9	или по крайней мере	2	8
10	ни в каком случае	4	7
11	в коем случае не	1	6
12	ни с какой стороны	2	6
13	и в то же	3	6
14	ни в коем случае	1	6
15	т е прежде всего	1	6
16	по крайней мере в	2	6
17	то это значит что	3	5
18	это значит что мы	4	5
19	коем случае не есть	1	5
20	и тем не менее	5	5
21	не имеет никакого отношения	2	4
22	значит? это значит что	2	4
23	с этой точки зрения	3	4
24	это не значит что	1	4
25	это значит? это значит	2	4
26	и то и другое	1	4
27	с какой стороны не	2	4
28	можно только тогда когда	1	4
29	что это значит? это	2	4
30	и т д все	1	4
31	но это значит что	1	4
32	в том смысле что	1	4
33	ничего не говорит о	1	4
34	с одной стороны и	1	4
35	ни на что не	1	4
36	отличается от всего прочего	1	3
37	от всего прочего и	2	3
38	имеет никакого отношения к	1	3
39	т е не есть	1	3
40	в той или другой	2	3
41	т д все это	1	3
42	на самом же деле	1	3
43	одно из двух или	1	3
44	в каком случае не	2	3
45	есть то что мы	1	3
46	и есть то что	1	3
47	и т д в	1	3
48	это значит что в	1	3
49	но в то же	1	3
50	это и значит что	3	3
51	д все это –	1	2
52	что с точки зрения	1	2
53	сама по себе а	1	2
54	и с другой стороны	1	2
55	есть ни в каком	1	2
56	то что мы воспринимаем	1	2
57	что бы то ни	1	2
58	и т д на	1	2
59	так как она есть	1	2
60	должна быть не просто	1	2
61	а это значит что	1	2
62	никогда не есть только	2	2
63	дело вовсе не в	1	2
64	в себе не содержит	1	2
65	и даже больше того	1	2
66	не будучи в состоянии	1	2
67	когда мы говорим что	1	2
68	значит ли это что	4	2
69	дело в том что	4	2
70	только на то что	1	2
71	не было ни в	1	2
72	на себя функции сущности	1	2
73	это значило бы что	3	2
74	есть не больше как	1	2
75	не содержит в себе	1	2
76	это значит что она	4	2
77	так как будто бы	1	2
78	не есть ни в	1	2
79	диалектически это значит что	2	1
80	не есть ни просто	2	1
81	внутреннее и нечто внешнее	1	1
82	никак не различаются между	1	1
83	не было бы и	1	1
