N	3gram	Propp_Isto	SlovoVZh
1	по отношению к	2	11
2	не может быть	6	7
3	можно сказать что	1	5
4	в том что	4	4
5	до сих пор	7	3
6	этой точки зрения	2	3
7	сколько бы мы	1	3
8	тем не менее	6	3
9	бы мы ни	1	3
10	может быть и	1	3
11	на самом деле	1	2
12	одной стороны и	1	2
13	то же самое	1	2
14	с этой стороны	1	2
15	одно и то	2	2
16	в данном случае	2	2
17	конечно не может	1	2
18	в зависимости от	1	2
19	с одной стороны	7	2
20	с другой стороны	10	2
21	и то же	2	2
22	с точки зрения	1	2
23	но тем не	1	2
24	для нас же	1	2
25	можно найти в	2	1
26	сих пор не	1	1
27	все же не	1	1
28	сам по себе	1	1
29	это только одна	1	1
30	и таким образом	2	1
31	таким образом к	1	1
32	о том что	5	1
33	в самом деле	1	1
34	но то же	1	1
35	два основных момента	1	1
36	другой все эти	1	1
37	таким образом мы	3	1
38	только одна сторона	1	1
39	в свою очередь	1	1
40	и на этом	1	1
41	ничего общего с	1	1
42	по себе не	1	1
43	но уже в	2	1
44	что не только	1	1
45	как и в	4	1
46	жизни и на	1	1
47	во всяком случае	1	1
48	в нем и	3	1
49	но в ней	1	1
50	и с другой	1	1
51	только то что	1	1
52	подобно тому как	2	1
53	мы увидим что	1	1
54	с самого начала	1	1
55	же как и	4	1
56	по аналогии с	1	1
57	мы указывали что	1	1
58	в основе своей	1	1
59	так же как	10	1
60	то же время	1	1
61	уже и сейчас	1	1
62	и др все	1	1
63	но и в	2	1
64	в то же	1	1
65	мы имеем в	2	1
66	то время как	3	1
67	образом прежде всего	1	1
68	с другой все	1	1
69	так как в	3	1
70	в частности в	1	1
71	в то время	3	1
72	но все же	6	1
73	и потому не	1	1
74	и здесь мы	1	1
75	может быть только	1	1
