N	3gram	Losev_Prob	TeoriaLi
1	в том что	7	10
2	в то же	4	8
3	того или иного	6	6
4	с другой стороны	7	6
5	более или менее	7	6
6	не может быть	5	5
7	для того чтобы	9	5
8	так или иначе	7	5
9	в данном случае	10	5
10	одного и того	2	4
11	и того же	2	4
12	той или иной	5	3
13	с точки зрения	3	3
14	в этом смысле	8	3
15	имеем в виду	1	3
16	в том числе	2	3
17	тем не менее	25	3
18	можно сказать что	6	3
19	отношение знака к	4	3
20	подобно тому как	2	3
21	тех или иных	2	3
22	мы имеем в	1	3
23	несет в себе	1	3
24	в связи с	7	3
25	с одной стороны	4	3
26	тот или иной	3	3
27	в нашем случае	1	2
28	но и любые	1	2
29	до известной степени	1	2
30	в данном контексте	1	2
31	в данный момент	1	2
32	при этом что	1	2
33	и в самом	2	2
34	как и в	1	2
35	в самом деле	4	2
36	во всех подобных	1	2
37	в самом начале	1	2
38	и то же	1	2
39	в таком случае	14	2
40	внутренней и внешней	1	2
41	одно и то	1	2
42	но в то	1	2
43	том числе и	2	2
44	и тем самым	4	2
45	и в то	1	2
46	во всей его	1	2
47	а с другой	1	2
48	не только не	4	2
49	мы имеем дело	1	2
50	не могут быть	1	2
51	сама по себе	6	2
52	к тому что	1	2
53	бы то ни	2	2
54	в известном смысле	1	2
55	в основе своей	1	2
56	может быть и	5	2
57	собственно говоря только	1	1
58	и не быть	1	1
59	может и не	1	1
60	чтобы оно стало	1	1
61	может быть это	1	1
62	может быть определен	1	1
63	о том о	1	1
64	в той или	1	1
65	в этих случаях	3	1
66	в том и	1	1
67	том случае если	1	1
68	не что иное	5	1
69	отнюдь не в	1	1
70	то есть в	6	1
71	имеют место в	1	1
72	далеко не всякий	3	1
73	и потому что	1	1
74	иметь в виду	4	1
75	и тем же	2	1
76	даже сказать что	1	1
77	еще не есть	5	1
78	что по своему	1	1
79	никак не может	3	1
80	только о том	1	1
81	больше и больше	1	1
82	лежат в основе	1	1
83	в противоречие с	1	1
84	точки зрения логики	1	1
85	по крайней мере	8	1
86	было и не	1	1
87	заключается в том	2	1
88	ту же самую	1	1
89	один из видов	1	1
90	говоря и является	1	1
91	в сравнении с	1	1
92	и не возникает	1	1
93	о том что	16	1
94	то или иное	2	1
95	которые лежат в	1	1
96	в последние десятилетия	2	1
97	чем собственно говоря	1	1
98	в ее внутренней	1	1
99	определенного смысла и	1	1
100	или иной мере	1	1
101	отношений которые в	1	1
102	отчет в том	1	1
103	именно такого рода	1	1
104	имеет дело со	1	1
105	на себя внимание	1	1
106	то есть как	1	1
107	ни к каким	1	1
108	как один из	1	1
109	не все что	1	1
110	но в таком	7	1
111	он стоит и	1	1
112	не является ни	1	1
113	о чем подробно	1	1
114	и тем более	2	1
115	тем и другим	2	1
116	в этом втором	1	1
117	связи с этим	2	1
118	друг от друга	1	1
119	в настоящее время	17	1
120	не совпадает с	2	1
121	здесь мы имеем	1	1
122	и как бы	2	1
123	одной стороны и	2	1
124	в душе своей	1	1
125	начала и конца	1	1
126	момент для понимания	1	1
127	перед нами не	1	1
128	в жизни человека	1	1
129	имеем дело не	1	1
130	в самом общем	1	1
131	всегда так или	1	1
132	с которыми он	1	1
133	в том случае	2	1
134	дело в том	3	1
135	семантики лингвистических единиц	1	1
136	субъекта и объекта	1	1
137	и в частности	3	1
138	а между тем	1	1
139	одним и тем	2	1
140	именно в этом	2	1
141	по своей структуре	1	1
142	в то время	2	1
143	в первую очередь	1	1
144	таким образом что	2	1
145	между собой и	2	1
146	ни одно слово	1	1
147	может и должен	1	1
148	содержит в себе	7	1
149	как раз в	1	1
150	в зависимости от	1	1
151	том о чем	1	1
152	нет в его	1	1
153	чего нет в	1	1
154	точно так же	7	1
155	так же как	2	1
156	и не субъективно	1	1
157	в себе никакого	1	1
158	однако и в	1	1
159	предстают перед нами	1	1
160	уже не просто	1	1
161	в том или	1	1
162	не было и	1	1
163	в отдельности и	1	1
164	в этом случае	6	1
165	можно говорить о	2	1
166	во всей своей	1	1
167	но в силу	1	1
168	а в том	1	1
169	если он не	1	1
170	к тому же	1	1
171	не только на	1	1
172	есть не что	5	1
173	том что в	2	1
174	своими корнями в	1	1
175	между внутренней и	1	1
176	тоже является знаком	1	1
177	на первый взгляд	2	1
178	то же самое	9	1
179	по своему смыслу	2	1
180	каждая из этих	1	1
181	та или иная	1	1
182	том или ином	1	1
183	что иное как	5	1
184	только то что	6	1
185	не только такие	1	1
186	в искусстве не	1	1
187	в таких случаях	2	1
188	уходит своими корнями	1	1
189	а не только	2	1
190	является одним из	1	1
191	имея в виду	1	1
192	иной раз и	1	1
193	также еще и	1	1
194	можно даже сказать	2	1
195	еще и потому	1	1
196	а иной раз	1	1
197	в чистом виде	3	1
198	это было бы	2	1
