N	3gram	Vinokur_Vv	EvropaiC
1	в том что	15	16
2	до сих пор	7	15
3	по отношению к	4	11
4	с точки зрения	4	8
5	более или менее	1	8
6	а между тем	2	8
7	для того чтобы	22	7
8	на самом деле	1	7
9	лишь в том	1	5
10	по сравнению с	4	5
11	в самом деле	6	5
12	так или иначе	4	5
13	о котором идет	1	5
14	не может быть	10	4
15	о том что	13	4
16	и без того	1	4
17	тот факт что	1	4
18	тем не менее	9	4
19	с другой стороны	5	4
20	в конце концов	2	4
21	в этом случае	6	4
22	с течением времени	7	4
23	может быть и	2	4
24	вместе с тем	3	3
25	заключается в том	3	3
26	в целом ряде	2	3
27	в том же	1	3
28	в настоящее время	1	3
29	одного и того	2	3
30	нечего и говорить	1	3
31	так же как	1	3
32	то ни было	1	3
33	в данном случае	4	3
34	и то что	3	3
35	и того же	2	3
36	не может не	1	3
37	в связи с	2	3
38	бы то ни	1	3
39	не может служить	2	2
40	в свою очередь	2	2
41	но вместе с	2	2
42	во всяком случае	5	2
43	заключает в себе	1	2
44	что же касается	2	2
45	в то же	6	2
46	того чтобы быть	1	2
47	именно потому что	1	2
48	в европейской науке	1	2
49	том что он	1	2
50	принять во внимание	2	2
51	то что у	1	2
52	но все же	4	2
53	только то что	1	2
54	с одной стороны	4	2
55	в начале этой	1	2
56	то же время	6	2
57	в том виде	3	2
58	и в том	4	2
59	что несмотря на	2	2
60	не только по	1	1
61	можно представить себе	2	1
62	таким образом мы	1	1
63	том виде как	1	1
64	широком смысле слова	4	1
65	все то что	1	1
66	в большей степени	2	1
67	о котором мы	1	1
68	что это есть	1	1
69	том же направлении	1	1
70	по этому поводу	3	1
71	мы уже знаем	2	1
72	в его собственной	1	1
73	та или иная	1	1
74	на задний план	2	1
75	взгляда на историю	1	1
76	одним из самых	1	1
77	и при том	2	1
78	можно только после	1	1
79	как мы знаем	1	1
80	по крайней мере	4	1
81	разница только в	1	1
82	одна от другой	2	1
83	таким образом по	2	1
84	и в дальнейшем	1	1
85	в одно целое	1	1
86	уже и без	1	1
87	этой точки зрения	2	1
88	то что входит	1	1
89	совершенно ясно что	1	1
90	том или ином	2	1
91	кто так или	1	1
92	большая или меньшая	1	1
93	во всех отношениях	1	1
94	с этой точки	2	1
95	истории других народов	1	1
96	то для того	1	1
97	это может быть	1	1
98	точно так же	2	1
99	таким образом для	1	1
100	в общих чертах	1	1
101	в том числе	1	1
102	нем не осталось	1	1
103	быть и не	1	1
104	только в том	2	1
105	и той же	2	1
106	не в том	2	1
107	и для того	1	1
108	только в этом	1	1
109	до тех пор	1	1
110	том виде в	1	1
111	между тем мы	1	1
112	состоит в том	2	1
113	может быть вполне	1	1
114	говоря уже о	1	1
115	трудно видеть что	5	1
116	не говоря уже	2	1
117	сильнее чем в	2	1
118	у него в	1	1
119	в самом широком	1	1
120	национальной культуры в	1	1
121	именно в этой	1	1
122	и в конце	1	1
123	так как эта	1	1
124	того что в	1	1
125	может быть не	1	1
126	дело в том	3	1
127	и что следовательно	2	1
128	что мы можем	1	1
129	смысле этого слова	2	1
130	что одним из	1	1
131	одно и то	2	1
132	в этом пункте	1	1
133	не трудно видеть	6	1
134	в лучшем случае	1	1
135	и в целом	1	1
136	как мы видели	3	1
137	в зависимости от	3	1
138	самом деле есть	1	1
139	одной и той	2	1
140	можно было бы	4	1
141	дело заключается в	1	1
142	два различных аспекта	1	1
143	самое что и	1	1
144	целом ряде других	1	1
145	речь в общем	1	1
146	в своих собственных	1	1
147	а потому и	1	1
148	в силу указанных	1	1
149	в том или	2	1
150	судя по его	1	1
151	что с течением	1	1
152	а потому что	1	1
153	тогда когда оно	1	1
154	а в том	1	1
155	уже и сейчас	1	1
156	с самого начала	1	1
157	в нем не	1	1
158	в европе и	1	1
159	и то же	2	1
160	одно из двух	1	1
161	между двумя основными	1	1
162	также и то	1	1
163	и т.д в	2	1
164	тем что она	1	1
165	точки зрения на	1	1
166	же самое что	2	1
167	уже о том	1	1
168	то обстоятельство что	1	1
169	в широком смысле	7	1
170	то же самое	3	1
171	и все прочие	1	1
172	а так как	2	1
173	к тому что	1	1
174	с этой целью	1	1
175	все это делает	1	1
176	в котором они	1	1
177	не только с	1	1
178	представление о том	1	1
179	из того что	1	1
180	то увидим что	1	1
181	что входит в	1	1
182	идет речь в	1	1
183	никак не может	1	1
184	только тогда когда	1	1
185	из которых каждый	1	1
186	разница лишь в	1	1
187	но с другой	1	1
188	в чистом виде	1	1
