N	2gram	Bakhtin_Fr	slovoVRo
1	и в	73	92
2	в романе	10	89
3	то есть	36	64
4	может быть	5	59
5	и его	18	59
6	в нем	18	59
7	и не	13	51
8	не только	11	44
9	не может	4	41
10	но и	15	39
11	до конца	5	37
12	в этом	21	36
13	а не	2	34
14	во всех	13	32
15	точки зрения	6	30
16	так и	13	30
17	и др	12	29
18	в пределах	1	29
19	в его	18	27
20	слова в	1	26
21	все это	19	25
22	как бы	15	24
23	слова и	2	24
24	то же	16	23
25	и на	12	22
26	в сущности	8	21
27	как в	9	21
28	не в	12	21
29	вовсе не	11	21
30	в процессе	3	20
31	в то	14	20
32	прежде всего	18	19
33	как мы	19	19
34	с ним	6	18
35	как и	19	18
36	язык и	2	18
37	же время	12	18
38	себя в	3	18
39	или иной	1	18
40	таким образом	34	17
41	оно не	2	17
42	и даже	4	17
43	все же	2	17
44	в основе	3	17
45	в истории	3	17
46	все эти	24	17
47	в большинстве	9	17
48	при этом	5	16
49	в них	14	16
50	отличие от	1	16
51	но в	12	16
52	в той	8	15
53	и с	17	15
54	с точки	4	15
55	со своим	1	15
56	той или	1	15
57	там где	1	15
58	только в	7	14
59	так сказать	5	14
60	в узком	1	14
61	в особенности	5	13
62	в слове	1	13
63	на фоне	1	13
64	авторской речи	1	13
65	это не	7	13
66	с другой	3	13
67	с его	5	13
68	точка зрения	2	13
69	рядом с	9	13
70	и для	8	13
71	и к	6	12
72	в отношении	6	12
73	еще не	3	12
74	во всяком	2	12
75	никогда не	6	12
76	и потому	6	12
77	или в	5	12
78	рыцарский роман	1	12
79	словом и	1	12
80	а в	10	12
81	отношение к	3	12
82	и наконец	6	12
83	один из	5	11
84	в этих	6	11
85	большинстве случаев	9	11
86	с ними	4	11
87	для него	7	11
88	с одной	3	11
89	всех его	3	11
90	на его	1	11
91	в плане	7	11
92	одной стороны	3	11
93	в языке	1	10
94	и их	5	10
95	и все	19	10
96	уже не	2	10
97	все они	7	10
98	лишь в	2	10
99	в своем	13	10
100	в том	13	10
101	она не	1	10
102	в себе	16	10
103	далеко не	2	10
104	в него	4	10
105	всех этих	2	10
106	в основном	2	9
107	романа в	2	9
108	поэтому и	5	9
109	более или	3	9
110	в своей	4	9
111	конечно не	2	9
112	сказать что	4	9
113	так как	9	9
114	здесь в	9	9
115	его в	3	9
116	одна из	7	9
117	в их	5	9
118	или менее	3	9
119	героя и	1	9
120	и других	3	9
121	он не	4	9
122	одним из	3	9
123	и от	10	9
124	но не	1	9
125	с ее	3	9
126	к нему	7	9
127	более того	3	9
128	в самом	9	8
129	для нас	2	8
130	не на	5	8
131	не могут	3	8
132	может стать	2	8
133	в значительной	5	8
134	все время	4	8
135	для понимания	1	8
136	для романа	1	8
137	с этим	4	8
138	человека в	3	8
139	всяком случае	1	8
140	в одной	5	8
141	человека и	3	8
142	и часто	1	8
143	они могут	1	8
144	в ней	10	8
145	во всем	5	7
146	от него	3	7
147	еще более	4	7
148	кроме того	6	7
149	но все	5	7
150	о нем	3	7
151	например в	8	7
152	связанные с	4	7
153	том что	8	7
154	перед нами	5	7
155	сливается с	2	7
156	но здесь	2	7
157	автора и	1	7
158	и иных	1	7
159	известной степени	1	7
160	значительной степени	3	7
161	но именно	3	7
162	здесь не	2	7
163	того же	7	7
164	у него	13	7
165	не было	4	7
166	связи с	5	7
167	и непосредственно	1	7
168	в таком	1	7
169	удельный вес	2	7
170	мы уже	25	7
171	его не	1	7
172	также и	6	7
173	ту же	3	7
174	за пределы	1	7
175	жизни и	6	7
176	в целом	1	7
177	дурак и	1	7
178	что в	14	6
179	и здесь	5	6
180	дело с	1	6
181	даже в	4	6
182	в одном	5	6
183	ни в	7	6
184	другой стороны	2	6
185	по себе	2	6
186	конечно и	4	6
187	именно в	4	6
188	одновременно и	2	6
189	роль в	4	6
190	себя и	1	6
191	большей или	3	6
192	по своим	2	6
193	в свою	3	6
194	наконец в	1	6
195	слов и	6	6
196	и там	1	6
197	в контексте	1	6
198	как к	1	6
199	связан с	3	6
200	одной плоскости	3	6
201	мы сказали	1	6
202	в качестве	11	6
203	xix века	2	6
204	а также	8	6
205	мира и	6	6
206	на этом	6	6
207	например у	2	6
208	между тем	2	6
209	и слова	1	6
210	стороны и	1	6
211	в новое	1	6
212	нем и	1	6
213	или меньшей	2	6
214	он в	2	6
215	которые в	2	6
216	ничего не	4	6
217	в чисто	1	6
218	романе и	1	5
219	должна быть	3	5
220	героя в	2	5
221	и при	1	5
222	не как	2	5
223	а затем	1	5
224	роман в	1	5
225	в результате	7	5
226	и форм	1	5
227	к его	2	5
228	начинает звучать	1	5
229	они не	2	5
230	по отношению	3	5
231	вместе с	9	5
232	о том	13	5
233	но оно	3	5
234	социальных групп	1	5
235	его и	1	5
236	не является	1	5
237	в данном	3	5
238	и более	1	5
239	на античной	1	5
240	мы не	2	5
241	прямой и	1	5
242	с помощью	11	5
243	только на	2	5
244	связанных с	5	5
245	слов о	1	5
246	речи в	2	5
247	той же	9	5
248	отношению к	3	5
249	почти вовсе	3	5
250	но он	8	5
251	в дальнейшем	3	5
252	уже в	9	5
253	хотя и	5	5
254	этом отношении	3	5
255	и этим	2	5
256	с их	1	5
257	как его	2	5
258	или даже	2	5
259	должен быть	4	5
260	в других	2	5
261	особенно в	2	5
262	в каждом	1	5
263	а как	1	5
264	дистанции между	1	5
265	эти формы	1	5
266	не знает	4	5
267	и может	2	5
268	не с	1	5
269	борьба с	3	5
270	и сам	2	5
271	меньшей степени	2	5
272	характерно что	4	5
273	и языка	1	5
274	и по	4	5
275	для этого	2	5
276	имеет дело	2	5
277	до сих	3	4
278	по существу	8	4
279	мы найдем	4	4
280	оно и	3	4
281	оно было	3	4
282	в большей	2	4
283	в некоторых	1	4
284	в другой	2	4
285	те же	3	4
286	в виду	4	4
287	влияние на	5	4
288	для всех	3	4
289	со всеми	4	4
290	очень легко	1	4
291	и самая	3	4
292	где они	1	4
293	слове но	1	4
294	в построении	2	4
295	прямо сказать	1	4
296	отношения к	1	4
297	его на	1	4
298	что он	8	4
299	влияния на	2	4
300	ли он	1	4
301	так же	11	4
302	которая не	1	4
303	как только	1	4
304	на первый	2	4
305	к тому	2	4
306	и образ	6	4
307	художественный образ	1	4
308	в речах	1	4
309	дело не	2	4
310	даже и	1	4
311	того чтобы	2	4
312	все свои	2	4
313	лежат в	1	4
314	в другом	4	4
315	но эти	2	4
316	и уже	1	4
317	и слово	1	4
318	именно на	2	4
319	с этой	4	4
320	в различных	2	4
321	в эпосе	2	4
