N	2gram	Bakhtin_Fr	Stilisti
1	и в	67	42
2	как бы	18	30
3	не только	23	28
4	и т.п	31	25
5	прежде всего	19	22
6	и т.д	2	21
7	хотя бы	2	18
8	то же	18	16
9	но и	23	16
10	и не	23	14
11	может быть	4	13
12	не может	9	13
13	как и	19	12
14	мы уже	13	11
15	точки зрения	7	11
16	в этом	27	10
17	в себе	3	10
18	и как	7	10
19	общественной жизни	1	10
20	как мы	16	10
21	мы не	6	9
22	при этом	5	9
23	все же	7	9
24	то что	9	9
25	для того	8	9
26	в то	17	9
27	таким образом	20	8
28	так как	16	8
29	с тем	3	8
30	и это	5	8
31	в ней	10	8
32	с его	11	8
33	ничего не	5	8
34	и на	12	7
35	так и	14	7
36	слов и	1	7
37	мы можем	5	7
38	только в	6	7
39	в которой	1	7
40	зависимости от	1	7
41	и его	19	7
42	потому что	8	7
43	того чтобы	9	7
44	другими словами	3	7
45	же время	14	7
46	было бы	5	7
47	и той	1	7
48	той же	6	7
49	и от	6	7
50	в зависимости	1	7
51	а не	6	7
52	никогда не	6	7
53	во всех	20	6
54	в его	17	6
55	не в	8	6
56	в нем	20	6
57	в конце	12	6
58	в процессе	1	6
59	и так	1	6
60	на его	2	6
61	бы в	5	6
62	в свою	1	6
63	речи и	1	6
64	с помощью	6	6
65	одно и	1	6
66	в форме	2	6
67	в этой	13	6
68	точку зрения	3	6
69	мы будем	2	6
70	или иной	1	6
71	в области	2	6
72	в той	2	5
73	в самом	7	5
74	связанных с	6	5
75	то есть	49	5
76	уже в	1	5
77	и их	6	5
78	с точки	5	5
79	те же	1	5
80	в живом	1	5
81	все время	3	5
82	самом деле	6	5
83	но все	2	5
84	и с	18	5
85	но в	20	5
86	тому что	1	5
87	вместе с	5	5
88	своей жизни	2	5
89	а с	1	5
90	мы увидим	1	5
91	слова и	2	5
92	как это	5	5
93	и является	1	5
94	а в	4	5
95	у которого	1	5
96	же самое	3	5
97	в нашем	3	5
98	и то	2	5
99	независимо от	3	5
100	и наконец	5	5
101	мы видели	11	5
102	одной и	1	4
103	и к	7	4
104	мы видим	6	4
105	один из	6	4
106	того времени	1	4
107	что это	4	4
108	на него	2	4
109	все это	15	4
110	в качестве	5	4
111	в одном	7	4
112	его в	10	4
113	если бы	2	4
114	и все	18	4
115	с самого	3	4
116	так сказать	2	4
117	к своему	2	4
118	у нас	3	4
119	в словах	1	4
120	да и	2	4
121	как только	1	4
122	уже не	1	4
123	к тому	4	4
124	о том	8	4
125	связаны с	8	4
126	и без	3	4
127	человека не	1	4
128	той или	1	4
129	самого начала	3	4
130	в каждом	3	4
131	можно сказать	4	4
132	если мы	3	4
133	и пр	1	4
134	было в	2	4
135	не существует	1	4
136	так называемой	1	4
137	о своей	2	4
138	не что	1	4
139	можно было	5	4
140	свою очередь	1	4
141	на это	1	4
142	так же	13	4
143	лишь в	3	4
144	в целом	2	4
145	себя в	1	4
146	тем же	1	4
147	что именно	1	4
148	не просто	1	4
149	которой мы	1	4
150	того что	4	4
151	какую роль	1	3
152	построения и	1	3
153	видели что	2	3
154	общества и	1	3
155	и здесь	6	3
156	та же	2	3
157	что у	2	3
158	зрения на	5	3
159	как таковой	1	3
160	и вот	4	3
161	в том	16	3
162	отношения к	1	3
163	несмотря на	3	3
164	для него	4	3
165	хотя и	6	3
166	в разных	2	3
167	ни на	1	3
168	в ее	2	3
169	этих слов	2	3
170	то мы	1	3
171	на самом	8	3
172	что и	8	3
173	в виду	2	3
174	между ними	4	3
175	и само	2	3
176	связи с	7	3
177	и даже	6	3
178	нам в	2	3
179	в основе	6	3
180	жизни это	1	3
181	слова но	2	3
182	но вот	1	3
183	словом и	4	3
184	вряд ли	1	3
185	все эти	12	3
186	как в	4	3
187	по своему	5	3
188	уважение к	1	3
189	том что	13	3
190	роль в	5	3
191	об этом	5	3
192	конце концов	1	3
193	перед нами	6	3
194	еще не	5	3
195	только благодаря	1	3
196	его и	2	3
197	то он	2	3
198	нуждается в	3	3
199	в котором	3	3
200	и социального	1	3
201	в устах	1	3
202	если не	1	3
203	т.п и	1	3
204	связь и	1	3
205	этом мы	1	3
206	и поэтому	2	3
207	между тем	3	3
208	во второй	3	3
209	не знает	1	3
210	в частности	4	3
211	только на	1	3
212	в тех	1	3
213	связь между	1	3
214	в начале	2	3
215	целый ряд	2	3
216	и слово	3	3
217	конечно не	5	3
218	от того	3	3
219	ведь если	1	3
220	их в	2	3
221	заметить что	2	3
222	нет и	4	3
223	не будет	2	3
224	сказать что	12	3
225	может показаться	1	3
226	будем говорить	1	3
227	жизни и	11	3
228	слово и	1	3
229	чаще всего	1	3
230	этого слова	1	3
231	и внутренняя	1	3
232	и эта	2	3
233	к той	1	3
234	у них	2	3
235	не мог	8	3
236	и для	4	3
237	это не	5	3
238	из них	5	3
239	он должен	2	3
240	и всего	1	2
241	события и	1	2
242	для всех	4	2
243	в душе	1	2
244	и он	4	2
245	и этот	2	2
246	трудового процесса	1	2
247	ничем не	1	2
248	на эти	1	2
249	что иное	1	2
250	нас не	1	2
251	в языке	1	2
252	был бы	1	2
253	и при	2	2
254	и потому	1	2
255	еще более	1	2
256	своего героя	2	2
257	глаза и	1	2
258	происходит как	2	2
259	этом отношении	7	2
260	с ним	6	2
261	кроме того	11	2
262	о чем	5	2
263	одном и	1	2
264	но как	1	2
265	для них	2	2
266	в отношении	2	2
267	с другими	3	2
268	это слово	1	2
269	как нечто	1	2
270	но это	10	2
271	в их	4	2
272	речь но	1	2
273	связь с	3	2
274	от их	3	2
275	в своих	1	2
276	не было	3	2
277	в предыдущей	1	2
278	на этот	4	2
279	все то	6	2
280	или в	3	2
281	том же	3	2
282	в наших	1	2
283	речи это	1	2
284	всех его	1	2
285	мы сможем	1	2
286	но эта	3	2
287	но не	6	2
288	тем что	3	2
289	все сказанное	1	2
290	слово в	1	2
291	же слово	1	2
292	это выражение	1	2
293	говорить в	3	2
294	в жизни	4	2
295	в связи	5	2
296	ясно что	1	2
297	интонацией с	1	2
298	что он	7	2
299	в своей	6	2
300	в мире	1	2
301	бы нам	1	2
302	на эту	3	2
303	здесь происходит	1	2
304	это же	1	2
305	и сам	2	2
306	связанные с	7	2
307	ли он	2	2
308	которое не	1	2
309	связанный с	2	2
310	при которых	1	2
311	тому же	5	2
312	должен быть	2	2
313	но мы	3	2
314	на первый	4	2
315	сих пор	3	2
316	и вообще	3	2
317	связано с	3	2
318	смысл то	1	2
319	в дальнейшем	2	2
320	первый взгляд	1	2
321	с этим	6	2
322	нет ничего	1	2
323	нуждаются в	1	2
324	к этому	4	2
325	бы не	2	2
326	еще и	6	2
327	человека в	1	2
328	которого и	1	2
329	бы и	2	2
330	своих высказываний	1	2
331	видим что	2	2
332	мы говорили	2	2
333	даже и	1	2
334	от лица	1	2
335	разных местах	2	2
336	в значительной	2	2
337	из этих	4	2
338	его не	5	2
339	не должен	1	2
340	и ни	3	2
341	относится к	3	2
342	также и	11	2
343	за столом	1	2
344	действительности он	1	2
345	и тогда	1	2
346	что вся	1	2
347	он не	9	2
348	значение и	3	2
349	этот процесс	3	2
350	в середине	1	2
351	должна была	1	2
352	только тогда	1	2
353	в так	1	2
354	в него	1	2
355	между двумя	1	2
356	и больше	2	2
357	нужно было	1	2
358	за ними	1	2
359	для этого	2	2
360	и когда	1	2
361	тем и	1	2
362	ее с	1	2
363	по отношению	1	2
364	времени и	4	2
365	в пределах	2	2
366	значительной степени	1	2
367	выражения как	2	2
368	и те	1	2
369	этот вопрос	1	2
370	не должно	1	2
371	т.п но	1	2
372	человека с	5	2
373	ту же	3	2
374	человека и	1	2
375	при всем	1	2
376	себе в	1	2
377	должны были	1	2
378	перейти к	1	2
379	отношение к	1	2
380	в беседе	1	2
381	друг другу	1	2
382	которые в	1	2
383	вовсе не	19	2
384	одной из	6	2
385	совершенно иначе	1	2
386	тот же	4	2
387	до конца	2	2
388	к которому	1	2
389	на отдельные	1	2
390	в первой	5	2
391	роль играет	4	2
392	место в	3	2
393	есть не	1	2
394	не поймем	1	2
395	отношению к	1	2
396	из трех	1	2
397	здесь не	7	2
398	именно с	1	2
399	человек не	1	2
400	в которых	3	2
401	в разговоре	1	2
402	ведь и	3	2
403	друг друга	1	2
404	не из	1	2
405	и разными	1	2
406	в какой-то	2	2
407	подойти к	1	2
408	иное как	1	2
409	и том	1	2
410	к нему	5	2
411	он пользуется	1	1
412	в особенности	7	1
413	которому он	1	1
414	что в	14	1
415	которого он	1	1
416	ближе к	1	1
417	и каким	1	1
418	нового мира	1	1
419	объединения в	1	1
420	то в	3	1
421	как к	2	1
422	и весь	1	1
423	с полной	3	1
424	дает нам	2	1
425	и другие	5	1
426	лице и	1	1
427	утверждать что	1	1
428	которую они	1	1
429	связи и	1	1
430	и будет	1	1
431	его со	1	1
432	в другой	1	1
433	где-то между	1	1
434	все что	3	1
435	форм и	5	1
436	и самое	1	1
437	до сих	3	1
438	мог он	2	1
439	на языке	3	1
440	выражений заимствованных	1	1
441	все его	1	1
442	еще раз	1	1
443	собой и	1	1
444	можно говорить	2	1
445	ему в	1	1
446	не противоречит	1	1
447	нами не	1	1
448	ведь для	1	1
449	на протяжении	2	1
450	самым существенным	1	1
451	том насколько	1	1
452	и должны	1	1
453	же и	2	1
454	и официальной	3	1
455	был очень	1	1
456	хлеб и	3	1
457	еще говорить	1	1
458	здесь нет	4	1
459	в самый	1	1
460	на вопрос	1	1
461	если в	3	1
462	также что	1	1
463	в романе	15	1
464	находясь в	1	1
465	свидетельствует о	1	1
466	время своего	1	1
467	роль и	2	1
468	того как	1	1
469	время и	2	1
470	же этот	2	1
471	которой не	1	1
472	т.е в	1	1
473	что человек	2	1
474	его с	1	1
475	этот и	1	1
476	тем он	1	1
477	в произведении	1	1
478	но еще	1	1
479	важно для	1	1
480	тогда когда	3	1
481	граница между	3	1
482	своей речи	1	1
483	что я	1	1
484	связан с	2	1
485	значительно позже	1	1
486	принимает форму	2	1
487	здесь слово	1	1
488	одна и	1	1
489	с миром	10	1
490	над природой	1	1
491	и всем	1	1
492	и дает	1	1
493	даже в	5	1
494	ведь они	1	1
495	из всех	1	1
496	формы в	1	1
497	всякого рода	3	1
498	уже знаем	1	1
499	теми или	1	1
500	бы на	1	1
501	далее из	1	1
502	на иной	1	1
503	или иными	1	1
504	них были	1	1
505	только его	1	1
506	этот момент	3	1
507	это уже	1	1
508	тем как	2	1
509	связанное с	2	1
510	людей было	1	1
511	никак не	3	1
512	примыкает к	1	1
513	как раз	5	1
514	сильнее и	2	1
515	души и	1	1
516	общественного человека	1	1
517	тем не	1	1
518	от всего	1	1
519	в литературе	4	1
520	это ни	2	1
521	о нем	2	1
522	до наших	1	1
