N	4gram	Bakhtin_Pr	Myslijsy
1	в то же время	10	13
2	но тем не менее	1	10
3	одного и того же	1	9
4	одной и той же	1	7
5	не в том что	1	7
6	в то время как	2	4
7	и в том что	1	4
8	а в том что	1	4
9	дело в том что	1	4
10	и в этом смысле	2	4
11	в том что он	4	3
12	заключается в том что	1	3
13	с этой точки зрения	1	3
14	в том и другом	2	3
15	уже с самого начала	1	2
16	во всяком случае не	1	2
17	далекие друг от друга	1	2
18	по себе еще не	2	2
19	но с другой стороны	2	2
20	бы то ни было	2	2
21	то же время и	1	2
22	и по отношению к	1	2
23	само по себе не	1	1
24	той мере в какой	1	1
25	именно в том что	2	1
26	самим по себе а	1	1
27	с самого начала все	2	1
28	в той мере в	1	1
29	до сих пор еще	1	1
30	друг к другу и	1	1
31	по крайней мере для	1	1
32	ни в одном из	1	1
33	как мы их понимаем	1	1
34	что бы то ни	1	1
35	нет и не может	1	1
36	но это не значит	1	1
37	в том что это	1	1
38	то есть только в	1	1
39	перестать быть самим собою	1	1
40	можно сказать что в	1	1
41	если бы это было	1	1
42	как бы ни были	1	1
43	свободы и необходимости в	1	1
44	как более или менее	1	1
45	и не могут быть	1	1
46	то же самое слово	1	1
47	с другой стороны и	1	1
48	те же что и	1	1
49	во что бы то	1	1
50	имеет ничего общего с	1	1
51	то есть представляет ее	1	1
52	не было бы никакого	1	1
53	в этом отношении не	1	1
54	тем не менее и	1	1
55	в том что мы	1	1
56	зависит от того как	1	1
57	не только в смысле	1	1
58	можно было бы сказать	1	1
59	и в том и	1	1
60	в мире а прежде	1	1
61	бы то ни стало	1	1
62	для нас потому что	1	1
63	то есть не сливается	1	1
64	то что я называю	1	1
65	именно потому что он	1	1
66	и не может быть	1	1
67	иначе и быть не	1	1
68	что входит в его	1	1
69	бы он ни был	2	1
70	то есть если бы	1	1
71	по отношению к ним	1	1
72	зрения на мир такой	1	1
73	в том числе и	1	1
74	как бы он ни	1	1
75	но на самом деле	1	1
76	не имеет ничего общего	1	1
77	в самом деле в	1	1
78	по отношению к нему	1	1
79	то же время не	3	1
80	мы можем судить о	1	1
81	с точки зрения нашего	5	1
82	и быть не может	1	1
83	так же как и	3	1
84	и в этом отношении	2	1
85	подобно тому как в	2	1
