N	3gram	Voloshinov	Sovremen
1	мы не можем	1	6
2	с точки зрения	6	5
3	не может быть	3	4
4	с самого начала	4	3
5	друг с другом	1	2
6	то же самое	1	2
7	через некоторое время	1	2
8	во всяком случае	3	2
9	так как он	1	2
10	он может быть	1	1
11	все же в	1	1
12	всяком случае не	1	1
13	то ни было	1	1
14	но мы знаем	1	1
15	и ни в	1	1
16	мы знаем что	1	1
17	в том что	1	1
18	на самом деле	4	1
19	не могут быть	2	1
20	до сих пор	3	1
21	мы по крайней	1	1
22	а может быть	1	1
23	в свое время	1	1
24	не что иное	1	1
25	одна и та	1	1
26	и та же	1	1
27	зрения может быть	1	1
28	в связи с	1	1
29	в самом деле	2	1
30	быть сведен без	1	1
31	сведен без остатка	1	1
32	дело в том	1	1
33	но мы уже	1	1
34	могут быть поняты	1	1
35	а в конце	1	1
36	что же делает	1	1
37	той или иной	1	1
38	вместе с ним	1	1
39	что иное как	1	1
40	в данном случае	1	1
41	давая себе даже	1	1
42	конечном счете только	1	1
43	мы уже знаем	1	1
44	совершенно так же	1	1
45	ничего общего не	1	1
46	и прежде всего	1	1
47	в конечном счете	2	1
48	на другую и	1	1
49	уже знаем что	1	1
50	с одной стороны	1	1
51	не дает нам	1	1
52	со всеми его	1	1
53	а потом и	1	1
54	так же как	2	1
55	по аналогии с	2	1
56	только одна из	1	1
57	и может быть	2	1
58	никакому сомнению что	1	1
59	бы то ни	1	1
60	теперь мы должны	1	1
61	но отнюдь не	2	1
62	а в некоторых	1	1
63	и в этом	2	1
64	по крайней мере	3	1
65	шаг за шагом	1	1
66	может быть сведен	1	1
67	можно было бы	1	1
68	друг на друга	2	1
69	в этом смысле	3	1
70	по его мнению	1	1
71	не давая себе	1	1
72	может быть только	1	1
