N	3gram	Bakhtin_KF	Psycholo
1	в том что	2	78
2	для того чтобы	1	70
3	на то что	1	55
4	то же самое	1	31
5	с точки зрения	10	29
6	не может быть	11	23
7	до сих пор	1	23
8	к тому что	1	20
9	на самом деле	3	17
10	в зависимости от	1	15
11	во всяком случае	1	14
12	само по себе	1	14
13	и в этом	3	13
14	мы никогда не	1	11
15	в конечном счете	1	11
16	вместе с тем	1	10
17	только в том	1	10
18	и то что	1	10
19	не в том	1	10
20	потому что в	1	9
21	в том случае	1	9
22	и как бы	1	8
23	смысле этого слова	1	8
24	в этом смысле	3	7
25	в свою очередь	1	7
26	что и в	1	7
27	и та же	2	6
28	и может быть	2	6
29	никогда не может	1	6
30	мы не можем	1	6
31	и тот же	3	6
32	тем не менее	2	6
33	того или иного	3	6
34	в противоречие с	1	6
35	ни в каком	2	5
36	как если бы	1	5
37	один и тот	3	5
38	не было бы	3	5
39	и в результате	1	5
40	и во всех	1	5
41	в том смысле	1	5
42	в лучшем случае	1	5
43	вместо того чтобы	1	5
44	в настоящее время	1	4
45	и того же	1	4
46	во всех остальных	1	4
47	лежит в основе	1	4
48	ли это что	1	4
49	значит ли это	1	4
50	вопрос о том	2	4
51	то или иное	2	4
52	он не может	1	4
53	не значит что	1	4
54	здесь мы видим	1	4
55	одного и того	1	4
56	формы и содержания	1	4
57	не для того	1	4
58	том что мы	1	4
59	только тогда когда	1	4
60	же самое что	1	4
61	одна и та	2	4
62	это и есть	1	4
63	в основе своей	1	4
64	по себе а	1	3
65	в себя и	1	3
66	не потому что	1	3
67	не есть еще	1	3
68	мы не имеем	1	3
69	по отношению к	22	3
70	нас как бы	1	3
71	как и на	1	3
72	дело в том	1	3
73	было бы совершенно	1	3
74	может быть и	1	3
75	несмотря на то	1	3
76	может быть дано	1	3
77	в нем нет	1	3
78	бы то ни	2	3
79	то же время	2	3
80	в то же	2	3
81	не может стать	1	3
82	он может быть	2	3
83	я не могу	1	3
84	то все же	1	3
85	во всех этих	2	3
86	до конца и	1	3
87	вовсе не значит	2	3
88	с исчерпывающей ясностью	1	3
89	что и для	1	2
90	а следовательно и	1	2
91	не в этом	1	2
92	дело не в	1	2
93	когда мы говорим	1	2
94	а не как	1	2
95	с ним в	1	2
96	бы не было	1	2
97	но для того	1	2
98	не совпадает с	1	2
99	к которой мы	1	2
100	именно в этой	1	2
101	того что в	1	2
102	но может быть	1	2
103	между тем как	3	2
104	и тем самым	1	2
105	и в своих	1	2
106	но в этом	1	2
107	и тем не	1	2
108	той или иной	2	2
109	то что и	1	2
110	и только в	3	2
111	в целом не	1	2
112	здесь вовсе не	1	2
113	может быть в	3	2
114	здесь мы имеем	2	2
115	и в своем	1	2
116	жизни и смерти	1	2
117	это и не	1	2
118	к такому же	1	2
119	не зависит от	1	2
120	тем или иным	1	2
121	тогда когда он	1	2
122	и все же	1	2
123	что может быть	1	2
124	а не к	1	2
125	на задний план	1	2
126	отчетливо и ясно	1	2
127	может быть только	7	2
128	согласиться с тем	1	2
129	в первом случае	1	2
130	то ни было	2	2
131	не может не	1	2
132	то что форма	1	2
133	для нас важно	2	2
134	сих пор не	1	2
135	быть дано только	1	2
136	равно как и	1	2
137	если бы оно	1	2
138	там где есть	1	2
139	имеем в виду	2	2
140	и именно в	1	2
141	но никто не	1	2
142	то что я	2	2
143	что в области	1	2
144	к содержанию как	1	2
145	в их теоретической	1	1
146	может быть ответственно	1	1
147	в чем не	4	1
148	но все они	2	1
149	влечет за собой	1	1
150	мы не найдем	1	1
151	она могла бы	2	1
152	его в движение	1	1
153	и всякий другой	1	1
154	рядом с ними	1	1
155	это не есть	3	1
156	между содержанием и	1	1
157	по отношению ко	4	1
158	есть для меня	1	1
159	отношения к ним	1	1
160	целом не может	1	1
161	было дано в	1	1
162	если бы я	1	1
163	вытекает из самого	1	1
164	могут быть признаны	1	1
165	берегов отчизны дальной	1	1
166	в нем нельзя	2	1
167	не может жить	1	1
168	жизни в его	1	1
169	и не нужно	1	1
170	и есть основа	1	1
171	она в целом	1	1
172	но не в	1	1
173	герой и героиня	1	1
174	хотя бы только	1	1
175	а не из	2	1
176	и говорить о	1	1
177	в одном случае	1	1
178	ним и только	1	1
179	то прежде всего	1	1
180	быть представлен как	1	1
181	но это не	1	1
182	из которых как	1	1
183	нет места для	1	1
184	и не быть	2	1
185	спросить в каком	1	1
186	даже там где	1	1
187	и в трагедии	1	1
188	ни о каких	1	1
189	других людей и	2	1
190	в данный момент	3	1
191	как это было	1	1
192	ясно что это	1	1
193	то есть что	1	1
194	на том что	1	1
195	если мы возьмем	1	1
196	это можно сделать	1	1
197	в ту или	1	1
198	что тем самым	1	1
199	установить между ними	1	1
200	уже во власти	1	1
201	во всех своих	3	1
202	независимо от того	1	1
203	зависит от того	1	1
204	мы будем говорить	1	1
205	уже не может	2	1
206	со всех сторон	1	1
207	в которую я	1	1
208	самого по себе	1	1
209	все это только	1	1
210	включает в себя	2	1
211	вовсе не есть	2	1
212	отсюда ясно что	1	1
213	и в своей	3	1
214	и все остальные	1	1
215	во всей его	2	1
216	но не могу	1	1
217	и мы получим	1	1
218	по самому своему	1	1
219	мы ничего не	1	1
220	не в одном	1	1
221	она может быть	1	1
222	должен быть представлен	1	1
223	от себя и	1	1
224	все это в	1	1
225	и только для	1	1
226	они лежат в	1	1
227	связанная с ним	1	1
228	и подчиняется в	1	1
229	ни в чем	4	1
230	у меня есть	1	1
231	в другом случае	1	1
232	если бы не	1	1
233	том случае когда	1	1
234	время от времени	1	1
235	может быть понято	1	1
236	том смысле в	1	1
237	бы и не	2	1
238	может войти в	1	1
239	оставить в стороне	1	1
240	тогда оказалось бы	1	1
241	заключать в себе	1	1
242	это значило бы	2	1
243	с нашей точки	1	1
244	же не может	1	1
245	какого бы то	1	1
246	в средние века	1	1
247	в нем как	4	1
248	нашей точки зрения	1	1
249	и в каких	1	1
250	во всех отношениях	2	1
251	в том же	1	1
252	не может ничего	1	1
253	и должен быть	1	1
254	как и всякое	1	1
255	но и тут	1	1
256	и вследствие этого	1	1
257	ее жизни и	1	1
258	для берегов отчизны	1	1
259	сводится к следующему	1	1
260	могло бы быть	1	1
261	все что есть	1	1
262	не само по	1	1
263	и в то	1	1
264	как бы он	1	1
265	с ним и	1	1
266	в нем не	1	1
267	лежащий в основе	1	1
268	именно на том	1	1
269	действием и его	1	1
270	в виду и	1	1
271	а не в	2	1
272	все дело не	1	1
273	и в его	1	1
274	к чему не	2	1
275	не может возникнуть	1	1
276	образом и в	1	1
277	смысле в котором	1	1
278	со стороны общей	1	1
279	быть не может	1	1
280	хiх и хх	2	1
281	мы имеем два	1	1
