N	2gram	Tiupa_Narr	StatiiOP
1	и в	19	103
2	в том	18	89
3	том что	14	77
4	в этом	17	76
5	что в	3	74
6	не только	32	60
7	о том	6	47
8	но и	23	46
9	то что	11	44
10	что он	6	42
11	в его	9	42
12	и не	20	41
13	может быть	25	38
14	было бы	4	32
15	в этой	5	31
16	вовсе не	1	31
17	тем что	3	29
18	таким образом	1	28
19	а в	11	27
20	а не	12	27
21	но в	6	26
22	что это	3	25
23	так и	9	25
24	этом отношении	3	24
25	и его	5	24
26	все же	7	23
27	точки зрения	10	23
28	не в	14	23
29	потому что	1	23
30	как в	7	22
31	того что	2	22
32	прежде всего	4	22
33	у нас	1	22
34	в области	2	22
35	и пр	1	21
36	до сих	1	20
37	это не	2	20
38	сих пор	1	19
39	в то	3	19
40	только в	4	19
41	в котором	1	18
42	с другой	8	18
43	он не	3	18
44	но также	1	18
45	об этом	1	18
46	не может	10	18
47	в самом	1	17
48	в году	1	17
49	в русской	1	17
50	самом деле	2	17
51	в россии	1	17
52	как бы	4	17
53	в данном	5	17
54	сказать что	4	16
55	можно было	2	16
56	если бы	1	16
57	в ней	3	16
58	другой стороны	4	15
59	как и	7	15
60	по поводу	1	15
61	из этих	3	15
62	у него	4	15
63	и на	3	15
64	например в	2	15
65	как раз	2	15
66	для него	2	15
67	также и	1	15
68	то же	4	14
69	но все	4	14
70	к тому	7	14
71	с точки	2	14
72	между тем	3	14
73	в той	6	13
74	именно в	6	13
75	в своем	2	13
76	из них	3	13
77	в качестве	21	13
78	а с	3	13
79	в конце	1	13
80	в нем	4	13
81	со стороны	9	13
82	но это	1	13
83	дело в	1	13
84	что касается	2	13
85	жизни и	3	13
86	не менее	3	12
87	хотя бы	4	12
88	что у	2	12
89	ни в	3	12
90	что они	3	12
91	в тексте	16	12
92	в них	1	11
93	в другом	1	11
94	никогда не	3	11
95	не было	2	11
96	и с	4	11
97	и по	1	11
98	своего рода	12	11
99	из его	1	11
100	все эти	2	11
101	это было	1	11
102	не столько	4	10
103	в виду	1	10
104	связь с	1	10
105	речь идет	4	10
106	так же	2	10
107	отметить что	1	10
108	в целом	1	10
109	что и	1	10
110	но он	1	10
111	во всех	1	10
112	а как	1	10
113	же время	4	10
114	ничего не	2	10
115	ответ на	1	10
116	на самом	1	10
117	но не	6	10
118	во второй	2	10
119	в частности	14	10
120	в начале	1	10
121	и к	1	9
122	с этой	1	9
123	говорит о	2	9
124	можно сказать	5	9
125	внимание на	1	9
126	несмотря на	2	9
127	его жизни	2	9
128	в чем	1	9
129	и тем	4	9
130	не является	8	9
131	такого рода	7	9
132	времени и	7	9
133	и для	2	9
134	для нас	1	9
135	что мы	2	9
136	место в	1	9
137	в результате	2	8
138	и даже	3	8
139	в речи	1	8
140	по его	1	8
141	к которому	2	8
142	связи с	4	8
143	одним из	2	8
144	действующих лиц	1	8
145	и др	2	8
146	могут быть	3	8
147	в общем	1	8
148	должен был	1	8
149	в которых	1	8
150	не имеет	2	8
151	тем не	3	8
152	совершенно не	2	8
153	и более	1	8
154	мы имеем	2	8
155	в их	1	8
156	а также	7	8
157	в какой	2	8
158	дело не	1	8
159	отношение к	2	8
160	с которыми	1	7
161	о чем	2	7
162	по себе	5	7
163	отличается от	4	7
164	в это	1	7
165	и сейчас	2	7
166	не мог	4	7
167	точка зрения	6	7
168	того же	1	7
169	в ее	3	7
170	что все	1	7
171	как это	6	7
172	во втором	4	7
173	то в	6	7
174	и то	1	7
175	можно назвать	1	7
176	еще не	7	7
177	одной из	4	7
178	нас нет	1	7
179	данном случае	4	7
