N	2gram	Propp_Morf	Vvedenie
1	и т	62	45
2	т е	25	40
3	т д	60	39
4	в том	10	38
5	в этом	18	35
6	и в	17	35
7	может быть	61	30
8	том что	7	30
9	не только	8	26
10	для того	3	23
11	того чтобы	4	22
12	таким образом	26	21
13	также и	6	20
14	не может	19	19
15	то что	10	19
16	потому что	7	18
17	только в	3	16
18	со стороны	5	16
19	о том	6	16
20	так как	20	15
21	представляет собой	17	14
22	что в	10	13
23	и не	16	13
24	в его	1	12
25	того что	3	12
26	в их	1	12
27	точки зрения	7	12
28	что такое	3	12
29	как на	1	12
30	то же	10	11
31	в ее	1	11
32	в данном	2	11
33	ясно что	5	11
34	как мы	8	11
35	прежде всего	14	10
36	не в	3	10
37	вопрос о	10	10
38	между тем	5	10
39	в той	1	10
40	но в	4	10
41	дело с	1	9
42	представляют собой	16	9
43	тем не	7	9
44	все же	9	9
45	из этих	2	9
46	но не	8	9
47	и как	6	9
48	не менее	7	9
49	это не	6	8
50	в качестве	8	8
51	как нечто	1	8
52	именно в	1	8
53	о котором	1	8
54	можно было	4	8
55	с другой	9	8
56	и то	1	7
57	до сих	1	7
58	смысле слова	4	7
59	в применении	1	7
60	как и	4	7
61	самом деле	4	7
62	но и	9	7
63	сих пор	1	7
64	было бы	5	7
65	только как	1	7
66	этот вопрос	4	7
67	как бы	6	7
68	один из	7	6
69	на вопрос	2	6
70	об этом	5	6
71	этом случае	10	6
72	к истории	1	6
73	все это	2	6
74	не могут	7	6
75	его в	4	6
76	на этот	2	6
77	тем что	4	6
78	с тем	2	6
79	в какой	3	6
80	а именно	1	6
81	в которых	2	6
82	же время	1	6
83	и это	1	6
84	так например	3	6
85	вовсе не	6	6
86	уже не	4	6
87	применении к	1	6
88	и даже	2	6
89	в руки	4	6
90	хотя бы	5	6
91	и что	3	6
92	как он	1	6
93	как например	2	6
94	сказать что	4	6
95	могут быть	21	6
96	но если	10	6
97	и его	3	6
98	в то	4	6
99	а в	8	6
100	иное как	2	6
101	а потому	2	5
102	с этой	3	5
103	хотя и	5	5
104	что и	10	5
105	в виду	1	5
106	другой стороны	5	5
107	в них	1	5
108	в г	1	5
109	но с	2	5
110	в первом	5	5
111	одним из	2	5
112	дело в	1	5
113	что не	1	5
114	не есть	1	5
115	что он	5	5
116	приходим к	3	5
117	что иное	2	5
118	одно из	1	5
119	по своему	2	5
120	данном случае	2	5
121	во всяком	2	5
122	наука о	2	5
123	в течение	1	5
124	как уже	3	5
125	так что	1	5
126	и тем	3	5
127	а не	11	5
128	говорить о	4	5
129	есть и	4	5
130	дело не	2	5
131	в различных	2	5
132	на основании	1	5
133	д но	4	5
134	не что	2	5
135	или вообще	2	5
136	независимо от	4	5
137	она есть	1	5
138	в целом	5	5
139	как это	7	5
140	есть не	1	5
141	всяком случае	2	5
142	в особенности	1	4
143	ответ на	2	4
144	только что	3	4
145	здесь нет	1	4
146	с одной	2	4
147	с точки	6	4
148	этом отношении	2	4
149	о чем	1	4
150	из наиболее	1	4
151	как раз	1	4
152	в результате	8	4
153	в виде	3	4
154	в себе	1	4
155	видит в	1	4
156	в интересах	2	4
157	но все	4	4
158	из двух	3	4
159	в одном	2	4
160	в котором	1	4
161	и ее	5	4
162	но ведь	1	4
163	в своей	1	4
164	в чем	2	4
165	к тому	5	4
166	еще не	4	4
167	не имеет	2	4
168	в каждом	1	4
169	еще и	1	4
170	одной стороны	2	4
171	связана с	3	4
172	быть названо	4	4
173	по отношению	7	4
174	мы имеем	19	4
175	не вполне	1	4
176	так называемых	2	4
177	и изучение	3	4
178	отличие от	1	4
179	в тексте	1	4
180	можно сказать	2	4
181	отношению к	7	4
182	одной из	2	4
183	в области	1	4
184	все более	1	4
185	и для	4	4
186	из них	4	4
187	и к	4	3
188	в свое	2	3
189	с этим	14	3
190	собственном смысле	3	3
191	что с	1	3
192	можно говорить	1	3
193	и здесь	7	3
194	и на	1	3
195	как такового	2	3
196	этой области	1	3
197	того как	2	3
198	и вот	1	3
199	при этом	1	3
200	что это	3	3
201	в сущности	3	3
202	из которых	5	3
203	не как	1	3
204	в с	1	3
205	в этих	17	3
206	чем в	2	3
207	связи с	12	3
208	материал для	1	3
209	если бы	3	3
210	а также	7	3
211	в силу	1	3
212	в очень	2	3
213	во внимание	1	3
214	вообще не	2	3
215	в в	2	3
216	в собственном	3	3
217	вряд ли	2	3
218	одновременно и	1	3
219	как в	5	3
220	этим в	1	3
221	нисколько не	1	3
222	между ними	1	3
223	в каком	2	3
224	той или	1	3
225	чем же	1	3
226	все эти	5	3
227	то это	5	3
228	как целое	1	3
229	и есть	3	3
230	что даже	1	3
231	на этом	4	3
232	так называемой	1	3
233	что же	2	3
234	входит в	4	3
235	так чтобы	1	3
236	в другом	2	3
237	совсем не	3	3
238	или же	7	3
239	и тогда	3	3
240	во второй	2	3
241	в частности	2	3
242	об отношении	1	3
243	только на	1	3
244	или иных	1	3
245	не с	2	3
246	в этой	3	3
247	же самое	1	3
248	в начале	3	3
249	от того	4	3
250	так же	4	3
251	при помощи	12	3
252	или как	1	3
253	и наоборот	4	3
254	отношение к	1	3
255	однако в	2	3
256	наряду с	7	3
257	в текстах	1	3
258	или иной	1	3
259	и вообще	1	3
260	что она	2	3
261	одна из	5	3
262	как будто	2	3
263	здесь не	3	3
264	он сам	1	3
265	к этому	4	3
266	тех или	1	3
267	раньше чем	5	3
268	к нему	3	3
269	во всем	1	2
270	так и	10	2
271	д все	2	2
272	и другие	6	2
273	что они	5	2
274	во втором	7	2
275	в научной	2	2
276	исторического изучения	1	2
277	после того	1	2
278	первом случае	3	2
279	собой в	2	2
280	должна быть	2	2
281	мы не	8	2
282	не нужно	1	2
283	момента в	1	2
284	и далее	1	2
285	несмотря на	4	2
286	вопросу о	2	2
287	ни к	2	2
288	учение о	5	2
289	это уже	3	2
290	и был	1	2
291	или нет	2	2
292	а затем	10	2
293	что несмотря	1	2
294	и сама	1	2
295	иначе но	1	2
296	себя в	2	2
297	не столько	1	2
298	у нас	3	2
299	в формах	1	2
300	и развития	1	2
301	то она	1	2
302	в таких	3	2
303	в своих	2	2
304	стоит в	1	2
305	этой точки	1	2
306	этого не	2	2
307	ни одна	4	2
308	и с	1	2
309	наших дней	2	2
310	по их	5	2
311	каким образом	1	2
312	исторической действительности	1	2
313	которое в	1	2
314	это еще	2	2
315	по существу	13	2
316	с теми	4	2
317	как явление	1	2
318	к разным	1	2
319	том или	1	2
320	например в	2	2
321	до наших	2	2
322	тому что	5	2
323	с известного	1	2
324	случае не	4	2
325	к таким	1	2
326	в связи	10	2
327	подобно тому	6	2
328	е не	1	2
329	в ряду	1	2
330	и при	3	2
331	и со	1	2
332	по тем	1	2
333	по его	1	2
334	о которых	1	2
335	же касается	1	2
336	идет об	1	2
337	пока не	1	2
338	возникает вопрос	3	2
339	этих случаях	15	2
340	могло бы	1	2
341	вопрос что	3	2
342	и те	1	2
343	во всех	6	2
344	этих двух	1	2
345	ними и	1	2
346	которые не	1	2
347	но как	3	2
348	мы можем	5	2
349	а с	2	2
350	не существует	3	2
351	а если	4	2
352	можно считать	1	2
353	что мы	2	2
354	когда мы	1	2
355	с изучением	2	2
356	что каждая	1	2
357	само собой	1	2
358	мы уже	4	2
359	ничего не	5	2
360	к отдельным	2	2
361	в свою	1	2
362	д в	2	2
363	тому как	5	2
364	из его	2	2
365	в этот	1	2
366	уже знаем	1	2
367	еще раз	1	2
368	мы должны	3	2
369	уже было	1	2
370	быть и	2	2
371	для нее	1	2
372	из таких	2	2
373	именно на	1	2
374	увидим что	2	2
375	если же	5	2
376	точно так	2	2
377	в тех	8	2
378	от других	2	2
379	в форме	6	2
380	и до	1	2
381	не место	1	2
382	лишь как	1	2
383	тогда как	2	2
384	в обоих	2	2
385	свою очередь	1	2
386	наука не	1	2
387	состоит в	3	2
388	чем они	1	2
389	может ли	1	2
390	что здесь	1	2
391	одно и	1	2
392	если это	3	2
393	что следовательно	1	2
394	мог бы	1	2
395	и др	12	2
396	значение и	3	2
397	должно быть	1	2
398	это делает	1	2
399	в основу	2	2
400	них не	1	2
401	путь от	1	2
402	в известных	1	2
403	с помощью	1	2
404	чаще всего	11	2
405	что именно	2	2
406	на то	3	2
407	в создании	1	2
408	его к	1	2
409	на котором	4	2
410	надо было	1	2
411	быть названы	1	2
412	но это	6	2
413	его можно	1	2
414	бы в	2	2
415	имеет свою	1	2
416	и совершенно	1	2
417	только о	1	2
418	д а	2	2
419	в который	1	2
420	общий вопрос	1	2
421	не выдерживает	1	1
422	разным типам	1	1
423	от изучения	1	1
424	материал в	1	1
425	всего в	1	1
426	т д.?	2	1
427	были бы	1	1
428	собой всю	1	1
