N	2gram	Vygotskiy_	Tragedij
1	и в	38	18
2	в этом	35	9
3	не только	16	8
4	и на	9	7
5	и не	16	7
6	может быть	25	7
7	и с	5	7
8	как бы	17	7
9	что он	13	6
10	у него	3	6
11	но в	4	6
12	и его	5	6
13	это не	5	5
14	несмотря на	1	5
15	что это	8	5
16	так и	11	5
17	к жизни	2	5
18	все же	11	5
19	в дальнейшем	3	5
20	то же	18	5
21	как и	20	5
22	не может	11	5
23	в то	5	5
24	что в	31	4
25	в себе	9	4
26	и даже	4	4
27	все это	8	4
28	прежде всего	6	4
29	и все	5	4
30	я не	1	4
31	этот образ	1	4
32	об этом	2	4
33	еще не	6	4
34	но и	9	4
35	том что	44	4
36	и что	15	4
37	так же	26	4
38	то что	27	4
39	в этой	7	4
40	в нем	4	4
41	но это	7	4
42	в целом	22	4
43	и он	1	3
44	что с	8	3
45	один из	8	3
46	должно быть	3	3
47	в основном	6	3
48	уже в	10	3
49	в его	22	3
50	для него	6	3
51	в своем	9	3
52	с ним	4	3
53	и сам	4	3
54	в конце	1	3
55	iii в	1	3
56	и как	11	3
57	в мире	2	3
58	как в	14	3
59	никто не	1	3
60	в поле	1	3
61	при этом	13	3
62	один в	1	3
63	как это	16	3
64	тем самым	6	3
65	с ее	5	3
66	но главное	1	3
67	мог бы	5	3
68	отнюдь не	6	3
69	все эти	9	3
70	к нему	1	3
71	в самом	8	2
72	не так	1	2
73	и то	9	2
74	ребенка и	20	2
75	и здесь	5	2
76	данном случае	1	2
77	первого же	1	2
78	в том	59	2
79	с тем	18	2
80	в ее	1	2
81	по мнению	1	2
82	говорит о	1	2
83	как у	2	2
84	даже если	1	2
85	что и	14	2
86	ни в	12	2
87	бы и	2	2
88	но при	1	2
89	чем он	1	2
90	к области	2	2
91	в русском	1	2
92	что все	2	2
93	не могут	5	2
94	в виде	4	2
95	его в	8	2
96	по контрасту	1	2
97	не в	10	2
98	но все	4	2
99	но эта	1	2
100	было в	1	2
101	еще в	2	2
102	в таком	4	2
103	между этими	2	2
104	ничем не	2	2
105	этими двумя	1	2
106	как говорит	7	2
107	вопрос о	2	2
108	имеет в	2	2
109	знает что	1	2
110	и это	7	2
111	уже не	3	2
