N	2gram	Potebnia_M	Tvorches
1	и в	58	56
2	как бы	12	41
3	в его	7	37
4	в то	6	30
5	то же	13	25
6	не только	32	24
7	же время	4	24
8	но в	12	24
9	как и	16	23
10	то есть	69	23
11	и не	34	23
12	а в	11	23
13	и его	7	23
14	в этом	18	22
15	и т	10	22
16	что в	34	21
17	в том	38	21
18	он не	4	19
19	том что	21	19
20	может быть	47	19
21	потому что	89	19
22	у него	3	18
23	то что	24	18
24	таким образом	21	17
25	и на	8	17
26	что он	5	17
27	т д	6	17
28	все это	3	17
29	при этом	17	16
30	но и	26	16
31	никогда не	7	16
32	как в	18	16
33	в творчестве	1	16
34	прежде всего	8	16
35	не может	30	16
36	и с	3	15
37	в мире	3	15
38	но это	7	15
39	в этой	3	15
40	с его	3	15
41	и даже	4	14
42	это не	10	14
43	там же	9	13
44	о том	6	13
45	а не	38	13
46	в котором	5	12
47	же с	8	12
48	тем самым	6	12
49	в целом	3	12
50	в своей	3	11
51	все же	11	11
52	для него	13	11
53	в самом	5	10
54	не в	23	10
55	только в	36	10
56	когда он	1	10
57	уже в	5	10
58	так и	17	10
59	но не	19	10
60	как будто	2	10
61	в душе	28	9
62	в своих	4	9
63	первой части	1	9
64	по мнению	4	9
65	и от	5	9
66	один из	2	9
67	в свою	8	9
68	человека в	3	9
69	в нем	26	9
70	даже в	1	8
71	в духе	1	8
72	именно в	2	8
73	не менее	10	8
74	так же	7	8
75	к этому	3	8
76	хотя и	6	8
77	одним из	2	8
78	это уже	1	8
79	вместе с	12	8
80	тогда как	10	8
81	еще не	9	8
82	в себе	22	8
83	так как	29	8
84	в их	3	8
85	на его	1	8
86	об этом	1	8
87	вовсе не	13	8
88	человека и	2	8
89	в лице	1	8
90	в этих	10	7
91	и сам	1	7
92	например в	4	7
93	уже не	4	7
94	он видит	2	7
95	что она	3	7
96	влияние на	4	7
97	в которой	5	7
98	в чем	6	7
99	самом деле	2	7
100	еще более	2	6
101	не столько	3	6
102	и как	11	6
103	если он	1	6
104	хотя бы	4	6
105	одна из	4	6
106	его в	3	6
107	человек по	1	6
108	так что	23	6
109	и ее	1	6
110	а потому	14	6
111	с ним	7	6
112	если бы	23	6
113	и все	6	6
114	приводит к	1	6
115	все эти	3	6
116	место в	3	6
117	и другие	1	5
118	из всех	1	5
119	мысли и	9	5
120	что человек	6	5
121	быть может	6	5
122	в них	7	5
123	что этот	1	5
124	с другой	13	5
125	по отношению	15	5
126	в своем	3	5
127	в одной	2	5
128	во всей	1	5
129	из них	2	5
130	что они	6	5
131	что у	2	5
132	на него	6	5
133	в ее	2	5
134	что и	16	5
135	не было	7	5
136	что не	15	5
137	в таком	7	5
138	и это	3	5
139	и у	3	5
140	что это	5	5
141	т п	6	5
142	в наше	1	5
143	если не	5	5
144	между тем	7	5
145	в первой	1	5
146	значит что	1	5
147	показывает что	3	5
148	наше время	1	5
149	не так	6	5
150	на деле	6	5
151	та же	1	5
152	с этим	11	5
153	не имеют	7	5
154	это все	1	5
155	в современном	1	5
156	в истории	8	5
157	начиная с	2	5
158	в образе	1	5
159	том же	3	5
160	но если	4	5
161	тот же	5	5
162	ничего не	2	5
163	мы не	17	5
164	бы не	11	5
165	в виде	1	5
166	но с	3	5
167	но эта	1	5
168	и по	8	5
169	но его	1	5
170	и других	6	5
171	что я	2	5
172	это как	1	5
173	как он	5	5
174	отношению к	13	5
175	с этой	3	4
176	на земле	1	4
177	тем что	15	4
178	роль в	1	4
179	так в	4	4
180	но эти	4	4
181	только на	4	4
182	говорит что	1	4
183	превращается в	2	4
184	не вполне	1	4
185	самого начала	5	4
186	что все	4	4
187	точки зрения	8	4
188	это значит	1	4
189	крайней мере	6	4
190	к нему	2	4
191	мы видим	5	4
192	и мы	1	4
193	и потому	7	4
194	с точки	4	4
195	стремится к	1	4
196	что его	2	4
197	же как	1	4
198	так сказать	5	4
199	сих пор	5	4
200	в такой	2	4
201	в каждом	6	4
202	не мог	3	4
203	как это	1	4
204	но только	2	4
205	на стороне	1	4
206	этот вопрос	2	4
207	ту же	1	4
208	но без	2	4
209	заставляет нас	2	4
210	себя в	1	4
211	однако в	4	4
212	могут быть	17	4
213	о его	2	4
214	и есть	4	4
215	ведет к	1	4
216	до сих	5	4
217	известно что	3	4
218	в человеке	14	4
219	утверждает что	3	4
220	с ними	2	4
221	в которых	2	4
222	по крайней	6	4
223	перед нами	1	4
224	нет ничего	2	4
225	его и	1	4
226	и более	3	4
227	сливается с	1	4
228	с из	1	4
229	с чувством	2	4
230	эта мысль	3	4
231	времени и	3	4
232	при помощи	2	4
233	между людьми	2	4
234	в отличие	1	4
235	той же	3	4
236	того что	15	4
237	зависит от	6	4
238	же не	2	4
239	отказаться от	1	4
240	дело в	3	4
241	было в	1	4
242	с самого	5	4
243	он говорит	1	4
244	отличие от	1	4
245	но он	3	4
246	еще в	1	4
247	далеко не	4	4
248	такой же	4	4
249	что на	9	4
250	от него	8	3
251	только что	4	3
252	в виду	2	3
253	другой стороны	7	3
254	но что	2	3
255	по себе	24	3
256	это определение	2	3
257	связь с	2	3
258	в первом	5	3
259	мысль о	8	3
260	в мир	1	3
261	в жизни	5	3
262	давно уже	2	3
263	к самому	1	3
264	но когда	1	3
265	только для	7	3
266	отличается от	1	3
267	так например	5	3
268	к тому	5	3
269	на все	5	3
270	во всяком	9	3
271	можно сказать	1	3
272	д в	1	3
273	в этот	1	3
274	может служить	2	3
275	точно так	18	3
276	как она	3	3
277	в одном	13	3
278	с другим	3	3
279	сказать что	5	3
280	воли и	1	3
281	едва ли	1	3
282	не то	3	3
283	то в	6	3
284	к человеку	1	3
285	к себе	1	3
286	мы знаем	2	3
287	несмотря на	5	3
288	к которому	5	3
289	боль в	2	3
290	тому же	1	3
291	и человек	3	3
292	для того	8	3
293	на себя	1	3
294	я и	1	3
295	не есть	13	3
296	в себя	2	3
297	со всеми	1	3
298	человек как	1	3
299	на этом	3	3
300	всяком случае	7	3
301	эти слова	1	3
302	отличен от	1	3
303	совсем не	1	3
304	и тем	5	3
305	должны быть	11	3
306	и что	13	3
307	для человека	3	3
308	что для	5	3
309	его как	1	3
310	и др	1	3
311	любви к	1	3
312	его к	3	3
313	там где	8	3
314	в один	2	3
315	пришел к	1	3
316	во второй	1	3
317	образом и	2	3
318	а теперь	1	3
319	если в	3	3
320	переходит в	2	3
321	его с	3	3
322	был бы	1	3
323	для себя	4	3
324	от этой	1	3
325	ее и	1	3
326	себе не	3	3
327	заключается в	3	3
328	развития в	1	3
329	в процессе	1	3
330	вряд ли	2	3
331	никто не	3	3
332	да и	1	3
333	о котором	4	3
334	со стороны	11	3
335	т с	38	3
336	ни на	1	3
337	и если	6	3
338	и тогда	2	3
339	и до	1	3
340	идеи в	1	3
341	и время	1	3
342	действия и	1	3
343	сами по	8	3
344	как мы	3	3
345	на этот	2	3
346	только с	1	3
347	друг друга	6	3
348	человека но	1	3
349	жизни но	2	3
350	как к	1	3
351	но на	3	3
352	что оно	5	3
353	что с	3	3
354	ее в	1	3
355	на самом	2	3
356	у нас	3	3
357	таком случае	4	3
358	мы находим	3	3
359	не существует	2	3
360	или в	4	3
361	но уже	2	3
362	для которого	1	3
363	при виде	3	3
364	не все	3	3
365	человека к	1	3
366	не по	4	3
367	в ней	9	3
368	важную роль	2	3
369	просто не	1	3
370	по этому	2	3
371	из этих	8	3
372	и их	6	3
373	не с	2	3
374	с ее	2	3
375	в начале	2	3
376	несколько раз	1	3
377	в другом	3	3
378	лишь в	2	3
379	отношение к	1	3
380	к ней	3	3
381	одного из	3	3
382	в ходе	1	3
383	бы он	1	3
384	во многих	5	3
385	жизни и	3	3
386	в области	1	3
387	и только	6	3
388	к другим	3	3
389	более того	1	3
390	они имеют	1	2
391	человек может	2	2
392	является в	1	2
393	все что	5	2
394	на эти	1	2
395	же и	1	2
396	познания и	2	2
397	и имеет	1	2
398	по выражению	1	2
399	человек есть	2	2
400	время не	1	2
401	в результате	1	2
402	раскрывается в	1	2
403	по мере	10	2
404	и необходимости	4	2
405	вслед за	2	2
406	проникает в	1	2
407	из нее	2	2
408	человек в	1	2
409	человека для	1	2
410	в построении	1	2
411	его решения	1	2
412	с тем	9	2
413	я от	1	2
414	одном из	3	2
415	начинается с	1	2
416	приходит в	1	2
417	их в	2	2
418	в одно	5	2
419	когда в	3	2
420	для их	2	2
421	но мы	3	2
422	и нет	1	2
423	всякого рода	1	2
424	а что	1	2
425	и того	6	2
426	в жизнь	1	2
427	во все	2	2
428	в данном	1	2
429	из других	1	2
430	не могли	2	2
431	то это	8	2
432	в действительности	6	2
433	или вернее	1	2
434	следовало бы	1	2
435	чтобы вызвать	1	2
436	как та	1	2
437	духовной жизни	2	2
438	представляется нам	4	2
439	входит в	1	2
440	имеет в	1	2
441	только как	5	2
442	но даже	2	2
443	люди на	1	2
444	это его	1	2
445	другом в	1	2
446	из себя	6	2
447	а между	5	2
448	самого себя	4	2
449	свою очередь	8	2
450	на ней	4	2
451	но ни	1	2
452	как на	5	2
453	в пространстве	1	2
454	нас на	2	2
455	ключ к	2	2
456	страдания и	1	2
457	по поводу	7	2
458	уже по	2	2
459	в движении	2	2
460	того же	13	2
461	каждом человеке	1	2
462	во всех	12	2
463	не зная	3	2
464	этой задачи	1	2
465	не противоречит	3	2
466	мышления и	1	2
467	здесь нет	1	2
468	и эту	1	2
469	с одной	7	2
470	на том	2	2
471	в произведении	1	2
472	внимание на	3	2
473	начала и	1	2
474	души и	9	2
475	тем не	11	2
476	которого он	1	2
477	после этого	2	2
478	отказывается от	1	2
479	с другими	3	2
480	свободы и	3	2
481	в мысли	13	2
482	и притом	6	2
483	прогресса и	1	2
484	связи с	6	2
485	не говорит	1	2
486	в образ	2	2
487	как его	1	2
488	сходство с	2	2
489	тому что	4	2
490	человек и	1	2
491	в связи	2	2
492	между прочим	5	2
493	рядом с	3	2
494	в свой	1	2
495	был не	1	2
496	имеют для	4	2
497	в эту	2	2
498	что как	4	2
499	времени а	1	2
500	но как	4	2
501	в устах	1	2
502	можно принять	1	2
503	мы уже	1	2
504	не дает	2	2
505	во что	1	2
506	кажется что	1	2
507	не будет	2	2
508	одним словом	5	2
509	если же	5	2
510	и та	1	2
511	в тех	1	2
512	человека по	1	2
513	по своей	2	2
514	в нее	4	2
515	сравнительно с	5	2
516	на мир	1	2
517	было бы	21	2
518	это самая	1	2
519	слова из	1	2
520	что во	4	2
521	процессы в	1	2
522	из этого	2	2
523	бы ни	8	2
524	которые были	1	2
525	с каким	2	2
526	а как	3	2
527	нет не	1	2
528	против этого	1	2
529	в речи	1	2
530	нет ли	1	2
531	от людей	1	2
532	и здесь	1	2
533	от жизни	1	2
534	и свою	1	2
535	его из	1	2
536	жизни а	1	2
537	с такой	1	2
538	и должно	2	2
539	была бы	3	2
540	мы чувствуем	3	2
541	в сущности	2	2
542	о которой	2	2
543	для них	2	2
544	в отношении	1	2
545	ни в	2	2
546	и делает	1	2
547	не могут	10	2
548	должен был	1	2
549	мы понимаем	1	2
550	заключает в	6	2
551	столь же	6	2
552	тоже не	1	2
553	современном человеке	1	2
554	быть назван	1	2
555	не имеет	9	2
556	не видно	5	2
557	которого не	1	2
558	в известном	2	2
559	не во	3	2
560	то он	2	2
561	где нет	1	2
562	не дают	2	2
563	наконец в	1	2
564	того чтобы	4	2
565	и поэтому	2	2
566	не должны	1	2
567	и уже	6	2
568	и теперь	1	2
569	что если	7	2
570	то все	6	2
571	отношении к	1	2
572	не потому	2	2
573	им в	1	2
574	от мысли	2	2
575	ибо он	1	2
576	что же	3	2
577	переход от	2	2
578	он в	1	2
579	событий в	1	2
580	мог бы	5	2
581	единства человеческой	1	2
582	их с	1	2
583	в глазах	4	2
584	всякий раз	1	2
585	не из	3	2
586	д и	2	2
587	высшей степени	1	2
588	ответ на	2	2
589	что ему	2	2
590	мир в	1	2
591	сам он	1	2
592	нас не	1	2
593	где он	2	2
594	в формах	3	2
595	не достигает	2	2
596	о нем	1	2
597	во время	5	2
598	и всегда	3	2
599	с их	1	2
600	многое другое	1	2
601	слова не	2	2
602	по словам	1	2
603	когда же	2	2
604	в таких	2	2
605	и многое	1	2
606	образом в	5	2
607	за этим	1	2
608	не от	4	2
609	указывает на	2	2
610	не сразу	2	2
611	в стороне	5	2
612	или даже	3	2
613	при таком	5	2
614	стремление к	3	2
615	и без	4	2
616	должен быть	2	2
617	и вообще	5	2
618	людей в	1	2
619	к одному	3	2
620	ко всему	1	2
621	нуждается в	2	2
622	а к	1	2
623	ли в	2	2
624	она не	3	2
625	но при	3	2
626	а от	2	2
627	но она	3	2
628	всех этих	2	2
629	отношений между	5	2
630	в нашей	2	2
631	только то	3	2
632	не сами	1	2
633	что можно	3	2
634	по всей	2	2
635	а скорее	2	2
636	со своими	1	2
637	и о	3	2
638	действительности не	2	2
639	же в	7	2
640	мы слышим	1	2
641	в создании	6	2
642	их на	1	2
643	все более	3	2
644	может и	1	2
645	но для	1	2
646	есть не	7	2
647	не к	1	2
648	связи явлений	1	1
649	как вдруг	1	1
650	человеке но	1	1
651	заметим что	1	1
652	для всех	6	1
653	заключены и	1	1
654	в возможности	1	1
655	бы несколько	2	1
656	мы и	1	1
657	этого в	2	1
658	не понимает	2	1
659	как произведение	1	1
660	бы искать	1	1
661	чего не	3	1
662	вскакивает и	1	1
663	рассказ о	1	1
664	которые не	5	1
665	к этой	3	1
666	который весь	1	1
667	он считает	1	1
668	при исследовании	2	1
669	в применении	3	1
670	вкусами и	1	1
671	противоречиями в	1	1
672	формы в	1	1
673	с необходимостью	1	1
674	личную свободу	1	1
675	тем как	3	1
676	человеком который	1	1
677	или нет	3	1
678	их жизни	1	1
679	не зависит	1	1
680	но тем	6	1
681	остаться на	2	1
682	жить и	1	1
683	так можно	1	1
684	которое может	2	1
685	и совсем	1	1
686	нас в	2	1
687	своим личным	1	1
688	предшествует своему	1	1
689	самый сильный	1	1
690	одно из	5	1
691	непосредственным источником	1	1
692	другое в	1	1
693	людьми но	1	1
694	нами в	2	1
695	испуг и	1	1
696	есть отношение	1	1
697	из ее	1	1
698	отдельно от	1	1
699	отношений в	1	1
700	по времени	5	1
701	случае то	1	1
702	он обладал	1	1
703	вопрос об	3	1
704	не сможет	1	1
705	а там	1	1
706	их не	2	1
707	и самые	1	1
708	человек понимает	2	1
709	с требованиями	2	1
710	но все	4	1
711	понимается им	2	1
712	значения в	1	1
713	равно как	1	1
714	для осуществления	1	1
715	жизни идеи	1	1
716	прогресс в	2	1
717	слабого и	1	1
718	из всего	2	1
719	до степени	1	1
720	более и	2	1
721	я могу	2	1
722	как развитие	1	1
723	имеет место	4	1
724	похож на	1	1
725	и двумя	1	1
726	в собственном	4	1
727	что по	3	1
728	мысли о	6	1
729	его все	1	1
730	он произносит	1	1
731	в зародыше	2	1
732	мы только	1	1
733	человеке и	2	1
734	один ряд	1	1
735	умственного развития	1	1
736	сила в	1	1
737	он вполне	1	1
738	вместе и	14	1
739	и психологии	1	1
740	он по	1	1
741	этой стороны	1	1
742	сознавать что	1	1
743	свою собственную	1	1
744	не его	1	1
745	в письме	1	1
746	синтаксисе и	1	1
747	как только	1	1
748	за один	1	1
749	которому стремится	1	1
750	а вместе	7	1
751	время с	2	1
752	вступая в	1	1
753	при создании	1	1
754	для выражения	1	1
755	перестает быть	3	1
756	тот не	1	1
757	природы в	2	1
758	на человека	1	1
759	ее к	1	1
760	природы человека	1	1
761	к другой	1	1
762	что душа	1	1
763	же следует	2	1
764	в обществе	3	1
765	с логикой	3	1
766	можно считать	2	1
767	и такие	1	1
768	исходною точкою	1	1
769	вопрос о	5	1
770	свободы в	1	1
771	этот механизм	1	1
772	свои личные	1	1
773	применении к	3	1
774	раз и	1	1
775	человека не	2	1
776	о красоте	1	1
777	даже и	4	1
778	в противоположность	2	1
779	всего этого	1	1
780	по возможности	1	1
781	воспроизведения и	1	1
782	не должен	1	1
783	одной стороны	6	1
784	все свои	1	1
785	нам по	3	1
786	и другой	1	1
787	с развитием	1	1
788	уже о	1	1
789	нас как	1	1
790	тон с	1	1
791	сознания в	2	1
792	он ищет	1	1
793	душе человека	1	1
794	таким же	3	1
795	если так	1	1
796	между двумя	1	1
797	слова был	1	1
798	об отношении	3	1
799	по закону	1	1
800	мы лучше	1	1
801	содержание в	1	1
802	в различных	1	1
803	связь между	2	1
804	и другом	2	1
805	от не	1	1
806	в игру	1	1
807	с в	5	1
808	почти совершенно	1	1
809	в смысле	4	1
810	не что	2	1
811	даже с	2	1
812	себе в	2	1
813	до того	2	1
814	такое решение	2	1
815	как существо	1	1
816	за другом	1	1
817	его собственной	1	1
818	друг на	2	1
819	сила и	1	1
820	всего человечества	1	1
821	в прошлом	1	1
822	выше мы	2	1
823	к ним	3	1
824	его восприятие	1	1
825	вообще и	2	1
826	идея в	1	1
827	дает нам	2	1
828	жизни как	1	1
829	мы говорим	3	1
830	ее как	1	1
