N	2gram	Propp_Isto	Morfolog
1	и т	39	62
2	может быть	37	61
3	т д	35	60
4	и пр	11	45
5	в сказке	63	27
6	таким образом	13	26
7	т е	30	25
8	волшебного средства	2	23
9	могут быть	5	21
10	так как	20	20
11	мы имеем	25	19
12	не может	19	19
13	в этом	13	18
14	в этих	17	17
15	представляет собой	7	17
16	и в	40	17
17	представляют собой	9	16
18	и не	19	16
19	волшебное средство	3	15
20	мы видим	16	15
21	этих случаях	11	15
22	перед нами	5	14
23	с этим	5	14
24	прежде всего	15	14
25	эта форма	1	14
26	по существу	7	13
27	видим что	13	12
28	при помощи	2	12
29	связи с	10	12
30	и др	11	12
31	а не	18	11
32	заметить что	2	11
33	чаще всего	1	11
34	что в	19	10
35	то же	21	10
36	а затем	4	10
37	вопрос о	8	10
38	мы увидим	17	10
39	не всегда	9	10
40	но если	4	10
41	этом случае	3	10
42	в том	12	10
43	так и	13	10
44	что и	9	10
45	в связи	7	10
46	составные части	2	10
47	то что	17	10
48	все же	17	9
49	с другой	8	9
50	из дома	10	9
51	но и	21	9
52	хода действия	1	9
53	не только	28	8
54	в результате	2	8
55	ход действия	3	8
56	имеем в	4	8
57	волшебных сказок	3	8
58	иногда в	1	8
59	мы не	12	8
60	в качестве	8	8
61	но не	7	8
62	в тех	4	8
63	а в	15	8
64	как мы	3	8
65	нет необходимости	4	7
66	один из	10	7
67	и здесь	15	7
68	трудная задача	1	7
69	не могут	3	7
70	не менее	7	7
71	том что	11	7
72	потому что	12	7
73	этот случай	4	7
74	по отношению	6	7
75	в лес	34	7
76	наряду с	6	7
77	как это	6	7
78	тем не	7	7
79	и этим	3	7
80	образом мы	3	7
81	или же	1	7
82	а также	2	7
83	отношению к	6	7
84	и другие	7	6
85	подобно тому	3	6
86	получает коня	1	6
87	сказки с	6	6
88	в иное	8	6
89	получение волшебного	1	6
90	о том	12	6
91	сказки и	6	6
92	большей частью	2	6
93	как бы	6	6
94	иное царство	9	6
95	не все	5	6
96	увидим ниже	5	6
97	но это	8	6
98	это не	8	6
99	в образе	3	6
100	в нашем	1	6
101	сказки о	1	6
102	или в	6	6
103	и как	3	6
104	вовсе не	3	6
105	во всех	3	6
106	если мы	4	6
107	очень часто	7	6
108	может считаться	1	6
109	также и	3	6
110	сказок по	1	6
111	в форме	3	6
112	во время	5	6
113	о сказке	1	5
114	они и	1	5
115	героя в	6	5
116	этот момент	3	5
117	из которых	3	5
118	ложного героя	1	5
119	другой стороны	7	5
120	в первом	1	5
121	вслед за	7	5
122	начинается с	3	5
123	в распоряжение	1	5
124	что он	32	5
125	как в	7	5
126	на коне	1	5
127	со стороны	3	5
128	герой получает	1	5
129	видно что	9	5
130	то это	9	5
131	в сказку	2	5
132	это явление	4	5
133	хотя бы	5	5
134	было бы	11	5
135	в точности	3	5
136	к тому	6	5
137	ничего не	6	5
138	что они	13	5
139	не будем	7	5
140	хотя и	1	5
141	то мы	6	5
142	два раза	1	5
143	тому что	1	5
144	ясно что	2	5
145	все эти	6	5
146	одна из	4	5
147	между собой	4	5
148	в поле	2	5
149	на его	2	5
150	то можно	1	5
151	об этом	11	5
152	в других	3	5
153	там где	5	5
154	мы можем	7	5
155	изучения сказки	5	5
156	тому как	3	5
157	здесь можно	5	5
158	между тем	2	5
159	он не	10	5
160	далеко не	1	5
161	и затем	1	5
162	главным образом	2	5
163	сказка может	1	5
164	в целом	3	5
165	и ее	3	5
166	раньше чем	6	5
167	змея и	1	4
168	и к	1	4
169	морской царь	1	4
170	пока же	3	4
171	д но	2	4
172	сказки по	2	4
173	в некоторых	4	4
174	есть и	2	4
175	на этом	3	4
176	как и	5	4
177	обращается в	1	4
178	самом деле	2	4
179	но все	9	4
180	показать что	2	4
181	тем что	7	4
182	никто не	3	4
183	трудных задач	2	4
184	уже не	3	4
185	еще не	14	4
186	а если	2	4
187	тех же	1	4
188	задачи в	1	4
189	входит в	1	4
190	того чтобы	3	4
191	изучение сказки	1	4
192	героя а	1	4
193	быть названо	1	4
194	говорить о	1	4
195	на пути	2	4
196	так же	18	4
197	и наоборот	1	4
198	сказать что	7	4
199	следующим образом	1	4
200	на него	7	4
201	сказка о	1	4
202	трудные задачи	2	4
203	на котором	5	4
204	и для	5	4
205	из них	5	4
206	но в	13	4
207	герой и	1	4
208	нашего материала	1	4
209	что сказка	10	4
210	несмотря на	1	4
211	на самом	3	4
212	не хватает	1	4
213	его в	15	4
214	с теми	1	4
215	встречается в	3	4
216	подобных случаях	1	4
217	к этому	2	4
218	волшебные сказки	2	4
219	в то	4	4
220	сказки не	4	4
221	мы уже	7	4
222	в руки	4	4
223	героя попадает	2	4
224	можно было	8	4
225	этот вопрос	7	4
226	в иных	1	4
227	могла бы	3	4
228	же формах	1	4
229	о его	1	4
230	можно ограничиться	1	4
231	оно может	2	4
232	значит что	2	4
233	если герой	2	4
234	в пропасть	1	4
235	независимо от	1	4
236	три года	2	4
237	утверждать что	3	3
238	сказку как	1	3
239	то время	3	3
240	в сказках	7	3
241	раз он	1	3
242	та же	1	3
243	для каждой	1	3
244	сказки в	3	3
