N	2gram	Losev_Prob	Formalny
1	и в	62	95
2	т е	1	94
3	и не	56	78
4	может быть	39	66
5	в этом	25	61
6	не может	14	57
7	вовсе не	62	53
8	таким образом	13	52
9	и его	12	51
10	так и	16	50
11	точки зрения	14	47
12	в нем	13	42
13	в его	10	42
14	прежде всего	13	41
15	с точки	9	40
16	как и	15	39
17	и т	20	37
18	художественного произведения	14	36
19	в самом	4	35
20	не в	21	35
21	а не	28	34
22	в процессе	2	34
23	но и	20	33
24	то же	23	32
25	самом деле	6	32
26	истории литературы	1	31
27	не только	33	30
28	в пределах	3	28
29	в том	35	26
30	отнюдь не	16	26
31	если бы	9	26
32	то что	42	25
33	при этом	9	24
34	в своей	8	24
35	лишь в	1	24
36	на самом	13	24
37	было бы	14	23
38	связи с	10	23
39	в ней	12	23
40	в то	18	22
41	и ее	7	22
42	и с	11	21
43	что в	11	21
44	в истории	4	21
45	как бы	11	21
46	между ними	1	20
47	с тем	9	20
48	не менее	24	20
49	входит в	3	20
50	как мы	12	20
51	и от	11	20
52	в их	2	20
53	по себе	36	19
54	художественное произведение	9	19
55	хотя бы	6	19
56	т д	20	19
57	не могут	1	19
58	все это	9	19
59	все же	10	18
60	в связи	9	18
61	должна быть	1	18
62	только в	33	18
63	и все	13	18
64	все эти	14	18
65	именно как	1	17
66	как раз	11	17
67	произведения в	2	17
68	как в	10	17
69	во всяком	14	16
70	с другой	14	16
71	так же	11	16
72	всяком случае	8	16
73	в искусстве	4	16
74	совершенно не	7	16
75	потому что	40	16
76	именно в	4	15
77	все время	2	15
78	должно быть	1	15
79	с другими	6	15
80	его в	4	15
81	бы в	3	15
82	во всех	4	15
83	и на	4	15
84	так как	14	15
85	но в	17	15
86	в литературе	3	15
87	в жизни	1	14
88	только на	6	14
89	в своем	7	14
90	в ее	6	14
91	в этой	10	14
92	что он	16	14
93	вместе с	3	14
94	еще не	12	14
95	языка и	4	14
96	если мы	24	14
97	произведения и	2	14
98	и потому	13	14
99	жизни и	7	14
100	в целом	9	14
101	в результате	8	13
102	тем что	8	13
103	настоящее время	4	13
104	языка как	1	13
105	что и	11	13
106	ни в	17	13
107	как его	1	13
108	могут быть	2	13
109	независимо от	4	13
110	как таковой	2	13
111	для них	4	13
112	что же	9	13
113	до конца	1	13
114	в настоящее	4	13
115	того что	10	13
116	она не	3	13
117	а в	9	13
118	там где	1	12
119	уже не	12	12
120	к тому	4	12
121	как это	4	12
122	и здесь	8	12
123	оно не	1	12
124	того чтобы	4	12
125	и для	5	12
126	никогда не	7	11
127	что они	8	11
128	то ни	7	11
129	зависимости от	3	11
130	они не	1	11
131	произведения как	1	11
132	это и	11	11
133	для него	4	11
134	в основе	3	11
135	но не	6	11
136	произведение как	1	11
137	слова и	3	11
138	не как	1	10
139	другой стороны	11	10
140	в своих	2	10
141	в первом	1	10
142	в художественном	5	10
