N	2gram	Bakhtin_Pr	KulturaY
1	и т	14	143
2	т е	44	102
3	т п	10	93
4	и в	64	84
5	в том	12	74
6	потому что	8	68
7	не только	26	60
8	точки зрения	31	59
9	в этом	33	57
10	было бы	8	53
11	и не	55	52
12	может быть	43	47
13	что в	11	44
14	том что	8	44
15	того чтобы	2	44
16	т д	4	42
17	в самом	17	41
18	для того	1	41
19	у нас	3	38
20	хотя бы	4	37
21	самом деле	10	37
22	так как	9	36
23	с точки	21	36
24	в области	1	34
25	таким образом	15	33
26	а не	29	33
27	если бы	12	32
28	можно было	3	32
29	не в	15	30
30	и пр	5	30
31	в его	30	30
32	прежде всего	16	30
33	все же	11	29
34	не менее	3	28
35	того что	3	28
36	все эти	13	28
37	уже не	15	26
38	в языке	1	26
39	то что	21	25
40	вовсе не	12	25
41	не может	26	25
42	вопрос о	3	24
43	с другой	7	24
44	еще не	10	24
45	то же	18	23
46	с помощью	2	23
47	только в	13	23
48	так и	8	23
49	языка в	1	22
50	тем не	2	21
51	по себе	16	20
52	во всяком	7	20
53	и что	5	20
54	но и	26	20
55	тем что	6	19
56	о том	5	19
57	что он	15	19
58	зависимости от	5	19
59	что же	9	19
60	всяком случае	4	19
61	но в	14	19
62	и с	9	18
63	к тому	4	18
64	в сущности	10	18
65	в качестве	1	18
66	связи с	3	18
67	между тем	7	18
68	вместе с	1	18
69	как бы	33	18
70	все это	9	18
71	в той	5	17
72	другой стороны	6	17
73	как это	1	17
74	что это	2	17
75	слова и	8	17
76	как раз	9	17
77	это не	12	17
78	в виду	3	16
79	в зависимости	5	16
80	что и	7	16
81	что не	3	16
82	тот же	2	16
83	ничего не	8	16
84	но не	12	16
85	при этом	8	15
86	именно в	5	15
87	в данном	2	15
88	как на	4	15
89	в нашем	2	15
90	русский язык	1	15
91	не было	5	15
92	и тем	1	15
93	один из	3	15
94	по отношению	12	15
95	целый ряд	2	15
96	того как	3	15
97	а в	10	15
98	лишь в	4	15
99	должно быть	8	15
100	в них	5	14
101	и на	16	14
102	сказать что	4	14
103	хотя и	5	14
104	что такое	2	14
105	в связи	1	14
106	я не	6	14
107	сих пор	9	14
108	в ней	2	14
109	до сих	9	14
110	если мы	3	14
111	как мы	13	14
112	мы имеем	1	14
113	также и	3	14
114	отношению к	12	14
115	что она	7	13
116	крайней мере	2	13
117	в этой	5	13
118	там где	12	13
119	не могут	10	13
120	в которых	4	13
121	по крайней	2	13
122	той же	8	13
123	для нас	2	13
124	это и	5	13
125	по существу	6	13
126	слово это	1	13
127	в пределах	24	13
128	и его	21	13
129	с этой	2	12
130	в результате	7	12
131	того же	3	12
132	а только	1	12
133	вопроса о	1	12
134	этот вопрос	4	12
135	могут быть	9	12
136	тогда когда	1	12
137	как в	7	12
138	речь в	2	12
139	не трудно	1	12
140	этого слова	3	12
141	однако не	3	12
142	в рамках	2	12
143	для этого	3	12
144	те же	3	11
145	должен быть	1	11
146	в своем	12	11
