N	3gram	Bakhtin_Fr	Problema
1	о том что	3	39
2	в том что	2	37
3	в настоящее время	2	30
4	в связи с	5	29
5	в данном случае	3	28
6	той или иной	2	26
7	во всяком случае	2	25
8	с другой стороны	5	25
9	с точки зрения	4	25
10	в конце концов	3	23
11	и то что	1	20
12	как раз и	1	18
13	для того чтобы	5	17
14	в то же	13	17
15	как будто бы	1	14
16	до сих пор	6	14
17	не что иное	1	14
18	что иное как	1	14
19	в этом случае	1	14
20	на самом деле	5	13
21	можно было бы	2	13
22	не может быть	2	12
23	но даже и	2	12
24	в нашем смысле	1	12
25	и в частности	1	12
26	и в этом	1	12
27	можно сказать что	2	12
28	в то время	1	12
29	то время как	1	12
30	дело в том	2	11
31	тех или иных	2	11
32	есть не что	1	11
33	бы то ни	1	11
34	с одной стороны	4	11
35	в той или	2	10
36	более или менее	1	10
37	только то что	2	10
38	не только в	3	10
39	может быть и	2	9
40	самом же деле	1	8
41	на самом же	1	8
42	вовсе не являются	1	8
43	может быть только	1	8
44	это вовсе не	2	8
45	только тогда когда	1	8
46	заключается в том	1	8
47	о том как	1	7
48	но и в	4	7
49	все такого рода	1	7
50	имеется в виду	1	7
51	с самого начала	1	7
52	в значительной мере	1	7
53	но никак не	1	7
54	это и есть	2	7
55	так и в	1	6
56	то что в	1	6
57	то есть он	1	6
58	даже и в	2	6
59	и в других	3	6
60	то ни было	1	6
61	на первый план	1	6
62	в этом отношении	4	6
63	само по себе	1	6
64	в собственном смысле	1	5
65	хотя бы и	1	5
66	свидетельствует о том	1	5
67	на этот раз	1	5
68	а также и	4	5
69	мы говорили выше	1	5
70	имеем в виду	2	5
71	в том числе	4	5
72	и прежде всего	3	5
73	что в нем	1	5
74	на том что	1	4
75	в коем случае	1	4
76	как мы уже	8	4
77	связи с этим	1	4
78	том числе и	3	4
79	и вместе с	1	4
80	но все же	2	4
81	и тем же	1	4
82	в том чтобы	1	4
83	все же не	1	4
84	дело здесь не	1	4
85	также и в	1	4
86	мы находим и	1	4
87	несет на себе	1	4
88	ни в коем	1	4
89	само собой разумеется	1	4
90	в это время	1	4
91	и не было	2	4
92	одним и тем	1	4
93	как мы видели	4	4
94	подобно тому как	2	4
95	есть то что	1	4
96	во всех этих	1	4
97	на эту тему	1	4
98	в новое время	1	4
99	в таких случаях	1	4
100	одной стороны и	2	3
101	это не значит	1	3
102	то что он	1	3
103	о чем мы	1	3
104	и тут же	1	3
105	требует от нас	1	3
106	в художественном образе	1	3
107	дело вовсе не	2	3
108	таким образом что	1	3
109	в отличие от	3	3
110	и того же	1	3
111	ни к какому	1	3
112	имея в виду	1	3
113	но это не	1	3
114	за то что	2	3
115	здесь вовсе не	1	3
116	в чем же	1	3
117	как и в	2	3
118	именно в этом	1	3
119	как мы увидим	1	3
120	тем что он	1	3
121	что может быть	1	3
122	что и в	1	3
123	ровно ничего не	1	3
124	по сравнению с	2	3
125	вовсе не в	2	3
126	одного и того	1	3
127	как мы сказали	1	3
128	и в то	2	3
129	том что в	1	3
130	в виду и	1	3
131	точном смысле слова	1	3
132	то есть с	1	3
133	но в то	7	3
134	мы не знаем	1	3
135	после того как	1	3
136	не только то	1	2
137	и в данном	1	2
138	по отношению к	2	2
139	войне и мире	1	2
140	а не так	1	2
141	здесь прежде всего	1	2
142	только там где	1	2
143	вообще во всех	1	2
144	как и его	1	2
145	и не раз	1	2
146	он видит в	2	2
147	и как они	1	2
148	но несмотря на	1	2
149	между тем как	1	2
150	мы все время	1	2
151	но также и	1	2
152	потому что не	1	2
153	но как раз	2	2
154	не только для	1	2
155	и особенно в	1	2
156	и до наших	1	2
157	только в его	1	2
158	в этом же	1	2
159	именно тем что	1	2
160	один и тот	3	2
161	все дело в	1	2
162	но и не	1	2
163	гораздо больше чем	1	2
164	таким образом в	1	2
165	в этих условиях	1	2
166	там где нет	1	2
167	такой точки зрения	1	2
168	его именно как	1	2
169	того же типа	1	2
170	и тот же	3	2
171	до нас в	1	2
172	важно то что	1	2
173	имеются в виду	1	2
174	мы имеем в	2	2
175	однако и здесь	1	2
176	мы не могли	1	2
177	в том же	3	2
178	только в пределах	1	2
179	содержащий в себе	1	2
180	все эти образы	1	2
181	в античном мире	1	2
182	все более и	1	2
183	можно судить по	1	2
184	то есть это	1	2
185	в свою очередь	2	2
186	языке и в	1	2
187	и не может	1	2
188	мы в нем	1	2
189	по своему смыслу	1	2
190	и потому в	1	2
191	в том случае	1	2
192	и на его	1	2
193	смысле слова мы	1	2
194	в нем и	1	2
195	и той же	2	2
196	так и их	1	2
197	мы встречаемся с	1	2
198	более и более	1	2
199	коем случае нельзя	1	2
200	одна из самых	1	2
201	узком смысле слова	2	2
202	как раз в	3	2
203	одной и той	2	2
204	здесь также и	1	2
205	и в литературе	2	2
206	и в самом	1	2
207	и следовательно в	1	2
208	в основе своей	1	2
209	мы уже сказали	2	2
210	но ведь это	1	1
211	имеет в виду	2	1
212	предполагает что во	1	1
213	о которой мы	1	1
214	именно в таком	1	1
215	вполне понятно что	3	1
216	мы прежде всего	1	1
217	перед нами как	1	1
218	в буквальном и	1	1
219	что в ней	1	1
220	к действительности и	1	1
221	в большинстве случаев	3	1
222	да и сама	1	1
223	и значение в	1	1
224	и xx веков	1	1
225	и в другом	1	1
226	поэтому и в	2	1
227	своей книге о	1	1
228	и дает нам	1	1
229	области художественного творчества	1	1
230	вовсе не был	1	1
231	и для всей	1	1
232	для нового времени	1	1
233	он не видит	1	1
234	здесь очень ярко	1	1
235	в своей основе	1	1
236	нами как нечто	1	1
237	в своей статье	1	1
238	дошедшая до нас	1	1
239	что в них	1	1
240	так как она	1	1
241	подлежит никакому сомнению	2	1
242	кроме того что	1	1
243	именно в этой	1	1
244	эту тему в	1	1
245	из них в	1	1
246	и не столь	1	1
247	очень далек от	1	1
248	мы уже указывали	2	1
249	которые начиная с	1	1
250	есть с тем	1	1
251	смысле этого слова	2	1
252	очень близок к	1	1
253	но все такого	1	1
254	и далеко не	1	1
255	то есть о	1	1
256	и в живописи	1	1
257	что находит в	1	1
258	не знает ни	1	1
259	тут же и	1	1
260	что это не	1	1
261	xx веков в	1	1
262	не входит в	1	1
263	но в его	1	1
264	видно что в	3	1
265	не нуждается в	1	1
266	и с другой	1	1
267	вместе с нею	2	1
268	поры до времени	1	1
269	нам уже приходилось	1	1
270	и делает его	1	1
271	таким образом и	2	1
272	мы уже упоминали	3	1
273	в его целом	3	1
274	каждый такой образ	1	1
275	рождение и смерть	1	1
276	в хронологическом порядке	1	1
277	в той же	5	1
278	и в этой	1	1
279	и здесь не	1	1
280	в этом образе	2	1
281	что уже в	1	1
282	это тот самый	1	1
283	не имеет никакой	1	1
284	в ту эпоху	8	1
285	лежит представление о	1	1
286	дело не с	1	1
287	начиная с xiii	1	1
288	время не может	1	1
289	особенно во время	1	1
290	но это же	1	1
291	и в настоящее	1	1
292	и в особенности	1	1
293	и в дальнейшем	1	1
294	и до сих	2	1
295	в своей книге	3	1
296	но это есть	1	1
297	может быть в	2	1
298	других местах и	1	1
299	эти элементы в	1	1
300	в средние века	1	1
301	и даже с	1	1
302	еще раз в	1	1
303	xviii и xix	1	1
304	то на протяжении	1	1
305	то есть то	1	1
306	как единое и	1	1
307	в узком смысле	2	1
308	в одной из	1	1
