N	3gram	Propp_Isto	Dialekti
1	и т д	35	75
2	это значит что	1	47
3	в том что	6	25
4	не может быть	8	18
5	не что иное	3	18
6	что иное как	3	18
7	тем не менее	7	16
8	сам по себе	1	16
9	само по себе	2	16
10	т д и	2	14
11	только тогда когда	1	13
12	и то же	1	12
13	с другой стороны	7	12
14	о том что	5	12
15	есть не что	2	11
16	на то что	5	11
17	т е в	1	10
18	все на свете	1	9
19	иметь в виду	2	9
20	по себе не	1	9
21	и в этом	1	9
22	содержит в себе	1	9
23	и не только	1	9
24	подобно тому как	3	9
25	не значит что	1	8
26	не только не	1	8
27	только то что	1	8
28	в то время	3	8
29	то время как	3	8
30	в этом смысле	1	8
31	говоря уже о	1	7
32	вовсе не в	1	7
33	не в том	1	7
34	так или иначе	1	7
35	сами по себе	1	7
36	точно так же	8	7
37	в связи с	5	7
38	то это значит	1	7
39	того что он	1	7
40	не говоря уже	1	7
41	для того чтобы	1	6
42	более или менее	5	6
43	в зависимости от	3	6
44	и прежде всего	1	6
45	с одной стороны	7	6
46	на самом деле	2	5
47	и больше ничего	1	5
48	несмотря на всю	1	5
49	потому что он	2	5
50	и тем не	2	5
51	к тому что	1	5
52	до сих пор	11	5
53	в виду что	1	5
54	это было бы	1	5
55	одной стороны и	1	4
56	это не значит	1	4
57	мы уже знаем	3	4
58	по себе а	2	4
59	можем сказать что	1	4
60	и т п	1	4
61	так же как	6	4
62	уже по одному	1	4
63	может быть только	1	4
64	т д все	3	4
65	и что такое	1	4
66	к тому же	1	4
67	то ясно что	2	4
68	то же самое	3	4
69	а не только	1	4
70	но это не	1	4
71	равно как и	1	4
72	и может быть	1	4
73	как только мы	1	4
74	и даже в	1	4
75	ясно что это	1	4
76	мы можем сказать	1	4
77	можно было бы	5	4
78	да и то	1	4
79	не могут быть	1	4
80	т д но	2	4
81	в этом отношении	1	4
82	тех или иных	1	3
83	самом же деле	1	3
84	как будто бы	2	3
85	один из видов	2	3
86	что это за	5	3
87	и есть то	1	3
88	на точку зрения	1	3
89	то же что	1	3
90	это конечно не	2	3
91	и следовательно не	1	3
92	если бы мы	2	3
93	в мифе о	1	3
94	но все же	7	3
95	на самом же	1	3
96	все это не	1	3
97	так как будто	1	3
98	бы то ни	2	3
99	д все это	1	3
100	уже о том	1	3
101	не просто как	1	3
102	того или иного	1	3
103	о том как	2	3
104	но в то	1	3
105	не только в	5	3
106	с самого начала	4	3
107	и должно быть	2	3
108	же как и	1	3
109	так что в	1	3
110	и в нем	2	3
111	еще ничего не	1	3
112	что он не	4	2
113	кроме того есть	2	2
114	но все эти	1	2
115	что она не	1	2
116	и для этого	1	2
117	это значило бы	1	2
118	по себе но	1	2
119	том что в	1	2
120	т д на	1	2
121	не содержит в	1	2
122	в силу своей	1	2
123	т е она	1	2
124	дело не в	2	2
125	и не мог	1	2
126	это не может	2	2
127	друг от друга	1	2
128	и от его	1	2
129	нового т е	1	2
130	содержат в себе	1	2
131	дело вовсе не	1	2
132	друг с другом	3	2
133	все остальное есть	1	2
134	здесь не просто	1	2
135	мы никогда не	1	2
136	легко заметить что	1	2
137	и вместе с	2	2
138	но они не	3	2
139	та же самая	1	2
140	как мы это	1	2
141	не было и	1	2
142	можно говорить о	1	2
143	то самое что	1	2
144	руки и ноги	2	2
145	не думает что	1	2
146	так как это	1	2
147	уже знаем что	2	2
148	но так как	2	2
149	мы видим что	12	2
150	в чистом виде	2	2
151	а именно в	1	2
152	лишь тогда когда	1	2
153	это может быть	2	2
154	еще не есть	1	2
155	оказывается что это	1	2
156	в ее основе	1	2
157	в сущности это	1	2
158	и в особенности	1	2
159	было указано что	1	2
160	в это время	2	2
161	не более как	1	2
162	не зная что	1	2
163	как один из	2	2
164	оно и есть	1	2
165	мы должны считать	1	2
166	мы не можем	3	2
167	но все это	1	2
168	один из возможных	1	2
169	другой стороны в	1	2
170	дело в том	3	2
171	она и есть	1	2
172	вопрос о том	2	2
173	в одно время	1	2
174	не зависит от	1	2
175	хотя бы в	1	2
176	по направлению к	1	2
177	и пр в	1	2
178	на первый взгляд	2	2
179	никогда не может	1	2
180	не то же	4	2
181	а так как	1	2
182	в нем и	1	2
183	мы имеем дело	1	2
184	очень много но	2	2
185	что и в	1	2
186	потому что они	1	2
187	если мы будем	1	2
188	день и ночь	1	2
189	в каком отношении	1	1
190	как одно из	1	1
191	она никогда не	1	1
192	объединены одной общей	1	1
193	в некоторых случаях	2	1
194	это как бы	1	1
195	это далеко не	1	1
196	нельзя сказать чтобы	1	1
197	он как бы	1	1
198	так как самое	1	1
199	до известной степени	1	1
200	то что он	1	1
201	на вопрос об	1	1
202	в том как	1	1
203	по одному этому	1	1
204	что делается с	1	1
205	т д если	2	1
206	т д они	1	1
207	во многих местах	1	1
208	не в силу	3	1
209	на эту точку	2	1
210	этим мы еще	1	1
211	ничего не доказывает	1	1
212	что религия есть	1	1
213	должно было бы	1	1
214	в отдельности и	1	1
215	об этом не	1	1
216	и должен быть	2	1
217	где и как	1	1
218	мы еще не	1	1
219	т д мы	1	1
220	мы должны поставить	1	1
221	но я не	1	1
222	что для того	1	1
223	в гоголевском вие	1	1
224	то мы имеем	1	1
225	том что она	1	1
226	но это только	1	1
