N	3gram	Potebnia_M	Vvedenie
1	и т д	5	39
2	для того чтобы	5	22
3	в том что	22	15
4	о том что	5	13
5	не может быть	7	10
6	в этом смысле	2	10
7	тем не менее	7	9
8	до сих пор	4	7
9	с течением времени	2	7
10	в самом деле	1	6
11	в то же	8	6
12	в этом случае	2	6
13	то же время	8	6
14	и т п	7	5
15	в том чтобы	4	5
16	не что иное	1	5
17	что иное как	1	5
18	с другой стороны	4	5
19	во всяком случае	3	5
20	вопрос о том	1	5
21	и в том	3	4
22	по отношению к	10	4
23	по крайней мере	8	4
24	с точки зрения	2	4
25	так или иначе	1	4
26	само по себе	6	4
27	не только в	4	4
28	в данном случае	3	4
29	с одной стороны	4	4
30	в этом отношении	2	4
31	и в этом	1	4
32	может быть названо	1	4
33	одной стороны и	1	3
34	большей или меньшей	1	3
35	вместе с тем	5	3
36	чтобы понять что	1	3
37	заключается в том	1	3
38	в чем же	1	3
39	в собственном смысле	2	3
40	и в самом	3	3
41	в свое время	1	3
42	можно сказать что	3	3
43	в строгом смысле	1	3
44	дело в том	1	3
45	как мы видели	1	3
46	и то что	3	3
47	есть не что	1	3
48	с тем что	1	3
49	то же самое	3	3
50	сама по себе	3	3
51	по этому поводу	1	3
52	в том виде	2	3
53	того что уже	2	2
54	в этих случаях	1	2
55	в свою очередь	6	2
56	второй половины xix	1	2
57	не в том	6	2
58	но вместе с	2	2
59	только после того	1	2
60	в течение многих	1	2
61	и со стороны	1	2
62	в большей части	2	2
63	хотя бы и	1	2
64	что же касается	1	2
65	только в том	5	2
66	и той же	4	2
67	и то же	7	2
68	как мы уже	1	2
69	состоит в том	1	2
70	не говоря уже	1	2
71	сам по себе	9	2
72	а между тем	6	2
73	смысле этого слова	9	2
74	в первом случае	2	2
75	потому что он	3	2
76	одно и то	7	2
77	самой своей природе	1	2
78	по меньшей мере	1	2
79	одной и той	4	2
80	могут быть названы	1	2
81	что в нем	1	2
82	и того же	2	2
83	подобно тому как	3	2
84	не могут быть	3	2
85	представить себе что	1	2
86	во второй половине	1	2
87	той же области	1	2
88	стороны своего содержания	1	2
89	одного и того	2	2
90	по самой своей	1	2
91	после того как	2	2
92	вовсе не в	1	2
93	может быть и	1	2
94	и в основании	1	1
95	лишь в том	1	1
96	только в форме	1	1
97	не только по	3	1
98	что в ней	2	1
99	тех пор пока	2	1
100	что оно имеет	1	1
101	увидим что оно	1	1
102	от этого не	1	1
103	в том же	2	1
104	то это может	1	1
105	все то что	2	1
106	сказанного ясно что	1	1
107	может быть назван	3	1
108	том что можно	1	1
109	или же это	1	1
110	в ее основании	1	1
111	прежде всего он	1	1
112	как на нечто	1	1
113	с этим в	1	1
114	и это есть	1	1
115	тем что в	1	1
116	в том как	3	1
117	но и в	4	1
118	одной из этих	1	1
119	от того что	7	1
120	себе отчет в	1	1
121	в том смысле	6	1
122	уже в том	1	1
123	и тогда когда	1	1
124	разница только в	1	1
125	исследования но в	1	1
126	в подобных случаях	1	1
127	независимо от своего	1	1
128	на самом деле	4	1
129	в одно целое	3	1
