N	3gram	Propp_Isto	EvropaiC
1	в том что	4	16
2	до сих пор	7	15
3	по отношению к	2	11
4	друг с другом	2	9
5	с точки зрения	1	8
6	на то что	3	7
7	для того чтобы	3	7
8	мы знаем что	8	7
9	на самом деле	1	7
10	сих пор не	1	5
11	по сравнению с	1	5
12	в самом деле	1	5
13	не может быть	6	4
14	о том что	5	4
15	тем не менее	6	4
16	совершенно так же	3	4
17	с другой стороны	10	4
18	в этом случае	13	4
19	может быть и	1	4
20	вместе с тем	7	3
21	которых идет речь	1	3
22	таким образом в	2	3
23	все же не	1	3
24	о которых идет	1	3
25	так же как	10	3
26	в данном случае	2	3
27	и то что	3	3
28	в связи с	6	3
29	в свою очередь	1	2
30	но вместе с	4	2
31	во всяком случае	1	2
32	случае если бы	1	2
33	и может быть	1	2
34	во всех этих	2	2
35	друг на друга	1	2
36	он не может	2	2
37	как и в	4	2
38	в то время	3	2
39	в то же	1	2
40	ничего общего с	1	2
41	как и все	1	2
42	указывают на то	1	2
43	то что у	1	2
44	но все же	6	2
45	только то что	1	2
46	с одной стороны	7	2
47	то же время	1	2
48	о том чтобы	1	2
49	но так как	3	2
50	и в том	1	2
51	мы видели что	2	1
52	несмотря на всю	1	1
53	к тем же	1	1
54	таким образом мы	3	1
55	которые не могут	1	1
56	а потом и	1	1
57	выводам что и	1	1
58	мы уже знаем	1	1
59	все же никогда	1	1
60	мы находим в	1	1
61	то что представление	1	1
62	мы видим что	4	1
63	как и вообще	1	1
64	на задний план	3	1
65	к тому времени	1	1
66	как на почве	1	1
67	эти примеры показывают	2	1
68	в противоречие с	1	1
69	как мы знаем	1	1
70	в ту же	1	1
71	но мы знаем	3	1
72	в одно целое	1	1
73	есть как бы	1	1
74	этой точки зрения	2	1
75	две стороны одного	1	1
76	в себе и	1	1
77	же никогда не	1	1
78	с этой точки	2	1
79	лет тому назад	2	1
80	это может быть	1	1
81	точно так же	3	1
82	в том числе	3	1
83	есть ли это	1	1
84	только в том	1	1
85	социальной жизни и	1	1
86	не в том	2	1
87	свидетельствует о том	1	1
88	чтобы ответить на	1	1
89	за ним и	1	1
90	нами до сих	1	1
91	до некоторой степени	1	1
92	вместе с ней	1	1
93	состоит в том	1	1
94	каждый раз когда	1	1
95	что у него	2	1
96	но даже в	1	1
97	во многих отношениях	1	1
98	даже в более	1	1
99	примеры показывают что	1	1
100	мы видели выше	1	1
101	но при этом	1	1
102	нельзя рассматривать как	1	1
103	и оно было	1	1
104	может быть не	1	1
105	иметь в виду	1	1
106	смысле этого слова	1	1
107	одно и то	2	1
108	очень много и	1	1
109	ясно показывают что	1	1
110	как мы видели	2	1
111	мы только что	1	1
112	в зависимости от	1	1
113	мы не знаем	2	1
114	становится понятным что	1	1
115	том числе и	2	1
116	вступают в противоречие	1	1
117	и таким образом	2	1
118	на пути к	1	1
119	выше мы видели	1	1
120	не менее в	1	1
121	уже и сейчас	1	1
122	с самого начала	1	1
123	образом мы видим	1	1
124	и то же	2	1
125	этом случае мы	2	1
126	стоит в связи	1	1
127	в самые отдаленные	1	1
128	хотя бы в	1	1
129	уже знаем что	1	1
130	тех случаях когда	1	1
131	том что они	1	1
132	то обстоятельство что	1	1
133	на наших глазах	1	1
134	в широком смысле	1	1
135	а не в	1	1
136	то же самое	1	1
137	это представление о	1	1
138	том что при	2	1
139	несмотря на все	1	1
140	и с этой	1	1
141	в жизни народов	1	1
142	что тот или	1	1
143	мы уже говорили	1	1
144	из того что	1	1
145	во-первых потому что	1	1
146	никак не может	1	1
147	таким образом и	1	1
148	к ней и	1	1
149	только тогда когда	2	1
150	из которых каждый	1	1
151	народы о которых	1	1
152	то время как	3	1
153	для тех кто	1	1
154	в тех случаях	1	1
155	случаев в которых	1	1
156	в чистом виде	1	1
157	это было бы	1	1
