N	2gram	Vygotskiy_	VerxiiNi
1	и в	55	26
2	таким образом	35	22
3	с тем	10	18
4	в этом	30	15
5	вместе с	16	15
6	точки зрения	15	13
7	как бы	33	12
8	в том	50	11
9	не только	24	10
10	и с	3	10
11	может быть	34	10
12	из этих	4	10
13	что в	43	9
14	так как	20	9
15	связи с	2	9
16	но и	16	9
17	в области	2	9
18	и у	1	8
19	и не	19	8
20	как на	15	8
21	главным образом	3	8
22	с другой	12	8
23	но не	9	8
24	с одной	15	7
25	но все	5	7
26	том что	46	7
27	потому что	48	7
28	одной стороны	15	7
29	а с	7	7
30	то что	69	7
31	но в	7	7
32	из них	7	7
33	к нему	1	7
34	так и	6	6
35	в конце	10	6
36	несмотря на	5	6
37	все это	8	6
38	что и	11	6
39	в отношении	2	6
40	представление о	1	6
41	все эти	5	6
42	все же	11	6
43	к тому	12	6
44	о том	24	6
45	во всяком	2	6
46	и потому	8	6
47	всяком случае	1	6
48	мы должны	10	6
49	и т.д	1	6
50	с точки	5	6
51	в себе	13	6
52	того же	5	6
53	и к	5	5
54	до сих	9	5
55	в его	8	5
56	к жизни	2	5
57	тому же	4	5
58	более или	1	5
59	не имеет	2	5
60	с другом	6	5
61	или менее	1	5
62	сих пор	9	5
63	по крайней	1	5
64	того чтобы	43	5
65	для того	45	5
66	так же	19	5
67	отношение к	1	5
68	одной из	2	5
69	образом в	3	5
70	в силу	3	5
71	друг с	6	5
72	а не	16	5
73	и для	13	5
74	крайней мере	1	5
75	никогда не	15	5
76	в самом	18	4
77	что оно	12	4
78	ничем не	1	4
79	то есть	16	4
80	то же	16	4
81	из которых	5	4
82	только в	12	4
83	в этих	3	4
84	должен был	7	4
85	целый ряд	5	4
86	учение о	1	4
87	что он	30	4
88	в которых	4	4
89	в смысле	1	4
90	в котором	5	4
91	в течение	2	4
92	он не	10	4
93	и что	45	4
94	далеко не	4	4
95	а в	7	4
96	очень мало	1	4
97	в этой	15	4
98	и от	2	4
99	не может	15	4
100	что все	12	4
101	на этот	7	4
102	в виде	3	4
103	в то	6	4
104	и только	5	4
105	в нем	13	4
106	во время	4	4
107	уже с	2	3
108	к сожалению	2	3
109	и другие	3	3
110	с этой	5	3
111	и при	3	3
112	при этом	11	3
113	для него	5	3
114	из всех	1	3
115	что это	15	3
116	и если	13	3
117	в качестве	2	3
118	в результате	6	3
119	то с	1	3
120	и даже	4	3
121	если бы	21	3
122	в которой	4	3
123	с ней	1	3
124	на нее	2	3
125	с самого	5	3
126	в таком	4	3
127	ясно что	10	3
128	и как	10	3
129	же как	4	3
130	но по	1	3
131	если в	1	3
132	не менее	1	3
133	из которого	1	3
134	и таким	3	3
135	в других	1	3
136	и нет	1	3
137	что эти	4	3
138	можно сказать	4	3
139	каждая из	1	3
140	за собой	1	3
141	хотя бы	5	3
142	в значительной	1	3
143	представляет собой	2	3
144	так что	8	3
145	так называемые	1	3
146	у них	1	3
147	когда он	10	3
148	в одном	5	3
149	оказывается что	2	3
150	большей частью	1	3
151	и о	5	3
152	отношению к	2	3
153	в своем	12	3
154	уже не	1	3
155	подойти к	1	3
156	к этому	5	3
157	конце концов	6	3
158	того что	12	3
159	бы то	1	2
160	с которого	1	2
161	влечет за	2	2
162	все что	1	2
163	взгляд на	2	2
164	один из	9	2
165	не исключая	1	2
166	и здесь	11	2
167	и на	12	2
168	смотреть на	3	2
169	благодаря этому	1	2
170	по тому	1	2
171	только что	11	2
172	богом и	1	2
173	и сейчас	5	2
174	и заставляет	2	2
175	уже в	7	2
176	чем все	1	2
177	гораздо менее	1	2
178	тогда когда	1	2
179	или по	1	2
180	мы имеем	10	2
181	именно из	2	2
182	не с	2	2
183	ни было	1	2
184	этом отношении	3	2
185	только не	5	2
186	те же	3	2
187	не как	3	2
188	самой этой	1	2
189	прежде всего	6	2
190	из своих	1	2
191	требует от	1	2
192	одно из	1	2
193	его от	1	2
194	в русском	1	2
195	не могут	4	2
196	различия между	2	2
197	в них	7	2
198	из него	1	2
199	не было	2	2
200	психической жизни	1	2
201	к его	2	2
202	не потому	2	2
203	этой точки	3	2
204	отличаются от	1	2
205	не в	12	2
206	образом если	2	2
207	без остатка	1	2
208	а также	1	2
209	в виду	5	2
210	в россии	1	2
211	одним из	1	2
212	мысль о	5	2
213	с целью	1	2
214	том виде	1	2
215	по существу	4	2
216	именно в	9	2
217	и действительно	2	2
218	героев и	1	2
219	в процессе	1	2
220	принято называть	1	2
221	очень много	1	2
222	между этими	1	2
223	можно назвать	1	2
224	с одним	1	2
225	к которым	3	2
226	для каждого	1	2
227	к другу	5	2
228	одновременно и	1	2
229	в одно	1	2
230	основано на	2	2
231	но когда	1	2
232	при таком	4	2
233	по своему	1	2
234	приводит к	2	2
235	на все	2	2
236	только для	2	2
237	отличается от	4	2
238	должно было	2	2
239	говорили о	1	2
240	о котором	9	2
241	сравнению с	4	2
242	ничего общего	1	2
243	в эту	2	2
244	так например	5	2
245	нет вовсе	1	2
246	связано с	1	2
247	еще не	6	2
248	во всех	6	2
249	начиная с	1	2
250	ко всему	1	2
251	мы можем	8	2
252	уже давно	4	2
253	некоторые из	1	2
254	больше чем	3	2
255	людей и	1	2
256	что мы	12	2
257	ли это	3	2
258	силы и	1	2
259	если не	2	2
260	но при	1	2
261	законов то	1	2
262	его не	2	2
263	надо было	2	2
264	по сравнению	4	2
265	то ни	1	2
